cell_id,Larus canus,Larus canus canus,Larus canus heinei,Larus canus kamtschatschensis
8408e9bffffffff,11.0,2.0,0.0,0.0
8408ea3ffffffff,2.0,0.0,0.0,0.0
8408eb3ffffffff,2.0,0.0,0.0,0.0
8408ec1ffffffff,25.0,6.0,0.0,0.0
8408ec9ffffffff,9.0,0.0,0.0,0.0
8408ecdffffffff,12.0,0.0,0.0,0.0
8408ed1ffffffff,4.0,0.0,0.0,0.0
8408ed3ffffffff,180.0,7.0,0.0,0.0
8408ed7ffffffff,11.0,0.0,0.0,0.0
8408ed9ffffffff,5.0,1.0,0.0,0.0
8408edbffffffff,47.0,0.0,0.0,0.0
8408ee9ffffffff,1.0,0.0,0.0,0.0
8408f0dffffffff,3.0,0.0,0.0,0.0
8408f17ffffffff,4.0,0.0,0.0,0.0
8408f25ffffffff,8.0,4.0,0.0,0.0
8408f29ffffffff,10.0,0.0,0.0,0.0
8408f2dffffffff,8.0,2.0,0.0,0.0
8408f47ffffffff,7.0,0.0,0.0,0.0
8408f63ffffffff,42.0,4.0,0.0,0.0
8408f6dffffffff,2.0,0.0,0.0,0.0
84094a7ffffffff,17.0,0.0,0.0,0.0
84094b3ffffffff,6.0,2.0,0.0,0.0
84094b5ffffffff,10.0,0.0,0.0,0.0
84094b7ffffffff,22.0,6.0,0.0,0.0
8409581ffffffff,2.0,0.0,0.0,0.0
8409583ffffffff,6.0,4.0,0.0,0.0
8409585ffffffff,23.0,0.0,0.0,0.0
8409587ffffffff,18.0,2.0,0.0,0.0
840958bffffffff,2.0,0.0,0.0,0.0
8409591ffffffff,6.0,0.0,0.0,0.0
8409595ffffffff,2.0,0.0,0.0,0.0
8409599ffffffff,17.0,0.0,0.0,0.0
840959bffffffff,3.0,0.0,0.0,0.0
840959dffffffff,1.0,0.0,0.0,0.0
84095a7ffffffff,1.0,0.0,0.0,0.0
84095a9ffffffff,50.0,0.0,0.0,0.0
84095abffffffff,5.0,0.0,0.0,0.0
84095adffffffff,20.0,0.0,0.0,0.0
84095b1ffffffff,1.0,0.0,0.0,0.0
84095b9ffffffff,1.0,0.0,0.0,0.0
84095bdffffffff,3.0,0.0,0.0,0.0
84095e7ffffffff,2.0,0.0,0.0,0.0
8409805ffffffff,49.0,2.0,0.0,0.0
8409807ffffffff,5.0,0.0,0.0,0.0
8409811ffffffff,103.0,27.0,0.0,0.0
8409813ffffffff,2.0,0.0,0.0,0.0
8409815ffffffff,11.0,6.0,0.0,0.0
8409817ffffffff,5.0,3.0,0.0,0.0
8409819ffffffff,15.0,5.0,0.0,0.0
840981bffffffff,2.0,0.0,0.0,0.0
840981dffffffff,15.0,6.0,0.0,0.0
8409821ffffffff,126.0,4.0,0.0,0.0
8409823ffffffff,2.0,0.0,0.0,0.0
8409825ffffffff,17.0,0.0,0.0,0.0
8409829ffffffff,32.0,3.0,0.0,0.0
840982bffffffff,104.0,5.0,0.0,0.0
840982dffffffff,44.0,0.0,0.0,0.0
8409833ffffffff,1.0,0.0,0.0,0.0
8409881ffffffff,4.0,0.0,0.0,0.0
8409883ffffffff,35.0,3.0,0.0,0.0
8409887ffffffff,1.0,0.0,0.0,0.0
8409889ffffffff,5.0,0.0,0.0,0.0
840988bffffffff,4.0,2.0,0.0,0.0
8409891ffffffff,6.0,0.0,0.0,0.0
8409893ffffffff,29.0,2.0,0.0,0.0
8409895ffffffff,2.0,1.0,0.0,0.0
8409897ffffffff,2.0,0.0,0.0,0.0
8409899ffffffff,2.0,0.0,0.0,0.0
840989bffffffff,2.0,2.0,0.0,0.0
840989dffffffff,3.0,1.0,0.0,0.0
84098a9ffffffff,5.0,0.0,0.0,0.0
84098b1ffffffff,4.0,0.0,0.0,0.0
84098b5ffffffff,3.0,0.0,0.0,0.0
84098bbffffffff,2.0,0.0,0.0,0.0
84098bdffffffff,1.0,0.0,0.0,0.0
84098c1ffffffff,16.0,6.0,0.0,0.0
84098c3ffffffff,8.0,0.0,0.0,0.0
84098c5ffffffff,3.0,0.0,0.0,0.0
84098c7ffffffff,37.0,14.0,0.0,0.0
84098cbffffffff,1.0,1.0,0.0,0.0
84098cdffffffff,2.0,0.0,0.0,0.0
84098d1ffffffff,4.0,0.0,0.0,0.0
84098d3ffffffff,2.0,0.0,0.0,0.0
84098d5ffffffff,5.0,0.0,0.0,0.0
84098d9ffffffff,8.0,0.0,0.0,0.0
84098dbffffffff,30.0,4.0,0.0,0.0
84098ddffffffff,10.0,0.0,0.0,0.0
84098e1ffffffff,16.0,0.0,0.0,0.0
84098e3ffffffff,4.0,0.0,0.0,0.0
84098e9ffffffff,2.0,0.0,0.0,0.0
84098ebffffffff,3.0,0.0,0.0,0.0
840990dffffffff,1.0,0.0,0.0,0.0
8409911ffffffff,139.0,11.0,0.0,0.0
8409913ffffffff,10.0,2.0,0.0,0.0
8409917ffffffff,38.0,9.0,0.0,0.0
840991bffffffff,300.0,13.0,0.0,0.0
8409937ffffffff,20.0,8.0,0.0,0.0
840993bffffffff,2.0,0.0,0.0,0.0
8409981ffffffff,19.0,0.0,0.0,0.0
8409983ffffffff,14.0,3.0,0.0,0.0
8409987ffffffff,12.0,2.0,0.0,0.0
840998bffffffff,2.0,0.0,0.0,0.0
840998dffffffff,2.0,0.0,0.0,0.0
8409991ffffffff,41.0,16.0,0.0,0.0
8409993ffffffff,287.0,48.0,0.0,0.0
8409995ffffffff,28.0,7.0,0.0,0.0
8409997ffffffff,28.0,10.0,0.0,0.0
8409999ffffffff,4.0,0.0,0.0,0.0
840999bffffffff,6.0,2.0,0.0,0.0
84099a3ffffffff,2.0,0.0,0.0,0.0
84099a5ffffffff,2.0,0.0,0.0,0.0
84099a7ffffffff,5.0,0.0,0.0,0.0
84099a9ffffffff,1.0,0.0,0.0,0.0
84099b1ffffffff,3.0,0.0,0.0,0.0
84099b3ffffffff,2.0,0.0,0.0,0.0
84099b5ffffffff,2.0,0.0,0.0,0.0
84099b9ffffffff,136.0,10.0,0.0,0.0
84099bbffffffff,4.0,0.0,0.0,0.0
84099bdffffffff,39.0,21.0,0.0,0.0
84099cdffffffff,3.0,0.0,0.0,0.0
84099d7ffffffff,2.0,0.0,0.0,0.0
84099e1ffffffff,1.0,0.0,0.0,0.0
84099e9ffffffff,99.0,2.0,0.0,0.0
84099ebffffffff,8.0,2.0,0.0,0.0
8409a09ffffffff,138.0,22.0,0.0,0.0
8409a41ffffffff,26.0,1.0,0.0,0.0
8409a43ffffffff,27.0,8.0,0.0,0.0
8409a45ffffffff,71.0,12.0,0.0,0.0
8409a47ffffffff,119.0,44.0,0.0,0.0
8409a4dffffffff,23.0,0.0,0.0,0.0
8409a55ffffffff,51.0,23.0,0.0,0.0
8409a69ffffffff,147.0,32.0,0.0,0.0
8409a6bffffffff,74.0,12.0,0.0,0.0
8409aa7ffffffff,1.0,0.0,0.0,0.0
8409ab1ffffffff,8.0,0.0,0.0,0.0
8409ab3ffffffff,5.0,0.0,0.0,0.0
8409ab7ffffffff,3.0,0.0,0.0,0.0
8409b1bffffffff,4.0,0.0,0.0,0.0
840a337ffffffff,15.0,0.0,12.0,0.0
840aa6dffffffff,1.0,0.0,1.0,0.0
840b893ffffffff,1.0,0.0,1.0,0.0
840b9a7ffffffff,2.0,0.0,0.0,0.0
840bb03ffffffff,1.0,0.0,1.0,0.0
840bb07ffffffff,2.0,0.0,0.0,0.0
8410041ffffffff,1.0,0.0,0.0,0.0
8410161ffffffff,4.0,0.0,0.0,0.0
8410165ffffffff,9.0,0.0,0.0,0.0
8410167ffffffff,6.0,0.0,0.0,0.0
8410203ffffffff,2.0,0.0,0.0,0.0
8410231ffffffff,5.0,0.0,0.0,0.0
8410239ffffffff,3.0,0.0,0.0,0.0
841023dffffffff,1.0,0.0,0.0,0.0
8410351ffffffff,2.0,0.0,0.0,0.0
841081dffffffff,1.0,0.0,0.0,0.0
8410969ffffffff,2.0,0.0,0.0,0.0
8410a1dffffffff,1.0,0.0,0.0,0.0
8410c23ffffffff,33.0,0.0,0.0,0.0
8410c27ffffffff,10.0,0.0,2.0,0.0
8410c35ffffffff,2.0,0.0,2.0,0.0
8410d21ffffffff,3.0,0.0,0.0,0.0
8410dc1ffffffff,5.0,0.0,0.0,0.0
8410dc9ffffffff,40.0,0.0,4.0,0.0
8410dcdffffffff,7.0,0.0,0.0,0.0
8410de1ffffffff,2.0,0.0,0.0,0.0
8410de5ffffffff,2.0,0.0,0.0,0.0
8410f01ffffffff,1.0,0.0,0.0,0.0
8410f0dffffffff,1.0,0.0,1.0,0.0
8411001ffffffff,2.0,0.0,0.0,0.0
8411009ffffffff,3.0,0.0,0.0,0.0
8411015ffffffff,18.0,0.0,0.0,0.0
8411031ffffffff,28.0,0.0,0.0,0.0
8411039ffffffff,6.0,0.0,0.0,0.0
