cell_id,Poecile gambeli,Poecile gambeli [gambeli Group],Poecile gambeli [baileyae Group]
8426983ffffffff,6.0,0.0,0.0
8426987ffffffff,2.0,0.0,0.0
8426989ffffffff,2.0,0.0,0.0
842698bffffffff,2.0,0.0,0.0
8426995ffffffff,1.0,0.0,0.0
842699bffffffff,2.0,0.0,0.0
842699dffffffff,2.0,2.0,0.0
84269a9ffffffff,1.0,0.0,0.0
84269b9ffffffff,5.0,0.0,0.0
84269c5ffffffff,2.0,0.0,0.0
84269cbffffffff,14.0,9.0,0.0
84269d9ffffffff,2.0,0.0,0.0
84269ddffffffff,8.0,0.0,0.0
8426a1dffffffff,2.0,0.0,0.0
8426a85ffffffff,2.0,0.0,0.0
8426a87ffffffff,5.0,0.0,0.0
8426a8bffffffff,1.0,0.0,0.0
8426a97ffffffff,6.0,0.0,0.0
8426aa1ffffffff,8.0,0.0,0.0
8426aa5ffffffff,10.0,0.0,0.0
8426aa7ffffffff,7.0,0.0,0.0
8426aa9ffffffff,1.0,0.0,0.0
8426aabffffffff,23.0,0.0,0.0
8426aadffffffff,20.0,0.0,0.0
8426ab3ffffffff,4.0,0.0,0.0
8426ab7ffffffff,4.0,0.0,0.0
8426abbffffffff,2.0,0.0,0.0
8426ac5ffffffff,23.0,0.0,0.0
8426ae3ffffffff,8.0,0.0,0.0
8426ae9ffffffff,1.0,0.0,0.0
8426b69ffffffff,1.0,1.0,0.0
8426d0dffffffff,2.0,0.0,0.0
8426d2bffffffff,2.0,0.0,0.0
8426d35ffffffff,7.0,0.0,0.0
8426d45ffffffff,1.0,0.0,0.0
8426d49ffffffff,14.0,2.0,0.0
8426d4bffffffff,6.0,0.0,0.0
8426d67ffffffff,6.0,0.0,0.0
8426d6bffffffff,11.0,0.0,0.0
8426d6dffffffff,9.0,0.0,0.0
8426f07ffffffff,6.0,0.0,0.0
8426f25ffffffff,8.0,2.0,0.0
8426f27ffffffff,7.0,0.0,0.0
8426f2bffffffff,2.0,0.0,0.0
8426f2dffffffff,2.0,2.0,0.0
8426f3dffffffff,4.0,0.0,0.0
8426f43ffffffff,17.0,0.0,0.0
84278b5ffffffff,4.0,0.0,0.0
842794dffffffff,3.0,0.0,0.0
842795bffffffff,19.0,2.0,0.0
8427969ffffffff,5.0,0.0,0.0
8427995ffffffff,3.0,3.0,0.0
84279a1ffffffff,1.0,1.0,0.0
84279a5ffffffff,2.0,2.0,0.0
84279bbffffffff,4.0,4.0,0.0
8428021ffffffff,6.0,0.0,0.0
8428065ffffffff,2.0,0.0,0.0
8428101ffffffff,2.0,0.0,0.0
8428103ffffffff,2.0,0.0,0.0
8428109ffffffff,53.0,0.0,0.0
842810bffffffff,16.0,0.0,0.0
842810dffffffff,1.0,0.0,0.0
8428111ffffffff,6.0,0.0,4.0
8428123ffffffff,1.0,0.0,1.0
8428141ffffffff,3.0,0.0,3.0
8428143ffffffff,17.0,0.0,0.0
8428145ffffffff,2.0,0.0,0.0
8428149ffffffff,2.0,0.0,2.0
842814dffffffff,132.0,0.0,132.0
8428151ffffffff,7.0,0.0,0.0
8428153ffffffff,2.0,0.0,0.0
8428155ffffffff,50.0,0.0,5.0
8428157ffffffff,10.0,0.0,2.0
8428159ffffffff,1.0,0.0,0.0
8428189ffffffff,2.0,0.0,0.0
84281a3ffffffff,2.0,0.0,0.0
84281a5ffffffff,154.0,0.0,0.0
84281a7ffffffff,4.0,0.0,0.0
84281adffffffff,21.0,0.0,0.0
84281b3ffffffff,15.0,0.0,0.0
84281b5ffffffff,4.0,0.0,0.0
84281b7ffffffff,2.0,0.0,0.0
84281c3ffffffff,10.0,0.0,0.0
84281c7ffffffff,2.0,0.0,0.0
84281c9ffffffff,2.0,0.0,0.0
84281e1ffffffff,1.0,0.0,0.0
84281e5ffffffff,6.0,0.0,0.0
84281e7ffffffff,3.0,0.0,1.0
84281e9ffffffff,23.0,0.0,0.0
84281edffffffff,3.0,0.0,0.0
8428327ffffffff,369.0,0.0,369.0
842832bffffffff,12.0,0.0,0.0
8428333ffffffff,2.0,0.0,0.0
8428343ffffffff,1.0,0.0,0.0
8428801ffffffff,10.0,0.0,0.0
8428809ffffffff,2.0,0.0,0.0
8428841ffffffff,4.0,0.0,0.0
8428845ffffffff,8.0,0.0,0.0
8428847ffffffff,52.0,0.0,0.0
8428849ffffffff,2.0,0.0,0.0
842884bffffffff,8.0,0.0,0.0
8428869ffffffff,1.0,0.0,0.0
842886bffffffff,16.0,0.0,0.0
8428887ffffffff,2.0,0.0,0.0
842888bffffffff,1.0,0.0,0.0
84288adffffffff,4.0,0.0,0.0
84288c5ffffffff,1.0,0.0,0.0
84288d1ffffffff,3.0,0.0,0.0
84288dbffffffff,5.0,0.0,0.0
84288e3ffffffff,1.0,0.0,0.0
8428907ffffffff,3.0,1.0,0.0
842890dffffffff,1.0,0.0,0.0
8428915ffffffff,2.0,0.0,0.0
8428921ffffffff,3.0,1.0,0.0
8428923ffffffff,18.0,15.0,0.0
8428927ffffffff,2.0,2.0,0.0
842892bffffffff,8.0,3.0,0.0
8428939ffffffff,2.0,0.0,0.0
8428963ffffffff,2.0,0.0,0.0
8428985ffffffff,1.0,0.0,0.0
842898dffffffff,4.0,0.0,0.0
84289abffffffff,2.0,2.0,0.0
84289b7ffffffff,6.0,4.0,0.0
84289bbffffffff,1.0,1.0,0.0
84289c9ffffffff,1.0,1.0,0.0
8428a35ffffffff,3.0,0.0,0.0
8428a93ffffffff,33.0,0.0,0.0
8428a99ffffffff,8.0,0.0,2.0
8428a9bffffffff,28.0,0.0,0.0
8428adbffffffff,1.0,0.0,0.0
8428b01ffffffff,2.0,0.0,0.0
8428b07ffffffff,1.0,0.0,0.0
8428b0bffffffff,2.0,2.0,0.0
8428b13ffffffff,3.0,0.0,0.0
8428b57ffffffff,19.0,1.0,0.0
8428c25ffffffff,6.0,0.0,0.0
8428c6dffffffff,2.0,0.0,0.0
8428d05ffffffff,2.0,0.0,0.0
8428d09ffffffff,2.0,0.0,0.0
8428d0dffffffff,6.0,0.0,0.0
8428d1dffffffff,2.0,0.0,0.0
8428d23ffffffff,16.0,0.0,1.0
8428d2bffffffff,67.0,0.0,0.0
8428d31ffffffff,6.0,0.0,0.0
8428d35ffffffff,46.0,0.0,0.0
8428d39ffffffff,1.0,0.0,0.0
8428d3dffffffff,1.0,0.0,0.0
8428d41ffffffff,13.0,0.0,0.0
8428d47ffffffff,3.0,0.0,0.0
8428d49ffffffff,13.0,0.0,0.0
8428d55ffffffff,12.0,0.0,0.0
8428d81ffffffff,2.0,0.0,0.0
8428d9dffffffff,5.0,0.0,0.0
8428de1ffffffff,8.0,0.0,0.0
8428de9ffffffff,15.0,0.0,0.0
8428dedffffffff,2.0,0.0,0.0
8428f01ffffffff,41.0,0.0,0.0
8428f05ffffffff,22.0,0.0,0.0
8428f09ffffffff,5.0,0.0,0.0
8428f0bffffffff,2.0,0.0,0.0
8428f23ffffffff,2.0,0.0,0.0
8428f27ffffffff,1.0,0.0,0.0
8428f3dffffffff,2.0,0.0,0.0
8428f49ffffffff,3.0,0.0,0.0
8428f4bffffffff,4.0,0.0,0.0
8428f55ffffffff,7.0,0.0,0.0
8428f59ffffffff,9.0,0.0,0.0
8428f5dffffffff,7.0,0.0,0.0
8428f63ffffffff,4.0,0.0,0.0
8428f69ffffffff,1.0,0.0,0.0
8429127ffffffff,2.0,0.0,0.0
84291a5ffffffff,7.0,0.0,0.0
8429891ffffffff,10.0,0.0,10.0
8429893ffffffff,2.0,0.0,0.0
8429899ffffffff,10.0,0.0,8.0
842989bffffffff,918.0,0.0,916.0
84298cbffffffff,3.0,0.0,1.0
84298cdffffffff,2.0,0.0,0.0
84298d3ffffffff,11.0,0.0,9.0
84298ddffffffff,2.0,0.0,2.0
8429907ffffffff,7.0,0.0,0.0
842990bffffffff,6.0,4.0,0.0
8429933ffffffff,1.0,0.0,0.0
8429947ffffffff,1.0,1.0,0.0
84299b3ffffffff,1.0,1.0,0.0
8429a01ffffffff,38.0,0.0,0.0
8429a03ffffffff,8.0,0.0,0.0
8429a05ffffffff,13.0,0.0,0.0
8429a07ffffffff,2.0,0.0,0.0
8429a09ffffffff,5.0,0.0,0.0
8429a0dffffffff,4.0,0.0,0.0
8429a17ffffffff,13.0,0.0,0.0
8429a19ffffffff,18.0,0.0,0.0
8429a1dffffffff,4.0,0.0,2.0
8429a29ffffffff,3.0,0.0,0.0
8429a39ffffffff,4.0,0.0,0.0
8429a41ffffffff,45.0,0.0,0.0
8429a43ffffffff,135.0,0.0,0.0
8429a45ffffffff,1.0,0.0,0.0
8429a47ffffffff,69.0,0.0,0.0
8429a4dffffffff,1.0,0.0,0.0
8429a55ffffffff,16.0,0.0,0.0
8429a57ffffffff,37.0,0.0,0.0
8429a63ffffffff,7.0,0.0,0.0
8429aabffffffff,4.0,0.0,4.0
8429ab7ffffffff,9.0,0.0,9.0
8429ac1ffffffff,1.0,0.0,0.0
8429ac9ffffffff,5.0,0.0,0.0
8429acdffffffff,4.0,0.0,0.0
8429ae3ffffffff,1.0,0.0,0.0
8429ae7ffffffff,4.0,0.0,4.0
8429b03ffffffff,3.0,0.0,0.0
8429b0bffffffff,1.0,0.0,0.0
8429b25ffffffff,2.0,2.0,0.0
8429b5bffffffff,2.0,0.0,0.0
8429b65ffffffff,35.0,0.0,0.0
8429b67ffffffff,2.0,0.0,0.0
8429b6bffffffff,11.0,0.0,0.0
8448591ffffffff,1.0,0.0,0.0
8448593ffffffff,5.0,0.0,0.0
8448597ffffffff,2.0,0.0,0.0
8448599ffffffff,9.0,0.0,0.0
844859dffffffff,2.0,0.0,0.0
84485b3ffffffff,3.0,0.0,0.0
84485d5ffffffff,7.0,0.0,0.0
84485ddffffffff,62.0,0.0,0.0
8448ab7ffffffff,2.0,0.0,0.0
8448c09ffffffff,3.0,0.0,0.0
8448c13ffffffff,2.0,0.0,0.0
8448c35ffffffff,2.0,0.0,0.0
8448c65ffffffff,15.0,0.0,0.0
8448cc5ffffffff,5.0,0.0,0.0
8448cd3ffffffff,2.0,2.0,0.0
8448cd9ffffffff,81.0,2.0,0.0
8448cdbffffffff,2.0,2.0,0.0
8448d27ffffffff,2.0,0.0,0.0
8448d33ffffffff,1.0,0.0,0.0
8448d37ffffffff,5.0,0.0,0.0
8448d4bffffffff,3.0,1.0,0.0
8448d53ffffffff,2.0,0.0,0.0
8448d57ffffffff,2.0,0.0,0.0
8448d83ffffffff,2.0,2.0,0.0
8448d87ffffffff,5.0,1.0,0.0
8448d89ffffffff,21.0,19.0,0.0
8448dabffffffff,6.0,2.0,0.0
8448db5ffffffff,4.0,0.0,0.0
8448e37ffffffff,1.0,0.0,0.0
8448e85ffffffff,250.0,197.0,0.0
8448ea1ffffffff,26.0,0.0,0.0
8448ea7ffffffff,4.0,4.0,0.0
8448eadffffffff,14.0,0.0,0.0
8448eb1ffffffff,5.0,1.0,0.0
8448eb3ffffffff,92.0,3.0,0.0
8448eb5ffffffff,2.0,0.0,0.0
8448eb7ffffffff,1.0,0.0,0.0
8448ebbffffffff,11.0,0.0,0.0
8448f21ffffffff,1.0,1.0,0.0
8448f37ffffffff,10.0,0.0,0.0
8448f3bffffffff,1.0,0.0,0.0
