cell_id,Salpinctes obsoletus,Salpinctes obsoletus [obsoletus Group],Salpinctes obsoletus [guttatus Group]
8426e83ffffffff,3.0,0.0,0.0
8426e9dffffffff,8.0,0.0,0.0
8426ed7ffffffff,2.0,0.0,0.0
8426f07ffffffff,2.0,0.0,0.0
8426f09ffffffff,2.0,0.0,0.0
8426f0dffffffff,4.0,0.0,0.0
8426f17ffffffff,10.0,0.0,0.0
8426f1dffffffff,8.0,0.0,0.0
8426f23ffffffff,2.0,0.0,0.0
8426f27ffffffff,6.0,0.0,0.0
8426f35ffffffff,2.0,0.0,0.0
8426f51ffffffff,5.0,0.0,0.0
8426f55ffffffff,3.0,0.0,0.0
8426f63ffffffff,3.0,0.0,0.0
8427039ffffffff,1.0,0.0,0.0
842711bffffffff,1.0,0.0,0.0
8427137ffffffff,1.0,0.0,0.0
8427151ffffffff,4.0,0.0,0.0
84274bbffffffff,2.0,0.0,0.0
84274edffffffff,28.0,0.0,0.0
8427527ffffffff,1.0,0.0,0.0
8427593ffffffff,13.0,0.0,0.0
8427631ffffffff,2.0,0.0,0.0
84276bdffffffff,1.0,0.0,0.0
84276d5ffffffff,5.0,0.0,0.0
8427715ffffffff,5.0,0.0,0.0
8427801ffffffff,4.0,0.0,0.0
8427813ffffffff,2.0,0.0,0.0
8427817ffffffff,2.0,0.0,0.0
8427833ffffffff,3.0,0.0,0.0
8427841ffffffff,4.0,0.0,0.0
8427845ffffffff,1.0,0.0,0.0
84278c9ffffffff,2.0,0.0,0.0
84278e5ffffffff,2.0,0.0,0.0
842794bffffffff,2.0,0.0,0.0
8427955ffffffff,3.0,0.0,0.0
8427981ffffffff,2.0,0.0,0.0
8427997ffffffff,2.0,0.0,0.0
84279abffffffff,7.0,2.0,0.0
84279ebffffffff,2.0,0.0,0.0
8427a01ffffffff,4.0,0.0,0.0
8427a07ffffffff,4.0,0.0,0.0
8427a33ffffffff,2.0,0.0,0.0
8427a39ffffffff,2.0,0.0,0.0
8427a89ffffffff,1.0,0.0,0.0
8427a9bffffffff,2.0,0.0,0.0
8427aa3ffffffff,1.0,0.0,0.0
8427ac5ffffffff,1.0,0.0,0.0
8427b13ffffffff,26.0,0.0,0.0
8427b21ffffffff,4.0,0.0,0.0
8427b39ffffffff,2.0,0.0,0.0
8427b65ffffffff,8.0,0.0,0.0
8428005ffffffff,3.0,0.0,0.0
8428021ffffffff,7.0,0.0,0.0
8428027ffffffff,6.0,0.0,0.0
8428029ffffffff,6.0,0.0,0.0
842802bffffffff,6.0,0.0,0.0
8428063ffffffff,31.0,0.0,0.0
8428109ffffffff,2.0,0.0,0.0
8428119ffffffff,1.0,0.0,0.0
8428123ffffffff,2.0,0.0,0.0
8428129ffffffff,2.0,0.0,0.0
842812bffffffff,2.0,0.0,0.0
8428131ffffffff,5.0,0.0,0.0
8428139ffffffff,2.0,0.0,0.0
842813bffffffff,8.0,0.0,0.0
842814bffffffff,2.0,0.0,0.0
8428151ffffffff,1.0,0.0,0.0
8428153ffffffff,4.0,0.0,0.0
842818bffffffff,3.0,0.0,0.0
8428195ffffffff,1.0,0.0,0.0
84281a1ffffffff,12.0,0.0,0.0
84281a3ffffffff,2.0,0.0,0.0
84281a5ffffffff,5.0,0.0,0.0
84281a7ffffffff,1.0,0.0,0.0
84281adffffffff,3.0,0.0,0.0
84281b3ffffffff,5.0,0.0,0.0
84281b5ffffffff,5.0,0.0,0.0
84281c1ffffffff,2.0,0.0,0.0
84281c3ffffffff,5.0,0.0,0.0
84281c9ffffffff,3.0,0.0,0.0
84281cbffffffff,12.0,0.0,0.0
84281d5ffffffff,2.0,0.0,0.0
84281e9ffffffff,2.0,0.0,0.0
84281ebffffffff,1.0,1.0,0.0
8428301ffffffff,5.0,0.0,0.0
8428303ffffffff,3.0,0.0,0.0
8428305ffffffff,10.0,0.0,0.0
8428307ffffffff,31.0,0.0,0.0
8428309ffffffff,36.0,0.0,0.0
842830bffffffff,1.0,0.0,0.0
842830dffffffff,8.0,0.0,0.0
8428321ffffffff,68.0,0.0,0.0
8428323ffffffff,5.0,0.0,0.0
8428329ffffffff,10.0,0.0,0.0
8428331ffffffff,4.0,0.0,0.0
8428335ffffffff,57.0,0.0,0.0
8428339ffffffff,6.0,0.0,0.0
842833dffffffff,2.0,0.0,0.0
8428341ffffffff,29.0,0.0,0.0
8428343ffffffff,77.0,0.0,0.0
8428345ffffffff,26.0,4.0,0.0
8428347ffffffff,4.0,0.0,0.0
842834dffffffff,30.0,2.0,0.0
8428355ffffffff,149.0,26.0,0.0
8428357ffffffff,18.0,0.0,0.0
8428363ffffffff,27.0,0.0,0.0
8428367ffffffff,242.0,0.0,0.0
8428369ffffffff,26.0,0.0,0.0
842836bffffffff,44.0,0.0,0.0
8428809ffffffff,1.0,0.0,0.0
8428815ffffffff,1.0,0.0,0.0
8428843ffffffff,3.0,0.0,0.0
8428847ffffffff,4.0,0.0,0.0
842884bffffffff,3.0,0.0,0.0
842888dffffffff,1.0,0.0,0.0
8428897ffffffff,1.0,0.0,0.0
84288c3ffffffff,1.0,0.0,0.0
84288dbffffffff,4.0,0.0,0.0
84288e7ffffffff,2.0,0.0,0.0
8428907ffffffff,1.0,0.0,0.0
8428915ffffffff,1.0,0.0,0.0
8428927ffffffff,2.0,0.0,0.0
8428935ffffffff,4.0,0.0,0.0
8428939ffffffff,2.0,0.0,0.0
8428945ffffffff,2.0,0.0,0.0
8428981ffffffff,1.0,0.0,0.0
8428987ffffffff,1.0,0.0,0.0
8428991ffffffff,2.0,0.0,0.0
84289b1ffffffff,11.0,0.0,0.0
84289d3ffffffff,2.0,0.0,0.0
84289dbffffffff,2.0,0.0,0.0
8428a93ffffffff,29.0,0.0,0.0
8428a97ffffffff,3.0,0.0,0.0
8428acbffffffff,2.0,0.0,0.0
8428b07ffffffff,4.0,0.0,0.0
8428b17ffffffff,2.0,0.0,0.0
8428b1dffffffff,2.0,0.0,0.0
8428b31ffffffff,1.0,0.0,0.0
8428b57ffffffff,4.0,0.0,0.0
8428b69ffffffff,8.0,0.0,0.0
8428b6dffffffff,3.0,0.0,0.0
8428c0dffffffff,2.0,0.0,0.0
8428c25ffffffff,14.0,2.0,0.0
8428c2bffffffff,1.0,0.0,0.0
8428c6bffffffff,1.0,0.0,0.0
8428d15ffffffff,1.0,0.0,0.0
8428d17ffffffff,15.0,0.0,0.0
8428d1bffffffff,42.0,0.0,0.0
8428d1dffffffff,2.0,0.0,0.0
8428d37ffffffff,1.0,0.0,0.0
8428d41ffffffff,17.0,0.0,0.0
8428d49ffffffff,23.0,0.0,0.0
8428d53ffffffff,2.0,0.0,0.0
8428d55ffffffff,26.0,0.0,0.0
8428d57ffffffff,2.0,0.0,0.0
8428d59ffffffff,30.0,2.0,0.0
8428d5bffffffff,2.0,0.0,0.0
8428d5dffffffff,5.0,0.0,0.0
8428dc7ffffffff,12.0,0.0,0.0
8428dc9ffffffff,4.0,0.0,0.0
8428dd9ffffffff,3.0,0.0,0.0
8428de1ffffffff,4.0,0.0,0.0
8428de9ffffffff,45.0,0.0,0.0
8428f01ffffffff,29.0,0.0,0.0
8428f05ffffffff,11.0,0.0,0.0
8428f11ffffffff,2.0,0.0,0.0
8428f17ffffffff,2.0,0.0,0.0
8428f19ffffffff,22.0,0.0,0.0
8428f3dffffffff,1.0,0.0,0.0
8428f4bffffffff,15.0,0.0,0.0
8428f59ffffffff,8.0,0.0,0.0
8428f61ffffffff,3.0,0.0,0.0
8428f67ffffffff,10.0,0.0,0.0
8429125ffffffff,2.0,0.0,0.0
8429167ffffffff,3.0,0.0,0.0
84291a5ffffffff,1.0,0.0,0.0
84291a7ffffffff,4.0,0.0,0.0
8429849ffffffff,5.0,0.0,0.0
842984dffffffff,1.0,0.0,0.0
8429859ffffffff,2.0,0.0,0.0
842985dffffffff,3.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0
84298c3ffffffff,5.0,0.0,0.0
84298c9ffffffff,4.0,0.0,0.0
842990bffffffff,2.0,0.0,0.0
842990dffffffff,4.0,0.0,0.0
8429921ffffffff,3.0,0.0,0.0
8429923ffffffff,5.0,4.0,0.0
8429929ffffffff,2.0,0.0,0.0
842992dffffffff,1.0,0.0,0.0
842994dffffffff,7.0,2.0,0.0
8429951ffffffff,2.0,0.0,0.0
8429957ffffffff,14.0,0.0,0.0
8429a01ffffffff,1.0,0.0,0.0
8429a13ffffffff,2.0,0.0,0.0
8429a17ffffffff,1.0,1.0,0.0
8429a19ffffffff,23.0,0.0,0.0
8429a1bffffffff,1.0,0.0,0.0
8429a3bffffffff,2.0,0.0,0.0
8429a41ffffffff,20.0,0.0,0.0
8429a4dffffffff,63.0,0.0,0.0
8429a55ffffffff,8.0,0.0,0.0
8429a57ffffffff,92.0,1.0,0.0
8429a61ffffffff,29.0,0.0,0.0
8429a6bffffffff,4.0,1.0,0.0
8429a6dffffffff,27.0,0.0,0.0
8429a85ffffffff,1.0,0.0,0.0
8429a8bffffffff,3.0,0.0,0.0
8429a91ffffffff,2.0,0.0,0.0
8429ac9ffffffff,3.0,0.0,0.0
8429ae3ffffffff,4.0,0.0,0.0
8429ae5ffffffff,2.0,0.0,0.0
8429b09ffffffff,2.0,0.0,0.0
8429b11ffffffff,5.0,0.0,0.0
8429b5dffffffff,3.0,3.0,0.0
8429b61ffffffff,7.0,4.0,0.0
8429b65ffffffff,5.0,5.0,0.0
8429b67ffffffff,1.0,0.0,0.0
8429b69ffffffff,2.0,0.0,0.0
8429b6dffffffff,2.0,0.0,0.0
842a12bffffffff,80.0,6.0,0.0
842a135ffffffff,46.0,0.0,0.0
842a1a5ffffffff,21.0,0.0,0.0
842a311ffffffff,2.0,0.0,0.0
842a347ffffffff,102.0,11.0,0.0
842a865ffffffff,3.0,0.0,0.0
842a867ffffffff,2.0,0.0,0.0
842aab9ffffffff,49.0,8.0,0.0
842aad1ffffffff,3.0,0.0,0.0
842ab2bffffffff,2.0,0.0,0.0
842b06bffffffff,4.0,0.0,0.0
842b0c5ffffffff,20.0,2.0,0.0
842b169ffffffff,57.0,0.0,0.0
842b257ffffffff,1.0,0.0,0.0
842b81bffffffff,47.0,0.0,0.0
842b9bdffffffff,2.0,0.0,0.0
8444459ffffffff,3.0,0.0,0.0
844445dffffffff,10.0,0.0,0.0
8444465ffffffff,4.0,0.0,0.0
844449dffffffff,6.0,0.0,0.0
844450dffffffff,4.0,0.0,0.0
8444633ffffffff,4.0,0.0,0.0
84446c1ffffffff,11.0,0.0,0.0
8444ce1ffffffff,4.0,0.0,0.0
8445251ffffffff,4.0,0.0,0.0
8445269ffffffff,4.0,0.0,0.0
8448593ffffffff,2.0,0.0,0.0
8448597ffffffff,79.0,0.0,0.0
844859dffffffff,1.0,0.0,0.0
84485a7ffffffff,2.0,2.0,0.0
84485b1ffffffff,11.0,0.0,0.0
84485b3ffffffff,1.0,0.0,0.0
84485b5ffffffff,3.0,0.0,0.0
84485b7ffffffff,7.0,0.0,0.0
84485c3ffffffff,3.0,0.0,0.0
844880dffffffff,2.0,0.0,0.0
844886bffffffff,2.0,0.0,0.0
84488a7ffffffff,2.0,0.0,0.0
84488e1ffffffff,1.0,0.0,0.0
84488ebffffffff,2.0,0.0,0.0
8448907ffffffff,2.0,0.0,0.0
8448981ffffffff,5.0,0.0,0.0
844898bffffffff,4.0,0.0,0.0
844898dffffffff,21.0,0.0,0.0
8448991ffffffff,2.0,0.0,0.0
8448995ffffffff,3.0,0.0,0.0
84489b7ffffffff,2.0,0.0,0.0
84489c1ffffffff,10.0,0.0,0.0
84489c3ffffffff,1.0,0.0,0.0
84489d1ffffffff,1.0,0.0,0.0
84489ddffffffff,16.0,0.0,0.0
84489e1ffffffff,1.0,0.0,0.0
84489ebffffffff,1.0,0.0,0.0
8448b13ffffffff,157.0,0.0,0.0
8448b15ffffffff,49.0,0.0,0.0
8448b23ffffffff,3.0,0.0,0.0
8448c19ffffffff,4.0,0.0,0.0
8448c35ffffffff,1.0,0.0,0.0
8448c37ffffffff,1.0,0.0,0.0
8448c59ffffffff,5.0,4.0,0.0
8448c5bffffffff,1.0,0.0,0.0
8448c61ffffffff,7.0,0.0,0.0
8448c65ffffffff,4.0,3.0,0.0
8448cd7ffffffff,6.0,6.0,0.0
8448d27ffffffff,1.0,0.0,0.0
8448d4bffffffff,1.0,1.0,0.0
8448d5dffffffff,4.0,0.0,0.0
8448d6dffffffff,7.0,0.0,0.0
8448d81ffffffff,4.0,0.0,0.0
8448d83ffffffff,4.0,0.0,0.0
8448d87ffffffff,57.0,0.0,0.0
8448da9ffffffff,2.0,0.0,0.0
8448db7ffffffff,13.0,0.0,0.0
8448db9ffffffff,7.0,0.0,0.0
8448dbdffffffff,2.0,0.0,0.0
8448dc1ffffffff,3.0,3.0,0.0
8448dc9ffffffff,1.0,0.0,0.0
8448dcbffffffff,2.0,0.0,0.0
8448dd5ffffffff,7.0,0.0,0.0
8448e2bffffffff,2.0,0.0,0.0
8448e37ffffffff,1.0,0.0,0.0
8448e81ffffffff,24.0,0.0,0.0
8448e85ffffffff,48.0,0.0,0.0
8448e8dffffffff,5.0,2.0,0.0
8448e93ffffffff,2.0,0.0,0.0
8448ea1ffffffff,4.0,4.0,0.0
8448ea3ffffffff,14.0,14.0,0.0
8448ea5ffffffff,4.0,2.0,0.0
8448eabffffffff,2.0,0.0,0.0
8448eadffffffff,12.0,12.0,0.0
8448eb1ffffffff,1.0,1.0,0.0
8448eb5ffffffff,1.0,0.0,0.0
8448eb7ffffffff,3.0,0.0,0.0
8448ebbffffffff,3.0,0.0,0.0
8448ec7ffffffff,5.0,0.0,0.0
8448ed3ffffffff,2.0,0.0,0.0
8448ee1ffffffff,3.0,0.0,0.0
8448ee3ffffffff,6.0,0.0,0.0
8448eebffffffff,3.0,0.0,0.0
8449827ffffffff,2.0,0.0,0.0
844990dffffffff,2.0,0.0,0.0
844991dffffffff,9.0,3.0,0.0
8449951ffffffff,2.0,0.0,0.0
8449959ffffffff,14.0,7.0,0.0
84499c9ffffffff,7.0,0.0,0.0
84499cdffffffff,6.0,0.0,0.0
846d281ffffffff,5.0,0.0,0.0
846d283ffffffff,3.0,0.0,0.0
846d285ffffffff,6.0,0.0,0.0
846d287ffffffff,19.0,0.0,0.0
846d28dffffffff,2.0,0.0,0.0
846d297ffffffff,27.0,0.0,3.0
846d299ffffffff,7.0,0.0,0.0
846d29bffffffff,2.0,0.0,0.0
846d2d7ffffffff,7.0,0.0,0.0
846d2ebffffffff,2.0,0.0,0.0
846d305ffffffff,4.0,0.0,0.0
846d32bffffffff,5.0,1.0,0.0
846d603ffffffff,4.0,0.0,1.0
846d609ffffffff,89.0,0.0,49.0
846d641ffffffff,2.0,0.0,0.0
846d655ffffffff,43.0,0.0,2.0
846d657ffffffff,61.0,0.0,2.0
846d669ffffffff,53.0,0.0,13.0
846d66dffffffff,5.0,0.0,0.0
846d681ffffffff,1.0,0.0,0.0
846d74bffffffff,3.0,0.0,0.0
