cell_id,Cinclus mexicanus,Cinclus mexicanus [mexicanus Group],Cinclus mexicanus ardesiacus
832893fffffffff,61.0,0.0,0.0
832894fffffffff,37.0,0.0,0.0
832895fffffffff,8.0,0.0,0.0
832896fffffffff,813.0,0.0,0.0
832898fffffffff,582.0,0.0,0.0
832899fffffffff,64.0,0.0,0.0
83289afffffffff,94.0,0.0,0.0
83289bfffffffff,113.0,0.0,0.0
83289cfffffffff,86.0,0.0,0.0
83289dfffffffff,72.0,0.0,0.0
83289efffffffff,239.0,0.0,0.0
8328a1fffffffff,10.0,0.0,0.0
8328a3fffffffff,2.0,0.0,0.0
8328a9fffffffff,863.0,0.0,0.0
8328aafffffffff,115.0,0.0,0.0
8328abfffffffff,10.0,0.0,0.0
8328acfffffffff,13.0,0.0,0.0
8328adfffffffff,3.0,0.0,0.0
8328aefffffffff,69.0,0.0,0.0
8328b0fffffffff,11.0,0.0,0.0
8328b1fffffffff,30.0,0.0,0.0
8328b2fffffffff,17.0,0.0,0.0
8328b3fffffffff,4.0,0.0,0.0
8328b5fffffffff,3.0,0.0,0.0
8328b6fffffffff,308.0,0.0,0.0
8328c2fffffffff,496.0,0.0,0.0
8328c6fffffffff,43.0,0.0,0.0
8328cafffffffff,1.0,0.0,0.0
8328d0fffffffff,714.0,0.0,0.0
8328d1fffffffff,1607.0,0.0,0.0
8328d2fffffffff,169.0,0.0,0.0
8328d3fffffffff,485.0,0.0,0.0
8328d4fffffffff,1380.0,0.0,0.0
8328d5fffffffff,570.0,0.0,0.0
8328d6fffffffff,617.0,0.0,0.0
8328d8fffffffff,280.0,0.0,0.0
8328d9fffffffff,61.0,0.0,0.0
8328dafffffffff,101.0,0.0,0.0
8328dbfffffffff,4.0,0.0,0.0
8328dcfffffffff,187.0,0.0,0.0
8328ddfffffffff,57.0,0.0,0.0
8328defffffffff,560.0,0.0,0.0
8328f0fffffffff,791.0,0.0,0.0
8328f1fffffffff,412.0,0.0,0.0
8328f2fffffffff,657.0,0.0,0.0
8328f3fffffffff,296.0,0.0,0.0
8328f4fffffffff,605.0,0.0,0.0
8328f5fffffffff,191.0,0.0,0.0
8328f6fffffffff,331.0,0.0,0.0
83291afffffffff,307.0,0.0,0.0
832981fffffffff,2.0,0.0,0.0
832985fffffffff,2.0,0.0,0.0
832989fffffffff,401.0,0.0,0.0
83298cfffffffff,979.0,0.0,0.0
83298dfffffffff,707.0,0.0,0.0
832990fffffffff,643.0,0.0,0.0
832991fffffffff,8.0,0.0,0.0
832992fffffffff,81.0,0.0,0.0
832993fffffffff,13.0,0.0,0.0
832994fffffffff,46.0,0.0,0.0
832995fffffffff,22.0,0.0,0.0
832996fffffffff,3.0,0.0,0.0
832999fffffffff,2.0,0.0,0.0
83299bfffffffff,97.0,0.0,0.0
83299efffffffff,11.0,0.0,0.0
8329a0fffffffff,122.0,0.0,0.0
8329aafffffffff,664.0,0.0,0.0
8329abfffffffff,547.0,0.0,0.0
8329adfffffffff,7.0,0.0,0.0
8329aefffffffff,228.0,0.0,0.0
8329b2fffffffff,144.0,0.0,0.0
834520fffffffff,1.0,0.0,0.0
834522fffffffff,2.0,0.0,0.0
834524fffffffff,31.0,0.0,0.0
834530fffffffff,2.0,0.0,0.0
834534fffffffff,4.0,0.0,0.0
834814fffffffff,2.0,0.0,0.0
834819fffffffff,47.0,0.0,0.0
83481dfffffffff,1.0,0.0,0.0
834833fffffffff,2.0,0.0,0.0
8348c1fffffffff,17.0,0.0,0.0
8348c9fffffffff,17.0,0.0,0.0
8348cafffffffff,2.0,0.0,0.0
8348ccfffffffff,242.0,41.0,0.0
8348cdfffffffff,8.0,0.0,0.0
8348d8fffffffff,217.0,0.0,0.0
8348d9fffffffff,2.0,0.0,0.0
8348dafffffffff,53.0,0.0,0.0
8348dbfffffffff,209.0,0.0,0.0
8348ddfffffffff,2.0,0.0,0.0
8348e6fffffffff,3.0,0.0,0.0
834980fffffffff,20.0,0.0,0.0
834985fffffffff,3.0,0.0,0.0
834986fffffffff,15.0,0.0,0.0
834990fffffffff,24.0,0.0,0.0
834991fffffffff,16.0,0.0,0.0
834995fffffffff,127.0,9.0,0.0
834996fffffffff,159.0,4.0,0.0
83499cfffffffff,4.0,0.0,0.0
8349b5fffffffff,2.0,0.0,0.0
8366b4fffffffff,1149.0,0.0,46.0
8366b5fffffffff,384.0,0.0,39.0
83679afffffffff,3.0,0.0,0.0
836d05fffffffff,90.0,31.0,0.0
836d23fffffffff,13.0,0.0,0.0
836d28fffffffff,27.0,0.0,0.0
836d2afffffffff,14.0,3.0,0.0
836d2cfffffffff,4.0,0.0,0.0
836d2dfffffffff,28.0,0.0,0.0
836d2efffffffff,2.0,0.0,0.0
836d36fffffffff,2.0,0.0,0.0
836d69fffffffff,923.0,0.0,0.0
