cell_id,Psaltriparus minimus,Psaltriparus minimus [minimus Group],Psaltriparus minimus plumbeus,Psaltriparus minimus [melanotis Group]
8428111ffffffff,4.0,4.0,0.0,0.0
8428123ffffffff,2.0,0.0,2.0,0.0
842813bffffffff,2.0,2.0,0.0,0.0
8428141ffffffff,5.0,5.0,0.0,0.0
8428151ffffffff,4.0,0.0,0.0,0.0
8428157ffffffff,2.0,2.0,0.0,0.0
842818dffffffff,3.0,3.0,0.0,0.0
84281a3ffffffff,2.0,1.0,0.0,0.0
84281b7ffffffff,2.0,2.0,0.0,0.0
84281cbffffffff,3.0,3.0,0.0,0.0
84281e5ffffffff,2.0,2.0,0.0,0.0
84281e9ffffffff,5.0,5.0,0.0,0.0
84281ebffffffff,3.0,1.0,0.0,0.0
84281edffffffff,6.0,4.0,0.0,0.0
8428301ffffffff,7.0,3.0,0.0,0.0
8428303ffffffff,7.0,4.0,0.0,0.0
8428305ffffffff,68.0,2.0,0.0,0.0
8428307ffffffff,2.0,0.0,0.0,0.0
8428309ffffffff,123.0,24.0,0.0,0.0
842830bffffffff,94.0,4.0,0.0,0.0
842830dffffffff,2.0,0.0,0.0,0.0
8428313ffffffff,2.0,2.0,0.0,0.0
8428317ffffffff,24.0,22.0,0.0,0.0
842831dffffffff,2.0,0.0,0.0,0.0
8428321ffffffff,5.0,5.0,0.0,0.0
8428323ffffffff,5.0,2.0,0.0,0.0
8428327ffffffff,3.0,1.0,0.0,0.0
8428329ffffffff,42.0,0.0,0.0,0.0
842832bffffffff,5.0,5.0,0.0,0.0
842832dffffffff,2.0,2.0,0.0,0.0
8428335ffffffff,5.0,0.0,0.0,0.0
8428339ffffffff,2.0,0.0,0.0,0.0
842833bffffffff,2.0,0.0,0.0,0.0
8428341ffffffff,8.0,2.0,0.0,0.0
8428345ffffffff,2.0,2.0,0.0,0.0
8428347ffffffff,4.0,1.0,0.0,0.0
842834dffffffff,43.0,11.0,0.0,0.0
8428357ffffffff,14.0,0.0,0.0,0.0
8428361ffffffff,421.0,2.0,0.0,0.0
8428363ffffffff,2114.0,2.0,0.0,0.0
8428365ffffffff,2.0,2.0,0.0,0.0
8428367ffffffff,769.0,0.0,0.0,0.0
8428369ffffffff,1.0,0.0,0.0,0.0
842836bffffffff,335.0,0.0,0.0,0.0
8428801ffffffff,1.0,0.0,0.0,0.0
8428809ffffffff,3.0,0.0,0.0,0.0
8428819ffffffff,1.0,0.0,1.0,0.0
8428847ffffffff,57.0,0.0,0.0,0.0
842884bffffffff,3.0,0.0,0.0,0.0
8428893ffffffff,22.0,4.0,0.0,0.0
842889bffffffff,8.0,3.0,0.0,0.0
84288bbffffffff,1.0,0.0,1.0,0.0
84288c9ffffffff,2.0,0.0,0.0,0.0
84288cdffffffff,3.0,0.0,0.0,0.0
84288d1ffffffff,6.0,0.0,4.0,0.0
84288dbffffffff,2.0,0.0,0.0,0.0
84288e5ffffffff,2.0,0.0,0.0,0.0
84288edffffffff,2.0,0.0,0.0,0.0
8428a11ffffffff,3.0,0.0,3.0,0.0
8428a1dffffffff,3.0,0.0,3.0,0.0
8428a23ffffffff,2.0,0.0,0.0,0.0
8428a31ffffffff,2.0,0.0,2.0,0.0
8428a91ffffffff,6.0,0.0,2.0,0.0
8428a93ffffffff,1.0,0.0,1.0,0.0
8428a95ffffffff,7.0,0.0,2.0,0.0
8428a97ffffffff,16.0,0.0,16.0,0.0
8428ab7ffffffff,2.0,0.0,0.0,0.0
8428abdffffffff,2.0,0.0,2.0,0.0
8428ac9ffffffff,2.0,0.0,2.0,0.0
8428ae1ffffffff,4.0,0.0,0.0,0.0
8428ae9ffffffff,3.0,0.0,3.0,0.0
8428b07ffffffff,3.0,0.0,0.0,0.0
8428b09ffffffff,2.0,0.0,0.0,0.0
8428b11ffffffff,9.0,0.0,0.0,0.0
8428b1dffffffff,8.0,0.0,2.0,0.0
8428b2bffffffff,3.0,0.0,0.0,0.0
8428b53ffffffff,1.0,0.0,0.0,0.0
8428b61ffffffff,15.0,0.0,10.0,0.0
8428b65ffffffff,1.0,0.0,0.0,0.0
8428c25ffffffff,1.0,1.0,0.0,0.0
8428c61ffffffff,2.0,2.0,0.0,0.0
8428d0bffffffff,2.0,2.0,0.0,0.0
8428d1dffffffff,1.0,0.0,0.0,0.0
8428d33ffffffff,2.0,0.0,0.0,0.0
8428d45ffffffff,15.0,5.0,0.0,0.0
8428d51ffffffff,7.0,0.0,0.0,0.0
8428d55ffffffff,2.0,0.0,0.0,0.0
8428d5dffffffff,1.0,0.0,0.0,0.0
8428d69ffffffff,9.0,0.0,0.0,0.0
8428d6bffffffff,23.0,0.0,0.0,0.0
8428d81ffffffff,8.0,0.0,0.0,0.0
8428d97ffffffff,5.0,0.0,0.0,0.0
8428d99ffffffff,3.0,0.0,0.0,0.0
8428dd1ffffffff,4.0,0.0,0.0,0.0
8428dddffffffff,2.0,0.0,0.0,0.0
8428de1ffffffff,3.0,2.0,0.0,0.0
8428de9ffffffff,9.0,5.0,0.0,0.0
8428dedffffffff,2.0,0.0,0.0,0.0
8428f01ffffffff,9.0,4.0,0.0,0.0
8428f07ffffffff,2.0,2.0,0.0,0.0
8428f0bffffffff,2.0,0.0,0.0,0.0
8428f17ffffffff,3.0,3.0,0.0,0.0
8428f29ffffffff,2.0,0.0,0.0,0.0
8428f43ffffffff,2.0,2.0,0.0,0.0
8428f4bffffffff,6.0,1.0,0.0,0.0
8428f51ffffffff,2.0,2.0,0.0,0.0
8428f59ffffffff,3.0,3.0,0.0,0.0
8428f65ffffffff,5.0,0.0,0.0,0.0
8428f67ffffffff,19.0,0.0,8.0,0.0
8428f6dffffffff,2.0,0.0,0.0,0.0
8429125ffffffff,4.0,4.0,0.0,0.0
8429127ffffffff,1.0,1.0,0.0,0.0
8429135ffffffff,1.0,1.0,0.0,0.0
84291a7ffffffff,1.0,1.0,0.0,0.0
842981bffffffff,2.0,0.0,0.0,0.0
8429843ffffffff,2.0,0.0,2.0,0.0
8429849ffffffff,3.0,0.0,0.0,0.0
842984dffffffff,2.0,0.0,2.0,0.0
8429853ffffffff,1.0,0.0,0.0,0.0
842986bffffffff,2.0,0.0,2.0,0.0
8429893ffffffff,4.0,0.0,4.0,0.0
842989bffffffff,3.0,0.0,3.0,0.0
842989dffffffff,2.0,0.0,2.0,0.0
84298c1ffffffff,2.0,0.0,2.0,0.0
84298c3ffffffff,2.0,0.0,2.0,0.0
84298c9ffffffff,2.0,0.0,2.0,0.0
84298d7ffffffff,6.0,0.0,6.0,0.0
8429907ffffffff,2.0,0.0,0.0,0.0
8429909ffffffff,2.0,0.0,0.0,0.0
842990bffffffff,7.0,0.0,3.0,0.0
8429923ffffffff,2.0,0.0,0.0,0.0
8429929ffffffff,2.0,0.0,0.0,0.0
842992bffffffff,1.0,0.0,1.0,0.0
842994dffffffff,4.0,0.0,4.0,0.0
8429953ffffffff,3.0,0.0,1.0,0.0
8429955ffffffff,2.0,0.0,0.0,0.0
8429957ffffffff,3.0,0.0,0.0,0.0
84299ebffffffff,2.0,0.0,0.0,0.0
8429a01ffffffff,10.0,2.0,0.0,0.0
8429a03ffffffff,4.0,2.0,0.0,0.0
8429a05ffffffff,71.0,1.0,0.0,0.0
8429a07ffffffff,5.0,0.0,0.0,0.0
8429a0bffffffff,10.0,1.0,0.0,0.0
8429a17ffffffff,2.0,2.0,0.0,0.0
8429a19ffffffff,87.0,74.0,0.0,0.0
8429a1dffffffff,5.0,2.0,0.0,0.0
8429a29ffffffff,16.0,3.0,0.0,0.0
8429a41ffffffff,13.0,5.0,0.0,0.0
8429a43ffffffff,2.0,2.0,0.0,0.0
8429a45ffffffff,1.0,0.0,0.0,0.0
8429a47ffffffff,6.0,4.0,0.0,0.0
8429a4dffffffff,13.0,4.0,0.0,0.0
8429a51ffffffff,2.0,0.0,0.0,0.0
8429a55ffffffff,8.0,2.0,0.0,0.0
8429a57ffffffff,32.0,11.0,0.0,0.0
8429a61ffffffff,4.0,0.0,0.0,0.0
8429a63ffffffff,20.0,0.0,0.0,0.0
8429a67ffffffff,5.0,5.0,0.0,0.0
8429a69ffffffff,2.0,0.0,0.0,0.0
8429a6bffffffff,5.0,0.0,0.0,0.0
8429a85ffffffff,4.0,2.0,0.0,0.0
8429a93ffffffff,1.0,0.0,0.0,0.0
8429a97ffffffff,4.0,1.0,0.0,0.0
8429a9bffffffff,9.0,2.0,0.0,0.0
8429aa7ffffffff,13.0,0.0,13.0,0.0
8429ac3ffffffff,10.0,10.0,0.0,0.0
8429ac9ffffffff,7.0,4.0,0.0,0.0
8429ad1ffffffff,2.0,0.0,0.0,0.0
8429addffffffff,2.0,0.0,0.0,0.0
8429b23ffffffff,1.0,0.0,1.0,0.0
8429b29ffffffff,4.0,0.0,0.0,0.0
8429b47ffffffff,7.0,0.0,5.0,0.0
8429b61ffffffff,1.0,0.0,0.0,0.0
8429b65ffffffff,59.0,0.0,30.0,0.0
8429b6bffffffff,24.0,0.0,7.0,0.0
8448147ffffffff,2.0,0.0,0.0,2.0
844814bffffffff,1.0,0.0,0.0,1.0
8448193ffffffff,1.0,0.0,0.0,1.0
844819bffffffff,1.0,0.0,0.0,1.0
84482e5ffffffff,3.0,1.0,0.0,0.0
8448337ffffffff,4.0,0.0,0.0,4.0
8448435ffffffff,42.0,0.0,0.0,0.0
8448437ffffffff,2.0,0.0,0.0,0.0
84484a5ffffffff,12.0,0.0,0.0,0.0
84484a7ffffffff,6.0,0.0,0.0,0.0
8448593ffffffff,3.0,3.0,0.0,0.0
8448597ffffffff,14.0,0.0,0.0,0.0
84485d1ffffffff,20.0,0.0,0.0,0.0
84485d9ffffffff,1.0,0.0,0.0,0.0
84485ddffffffff,5.0,0.0,0.0,0.0
8448837ffffffff,9.0,0.0,0.0,0.0
84488e1ffffffff,1.0,0.0,0.0,0.0
84488edffffffff,2.0,0.0,2.0,0.0
8448985ffffffff,2.0,0.0,0.0,0.0
844898dffffffff,14.0,0.0,0.0,0.0
8448995ffffffff,1.0,0.0,0.0,0.0
84489b5ffffffff,2.0,0.0,0.0,0.0
84489b7ffffffff,2.0,0.0,0.0,0.0
84489b9ffffffff,1.0,0.0,0.0,0.0
84489bdffffffff,1.0,0.0,1.0,0.0
84489c1ffffffff,20.0,0.0,3.0,0.0
84489c7ffffffff,17.0,0.0,0.0,0.0
8448a2bffffffff,4.0,0.0,0.0,4.0
8448ab7ffffffff,3.0,0.0,3.0,0.0
8448c0bffffffff,3.0,0.0,0.0,1.0
8448c11ffffffff,4.0,0.0,0.0,0.0
8448c13ffffffff,2.0,0.0,0.0,0.0
8448c19ffffffff,6.0,0.0,0.0,0.0
8448c1bffffffff,1.0,0.0,0.0,0.0
8448c57ffffffff,1.0,0.0,1.0,0.0
8448c59ffffffff,12.0,0.0,11.0,1.0
8448cadffffffff,2.0,0.0,0.0,0.0
8448cc5ffffffff,4.0,0.0,2.0,0.0
8448ccbffffffff,1.0,0.0,0.0,0.0
8448cd3ffffffff,3.0,0.0,0.0,0.0
8448cd7ffffffff,2.0,0.0,0.0,0.0
8448cd9ffffffff,265.0,0.0,92.0,0.0
8448cdbffffffff,4.0,0.0,4.0,0.0
8448d33ffffffff,4.0,0.0,0.0,0.0
8448d37ffffffff,2.0,0.0,0.0,0.0
8448d4bffffffff,2.0,0.0,2.0,0.0
8448d83ffffffff,2.0,0.0,0.0,0.0
8448d87ffffffff,3.0,0.0,0.0,0.0
8448d89ffffffff,12.0,0.0,7.0,0.0
8448da5ffffffff,3.0,0.0,0.0,0.0
8448dbdffffffff,5.0,0.0,5.0,0.0
8448e37ffffffff,2.0,0.0,0.0,0.0
8448e4dffffffff,2.0,0.0,0.0,2.0
8448e81ffffffff,34.0,0.0,0.0,0.0
8448e85ffffffff,409.0,0.0,207.0,0.0
8448e8dffffffff,104.0,0.0,57.0,0.0
8448e97ffffffff,6.0,0.0,4.0,0.0
8448ea1ffffffff,2.0,0.0,0.0,0.0
8448eadffffffff,3.0,0.0,2.0,0.0
8448eb1ffffffff,29.0,0.0,6.0,0.0
8448eb3ffffffff,256.0,0.0,70.0,0.0
8448eb5ffffffff,4.0,0.0,0.0,0.0
8448ebbffffffff,6.0,0.0,0.0,0.0
8448ec5ffffffff,6.0,0.0,4.0,0.0
8448ec7ffffffff,47.0,0.0,32.0,0.0
8448ee1ffffffff,2.0,0.0,2.0,0.0
8448ee3ffffffff,2.0,0.0,0.0,0.0
8448ee7ffffffff,2.0,0.0,2.0,0.0
8448ee9ffffffff,10.0,0.0,8.0,0.0
8448eebffffffff,55.0,0.0,41.0,0.0
8448f21ffffffff,4.0,0.0,4.0,0.0
8448f2dffffffff,5.0,0.0,5.0,0.0
844990bffffffff,1.0,0.0,0.0,1.0
8449941ffffffff,7.0,0.0,0.0,0.0
8449943ffffffff,5.0,0.0,0.0,3.0
8449947ffffffff,2.0,0.0,0.0,2.0
844994bffffffff,24.0,0.0,0.0,0.0
8449957ffffffff,3.0,0.0,0.0,3.0
8449959ffffffff,3.0,0.0,0.0,3.0
844995bffffffff,2.0,0.0,0.0,2.0
844995dffffffff,3.0,0.0,0.0,1.0
8449963ffffffff,5.0,0.0,0.0,2.0
844996bffffffff,3.0,0.0,0.0,0.0
8449a85ffffffff,5.0,0.0,0.0,5.0
8449aa9ffffffff,2.0,0.0,0.0,2.0
8449b1dffffffff,7.0,0.0,0.0,7.0
8449b33ffffffff,2.0,0.0,0.0,2.0
846d23bffffffff,3.0,0.0,0.0,0.0
846d281ffffffff,4.0,0.0,0.0,2.0
846d283ffffffff,2.0,0.0,0.0,2.0
846d287ffffffff,3.0,0.0,0.0,3.0
846d28dffffffff,10.0,0.0,0.0,4.0
846d291ffffffff,5.0,0.0,0.0,0.0
846d293ffffffff,1.0,0.0,0.0,0.0
846d2b9ffffffff,4.0,0.0,0.0,0.0
846d32bffffffff,11.0,0.0,0.0,8.0
846d337ffffffff,1.0,0.0,0.0,0.0
846d365ffffffff,3.0,0.0,0.0,0.0
846d36dffffffff,4.0,0.0,0.0,0.0
