cell_id,Dryocopus lineatus,Dryocopus lineatus [lineatus Group],Dryocopus lineatus fuscipennis
84452c7ffffffff,368.0,18.0,0.0
84452c9ffffffff,57.0,3.0,0.0
84452cbffffffff,10.0,1.0,0.0
84452cdffffffff,5.0,0.0,0.0
84452d3ffffffff,2.0,0.0,0.0
84452d5ffffffff,12.0,0.0,0.0
84452d9ffffffff,54.0,10.0,0.0
84452dbffffffff,43.0,0.0,0.0
84452ddffffffff,4.0,0.0,0.0
84452e1ffffffff,3524.0,0.0,0.0
84452e3ffffffff,541.0,0.0,0.0
84452e5ffffffff,734.0,0.0,0.0
84452e7ffffffff,173.0,0.0,0.0
84452e9ffffffff,133.0,0.0,0.0
84452ebffffffff,1312.0,123.0,0.0
84452edffffffff,107.0,0.0,0.0
8445303ffffffff,3.0,0.0,0.0
8445305ffffffff,6.0,0.0,0.0
8445309ffffffff,25.0,0.0,0.0
844530dffffffff,3.0,0.0,0.0
8445319ffffffff,42.0,0.0,0.0
844531dffffffff,2.0,0.0,0.0
8445321ffffffff,34.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0
844532bffffffff,123.0,0.0,0.0
8445341ffffffff,2.0,0.0,0.0
8445343ffffffff,114.0,0.0,0.0
8445345ffffffff,2.0,0.0,0.0
8445349ffffffff,7.0,0.0,0.0
844534dffffffff,6.0,0.0,0.0
8445351ffffffff,128.0,0.0,0.0
8445353ffffffff,169.0,0.0,0.0
8445355ffffffff,8.0,0.0,0.0
8445357ffffffff,13.0,0.0,0.0
8445359ffffffff,4.0,0.0,0.0
844535bffffffff,4.0,0.0,0.0
844535dffffffff,4.0,0.0,0.0
8445363ffffffff,16.0,0.0,0.0
8445365ffffffff,53.0,0.0,0.0
8445367ffffffff,11.0,0.0,0.0
8445649ffffffff,22.0,0.0,0.0
84456dbffffffff,9.0,0.0,0.0
8445721ffffffff,130.0,32.0,0.0
8445723ffffffff,1.0,0.0,0.0
8445725ffffffff,80.0,0.0,0.0
8445727ffffffff,2.0,2.0,0.0
844572dffffffff,2.0,0.0,0.0
844574dffffffff,5.0,0.0,0.0
8445761ffffffff,8.0,0.0,0.0
8445765ffffffff,9.0,0.0,0.0
8445767ffffffff,18.0,3.0,0.0
8448021ffffffff,1.0,0.0,0.0
8448065ffffffff,15.0,0.0,0.0
8448067ffffffff,6.0,0.0,0.0
844806dffffffff,10.0,0.0,0.0
84480a1ffffffff,2.0,0.0,0.0
84480a5ffffffff,2.0,0.0,0.0
84480adffffffff,153.0,0.0,0.0
844815bffffffff,15.0,0.0,0.0
84481dbffffffff,9.0,0.0,0.0
8448305ffffffff,1.0,0.0,0.0
8448329ffffffff,6.0,0.0,0.0
844832bffffffff,11.0,0.0,0.0
8448331ffffffff,18.0,0.0,0.0
8448333ffffffff,28.0,0.0,0.0
8448337ffffffff,49.0,0.0,0.0
844833bffffffff,57.0,0.0,0.0
844833dffffffff,5.0,0.0,0.0
8448361ffffffff,1029.0,15.0,0.0
8448363ffffffff,1397.0,39.0,0.0
8448365ffffffff,12.0,0.0,0.0
8448367ffffffff,40.0,0.0,0.0
8448369ffffffff,728.0,23.0,0.0
844836dffffffff,20.0,0.0,0.0
8448b4dffffffff,12.0,0.0,0.0
8449901ffffffff,18.0,0.0,0.0
8449903ffffffff,12.0,0.0,0.0
8449905ffffffff,7.0,0.0,0.0
8449907ffffffff,7.0,0.0,0.0
8449913ffffffff,6.0,0.0,0.0
8449917ffffffff,1.0,0.0,0.0
844991dffffffff,12.0,0.0,0.0
8449929ffffffff,19.0,0.0,0.0
844992bffffffff,29.0,5.0,0.0
8449933ffffffff,1.0,0.0,0.0
8449937ffffffff,2.0,0.0,0.0
844993bffffffff,1.0,1.0,0.0
844993dffffffff,8.0,2.0,0.0
8449961ffffffff,167.0,16.0,0.0
8449963ffffffff,264.0,135.0,0.0
8449965ffffffff,825.0,20.0,0.0
8449967ffffffff,432.0,19.0,0.0
8449969ffffffff,166.0,0.0,0.0
844996bffffffff,2.0,0.0,0.0
844996dffffffff,9.0,0.0,0.0
8449981ffffffff,20.0,2.0,0.0
8449983ffffffff,1.0,0.0,0.0
8449987ffffffff,193.0,0.0,0.0
844998dffffffff,5.0,0.0,0.0
84499b1ffffffff,3.0,0.0,0.0
84499b5ffffffff,5.0,0.0,0.0
84499bdffffffff,1.0,0.0,0.0
84499c5ffffffff,24.0,0.0,0.0
84499c7ffffffff,7.0,0.0,0.0
84499e3ffffffff,91.0,0.0,0.0
84499e9ffffffff,4.0,0.0,0.0
84499ebffffffff,30.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0
8449a21ffffffff,4.0,0.0,0.0
8449a23ffffffff,6.0,0.0,0.0
8449a2bffffffff,34.0,0.0,0.0
8449a2dffffffff,1.0,0.0,0.0
8449a3dffffffff,12.0,0.0,0.0
8449a81ffffffff,3.0,0.0,0.0
8449a83ffffffff,10.0,2.0,0.0
8449a85ffffffff,33.0,0.0,0.0
8449a89ffffffff,19.0,0.0,0.0
8449a8bffffffff,29.0,0.0,0.0
8449a8dffffffff,61.0,0.0,0.0
8449a91ffffffff,320.0,15.0,0.0
8449a93ffffffff,234.0,6.0,0.0
8449a95ffffffff,1.0,0.0,0.0
8449a97ffffffff,162.0,1.0,0.0
8449a99ffffffff,4.0,0.0,0.0
8449a9bffffffff,18.0,0.0,0.0
8449ac7ffffffff,14.0,0.0,0.0
8449ad5ffffffff,6.0,2.0,0.0
8449ad7ffffffff,11.0,0.0,0.0
8449ae3ffffffff,8.0,0.0,0.0
8449ae9ffffffff,1.0,0.0,0.0
8449b0bffffffff,5.0,0.0,0.0
8449b19ffffffff,7.0,0.0,0.0
8449b31ffffffff,2.0,0.0,0.0
8449b33ffffffff,2.0,0.0,0.0
8449b47ffffffff,2.0,0.0,0.0
8449b53ffffffff,7.0,0.0,0.0
8449b55ffffffff,28.0,0.0,0.0
8449b57ffffffff,15.0,0.0,0.0
8449b65ffffffff,1.0,0.0,0.0
8449b67ffffffff,2.0,0.0,0.0
8449b6bffffffff,3.0,0.0,0.0
8449b6dffffffff,5.0,0.0,0.0
845f005ffffffff,1.0,0.0,0.0
845f00dffffffff,2.0,0.0,0.0
845f011ffffffff,4.0,0.0,0.0
845f013ffffffff,1.0,0.0,0.0
845f017ffffffff,1.0,0.0,0.0
845f025ffffffff,1.0,0.0,0.0
845f02bffffffff,5.0,0.0,0.0
845f031ffffffff,3.0,0.0,0.0
845f035ffffffff,14.0,0.0,0.0
845f037ffffffff,1.0,0.0,0.0
845f03dffffffff,144.0,9.0,0.0
845f083ffffffff,33.0,0.0,0.0
845f089ffffffff,1.0,0.0,0.0
845f08bffffffff,9.0,0.0,0.0
845f08dffffffff,2.0,0.0,0.0
845f091ffffffff,1.0,0.0,0.0
845f095ffffffff,189.0,0.0,0.0
845f09dffffffff,5.0,0.0,0.0
845f0b9ffffffff,3.0,0.0,0.0
845f0d7ffffffff,19.0,0.0,0.0
845f0e3ffffffff,10.0,0.0,0.0
845f105ffffffff,10.0,0.0,0.0
845f129ffffffff,6.0,0.0,0.0
845f12bffffffff,48.0,0.0,0.0
845f139ffffffff,3.0,0.0,0.0
845f13bffffffff,2.0,0.0,0.0
845f13dffffffff,13.0,0.0,0.0
845f143ffffffff,17.0,0.0,0.0
845f161ffffffff,9.0,0.0,0.0
845f163ffffffff,2.0,0.0,0.0
845f1c3ffffffff,6.0,0.0,0.0
845f1c9ffffffff,3.0,0.0,0.0
845f1cbffffffff,33.0,0.0,0.0
845f1e9ffffffff,11.0,0.0,0.0
845f223ffffffff,4.0,0.0,0.0
845f227ffffffff,5.0,0.0,0.0
845f291ffffffff,14.0,0.0,0.0
845f295ffffffff,64.0,0.0,0.0
845f297ffffffff,3.0,0.0,0.0
845f299ffffffff,24.0,0.0,0.0
845f29dffffffff,61.0,0.0,0.0
845f2b1ffffffff,35.0,0.0,0.0
845f2b3ffffffff,337.0,0.0,0.0
845f2b7ffffffff,1.0,0.0,0.0
845f2b9ffffffff,8.0,0.0,0.0
845f2bbffffffff,330.0,0.0,0.0
845f2d1ffffffff,22.0,0.0,0.0
845f2d3ffffffff,17.0,0.0,0.0
845f2d5ffffffff,4.0,0.0,0.0
845f2d7ffffffff,15.0,0.0,0.0
845f403ffffffff,8.0,0.0,0.0
845f407ffffffff,11.0,0.0,0.0
845f415ffffffff,3.0,0.0,0.0
845f42bffffffff,45.0,2.0,0.0
845f437ffffffff,5.0,0.0,0.0
845f445ffffffff,3.0,0.0,0.0
845f461ffffffff,1.0,0.0,0.0
845f46bffffffff,4.0,0.0,0.0
845f487ffffffff,9.0,0.0,0.0
845f491ffffffff,1.0,0.0,0.0
845f4a3ffffffff,8.0,0.0,0.0
845f4a7ffffffff,1.0,0.0,0.0
845f4a9ffffffff,10.0,0.0,0.0
845f4b9ffffffff,4.0,0.0,0.0
845f4bdffffffff,8.0,0.0,0.0
845f4e5ffffffff,1.0,0.0,0.0
845f4e7ffffffff,5.0,0.0,0.0
845f50bffffffff,9.0,0.0,0.0
845f549ffffffff,24.0,0.0,0.0
845f56bffffffff,6.0,0.0,0.0
845f581ffffffff,48.0,0.0,0.0
845f583ffffffff,880.0,0.0,0.0
845f587ffffffff,9.0,0.0,0.0
845f58bffffffff,10.0,0.0,0.0
845f595ffffffff,20.0,0.0,0.0
845f5b9ffffffff,109.0,0.0,0.0
845f5d7ffffffff,7.0,0.0,0.0
845f5dbffffffff,1.0,0.0,0.0
845f637ffffffff,1.0,0.0,0.0
845f665ffffffff,1.0,0.0,0.0
845f683ffffffff,13.0,0.0,0.0
845f689ffffffff,6.0,0.0,0.0
845f68bffffffff,6.0,0.0,0.0
845f709ffffffff,2.0,0.0,0.0
845f711ffffffff,15.0,0.0,0.0
845f713ffffffff,33.0,0.0,0.0
845f755ffffffff,8.0,0.0,0.0
845f759ffffffff,42.0,0.0,0.0
845f75dffffffff,3.0,0.0,0.0
8466005ffffffff,10.0,0.0,0.0
8466009ffffffff,1.0,0.0,0.0
8466017ffffffff,1.0,0.0,0.0
846601bffffffff,3.0,0.0,0.0
8466021ffffffff,56.0,0.0,0.0
8466023ffffffff,24.0,0.0,0.0
8466025ffffffff,24.0,0.0,0.0
8466027ffffffff,11.0,0.0,0.0
8466029ffffffff,30.0,0.0,0.0
846602bffffffff,15.0,0.0,0.0
846602dffffffff,4.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0
8466035ffffffff,3.0,0.0,0.0
8466037ffffffff,2.0,0.0,0.0
846603dffffffff,12.0,0.0,0.0
8466043ffffffff,6.0,0.0,0.0
8466045ffffffff,31.0,0.0,0.0
8466047ffffffff,19.0,0.0,0.0
8466057ffffffff,2.0,0.0,0.0
8466059ffffffff,2.0,0.0,0.0
8466061ffffffff,11.0,0.0,0.0
8466063ffffffff,7.0,0.0,0.0
8466067ffffffff,80.0,0.0,0.0
8466069ffffffff,3.0,0.0,0.0
846606bffffffff,8.0,0.0,0.0
8466081ffffffff,67.0,0.0,0.0
8466083ffffffff,1.0,0.0,0.0
8466085ffffffff,14.0,0.0,0.0
8466087ffffffff,43.0,0.0,0.0
8466089ffffffff,165.0,1.0,0.0
846608dffffffff,806.0,6.0,0.0
8466093ffffffff,1.0,0.0,0.0
8466097ffffffff,8.0,0.0,0.0
8466099ffffffff,11.0,0.0,0.0
846609bffffffff,3.0,0.0,0.0
84660a1ffffffff,30.0,0.0,0.0
84660a3ffffffff,14.0,0.0,0.0
84660a5ffffffff,72.0,0.0,0.0
84660a7ffffffff,328.0,1.0,0.0
84660a9ffffffff,6.0,0.0,0.0
84660abffffffff,2.0,0.0,0.0
84660adffffffff,10.0,0.0,0.0
84660b3ffffffff,29.0,0.0,0.0
84660b7ffffffff,11.0,0.0,0.0
84660b9ffffffff,8.0,0.0,0.0
84660bbffffffff,2.0,0.0,0.0
84660bdffffffff,63.0,0.0,0.0
84660c1ffffffff,8.0,0.0,0.0
84660c3ffffffff,1.0,0.0,0.0
84660c5ffffffff,6.0,0.0,0.0
84660c7ffffffff,9.0,0.0,0.0
84660cbffffffff,52.0,0.0,0.0
84660d1ffffffff,24.0,0.0,0.0
84660d3ffffffff,30.0,0.0,0.0
84660d9ffffffff,8.0,0.0,0.0
84660dbffffffff,6.0,0.0,0.0
84660ddffffffff,4.0,0.0,0.0
84660e1ffffffff,26.0,0.0,0.0
84660e3ffffffff,11.0,0.0,0.0
84660e5ffffffff,5.0,0.0,0.0
84660e7ffffffff,17.0,0.0,0.0
84660e9ffffffff,12.0,0.0,0.0
84660ebffffffff,39.0,0.0,0.0
8466105ffffffff,22.0,0.0,0.0
8466107ffffffff,1043.0,0.0,0.0
846610bffffffff,11.0,0.0,0.0
846610dffffffff,4.0,0.0,0.0
8466111ffffffff,3.0,0.0,0.0
8466113ffffffff,52.0,0.0,0.0
8466117ffffffff,9.0,0.0,0.0
8466119ffffffff,188.0,0.0,0.0
8466129ffffffff,33.0,0.0,0.0
8466131ffffffff,61.0,0.0,0.0
8466135ffffffff,2.0,0.0,0.0
8466139ffffffff,837.0,0.0,0.0
846613dffffffff,55.0,0.0,0.0
8466153ffffffff,21.0,0.0,0.0
846615bffffffff,14.0,0.0,0.0
8466161ffffffff,3.0,0.0,0.0
8466163ffffffff,224.0,0.0,0.0
8466165ffffffff,89.0,0.0,0.0
8466167ffffffff,65.0,0.0,0.0
846616bffffffff,1.0,0.0,0.0
8466181ffffffff,6.0,0.0,0.0
8466183ffffffff,182.0,0.0,0.0
8466189ffffffff,71.0,0.0,0.0
846618bffffffff,93.0,0.0,0.0
846618dffffffff,5.0,0.0,0.0
8466191ffffffff,117.0,2.0,0.0
8466193ffffffff,417.0,7.0,0.0
8466195ffffffff,108.0,0.0,0.0
8466197ffffffff,52.0,0.0,0.0
8466199ffffffff,78.0,0.0,0.0
846619bffffffff,186.0,0.0,0.0
846619dffffffff,185.0,0.0,0.0
84661a1ffffffff,2.0,0.0,0.0
84661a5ffffffff,112.0,1.0,0.0
84661a7ffffffff,14.0,0.0,0.0
84661adffffffff,30.0,0.0,0.0
84661b1ffffffff,109.0,1.0,0.0
84661b3ffffffff,232.0,3.0,0.0
84661b5ffffffff,2.0,0.0,0.0
84661b7ffffffff,4.0,0.0,0.0
84661b9ffffffff,582.0,3.0,0.0
84661bbffffffff,509.0,0.0,0.0
84661c1ffffffff,3.0,0.0,0.0
84661c3ffffffff,16.0,0.0,0.0
84661c5ffffffff,3.0,0.0,0.0
84661c9ffffffff,25.0,0.0,0.0
84661cbffffffff,13.0,0.0,0.0
84661cdffffffff,46.0,0.0,0.0
84661d1ffffffff,74.0,1.0,0.0
84661d3ffffffff,13.0,0.0,0.0
84661d5ffffffff,15.0,0.0,0.0
84661d7ffffffff,84.0,0.0,0.0
84661d9ffffffff,5.0,0.0,0.0
84661ddffffffff,16.0,0.0,0.0
84661e9ffffffff,2.0,0.0,0.0
84661ebffffffff,187.0,2.0,0.0
8466201ffffffff,53.0,2.0,0.0
8466203ffffffff,47.0,2.0,0.0
8466205ffffffff,74.0,1.0,0.0
8466207ffffffff,19.0,0.0,0.0
846620bffffffff,50.0,0.0,0.0
8466211ffffffff,12.0,0.0,0.0
8466213ffffffff,22.0,0.0,0.0
8466217ffffffff,39.0,0.0,0.0
8466219ffffffff,27.0,0.0,0.0
846621bffffffff,6.0,0.0,0.0
846621dffffffff,2.0,0.0,0.0
8466221ffffffff,193.0,5.0,0.0
8466225ffffffff,71.0,0.0,0.0
8466227ffffffff,46.0,3.0,0.0
846622bffffffff,775.0,23.0,0.0
8466231ffffffff,2.0,0.0,0.0
846623bffffffff,16.0,0.0,0.0
846623dffffffff,11.0,0.0,0.0
8466257ffffffff,1.0,0.0,0.0
8466285ffffffff,1.0,0.0,0.0
8466289ffffffff,2.0,0.0,0.0
846628bffffffff,10.0,0.0,0.0
8466293ffffffff,22.0,0.0,0.0
8466295ffffffff,2.0,0.0,0.0
8466297ffffffff,2.0,0.0,0.0
846629bffffffff,10.0,0.0,0.0
846629dffffffff,26.0,0.0,0.0
84662abffffffff,1.0,0.0,0.0
84662b5ffffffff,6.0,0.0,0.0
84662b7ffffffff,30.0,0.0,0.0
84662b9ffffffff,2.0,0.0,0.0
84662cdffffffff,14.0,0.0,0.0
84662d3ffffffff,10.0,0.0,0.0
84662e1ffffffff,13.0,0.0,0.0
84662e5ffffffff,29.0,1.0,0.0
84662e9ffffffff,26.0,0.0,0.0
84662edffffffff,3.0,0.0,0.0
8466311ffffffff,28.0,0.0,0.0
8466313ffffffff,192.0,2.0,0.0
8466317ffffffff,3.0,0.0,0.0
846631bffffffff,65.0,0.0,0.0
8466403ffffffff,1.0,0.0,0.0
846640dffffffff,2.0,0.0,0.0
8466411ffffffff,72.0,3.0,0.0
8466415ffffffff,235.0,0.0,0.0
8466417ffffffff,24.0,0.0,0.0
8466419ffffffff,2.0,0.0,0.0
846641dffffffff,192.0,0.0,0.0
8466441ffffffff,6.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
846645dffffffff,3.0,0.0,0.0
8466485ffffffff,2.0,0.0,0.0
84664c5ffffffff,2.0,0.0,0.0
84664e1ffffffff,2.0,0.0,0.0
84664e9ffffffff,2.0,0.0,0.0
8466501ffffffff,1.0,0.0,0.0
8466505ffffffff,5.0,0.0,0.0
8466509ffffffff,4.0,0.0,0.0
846650dffffffff,4.0,0.0,0.0
8466521ffffffff,2.0,0.0,0.0
8466525ffffffff,1.0,0.0,0.0
8466527ffffffff,2.0,0.0,0.0
8466529ffffffff,145.0,0.0,0.0
846652bffffffff,5.0,0.0,0.0
846652dffffffff,158.0,0.0,0.0
8466537ffffffff,4.0,0.0,0.0
8466545ffffffff,64.0,0.0,0.0
8466547ffffffff,5.0,0.0,0.0
8466549ffffffff,15.0,0.0,0.0
846654bffffffff,58.0,0.0,0.0
846654dffffffff,3.0,0.0,0.0
8466561ffffffff,21.0,0.0,0.0
8466563ffffffff,4.0,0.0,0.0
8466565ffffffff,48.0,0.0,0.0
8466567ffffffff,4.0,0.0,0.0
8466569ffffffff,22.0,0.0,0.0
846656bffffffff,8.0,0.0,0.0
846656dffffffff,25.0,0.0,0.0
84665a3ffffffff,2.0,0.0,0.0
84665a7ffffffff,2.0,0.0,0.0
84665abffffffff,414.0,5.0,0.0
84665bdffffffff,315.0,1.0,0.0
84665e9ffffffff,78.0,0.0,0.0
8466603ffffffff,4.0,0.0,0.0
846661dffffffff,4.0,0.0,0.0
8466623ffffffff,3.0,0.0,0.0
8466631ffffffff,6.0,0.0,0.0
8466633ffffffff,1.0,0.0,0.0
8466637ffffffff,27.0,0.0,0.0
8466639ffffffff,8.0,0.0,0.0
846663dffffffff,4.0,0.0,0.0
8466641ffffffff,1.0,1.0,0.0
8466645ffffffff,2.0,0.0,0.0
8466647ffffffff,11.0,0.0,0.0
84666a1ffffffff,6.0,0.0,0.0
84666b9ffffffff,6.0,0.0,0.0
84666c5ffffffff,16.0,0.0,0.0
84666e3ffffffff,6.0,0.0,0.0
84666ebffffffff,4.0,0.0,0.0
8466705ffffffff,4.0,0.0,0.0
846670dffffffff,18.0,0.0,0.0
8466723ffffffff,20.0,0.0,0.0
8466725ffffffff,15.0,0.0,0.0
8466727ffffffff,224.0,0.0,0.0
8466729ffffffff,6.0,0.0,0.0
8466731ffffffff,5.0,0.0,0.0
8466733ffffffff,1.0,0.0,0.0
8466735ffffffff,36.0,0.0,0.0
8466737ffffffff,9.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846675dffffffff,29.0,0.0,0.0
8466763ffffffff,14.0,0.0,0.0
8466765ffffffff,1.0,0.0,0.0
8466767ffffffff,2.0,0.0,0.0
8466769ffffffff,2.0,0.0,0.0
846676dffffffff,7.0,0.0,0.0
8466a01ffffffff,108.0,0.0,0.0
8466a03ffffffff,4.0,0.0,0.0
8466a05ffffffff,40.0,0.0,0.0
8466a09ffffffff,4.0,0.0,0.0
8466a0bffffffff,1134.0,0.0,0.0
8466a1dffffffff,108.0,0.0,0.0
8466a21ffffffff,33.0,0.0,0.0
8466a23ffffffff,2.0,0.0,0.0
8466a25ffffffff,50.0,0.0,0.0
8466a29ffffffff,3.0,0.0,0.0
8466a2dffffffff,2.0,0.0,0.0
8466a31ffffffff,34.0,0.0,0.0
8466a33ffffffff,49.0,0.0,0.0
8466a35ffffffff,6.0,0.0,0.0
8466a37ffffffff,5.0,0.0,0.0
8466a3bffffffff,20.0,0.0,0.0
8466a3dffffffff,11.0,0.0,0.0
8466a51ffffffff,2503.0,0.0,0.0
8466a53ffffffff,2.0,0.0,0.0
8466a55ffffffff,60.0,0.0,0.0
8466a57ffffffff,424.0,0.0,0.0
8466a59ffffffff,59.0,0.0,0.0
8466a5bffffffff,286.0,0.0,0.0
8466a5dffffffff,99.0,0.0,0.0
8466a65ffffffff,506.0,0.0,0.0
8466a67ffffffff,5.0,0.0,0.0
8466ad9ffffffff,1.0,0.0,0.0
8466b01ffffffff,180.0,0.0,0.0
8466b09ffffffff,541.0,0.0,0.0
8466b0bffffffff,887.0,0.0,0.0
8466b0dffffffff,3.0,0.0,0.0
8466b19ffffffff,95.0,0.0,0.0
8466b1dffffffff,36.0,0.0,0.0
8466b41ffffffff,461.0,0.0,0.0
8466b43ffffffff,263.0,0.0,0.0
8466b45ffffffff,444.0,0.0,0.0
8466b47ffffffff,269.0,0.0,0.0
8466b49ffffffff,544.0,0.0,0.0
8466b4bffffffff,4.0,0.0,0.0
8466b4dffffffff,611.0,0.0,0.0
8466b51ffffffff,220.0,0.0,0.0
8466b53ffffffff,299.0,0.0,0.0
8466b55ffffffff,1164.0,0.0,0.0
8466b57ffffffff,498.0,0.0,0.0
8466b59ffffffff,187.0,0.0,0.0
8466b5bffffffff,221.0,0.0,0.0
8466b5dffffffff,35.0,0.0,0.0
8466b69ffffffff,95.0,0.0,0.0
8466c01ffffffff,46.0,0.0,0.0
8466c03ffffffff,3.0,0.0,0.0
8466c05ffffffff,9.0,2.0,0.0
8466c09ffffffff,8.0,0.0,0.0
8466c0dffffffff,59.0,0.0,0.0
8466c19ffffffff,8.0,0.0,0.0
8466c21ffffffff,274.0,0.0,0.0
8466c23ffffffff,111.0,1.0,0.0
8466c25ffffffff,1.0,0.0,0.0
8466c27ffffffff,44.0,0.0,0.0
8466c29ffffffff,140.0,0.0,0.0
8466c2bffffffff,11.0,0.0,0.0
8466c2dffffffff,60.0,0.0,0.0
8466c35ffffffff,6.0,0.0,0.0
8466c37ffffffff,12.0,0.0,0.0
8466c41ffffffff,68.0,2.0,0.0
8466c45ffffffff,35.0,0.0,0.0
8466c47ffffffff,48.0,0.0,0.0
8466c49ffffffff,26.0,0.0,0.0
8466c4bffffffff,6.0,0.0,0.0
8466c4dffffffff,32.0,0.0,0.0
8466c53ffffffff,6.0,0.0,0.0
8466c57ffffffff,34.0,0.0,0.0
8466c5bffffffff,19.0,0.0,0.0
8466c5dffffffff,52.0,0.0,0.0
