cell_id,Dryocopus lineatus,Dryocopus lineatus [lineatus Group],Dryocopus lineatus fuscipennis
848b2a7ffffffff,10.0,0.0,0.0
848b2b3ffffffff,2.0,0.0,0.0
848b2bdffffffff,2.0,0.0,0.0
848b2c5ffffffff,19.0,0.0,0.0
848b2c9ffffffff,1.0,0.0,0.0
848b2cdffffffff,3.0,0.0,0.0
848b2d9ffffffff,2.0,0.0,0.0
848b2dbffffffff,3.0,0.0,0.0
848b2e9ffffffff,7.0,0.0,0.0
848b2edffffffff,3.0,0.0,0.0
848b315ffffffff,6.0,0.0,0.0
848b319ffffffff,4.0,0.0,0.0
848b31bffffffff,5.0,0.0,0.0
848b363ffffffff,2.0,0.0,0.0
848b401ffffffff,52.0,0.0,0.0
848b40bffffffff,6.0,0.0,0.0
848b40dffffffff,21.0,0.0,0.0
848b429ffffffff,8.0,0.0,0.0
848b445ffffffff,10.0,0.0,0.0
848b447ffffffff,3.0,0.0,0.0
848b449ffffffff,7.0,0.0,0.0
848b44bffffffff,47.0,0.0,0.0
848b44dffffffff,119.0,0.0,0.0
848b459ffffffff,33.0,0.0,0.0
848b461ffffffff,2.0,0.0,0.0
848b463ffffffff,2.0,0.0,0.0
848b469ffffffff,14.0,0.0,0.0
848b4e5ffffffff,14.0,3.0,0.0
848b511ffffffff,12.0,0.0,0.0
848b513ffffffff,6.0,1.0,0.0
848b51dffffffff,2.0,0.0,0.0
848b529ffffffff,10.0,0.0,0.0
848b53dffffffff,2.0,0.0,0.0
848b563ffffffff,12.0,0.0,0.0
848b567ffffffff,5.0,0.0,0.0
848b56bffffffff,5.0,0.0,0.0
848b5c3ffffffff,1.0,0.0,0.0
848b5cdffffffff,34.0,6.0,0.0
848b5d1ffffffff,2.0,0.0,0.0
848b5e9ffffffff,1.0,0.0,0.0
848b617ffffffff,255.0,0.0,0.0
848b623ffffffff,7.0,0.0,0.0
848b627ffffffff,27.0,0.0,0.0
848b62bffffffff,3.0,0.0,0.0
848b631ffffffff,7.0,0.0,0.0
848b633ffffffff,28.0,0.0,0.0
848b635ffffffff,14.0,0.0,0.0
848b637ffffffff,234.0,0.0,0.0
848b639ffffffff,3.0,0.0,0.0
848b63bffffffff,102.0,0.0,0.0
848b63dffffffff,4.0,0.0,0.0
848b683ffffffff,3.0,0.0,0.0
848b691ffffffff,6.0,0.0,0.0
848b693ffffffff,9.0,0.0,0.0
848b697ffffffff,2.0,0.0,0.0
848b699ffffffff,1.0,0.0,0.0
848b69bffffffff,2.0,0.0,0.0
848b6c1ffffffff,10.0,0.0,0.0
848b6c3ffffffff,7.0,0.0,0.0
848b6c5ffffffff,14.0,0.0,0.0
848b6cbffffffff,16.0,0.0,0.0
848b6e5ffffffff,10.0,0.0,0.0
848b6e7ffffffff,58.0,0.0,0.0
848b6edffffffff,58.0,0.0,0.0
848b709ffffffff,4.0,0.0,0.0
848b713ffffffff,250.0,0.0,0.0
848b717ffffffff,14.0,0.0,0.0
848b71bffffffff,9.0,0.0,0.0
848b729ffffffff,3.0,0.0,0.0
848b743ffffffff,1.0,0.0,0.0
848b745ffffffff,2.0,0.0,0.0
848b747ffffffff,10.0,0.0,0.0
848b74bffffffff,9.0,0.0,0.0
848b751ffffffff,6.0,0.0,0.0
848b755ffffffff,3.0,0.0,0.0
848b75bffffffff,9.0,0.0,0.0
848b75dffffffff,12.0,0.0,0.0
848b761ffffffff,1.0,0.0,0.0
848b76bffffffff,19.0,0.0,0.0
848b821ffffffff,2.0,0.0,0.0
848b835ffffffff,1.0,0.0,0.0
848b849ffffffff,51.0,0.0,0.0
848b881ffffffff,19.0,0.0,0.0
848b885ffffffff,2.0,0.0,0.0
848b889ffffffff,13.0,0.0,0.0
848b8a5ffffffff,3.0,0.0,0.0
848b8dbffffffff,2.0,0.0,0.0
848b98bffffffff,1.0,0.0,0.0
848b98dffffffff,3.0,0.0,0.0
848b999ffffffff,7.0,0.0,0.0
848b99dffffffff,25.0,0.0,0.0
848b9d1ffffffff,44.0,0.0,0.0
848b9d5ffffffff,206.0,16.0,0.0
848b9d7ffffffff,3.0,0.0,0.0
848ba0dffffffff,5.0,0.0,0.0
848ba5dffffffff,2.0,0.0,0.0
848ba63ffffffff,19.0,0.0,0.0
848ba65ffffffff,3.0,0.0,0.0
848ba6dffffffff,2.0,0.0,0.0
848bb59ffffffff,188.0,2.0,0.0
848e641ffffffff,35.0,0.0,0.0
848e643ffffffff,30.0,0.0,0.0
848e649ffffffff,34.0,0.0,0.0
848e64bffffffff,35.0,0.0,0.0
848e651ffffffff,15.0,0.0,0.0
848e659ffffffff,4.0,0.0,0.0
848e65bffffffff,6.0,0.0,0.0
848e65dffffffff,4.0,0.0,0.0
848e6c9ffffffff,4.0,0.0,0.0
848f083ffffffff,4.0,0.0,0.0
848f08bffffffff,12.0,0.0,0.0
848f093ffffffff,5.0,0.0,0.0
848f099ffffffff,14.0,0.0,0.0
848f09dffffffff,3.0,0.0,0.0
848f0d1ffffffff,41.0,0.0,0.0
848f0d3ffffffff,5.0,0.0,0.0
848f0d5ffffffff,15.0,0.0,0.0
848f0d9ffffffff,8.0,0.0,0.0
848f0dbffffffff,74.0,0.0,3.0
848f0ddffffffff,2.0,0.0,0.0
848f281ffffffff,2.0,0.0,0.0
848f285ffffffff,4.0,0.0,0.0
848f289ffffffff,6.0,0.0,0.0
848f28dffffffff,3.0,0.0,0.0
848f291ffffffff,14.0,0.0,0.0
848f295ffffffff,53.0,0.0,0.0
848f297ffffffff,2.0,0.0,0.0
848f2a1ffffffff,4.0,0.0,0.0
848f2a9ffffffff,67.0,0.0,7.0
848f2abffffffff,20.0,0.0,0.0
848f2b9ffffffff,19.0,0.0,7.0
848f2bbffffffff,23.0,0.0,0.0
848f2bdffffffff,6.0,0.0,2.0
848f2c3ffffffff,9.0,0.0,0.0
848f2c9ffffffff,13.0,0.0,2.0
848f2cbffffffff,48.0,0.0,0.0
848f2cdffffffff,89.0,0.0,0.0
848f2d5ffffffff,1.0,0.0,0.0
848f2ddffffffff,3.0,0.0,0.0
848f2e7ffffffff,4.0,0.0,0.0
848f401ffffffff,54.0,1.0,0.0
848f407ffffffff,4.0,0.0,0.0
848f409ffffffff,2.0,0.0,0.0
848f421ffffffff,18.0,0.0,0.0
848f425ffffffff,3.0,0.0,0.0
848f429ffffffff,12.0,0.0,0.0
848f431ffffffff,3.0,0.0,0.0
848f435ffffffff,2.0,0.0,0.0
848f437ffffffff,9.0,0.0,0.0
848f439ffffffff,91.0,5.0,0.0
848f43dffffffff,2.0,0.0,0.0
848f44bffffffff,19.0,0.0,0.0
848f455ffffffff,5.0,0.0,0.0
848f461ffffffff,86.0,0.0,0.0
848f463ffffffff,36.0,0.0,0.0
848f465ffffffff,46.0,1.0,0.0
848f467ffffffff,5.0,0.0,0.0
848f46bffffffff,6.0,0.0,0.0
848f485ffffffff,4.0,0.0,0.0
848f489ffffffff,8.0,0.0,0.0
848f48dffffffff,13.0,0.0,0.0
848f495ffffffff,2.0,0.0,0.0
848f4a5ffffffff,17.0,0.0,0.0
848f4a7ffffffff,6.0,0.0,0.0
848f4adffffffff,24.0,0.0,0.0
848f4b3ffffffff,12.0,0.0,0.0
848f4c1ffffffff,3.0,0.0,0.0
848f4c5ffffffff,1.0,0.0,0.0
848f4c7ffffffff,10.0,0.0,0.0
848f4e3ffffffff,1.0,0.0,0.0
848f4e7ffffffff,2.0,0.0,0.0
848f501ffffffff,39.0,0.0,0.0
848f505ffffffff,1.0,0.0,0.0
848f509ffffffff,12.0,0.0,0.0
848f50dffffffff,202.0,0.0,0.0
848f545ffffffff,33.0,0.0,0.0
848f547ffffffff,13.0,0.0,0.0
848f549ffffffff,17.0,0.0,0.0
848f54bffffffff,6.0,0.0,0.0
848f54dffffffff,7.0,0.0,0.0
848f559ffffffff,24.0,0.0,0.0
848f55dffffffff,4.0,0.0,0.0
848f5d3ffffffff,42.0,0.0,0.0
848f5d7ffffffff,2.0,0.0,0.0
848f5d9ffffffff,4.0,0.0,0.0
848f5dbffffffff,4.0,0.0,0.0
848f5ddffffffff,19.0,0.0,0.0
848f611ffffffff,11.0,0.0,0.0
848f613ffffffff,17.0,0.0,0.0
848f617ffffffff,3.0,0.0,0.0
848f61bffffffff,91.0,0.0,0.0
848f631ffffffff,1.0,0.0,0.0
848f633ffffffff,2.0,0.0,0.0
848f6b1ffffffff,3.0,0.0,0.0
848f6b3ffffffff,3.0,0.0,0.0
848f6b5ffffffff,17.0,3.0,0.0
848f6bbffffffff,3.0,0.0,0.0
848f6cdffffffff,2.0,0.0,0.0
848f6e9ffffffff,27.0,0.0,0.0
848f6edffffffff,2.0,0.0,0.0
848f705ffffffff,43.0,2.0,0.0
848f70dffffffff,2.0,0.0,0.0
848f719ffffffff,2.0,0.0,0.0
848f71bffffffff,2.0,0.0,0.0
848f721ffffffff,23.0,0.0,0.0
848f727ffffffff,14.0,0.0,0.0
848f729ffffffff,176.0,19.0,0.0
848f72bffffffff,163.0,21.0,0.0
848f733ffffffff,31.0,2.0,0.0
848f735ffffffff,2.0,0.0,0.0
848f737ffffffff,10.0,0.0,0.0
848f73dffffffff,2.0,0.0,0.0
848f741ffffffff,2.0,0.0,0.0
848f745ffffffff,41.0,0.0,0.0
848f74bffffffff,12.0,0.0,0.0
848f74dffffffff,9.0,0.0,0.0
848f757ffffffff,1.0,0.0,0.0
848f763ffffffff,51.0,4.0,0.0
848f765ffffffff,4.0,0.0,0.0
848f76bffffffff,64.0,0.0,0.0
84a5961ffffffff,8.0,0.0,0.0
84a5969ffffffff,24.0,4.0,0.0
84a596dffffffff,3.0,0.0,0.0
84a8001ffffffff,12.0,0.0,0.0
84a8005ffffffff,2.0,2.0,0.0
84a8009ffffffff,1.0,0.0,0.0
84a800dffffffff,3.0,0.0,0.0
84a8011ffffffff,3.0,0.0,0.0
84a8013ffffffff,5.0,0.0,0.0
84a8019ffffffff,9.0,0.0,0.0
84a801bffffffff,74.0,0.0,0.0
84a802dffffffff,10.0,0.0,0.0
84a8033ffffffff,1.0,0.0,0.0
84a803dffffffff,5.0,1.0,0.0
84a8049ffffffff,6.0,4.0,0.0
84a804dffffffff,32.0,9.0,0.0
84a8055ffffffff,8.0,0.0,0.0
84a8057ffffffff,2.0,0.0,0.0
84a805dffffffff,15.0,0.0,0.0
84a8061ffffffff,15.0,0.0,0.0
84a8063ffffffff,7.0,0.0,0.0
84a8065ffffffff,7.0,0.0,0.0
84a8067ffffffff,30.0,6.0,0.0
84a8069ffffffff,4.0,0.0,0.0
84a806bffffffff,3.0,0.0,0.0
84a806dffffffff,1.0,1.0,0.0
84a808dffffffff,4.0,0.0,0.0
84a80b1ffffffff,1.0,0.0,0.0
84a80bbffffffff,2.0,0.0,0.0
84a80c3ffffffff,3.0,0.0,0.0
84a80c9ffffffff,2.0,0.0,0.0
84a80d9ffffffff,2.0,0.0,0.0
84a80e1ffffffff,2.0,0.0,0.0
84a80e3ffffffff,2.0,0.0,0.0
84a8101ffffffff,794.0,4.0,0.0
84a8103ffffffff,243.0,8.0,0.0
84a8105ffffffff,137.0,1.0,0.0
84a8107ffffffff,215.0,0.0,0.0
84a8109ffffffff,32.0,0.0,0.0
84a810bffffffff,90.0,0.0,0.0
84a810dffffffff,5.0,0.0,0.0
84a8113ffffffff,12.0,0.0,0.0
84a8115ffffffff,124.0,12.0,0.0
84a8117ffffffff,17.0,0.0,0.0
84a8119ffffffff,38.0,0.0,0.0
84a811bffffffff,4.0,0.0,0.0
84a811dffffffff,13.0,0.0,0.0
84a8121ffffffff,12.0,0.0,0.0
84a8123ffffffff,85.0,2.0,0.0
84a8125ffffffff,9.0,0.0,0.0
84a8127ffffffff,157.0,11.0,0.0
84a8129ffffffff,62.0,0.0,0.0
84a812bffffffff,112.0,0.0,0.0
84a812dffffffff,19.0,0.0,0.0
84a8131ffffffff,129.0,6.0,0.0
84a8139ffffffff,54.0,20.0,0.0
84a813bffffffff,70.0,6.0,0.0
84a813dffffffff,17.0,0.0,0.0
84a8143ffffffff,16.0,2.0,0.0
84a8153ffffffff,37.0,0.0,0.0
84a8155ffffffff,54.0,8.0,0.0
84a8157ffffffff,56.0,2.0,0.0
84a815bffffffff,74.0,4.0,0.0
84a815dffffffff,4.0,0.0,0.0
84a8163ffffffff,1.0,0.0,0.0
84a8167ffffffff,7.0,0.0,0.0
84a8181ffffffff,3.0,0.0,0.0
84a8185ffffffff,16.0,0.0,0.0
84a8187ffffffff,11.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0
84a818dffffffff,48.0,0.0,0.0
84a8195ffffffff,25.0,1.0,0.0
84a8197ffffffff,4.0,0.0,0.0
84a8199ffffffff,3.0,0.0,0.0
84a81a1ffffffff,3.0,0.0,0.0
84a81a9ffffffff,8.0,0.0,0.0
84a81abffffffff,3.0,0.0,0.0
84a81b1ffffffff,6.0,0.0,0.0
84a81b3ffffffff,8.0,0.0,0.0
84a81bbffffffff,10.0,0.0,0.0
84a81c3ffffffff,14.0,2.0,0.0
84a81c7ffffffff,8.0,0.0,0.0
84a81c9ffffffff,2.0,0.0,0.0
84a81cdffffffff,179.0,0.0,0.0
84a81d1ffffffff,5.0,0.0,0.0
84a81d9ffffffff,15.0,0.0,0.0
84a81e1ffffffff,58.0,0.0,0.0
84a81e3ffffffff,11.0,0.0,0.0
84a81e7ffffffff,5.0,0.0,0.0
84a81e9ffffffff,82.0,0.0,0.0
84a81ebffffffff,16.0,0.0,0.0
84a81edffffffff,552.0,2.0,0.0
84a8203ffffffff,14.0,0.0,0.0
84a8207ffffffff,4.0,0.0,0.0
84a8211ffffffff,6.0,0.0,0.0
84a8213ffffffff,8.0,0.0,0.0
84a8215ffffffff,2.0,0.0,0.0
84a8219ffffffff,10.0,0.0,0.0
84a821bffffffff,1.0,0.0,0.0
84a8227ffffffff,3.0,0.0,0.0
84a8229ffffffff,4.0,0.0,0.0
84a822bffffffff,17.0,0.0,0.0
84a8235ffffffff,6.0,0.0,0.0
84a8237ffffffff,19.0,4.0,0.0
84a8239ffffffff,1.0,0.0,0.0
84a823bffffffff,2.0,0.0,0.0
84a8241ffffffff,8.0,0.0,0.0
84a8245ffffffff,2.0,0.0,0.0
84a8247ffffffff,5.0,0.0,0.0
84a824bffffffff,1.0,0.0,0.0
84a8251ffffffff,2.0,0.0,0.0
84a8253ffffffff,2.0,0.0,0.0
84a825dffffffff,2.0,0.0,0.0
84a8261ffffffff,2.0,0.0,0.0
84a826dffffffff,14.0,0.0,0.0
84a8287ffffffff,7.0,0.0,0.0
84a8291ffffffff,1.0,0.0,0.0
84a82a5ffffffff,3.0,0.0,0.0
84a82abffffffff,4.0,0.0,0.0
84a82b9ffffffff,2.0,0.0,0.0
84a82bdffffffff,3.0,0.0,0.0
84a82c5ffffffff,1.0,0.0,0.0
84a82c9ffffffff,3.0,0.0,0.0
84a82d3ffffffff,13.0,0.0,0.0
84a82dbffffffff,9.0,0.0,0.0
84a82ddffffffff,6.0,0.0,0.0
84a82e1ffffffff,4.0,0.0,0.0
84a82e7ffffffff,4.0,0.0,0.0
84a8311ffffffff,4.0,0.0,0.0
84a8313ffffffff,11.0,0.0,0.0
84a8317ffffffff,7.0,0.0,0.0
84a8319ffffffff,2.0,2.0,0.0
84a831bffffffff,11.0,0.0,0.0
84a833bffffffff,4.0,0.0,0.0
84a8351ffffffff,1.0,0.0,0.0
84a8353ffffffff,19.0,0.0,0.0
84a8357ffffffff,31.0,1.0,0.0
84a8359ffffffff,5.0,0.0,0.0
84a835bffffffff,14.0,0.0,0.0
84a835dffffffff,4.0,0.0,0.0
84a8403ffffffff,7.0,0.0,0.0
84a8405ffffffff,12.0,0.0,0.0
84a840dffffffff,130.0,11.0,0.0
84a8411ffffffff,1.0,0.0,0.0
84a8413ffffffff,2.0,0.0,0.0
84a8421ffffffff,11.0,0.0,0.0
84a842bffffffff,4.0,0.0,0.0
84a8447ffffffff,4.0,0.0,0.0
84a844dffffffff,15.0,0.0,0.0
84a8461ffffffff,9.0,0.0,0.0
84a8463ffffffff,111.0,10.0,0.0
84a846bffffffff,2.0,0.0,0.0
84a84a5ffffffff,4.0,0.0,0.0
84a84e7ffffffff,1.0,0.0,0.0
84a8559ffffffff,6.0,0.0,0.0
84a8591ffffffff,270.0,6.0,0.0
84a8599ffffffff,52.0,1.0,0.0
84a859bffffffff,1.0,0.0,0.0
84a85b7ffffffff,9.0,0.0,0.0
84a85b9ffffffff,5.0,0.0,0.0
84a85d3ffffffff,81.0,0.0,0.0
84a85d7ffffffff,1.0,0.0,0.0
84a8601ffffffff,4.0,0.0,0.0
84a8605ffffffff,12.0,0.0,0.0
84a8607ffffffff,1.0,0.0,0.0
84a860dffffffff,16.0,0.0,0.0
84a8629ffffffff,9.0,0.0,0.0
84a8647ffffffff,1.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8701ffffffff,1.0,0.0,0.0
84a8709ffffffff,1.0,0.0,0.0
84a870bffffffff,1.0,0.0,0.0
84a870dffffffff,1.0,0.0,0.0
84a871bffffffff,14.0,0.0,0.0
84a8721ffffffff,1.0,0.0,0.0
84a8733ffffffff,2.0,0.0,0.0
84a8737ffffffff,9.0,0.0,0.0
84a8743ffffffff,1.0,0.0,0.0
84a8753ffffffff,2.0,0.0,0.0
84a8759ffffffff,6.0,0.0,0.0
84a8765ffffffff,1.0,0.0,0.0
84a876bffffffff,2.0,0.0,0.0
84a876dffffffff,4.0,0.0,0.0
84a8805ffffffff,28.0,0.0,0.0
84a8807ffffffff,14.0,0.0,0.0
84a8811ffffffff,10.0,0.0,0.0
84a881bffffffff,18.0,0.0,0.0
84a8821ffffffff,3.0,1.0,0.0
84a8823ffffffff,1.0,0.0,0.0
84a8829ffffffff,5.0,0.0,0.0
84a882bffffffff,2.0,0.0,0.0
84a882dffffffff,54.0,15.0,0.0
84a8839ffffffff,5.0,1.0,0.0
84a883bffffffff,10.0,3.0,0.0
84a883dffffffff,2.0,0.0,0.0
84a8849ffffffff,53.0,0.0,0.0
84a884bffffffff,5.0,0.0,0.0
84a884dffffffff,2.0,0.0,0.0
84a8857ffffffff,1.0,0.0,0.0
84a8863ffffffff,8.0,0.0,0.0
84a8867ffffffff,4.0,0.0,0.0
84a8895ffffffff,2.0,0.0,0.0
84a88a9ffffffff,2.0,0.0,0.0
84a88adffffffff,1.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0
84a88b5ffffffff,3.0,0.0,0.0
84a88bbffffffff,2.0,0.0,0.0
84a88c1ffffffff,3.0,0.0,0.0
84a88c5ffffffff,2.0,0.0,0.0
84a88ddffffffff,4.0,0.0,0.0
84a88e9ffffffff,12.0,0.0,0.0
84a88ebffffffff,6.0,0.0,0.0
84a8911ffffffff,4.0,0.0,0.0
84a8915ffffffff,3.0,0.0,0.0
84a8917ffffffff,41.0,8.0,0.0
84a8919ffffffff,17.0,0.0,0.0
84a8953ffffffff,6.0,0.0,0.0
84a8a03ffffffff,2.0,0.0,0.0
84a8a11ffffffff,14.0,2.0,0.0
84a8a13ffffffff,129.0,6.0,0.0
84a8a15ffffffff,23.0,0.0,0.0
84a8a17ffffffff,34.0,0.0,0.0
84a8a19ffffffff,54.0,0.0,0.0
84a8a1bffffffff,2.0,0.0,0.0
84a8a1dffffffff,17.0,0.0,0.0
84a8a23ffffffff,74.0,4.0,0.0
84a8a27ffffffff,12.0,0.0,0.0
84a8a31ffffffff,7.0,0.0,0.0
84a8a35ffffffff,14.0,0.0,0.0
84a8a39ffffffff,8.0,0.0,0.0
84a8a3bffffffff,5.0,0.0,0.0
84a8a3dffffffff,28.0,2.0,0.0
84a8a53ffffffff,10.0,0.0,0.0
84a8a8bffffffff,1.0,0.0,0.0
84a8a91ffffffff,16.0,0.0,0.0
84a8a97ffffffff,20.0,0.0,0.0
84a8a99ffffffff,3.0,0.0,0.0
84a8aadffffffff,8.0,0.0,0.0
84a8ab1ffffffff,3.0,0.0,0.0
84a8ab9ffffffff,4.0,0.0,0.0
84a8ac1ffffffff,2.0,0.0,0.0
84a8ac5ffffffff,6.0,0.0,0.0
84a8ac9ffffffff,8.0,0.0,0.0
84a8acdffffffff,2.0,0.0,0.0
84a8ad1ffffffff,2.0,0.0,0.0
84a8ad3ffffffff,8.0,0.0,0.0
84a8ae5ffffffff,19.0,0.0,0.0
84a8ae7ffffffff,2.0,0.0,0.0
84a8aebffffffff,2.0,0.0,0.0
84a8c01ffffffff,10.0,0.0,0.0
84a8c03ffffffff,12.0,0.0,0.0
84a8c05ffffffff,20.0,0.0,0.0
84a8c07ffffffff,4.0,0.0,0.0
84a8c09ffffffff,3.0,0.0,0.0
84a8c0dffffffff,3.0,0.0,0.0
84a8c1dffffffff,3.0,0.0,0.0
84a8c23ffffffff,4.0,0.0,0.0
84a8c25ffffffff,16.0,11.0,0.0
84a8c2bffffffff,2.0,0.0,0.0
84a8c43ffffffff,2.0,0.0,0.0
84a8c47ffffffff,14.0,0.0,0.0
84a8c57ffffffff,2.0,0.0,0.0
84a8c63ffffffff,15.0,0.0,0.0
84a8c9bffffffff,2.0,2.0,0.0
84a8ce3ffffffff,1.0,0.0,0.0
84a8cebffffffff,2.0,1.0,0.0
84a8d05ffffffff,1.0,0.0,0.0
84a8d19ffffffff,2.0,0.0,0.0
84a8d1bffffffff,29.0,0.0,0.0
84a8d1dffffffff,3.0,0.0,0.0
84a8d35ffffffff,16.0,0.0,0.0
84a8d37ffffffff,3.0,0.0,0.0
84a8d43ffffffff,7.0,0.0,0.0
84a8d4bffffffff,2.0,0.0,0.0
84a8d53ffffffff,2.0,0.0,0.0
84a8d69ffffffff,2.0,0.0,0.0
84a8d9dffffffff,1.0,0.0,0.0
84a8da1ffffffff,1.0,0.0,0.0
84a8da5ffffffff,3.0,0.0,0.0
84a8da7ffffffff,2.0,0.0,0.0
84a8da9ffffffff,2.0,0.0,0.0
84a8dcbffffffff,3.0,0.0,0.0
84a8dd7ffffffff,3.0,0.0,0.0
84a8de1ffffffff,3.0,0.0,0.0
84a8de3ffffffff,14.0,0.0,0.0
84a8de9ffffffff,1.0,1.0,0.0
84a8debffffffff,3.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8e61ffffffff,2.0,0.0,0.0
84a8e65ffffffff,3.0,0.0,0.0
84a8e69ffffffff,2.0,0.0,0.0
84a8e6bffffffff,2.0,0.0,0.0
84a8e6dffffffff,10.0,0.0,0.0
84a8ec9ffffffff,39.0,0.0,0.0
84a8ecbffffffff,1.0,0.0,0.0
84a8eddffffffff,1.0,0.0,0.0
84a8f41ffffffff,5.0,0.0,0.0
84a8f43ffffffff,1.0,0.0,0.0
84a8f47ffffffff,3.0,0.0,0.0
84a8f4bffffffff,1.0,0.0,0.0
84a8f4dffffffff,4.0,0.0,0.0
84a8f59ffffffff,1.0,1.0,0.0
84a8f63ffffffff,1.0,0.0,0.0
84a9087ffffffff,1.0,0.0,0.0
84a9091ffffffff,2.0,0.0,0.0
84a9095ffffffff,6.0,0.0,0.0
84a9097ffffffff,2.0,0.0,0.0
84a909dffffffff,10.0,0.0,0.0
84a90a7ffffffff,2.0,0.0,0.0
84a90b9ffffffff,2.0,0.0,0.0
84a90d5ffffffff,2.0,0.0,0.0
84a9191ffffffff,42.0,1.0,0.0
84a9193ffffffff,2.0,0.0,0.0
84a9195ffffffff,2.0,0.0,0.0
84a9199ffffffff,2.0,0.0,0.0
84a91b1ffffffff,16.0,0.0,0.0
84a91b5ffffffff,8.0,0.0,0.0
84a91b7ffffffff,21.0,0.0,0.0
84a91bbffffffff,4.0,0.0,0.0
84a92a5ffffffff,2.0,0.0,0.0
84a92e3ffffffff,2.0,0.0,0.0
84a940dffffffff,1.0,0.0,0.0
84a9425ffffffff,56.0,0.0,0.0
84a9427ffffffff,2.0,0.0,0.0
84a9429ffffffff,8.0,0.0,0.0
84a942dffffffff,16.0,0.0,0.0
84a9437ffffffff,2.0,0.0,0.0
84a943dffffffff,74.0,0.0,0.0
84a9457ffffffff,3.0,0.0,0.0
84a945bffffffff,3.0,0.0,0.0
84a9461ffffffff,38.0,0.0,0.0
84a9463ffffffff,11.0,0.0,0.0
84a9465ffffffff,106.0,0.0,0.0
84a9467ffffffff,5.0,0.0,0.0
84a946bffffffff,66.0,0.0,0.0
84a946dffffffff,2.0,0.0,0.0
84a94e3ffffffff,4.0,0.0,0.0
84a94e5ffffffff,3.0,0.0,0.0
84a9501ffffffff,85.0,0.0,0.0
84a9503ffffffff,6.0,0.0,0.0
84a9507ffffffff,134.0,0.0,0.0
84a9509ffffffff,66.0,0.0,0.0
84a950bffffffff,77.0,0.0,0.0
84a950dffffffff,25.0,0.0,0.0
84a9515ffffffff,32.0,0.0,0.0
84a951dffffffff,10.0,0.0,0.0
84a9521ffffffff,2.0,1.0,0.0
84a9525ffffffff,5.0,1.0,0.0
84a9527ffffffff,47.0,0.0,0.0
84a9531ffffffff,104.0,0.0,0.0
84a9533ffffffff,20.0,0.0,0.0
84a9539ffffffff,17.0,0.0,0.0
84a953bffffffff,541.0,2.0,0.0
84a953dffffffff,3.0,0.0,0.0
84a9547ffffffff,8.0,0.0,0.0
84a9549ffffffff,2.0,0.0,0.0
84a954bffffffff,1.0,0.0,0.0
84a9551ffffffff,13.0,0.0,0.0
84a9553ffffffff,14.0,0.0,0.0
84a9555ffffffff,20.0,0.0,0.0
84a9557ffffffff,21.0,0.0,0.0
84a9559ffffffff,6.0,0.0,0.0
84a955bffffffff,43.0,0.0,0.0
84a955dffffffff,8.0,0.0,0.0
84a9567ffffffff,2.0,0.0,0.0
84a956bffffffff,2.0,0.0,0.0
84a95a5ffffffff,2.0,0.0,0.0
84a95abffffffff,14.0,0.0,0.0
84a95adffffffff,7.0,0.0,0.0
84a95bbffffffff,1.0,0.0,0.0
84a95c5ffffffff,25.0,0.0,0.0
84a95c9ffffffff,20.0,0.0,0.0
84a95d9ffffffff,5.0,0.0,0.0
84a95dbffffffff,4.0,0.0,0.0
84a95e5ffffffff,10.0,0.0,0.0
84a95edffffffff,50.0,0.0,0.0
84a9621ffffffff,2.0,0.0,0.0
84a9625ffffffff,2.0,0.0,0.0
84a963dffffffff,2.0,0.0,0.0
84a9685ffffffff,2.0,0.0,0.0
84a96abffffffff,2.0,0.0,0.0
84a96b9ffffffff,4.0,0.0,0.0
84a96e7ffffffff,2.0,0.0,0.0
84a96edffffffff,2.0,0.0,0.0
84a9711ffffffff,4.0,0.0,0.0
84a9715ffffffff,1.0,0.0,0.0
84a9717ffffffff,55.0,0.0,0.0
84a9719ffffffff,4.0,0.0,0.0
84a9723ffffffff,4.0,0.0,0.0
84a9733ffffffff,5.0,0.0,0.0
84a973bffffffff,18.0,0.0,0.0
84a9753ffffffff,2.0,0.0,0.0
84b324bffffffff,7.0,0.0,0.0
84b3253ffffffff,24.0,0.0,0.0
84b3259ffffffff,2.0,0.0,0.0
84b3661ffffffff,2.0,0.0,0.0
84b366dffffffff,7.0,0.0,0.0
