cell_id,Phrygilus gayi,Phrygilus gayi minor,Phrygilus gayi gayi/caniceps
83cfa2fffffffff,328.0,0.0,1.0
83cfa3fffffffff,2.0,0.0,0.0
83cfa4fffffffff,1182.0,0.0,120.0
83cfa5fffffffff,52.0,0.0,1.0
83cfa8fffffffff,72.0,0.0,2.0
83cfaafffffffff,187.0,0.0,8.0
83cfabfffffffff,1.0,0.0,0.0
83cfacfffffffff,397.0,0.0,3.0
83cfaefffffffff,67.0,0.0,0.0
83cfb1fffffffff,5.0,0.0,0.0
83cfb3fffffffff,2.0,0.0,0.0
83df44fffffffff,3.0,0.0,0.0
83df45fffffffff,2.0,0.0,0.0
83df4dfffffffff,61.0,0.0,4.0
83df68fffffffff,250.0,0.0,34.0
83df69fffffffff,556.0,0.0,107.0
83df6afffffffff,16.0,0.0,2.0
83df6bfffffffff,174.0,0.0,19.0
83df6dfffffffff,4.0,0.0,0.0
