cell_id,Anthus cinnamomeus,Anthus cinnamomeus camaroonensis,Anthus cinnamomeus eximius,Anthus cinnamomeus [cinnamomeus Group],Anthus cinnamomeus latistriatus,Anthus cinnamomeus grotei
82ad8ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82ad9ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82ada7fffffffff,16.0,0.0,0.0,3.0,0.0,0.0
82adaffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82adb7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82bc0ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82bc1ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82bc47fffffffff,58.0,0.0,0.0,9.0,0.0,0.0
82bc4ffffffffff,120.0,0.0,0.0,36.0,0.0,0.0
82bc57fffffffff,67.0,0.0,0.0,4.0,0.0,0.0
82bc6ffffffffff,455.0,0.0,0.0,129.0,0.0,0.0
82bc77fffffffff,71.0,0.0,0.0,3.0,0.0,0.0
82bc8ffffffffff,354.0,0.0,0.0,32.0,0.0,0.0
82bc9ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
82bcc7fffffffff,771.0,0.0,0.0,203.0,0.0,0.0
82bccffffffffff,33.0,0.0,0.0,6.0,0.0,0.0
82bcd7fffffffff,708.0,0.0,0.0,161.0,0.0,0.0
82bcdffffffffff,376.0,0.0,0.0,72.0,0.0,0.0
82bce7fffffffff,308.0,0.0,0.0,123.0,0.0,0.0
82bceffffffffff,88.0,0.0,0.0,29.0,0.0,0.0
82bcf7fffffffff,1615.0,0.0,0.0,452.0,0.0,0.0
