cell_id,Henicorhina leucosticta,Henicorhina leucosticta [prostheleuca Group],Henicorhina leucosticta pittieri/costaricensis,Henicorhina leucosticta inornata/eucharis,Henicorhina leucosticta [leucosticta Group]
835f00fffffffff,19.0,0.0,0.0,0.0,0.0
835f01fffffffff,6.0,0.0,0.0,0.0,0.0
835f03fffffffff,98.0,0.0,0.0,0.0,0.0
835f14fffffffff,16.0,0.0,0.0,0.0,0.0
835f1cfffffffff,1.0,0.0,0.0,0.0,0.0
835f29fffffffff,4.0,0.0,0.0,0.0,0.0
835f2bfffffffff,17.0,0.0,0.0,0.0,0.0
835f40fffffffff,9.0,0.0,0.0,0.0,0.0
835f42fffffffff,16.0,0.0,0.0,0.0,2.0
835f54fffffffff,26.0,0.0,0.0,0.0,0.0
835f68fffffffff,11.0,0.0,0.0,0.0,0.0
835f71fffffffff,14.0,0.0,0.0,0.0,0.0
835f75fffffffff,6.0,0.0,0.0,0.0,0.0
835f76fffffffff,6.0,0.0,0.0,0.0,0.0
836601fffffffff,14.0,0.0,0.0,0.0,0.0
836602fffffffff,8.0,0.0,0.0,0.0,0.0
836608fffffffff,450.0,0.0,0.0,0.0,0.0
836609fffffffff,2.0,0.0,0.0,0.0,0.0
83660afffffffff,342.0,0.0,0.0,0.0,12.0
83660bfffffffff,32.0,0.0,0.0,0.0,2.0
83660cfffffffff,14.0,0.0,0.0,0.0,0.0
83660dfffffffff,12.0,0.0,0.0,0.0,0.0
83660efffffffff,36.0,0.0,0.0,0.0,0.0
836610fffffffff,195.0,0.0,31.0,0.0,0.0
836611fffffffff,53.0,0.0,0.0,0.0,0.0
836612fffffffff,42.0,0.0,0.0,0.0,0.0
836613fffffffff,351.0,0.0,67.0,0.0,0.0
836616fffffffff,227.0,0.0,19.0,0.0,0.0
836618fffffffff,59.0,0.0,0.0,0.0,0.0
836619fffffffff,1072.0,0.0,0.0,0.0,24.0
83661afffffffff,123.0,0.0,0.0,1.0,2.0
83661bfffffffff,546.0,0.0,0.0,0.0,0.0
83661cfffffffff,65.0,0.0,0.0,0.0,0.0
83661dfffffffff,133.0,0.0,0.0,0.0,0.0
83661efffffffff,190.0,0.0,0.0,0.0,0.0
836641fffffffff,26.0,0.0,0.0,0.0,0.0
836645fffffffff,1.0,0.0,0.0,0.0,0.0
836648fffffffff,6.0,0.0,0.0,0.0,0.0
836652fffffffff,2.0,0.0,0.0,0.0,0.0
836656fffffffff,21.0,0.0,0.0,0.0,0.0
83665afffffffff,89.0,0.0,0.0,0.0,0.0
83665bfffffffff,114.0,0.0,0.0,0.0,0.0
836663fffffffff,2.0,0.0,0.0,0.0,0.0
83666bfffffffff,4.0,0.0,0.0,0.0,0.0
836672fffffffff,3.0,0.0,0.0,0.0,0.0
8366a0fffffffff,1472.0,0.0,102.0,0.0,0.0
8366a5fffffffff,3281.0,0.0,202.0,0.0,0.0
8366a6fffffffff,2.0,0.0,0.0,0.0,0.0
8366a9fffffffff,6.0,0.0,0.0,0.0,0.0
8366b0fffffffff,26.0,0.0,0.0,0.0,0.0
8366b1fffffffff,1.0,0.0,0.0,0.0,0.0
8366b4fffffffff,5954.0,0.0,0.0,0.0,0.0
8366b5fffffffff,1926.0,0.0,15.0,0.0,0.0
8366b6fffffffff,6.0,0.0,0.0,0.0,0.0
8366c0fffffffff,82.0,0.0,0.0,0.0,0.0
8366c1fffffffff,9.0,0.0,0.0,0.0,0.0
8366c2fffffffff,238.0,0.0,0.0,0.0,0.0
8366c4fffffffff,33.0,0.0,0.0,0.0,0.0
8366c5fffffffff,76.0,0.0,0.0,0.0,0.0
8366c6fffffffff,39.0,0.0,0.0,0.0,0.0
8366c9fffffffff,4.0,0.0,0.0,0.0,0.0
8366cefffffffff,40.0,0.0,0.0,0.0,0.0
8366d0fffffffff,1216.0,0.0,0.0,22.0,2.0
8366d1fffffffff,325.0,0.0,0.0,0.0,0.0
8366d2fffffffff,26.0,0.0,0.0,4.0,0.0
8366d3fffffffff,3.0,0.0,0.0,0.0,0.0
8366d4fffffffff,1.0,0.0,0.0,0.0,0.0
8366d5fffffffff,3.0,0.0,0.0,0.0,0.0
8366d8fffffffff,44.0,0.0,0.0,0.0,1.0
8366dafffffffff,90.0,0.0,0.0,0.0,12.0
8366dbfffffffff,6.0,0.0,0.0,0.0,0.0
8366dcfffffffff,266.0,0.0,0.0,0.0,30.0
8366ddfffffffff,33.0,0.0,0.0,0.0,8.0
8366defffffffff,1145.0,0.0,0.0,0.0,216.0
8366e0fffffffff,418.0,0.0,0.0,0.0,8.0
8366e1fffffffff,11.0,0.0,0.0,0.0,0.0
8366e2fffffffff,52.0,0.0,0.0,0.0,0.0
8366e3fffffffff,21.0,0.0,0.0,0.0,0.0
8366e4fffffffff,300.0,0.0,0.0,0.0,1.0
8366e5fffffffff,67.0,0.0,0.0,0.0,0.0
8366e6fffffffff,3130.0,0.0,0.0,0.0,0.0
8366ecfffffffff,15.0,0.0,0.0,0.0,0.0
8366eefffffffff,23.0,0.0,0.0,0.0,0.0
8366f0fffffffff,492.0,0.0,0.0,19.0,12.0
8366f1fffffffff,251.0,0.0,0.0,0.0,0.0
8366f3fffffffff,5.0,0.0,0.0,0.0,0.0
8366f5fffffffff,657.0,0.0,0.0,0.0,0.0
836790fffffffff,10.0,0.0,0.0,0.0,0.0
836792fffffffff,12.0,0.0,0.0,0.0,0.0
836793fffffffff,10.0,0.0,0.0,0.0,0.0
836794fffffffff,20.0,0.0,0.0,0.0,0.0
836796fffffffff,194.0,0.0,0.0,0.0,0.0
83679afffffffff,3997.0,0.0,0.0,0.0,0.0
83679bfffffffff,286.0,0.0,0.0,0.0,0.0
8367b2fffffffff,2.0,0.0,0.0,0.0,0.0
836d04fffffffff,3.0,0.0,0.0,0.0,0.0
836d05fffffffff,344.0,165.0,0.0,0.0,0.0
836d20fffffffff,46.0,0.0,0.0,0.0,0.0
836d21fffffffff,326.0,78.0,0.0,0.0,0.0
836d22fffffffff,63.0,2.0,0.0,0.0,0.0
836d23fffffffff,315.0,76.0,0.0,0.0,0.0
836d28fffffffff,2.0,0.0,0.0,0.0,0.0
836d29fffffffff,136.0,0.0,0.0,0.0,0.0
836d2afffffffff,23.0,0.0,0.0,0.0,0.0
836d2bfffffffff,1254.0,12.0,0.0,0.0,0.0
836d2cfffffffff,518.0,134.0,0.0,0.0,0.0
836d2dfffffffff,562.0,0.0,0.0,0.0,0.0
836d2efffffffff,12.0,0.0,0.0,0.0,0.0
836d30fffffffff,345.0,43.0,0.0,0.0,0.0
836d31fffffffff,224.0,44.0,0.0,0.0,0.0
836d34fffffffff,95.0,13.0,0.0,0.0,0.0
836d35fffffffff,725.0,55.0,0.0,0.0,0.0
836d36fffffffff,66.0,2.0,0.0,0.0,0.0
836d61fffffffff,4.0,0.0,0.0,0.0,0.0
836d64fffffffff,12.0,0.0,0.0,0.0,0.0
836d65fffffffff,2110.0,0.0,0.0,0.0,0.0
836d68fffffffff,2180.0,0.0,0.0,0.0,0.0
836d69fffffffff,9092.0,0.0,0.0,0.0,0.0
836d6cfffffffff,5.0,0.0,0.0,0.0,0.0
836d6dfffffffff,585.0,0.0,0.0,0.0,0.0
836d74fffffffff,2.0,0.0,0.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0,0.0,0.0
83806bfffffffff,20.0,0.0,0.0,0.0,0.0
838a45fffffffff,6.0,0.0,0.0,0.0,0.0
838a6dfffffffff,4.0,0.0,0.0,0.0,0.0
838af2fffffffff,7.0,0.0,0.0,0.0,0.0
838e64fffffffff,1.0,0.0,0.0,0.0,0.0
838f40fffffffff,61.0,0.0,0.0,0.0,0.0
838f43fffffffff,3.0,0.0,0.0,0.0,0.0
838f46fffffffff,31.0,0.0,0.0,0.0,0.0
838f4afffffffff,8.0,0.0,0.0,0.0,0.0
838f55fffffffff,6.0,0.0,0.0,0.0,0.0
838f5cfffffffff,4.0,0.0,0.0,0.0,0.0
838f70fffffffff,18.0,0.0,0.0,0.0,0.0
838f71fffffffff,21.0,0.0,0.0,0.0,0.0
838f72fffffffff,436.0,0.0,0.0,0.0,67.0
838f74fffffffff,41.0,0.0,0.0,0.0,0.0
838f76fffffffff,27.0,0.0,0.0,0.0,0.0
