cell_id,Diopsittaca nobilis,Diopsittaca nobilis nobilis,Diopsittaca nobilis cumanensis/longipennis
8480215ffffffff,1.0,0.0,0.0
84802b7ffffffff,6.0,0.0,0.0
84802cdffffffff,2.0,0.0,0.0
8480481ffffffff,1.0,0.0,0.0
8480487ffffffff,2.0,0.0,0.0
84804c1ffffffff,1.0,0.0,0.0
8480549ffffffff,4.0,0.0,0.0
84806a7ffffffff,2.0,0.0,0.0
84806abffffffff,1.0,0.0,0.0
8481029ffffffff,1.0,0.0,0.0
8481125ffffffff,52.0,0.0,0.0
8481163ffffffff,2.0,0.0,0.0
8481167ffffffff,2.0,0.0,0.0
84811a7ffffffff,1.0,0.0,1.0
8481211ffffffff,1.0,0.0,0.0
8481215ffffffff,8.0,0.0,0.0
8481219ffffffff,1.0,0.0,0.0
8481245ffffffff,6.0,0.0,0.0
848124dffffffff,114.0,0.0,4.0
8481285ffffffff,1.0,0.0,0.0
848129bffffffff,1.0,0.0,0.0
84812c9ffffffff,5.0,0.0,0.0
84812d1ffffffff,10.0,0.0,0.0
84812d7ffffffff,40.0,0.0,1.0
8481339ffffffff,1.0,0.0,0.0
8481367ffffffff,2.0,0.0,0.0
8481401ffffffff,11.0,0.0,0.0
8481403ffffffff,9.0,0.0,0.0
8481407ffffffff,1.0,0.0,0.0
848140dffffffff,2.0,0.0,0.0
8481423ffffffff,6.0,0.0,0.0
8481429ffffffff,1.0,0.0,0.0
8481431ffffffff,4.0,0.0,0.0
8481433ffffffff,2.0,0.0,0.0
8481439ffffffff,2.0,0.0,0.0
8481445ffffffff,8.0,0.0,0.0
8481447ffffffff,2.0,0.0,0.0
848144bffffffff,10.0,0.0,0.0
848144dffffffff,1.0,0.0,0.0
848145dffffffff,40.0,0.0,0.0
848146bffffffff,16.0,0.0,0.0
84814e7ffffffff,5.0,0.0,0.0
84814e9ffffffff,4.0,0.0,0.0
84814ebffffffff,7.0,0.0,0.0
8481507ffffffff,1.0,0.0,0.0
848151bffffffff,3.0,0.0,0.0
84815c9ffffffff,7.0,0.0,0.0
84815e9ffffffff,4.0,0.0,0.0
848162bffffffff,20.0,0.0,0.0
8481635ffffffff,57.0,0.0,0.0
8481637ffffffff,7.0,0.0,0.0
8481639ffffffff,2.0,0.0,0.0
8481711ffffffff,63.0,0.0,0.0
8481713ffffffff,61.0,0.0,0.0
848175bffffffff,1.0,0.0,0.0
8481801ffffffff,21.0,0.0,3.0
8481803ffffffff,7.0,0.0,0.0
8481809ffffffff,6.0,0.0,0.0
848180bffffffff,44.0,0.0,0.0
8481811ffffffff,2.0,0.0,2.0
8481819ffffffff,5.0,0.0,0.0
848181dffffffff,5.0,0.0,1.0
8481833ffffffff,6.0,0.0,0.0
8481837ffffffff,39.0,0.0,0.0
8481839ffffffff,7.0,0.0,0.0
8481851ffffffff,108.0,0.0,37.0
8481853ffffffff,4.0,0.0,0.0
8481855ffffffff,17.0,0.0,0.0
8481857ffffffff,356.0,0.0,17.0
8481859ffffffff,7.0,0.0,3.0
848185bffffffff,5.0,0.0,0.0
848185dffffffff,145.0,0.0,16.0
84819d9ffffffff,53.0,0.0,0.0
8481aadffffffff,2.0,0.0,0.0
8481ad1ffffffff,2.0,0.0,0.0
848a059ffffffff,1.0,0.0,0.0
848a2edffffffff,1.0,0.0,0.0
848a857ffffffff,4.0,0.0,0.0
848ad13ffffffff,7.0,1.0,0.0
848ada3ffffffff,2.0,0.0,0.0
848ada9ffffffff,7.0,2.0,0.0
848adb1ffffffff,2.0,0.0,0.0
848adbbffffffff,53.0,8.0,0.0
848adbdffffffff,3.0,1.0,0.0
848adc5ffffffff,19.0,3.0,0.0
848ade3ffffffff,8.0,2.0,0.0
848b001ffffffff,2.0,0.0,0.0
848b009ffffffff,1.0,0.0,0.0
848b01bffffffff,2.0,0.0,0.0
848b045ffffffff,13.0,0.0,0.0
848b069ffffffff,2.0,0.0,0.0
848b085ffffffff,1.0,0.0,0.0
848b0bdffffffff,1.0,0.0,0.0
848b0c7ffffffff,3.0,0.0,0.0
848b0c9ffffffff,2.0,0.0,0.0
848b0cdffffffff,4.0,0.0,0.0
848b0d1ffffffff,7.0,0.0,0.0
848b105ffffffff,9.0,0.0,0.0
848b10dffffffff,4.0,0.0,0.0
848b11dffffffff,10.0,0.0,0.0
848b129ffffffff,3.0,0.0,0.0
848b131ffffffff,2.0,0.0,0.0
848b1e5ffffffff,1.0,0.0,0.0
848b221ffffffff,15.0,0.0,0.0
848b2a5ffffffff,2.0,0.0,0.0
848b2a7ffffffff,2.0,0.0,0.0
848b567ffffffff,4.0,0.0,0.0
848b717ffffffff,2.0,0.0,0.0
848b72dffffffff,1.0,0.0,0.0
848b767ffffffff,3.0,0.0,0.0
848b821ffffffff,1.0,0.0,0.0
848b829ffffffff,3.0,0.0,0.0
848b849ffffffff,145.0,0.0,1.0
848b98dffffffff,2.0,0.0,0.0
848b99dffffffff,1.0,0.0,0.0
848b9c9ffffffff,1.0,0.0,0.0
848b9d1ffffffff,1.0,0.0,0.0
848b9d5ffffffff,5.0,0.0,0.0
848ba09ffffffff,13.0,0.0,0.0
848ba0dffffffff,4.0,0.0,0.0
848ba45ffffffff,3.0,0.0,0.0
848ba47ffffffff,11.0,0.0,2.0
848ba55ffffffff,20.0,0.0,0.0
848ba63ffffffff,68.0,0.0,1.0
848ba65ffffffff,26.0,0.0,4.0
848ba67ffffffff,1.0,0.0,0.0
848ba6dffffffff,29.0,0.0,4.0
848bad7ffffffff,1.0,0.0,0.0
848bb19ffffffff,2.0,0.0,0.0
848bb4bffffffff,2.0,0.0,0.0
848bb53ffffffff,8.0,0.0,0.0
848bb59ffffffff,477.0,0.0,30.0
84a80b1ffffffff,1.0,0.0,0.0
84a80c3ffffffff,1.0,0.0,0.0
84a80dbffffffff,2.0,0.0,0.0
84a8101ffffffff,1633.0,0.0,13.0
84a8103ffffffff,61.0,0.0,2.0
84a8105ffffffff,1.0,0.0,0.0
84a8107ffffffff,174.0,0.0,0.0
84a810bffffffff,2.0,0.0,0.0
84a810dffffffff,2.0,0.0,0.0
84a8115ffffffff,8.0,0.0,2.0
84a8123ffffffff,2.0,0.0,0.0
84a8127ffffffff,8.0,0.0,0.0
84a8129ffffffff,1.0,0.0,0.0
84a812bffffffff,1.0,0.0,0.0
84a8131ffffffff,8.0,0.0,0.0
84a8139ffffffff,16.0,0.0,0.0
84a813bffffffff,34.0,0.0,2.0
84a813dffffffff,2.0,0.0,0.0
84a8143ffffffff,7.0,0.0,0.0
84a8157ffffffff,2.0,0.0,0.0
84a8197ffffffff,8.0,0.0,0.0
84a81a1ffffffff,3.0,0.0,0.0
84a81a7ffffffff,3.0,0.0,0.0
84a81b1ffffffff,6.0,0.0,0.0
84a81b3ffffffff,17.0,0.0,2.0
84a81b7ffffffff,2.0,0.0,0.0
84a81bbffffffff,36.0,0.0,0.0
84a81cdffffffff,1.0,0.0,0.0
84a81d9ffffffff,5.0,0.0,0.0
84a81e1ffffffff,1.0,0.0,0.0
84a81e3ffffffff,3.0,0.0,0.0
84a8403ffffffff,11.0,0.0,0.0
84a8405ffffffff,13.0,0.0,0.0
84a840dffffffff,13.0,0.0,0.0
84a8411ffffffff,2.0,0.0,0.0
84a8421ffffffff,8.0,0.0,1.0
84a8439ffffffff,2.0,0.0,0.0
84a844dffffffff,1.0,0.0,0.0
84a8461ffffffff,12.0,0.0,0.0
84a8463ffffffff,156.0,0.0,10.0
84a8465ffffffff,3.0,0.0,0.0
84a8469ffffffff,1.0,0.0,0.0
84a8513ffffffff,1.0,0.0,0.0
84a851bffffffff,1.0,0.0,0.0
84a8527ffffffff,2.0,0.0,0.0
84a8535ffffffff,4.0,0.0,0.0
84a8559ffffffff,8.0,0.0,0.0
84a855dffffffff,36.0,0.0,2.0
84a856dffffffff,3.0,0.0,0.0
84a8591ffffffff,42.0,0.0,4.0
84a8597ffffffff,7.0,0.0,0.0
84a8599ffffffff,2.0,0.0,1.0
84a85a1ffffffff,3.0,0.0,0.0
84a85a7ffffffff,3.0,0.0,0.0
84a85b1ffffffff,2.0,0.0,0.0
84a85b3ffffffff,7.0,0.0,0.0
84a85b5ffffffff,2.0,0.0,0.0
84a85b7ffffffff,42.0,0.0,0.0
84a85b9ffffffff,10.0,0.0,0.0
84a85d3ffffffff,3.0,0.0,0.0
84a8639ffffffff,2.0,0.0,0.0
84a8717ffffffff,2.0,0.0,0.0
84a8733ffffffff,2.0,0.0,0.0
84a8737ffffffff,82.0,0.0,0.0
84a883bffffffff,2.0,0.0,0.0
84a883dffffffff,1.0,0.0,0.0
84a8889ffffffff,2.0,0.0,0.0
84a8895ffffffff,4.0,0.0,0.0
84a88a9ffffffff,22.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0
84a88bbffffffff,6.0,0.0,0.0
84a88bdffffffff,3.0,0.0,0.0
84a88c7ffffffff,2.0,0.0,0.0
84a88d1ffffffff,1.0,0.0,0.0
84a88ddffffffff,30.0,0.0,2.0
84a88e9ffffffff,6.0,0.0,0.0
84a8a03ffffffff,4.0,0.0,0.0
84a8a07ffffffff,295.0,0.0,0.0
84a8a13ffffffff,4.0,0.0,0.0
84a8a2bffffffff,2.0,0.0,0.0
84a8a3dffffffff,4.0,0.0,0.0
84a8a91ffffffff,2.0,0.0,0.0
84a8c01ffffffff,10.0,0.0,0.0
84a8c03ffffffff,8.0,0.0,0.0
84a8c05ffffffff,27.0,0.0,0.0
84a8c09ffffffff,12.0,0.0,3.0
84a8c0dffffffff,28.0,0.0,0.0
84a8c15ffffffff,4.0,0.0,0.0
84a8c1dffffffff,2.0,0.0,0.0
84a8c23ffffffff,53.0,0.0,0.0
84a8c25ffffffff,10.0,0.0,0.0
84a8c27ffffffff,16.0,0.0,2.0
84a8c2bffffffff,15.0,0.0,0.0
84a8c43ffffffff,2.0,0.0,0.0
84a8c47ffffffff,16.0,0.0,2.0
84a8c57ffffffff,3.0,0.0,0.0
84a8c61ffffffff,1.0,0.0,0.0
84a8c63ffffffff,10.0,0.0,0.0
84a8c6bffffffff,2.0,0.0,0.0
84a8c97ffffffff,10.0,0.0,9.0
84a8ca1ffffffff,2.0,0.0,0.0
84a8ca3ffffffff,6.0,0.0,0.0
84a8cd1ffffffff,2.0,0.0,0.0
84a8cebffffffff,11.0,0.0,0.0
84a8d05ffffffff,8.0,0.0,0.0
84a8d11ffffffff,2.0,0.0,0.0
84a8d19ffffffff,15.0,0.0,0.0
84a8d1bffffffff,23.0,0.0,0.0
84a8d35ffffffff,81.0,0.0,0.0
84a8d41ffffffff,3.0,0.0,0.0
84a8d43ffffffff,4.0,0.0,0.0
84a8d45ffffffff,2.0,0.0,0.0
84a8d4bffffffff,18.0,0.0,0.0
84a8d57ffffffff,2.0,0.0,0.0
84a8d5bffffffff,1.0,0.0,0.0
84a8d5dffffffff,3.0,0.0,0.0
84a8d69ffffffff,4.0,0.0,0.0
84a8d8dffffffff,1.0,0.0,0.0
84a8d9dffffffff,2.0,0.0,0.0
84a8da1ffffffff,2.0,0.0,0.0
84a8da9ffffffff,8.0,0.0,0.0
84a8dadffffffff,2.0,0.0,0.0
84a8db5ffffffff,2.0,0.0,0.0
84a8dcbffffffff,1.0,0.0,0.0
84a8dd7ffffffff,2.0,0.0,0.0
84a8dd9ffffffff,3.0,0.0,0.0
84a8dddffffffff,1.0,0.0,0.0
84a8de1ffffffff,51.0,0.0,0.0
84a8de3ffffffff,70.0,0.0,0.0
84a8de7ffffffff,20.0,0.0,0.0
84a8de9ffffffff,8.0,0.0,0.0
84a8debffffffff,39.0,0.0,0.0
84a8e19ffffffff,5.0,0.0,0.0
84a8e2dffffffff,4.0,0.0,0.0
84a8e61ffffffff,4.0,0.0,0.0
84a8e65ffffffff,10.0,0.0,1.0
84a8e69ffffffff,2.0,0.0,0.0
84a8e6bffffffff,1.0,0.0,0.0
84a8e6dffffffff,30.0,0.0,0.0
84a8eb1ffffffff,2.0,0.0,0.0
84a8ec9ffffffff,84.0,0.0,0.0
84a8ecbffffffff,5.0,0.0,2.0
84a8ee9ffffffff,2.0,0.0,0.0
84a8f0bffffffff,2.0,0.0,0.0
84a8f1bffffffff,3.0,0.0,0.0
84a8f23ffffffff,1.0,0.0,0.0
84a8f41ffffffff,5.0,0.0,0.0
84a8f43ffffffff,4.0,0.0,0.0
84a8f47ffffffff,3.0,0.0,0.0
84a8f4bffffffff,2.0,0.0,0.0
84a8f57ffffffff,9.0,0.0,0.0
84a8f59ffffffff,6.0,0.0,0.0
84a8f5dffffffff,3.0,0.0,0.0
84a8f63ffffffff,3.0,0.0,0.0
