cell_id,Argya striata,Argya striata [striata Group],Argya striata somervillei
833cb4fffffffff,772.0,0.0,0.0
833cb5fffffffff,1981.0,0.0,0.0
833cb6fffffffff,402.0,0.0,0.0
833cc2fffffffff,5.0,0.0,0.0
833cc4fffffffff,1.0,0.0,0.0
833cd4fffffffff,4.0,0.0,0.0
833ce0fffffffff,41.0,0.0,0.0
833ce1fffffffff,968.0,0.0,0.0
833ce2fffffffff,28.0,0.0,0.0
833ce3fffffffff,2.0,0.0,0.0
833ce4fffffffff,275.0,0.0,0.0
833ce5fffffffff,339.0,0.0,0.0
833ce6fffffffff,5.0,0.0,0.0
833cecfffffffff,10.0,0.0,0.0
833cf0fffffffff,277.0,0.0,0.0
833cf1fffffffff,342.0,0.0,0.0
833cf2fffffffff,3144.0,34.0,0.0
833cf3fffffffff,14.0,0.0,0.0
833cf4fffffffff,306.0,1.0,0.0
833cf5fffffffff,13.0,0.0,0.0
833cf6fffffffff,589.0,7.0,0.0
833d10fffffffff,4712.0,0.0,0.0
833d11fffffffff,14.0,0.0,0.0
833d12fffffffff,49.0,0.0,0.0
833d13fffffffff,6390.0,0.0,0.0
833d14fffffffff,593.0,0.0,0.0
833d15fffffffff,18.0,0.0,0.0
833d16fffffffff,100.0,0.0,0.0
833d1afffffffff,22.0,0.0,0.0
833d1efffffffff,140.0,0.0,0.0
833d30fffffffff,126.0,0.0,0.0
833d32fffffffff,177.0,0.0,0.0
833d33fffffffff,150.0,0.0,0.0
833d34fffffffff,60.0,0.0,0.0
833d36fffffffff,520.0,0.0,0.0
833d80fffffffff,107.0,0.0,0.0
833d81fffffffff,22.0,0.0,0.0
833d83fffffffff,39.0,0.0,0.0
833d84fffffffff,1025.0,0.0,0.0
833d85fffffffff,664.0,0.0,0.0
833d86fffffffff,280.0,0.0,0.0
833d88fffffffff,13.0,0.0,0.0
833d89fffffffff,29.0,0.0,0.0
833d8afffffffff,2.0,0.0,0.0
833d8bfffffffff,434.0,0.0,0.0
833d8cfffffffff,129.0,0.0,0.0
833d8dfffffffff,776.0,0.0,0.0
833d8efffffffff,8.0,0.0,0.0
833d90fffffffff,10.0,0.0,0.0
833d91fffffffff,233.0,0.0,0.0
833d92fffffffff,342.0,0.0,0.0
833d93fffffffff,270.0,0.0,0.0
833d94fffffffff,2.0,0.0,0.0
833d95fffffffff,4.0,0.0,0.0
833d96fffffffff,531.0,0.0,0.0
833d98fffffffff,344.0,0.0,0.0
833d99fffffffff,376.0,0.0,0.0
833d9afffffffff,381.0,0.0,0.0
833d9bfffffffff,2042.0,0.0,0.0
833d9cfffffffff,2.0,0.0,0.0
833d9dfffffffff,1425.0,0.0,0.0
833d9efffffffff,1556.0,0.0,0.0
833da0fffffffff,65.0,0.0,0.0
833da1fffffffff,6745.0,0.0,0.0
833da2fffffffff,304.0,0.0,0.0
833da3fffffffff,2345.0,0.0,0.0
833da4fffffffff,2.0,0.0,0.0
833da5fffffffff,85.0,0.0,0.0
833da6fffffffff,98.0,0.0,0.0
833da8fffffffff,92.0,0.0,0.0
833da9fffffffff,220.0,0.0,0.0
833daafffffffff,37.0,0.0,0.0
833dabfffffffff,22.0,0.0,0.0
833dacfffffffff,509.0,0.0,0.0
833dadfffffffff,2879.0,0.0,0.0
833daefffffffff,67.0,0.0,0.0
833db0fffffffff,579.0,0.0,0.0
833db1fffffffff,120.0,0.0,0.0
833db2fffffffff,209.0,0.0,0.0
833db3fffffffff,705.0,0.0,0.0
833db4fffffffff,17.0,0.0,0.0
833db5fffffffff,58.0,0.0,0.0
833db6fffffffff,335.0,0.0,0.0
834248fffffffff,11.0,0.0,0.0
834249fffffffff,721.0,0.0,0.0
83424afffffffff,4.0,0.0,0.0
83424bfffffffff,7.0,0.0,0.0
83424dfffffffff,2.0,0.0,0.0
834251fffffffff,1.0,0.0,0.0
834253fffffffff,18.0,0.0,0.0
834254fffffffff,13.0,0.0,0.0
834258fffffffff,40.0,0.0,0.0
834259fffffffff,49.0,0.0,0.0
83425afffffffff,29.0,0.0,0.0
83425bfffffffff,2.0,0.0,0.0
83425dfffffffff,35.0,0.0,0.0
834268fffffffff,1.0,0.0,0.0
834269fffffffff,520.0,0.0,0.0
83426dfffffffff,2.0,0.0,0.0
8342c0fffffffff,178.0,0.0,0.0
8342c1fffffffff,214.0,0.0,0.0
8342c2fffffffff,392.0,0.0,0.0
8342c3fffffffff,157.0,0.0,0.0
8342c6fffffffff,48.0,0.0,0.0
8342c8fffffffff,122.0,0.0,0.0
8342c9fffffffff,10.0,0.0,0.0
8342cafffffffff,786.0,0.0,0.0
8342cbfffffffff,117.0,0.0,0.0
8342ccfffffffff,1669.0,0.0,0.0
8342cdfffffffff,227.0,0.0,0.0
8342cefffffffff,3101.0,0.0,0.0
8342d1fffffffff,36.0,0.0,0.0
8342d9fffffffff,359.0,0.0,0.0
8342dbfffffffff,363.0,0.0,0.0
8342dcfffffffff,355.0,0.0,0.0
8342ddfffffffff,48.0,0.0,0.0
8342e0fffffffff,20.0,0.0,0.0
8342e1fffffffff,1.0,0.0,0.0
8342e4fffffffff,13.0,0.0,0.0
8342e9fffffffff,10.0,0.0,0.0
8342eafffffffff,19.0,0.0,0.0
8342ebfffffffff,428.0,0.0,0.0
836002fffffffff,3122.0,0.0,0.0
836004fffffffff,139.0,0.0,0.0
836006fffffffff,5071.0,0.0,0.0
836010fffffffff,10.0,0.0,0.0
836011fffffffff,2549.0,0.0,0.0
836013fffffffff,182.0,0.0,0.0
836014fffffffff,329.0,0.0,0.0
836015fffffffff,1374.0,0.0,0.0
836016fffffffff,83.0,0.0,0.0
83601afffffffff,10.0,0.0,0.0
83601efffffffff,2919.0,0.0,0.0
836022fffffffff,5117.0,0.0,0.0
836026fffffffff,1342.0,0.0,0.0
836030fffffffff,199.0,0.0,0.0
836031fffffffff,9059.0,0.0,0.0
836032fffffffff,40.0,0.0,0.0
836033fffffffff,2644.0,0.0,0.0
836035fffffffff,1346.0,0.0,0.0
836080fffffffff,145.0,0.0,0.0
836081fffffffff,15.0,0.0,0.0
836082fffffffff,8.0,0.0,0.0
836083fffffffff,2.0,0.0,0.0
836084fffffffff,73.0,0.0,0.0
836085fffffffff,10.0,0.0,0.0
836086fffffffff,5.0,0.0,0.0
836088fffffffff,1038.0,0.0,0.0
836089fffffffff,14.0,0.0,0.0
83608afffffffff,250.0,0.0,0.0
83608bfffffffff,2053.0,0.0,0.0
83608cfffffffff,47.0,0.0,0.0
83608dfffffffff,456.0,0.0,0.0
83608efffffffff,145.0,0.0,0.0
836090fffffffff,373.0,0.0,0.0
836091fffffffff,149.0,0.0,0.0
836092fffffffff,1954.0,0.0,0.0
836093fffffffff,261.0,0.0,0.0
836094fffffffff,339.0,0.0,0.0
836095fffffffff,49.0,0.0,0.0
836096fffffffff,1825.0,0.0,0.0
836098fffffffff,99.0,0.0,0.0
836099fffffffff,217.0,0.0,0.0
83609afffffffff,79.0,0.0,0.0
83609bfffffffff,69.0,0.0,0.0
83609cfffffffff,64.0,0.0,0.0
83609dfffffffff,18.0,0.0,0.0
83609efffffffff,1067.0,0.0,0.0
8360a2fffffffff,377.0,0.0,0.0
8360a4fffffffff,14.0,0.0,0.0
8360a6fffffffff,584.0,0.0,0.0
8360a8fffffffff,98.0,0.0,0.0
8360a9fffffffff,1295.0,0.0,181.0
8360aafffffffff,11.0,0.0,0.0
8360abfffffffff,35.0,0.0,0.0
8360adfffffffff,361.0,0.0,0.0
8360b0fffffffff,2.0,0.0,0.0
8360b1fffffffff,328.0,0.0,0.0
8360b2fffffffff,123.0,0.0,0.0
8360b3fffffffff,45.0,0.0,0.0
8360b4fffffffff,75.0,0.0,0.0
8360b6fffffffff,25.0,0.0,0.0
8360f6fffffffff,18.0,0.0,0.0
836188fffffffff,474.0,0.0,0.0
836189fffffffff,4.0,0.0,0.0
83618afffffffff,33.0,0.0,0.0
83618bfffffffff,27.0,0.0,0.0
836198fffffffff,2.0,0.0,0.0
836199fffffffff,2.0,0.0,0.0
83619afffffffff,101.0,0.0,0.0
83619bfffffffff,16.0,0.0,0.0
83619efffffffff,2.0,0.0,0.0
