cell_id,Crypturellus obsoletus,Crypturellus obsoletus castaneus,Crypturellus obsoletus [obsoletus Group]
84a8065ffffffff,24.0,0.0,5.0
84a8067ffffffff,162.0,0.0,20.0
84a8069ffffffff,33.0,0.0,0.0
84a806dffffffff,2.0,0.0,0.0
84a80c3ffffffff,1.0,0.0,0.0
84a80c9ffffffff,3.0,0.0,0.0
84a8101ffffffff,268.0,0.0,3.0
84a8103ffffffff,188.0,0.0,10.0
84a8105ffffffff,478.0,0.0,8.0
84a8107ffffffff,285.0,0.0,10.0
84a8109ffffffff,338.0,0.0,10.0
84a810bffffffff,110.0,0.0,5.0
84a810dffffffff,48.0,0.0,0.0
84a8113ffffffff,3.0,0.0,0.0
84a8119ffffffff,1.0,0.0,0.0
84a811bffffffff,2.0,0.0,0.0
84a811dffffffff,4.0,0.0,0.0
84a8121ffffffff,20.0,0.0,4.0
84a8123ffffffff,206.0,0.0,5.0
84a8125ffffffff,84.0,0.0,8.0
84a8127ffffffff,359.0,0.0,47.0
84a8129ffffffff,292.0,0.0,17.0
84a812bffffffff,66.0,0.0,0.0
84a812dffffffff,192.0,0.0,21.0
84a8131ffffffff,2.0,0.0,0.0
84a8135ffffffff,5.0,0.0,3.0
84a8139ffffffff,7.0,0.0,0.0
84a813dffffffff,20.0,0.0,0.0
84a8143ffffffff,183.0,0.0,5.0
84a8151ffffffff,20.0,0.0,2.0
84a8153ffffffff,55.0,0.0,2.0
84a8155ffffffff,355.0,0.0,32.0
84a8157ffffffff,248.0,0.0,5.0
84a815bffffffff,261.0,0.0,41.0
84a8163ffffffff,2.0,0.0,0.0
84a818dffffffff,2.0,0.0,0.0
84a81cdffffffff,22.0,0.0,0.0
84a81d9ffffffff,14.0,0.0,0.0
84a81e3ffffffff,2.0,0.0,0.0
84a81edffffffff,30.0,0.0,4.0
84a8203ffffffff,22.0,0.0,0.0
84a8207ffffffff,10.0,0.0,0.0
84a8211ffffffff,4.0,0.0,0.0
84a8213ffffffff,15.0,0.0,0.0
84a8215ffffffff,22.0,0.0,0.0
84a8219ffffffff,12.0,0.0,0.0
84a8225ffffffff,7.0,0.0,0.0
84a8229ffffffff,4.0,0.0,0.0
84a822bffffffff,17.0,0.0,0.0
84a8231ffffffff,3.0,0.0,0.0
84a8235ffffffff,8.0,0.0,0.0
84a8237ffffffff,14.0,0.0,0.0
84a8241ffffffff,16.0,0.0,0.0
84a8243ffffffff,1.0,0.0,0.0
84a8245ffffffff,11.0,0.0,0.0
84a8247ffffffff,7.0,0.0,0.0
84a8251ffffffff,1.0,0.0,0.0
84a8257ffffffff,19.0,0.0,0.0
84a8261ffffffff,14.0,0.0,0.0
84a8265ffffffff,2.0,0.0,0.0
84a8267ffffffff,7.0,0.0,0.0
84a826dffffffff,37.0,0.0,0.0
84a8289ffffffff,2.0,0.0,0.0
84a82a5ffffffff,11.0,0.0,0.0
84a82bdffffffff,3.0,0.0,0.0
84a82c3ffffffff,2.0,0.0,0.0
84a82c5ffffffff,2.0,0.0,0.0
84a82d3ffffffff,13.0,0.0,0.0
84a82dbffffffff,8.0,0.0,0.0
84a82ddffffffff,6.0,0.0,0.0
84a82e1ffffffff,10.0,0.0,0.0
84a82e3ffffffff,12.0,0.0,0.0
84a82e7ffffffff,4.0,0.0,0.0
84a8311ffffffff,72.0,0.0,0.0
84a8313ffffffff,79.0,0.0,9.0
84a8315ffffffff,3.0,0.0,0.0
84a8317ffffffff,38.0,0.0,0.0
84a8319ffffffff,24.0,0.0,0.0
84a831bffffffff,28.0,0.0,0.0
84a831dffffffff,20.0,0.0,0.0
84a8333ffffffff,24.0,0.0,0.0
84a8337ffffffff,11.0,0.0,0.0
84a833bffffffff,72.0,0.0,0.0
84a8351ffffffff,7.0,0.0,0.0
84a8353ffffffff,176.0,0.0,5.0
84a8357ffffffff,25.0,0.0,1.0
84a8359ffffffff,25.0,0.0,2.0
84a835bffffffff,43.0,0.0,3.0
84a835dffffffff,4.0,0.0,0.0
84a8759ffffffff,7.0,0.0,0.0
84a8801ffffffff,2.0,0.0,0.0
84a8805ffffffff,48.0,0.0,1.0
84a8811ffffffff,167.0,0.0,2.0
84a8813ffffffff,4.0,0.0,0.0
84a8819ffffffff,6.0,0.0,0.0
84a881bffffffff,90.0,0.0,0.0
84a8821ffffffff,1.0,0.0,1.0
84a8825ffffffff,4.0,0.0,0.0
84a8829ffffffff,2.0,0.0,0.0
84a882dffffffff,189.0,0.0,36.0
84a8831ffffffff,2.0,0.0,0.0
84a8839ffffffff,4.0,0.0,0.0
84a883bffffffff,21.0,0.0,6.0
84a8849ffffffff,205.0,0.0,2.0
84a884dffffffff,11.0,0.0,0.0
84a8857ffffffff,2.0,0.0,0.0
84a8863ffffffff,3.0,0.0,0.0
84a8867ffffffff,4.0,0.0,0.0
84a88b1ffffffff,1.0,0.0,0.0
84a88cdffffffff,1.0,0.0,1.0
84a88e9ffffffff,6.0,0.0,2.0
84a8919ffffffff,94.0,0.0,5.0
84a891bffffffff,1.0,0.0,0.0
84a8953ffffffff,16.0,0.0,0.0
84a8a03ffffffff,2.0,0.0,0.0
84a8a07ffffffff,2.0,0.0,0.0
84a8a11ffffffff,42.0,0.0,1.0
84a8a13ffffffff,369.0,0.0,19.0
84a8a15ffffffff,19.0,0.0,0.0
84a8a17ffffffff,207.0,0.0,3.0
84a8a19ffffffff,105.0,0.0,4.0
84a8a1bffffffff,4.0,0.0,0.0
84a8a1dffffffff,7.0,0.0,0.0
84a8a23ffffffff,236.0,0.0,13.0
84a8a27ffffffff,95.0,0.0,2.0
84a8a31ffffffff,3.0,0.0,0.0
84a8a33ffffffff,7.0,0.0,0.0
84a8a35ffffffff,38.0,0.0,0.0
84a8a39ffffffff,12.0,0.0,0.0
84a8a3bffffffff,9.0,0.0,0.0
84a8a3dffffffff,153.0,0.0,2.0
84a8a53ffffffff,175.0,0.0,15.0
84a8a91ffffffff,2.0,0.0,0.0
84a8a97ffffffff,2.0,0.0,0.0
84a8aa7ffffffff,6.0,0.0,0.0
84a8aadffffffff,36.0,0.0,0.0
84a8ac1ffffffff,1.0,0.0,0.0
84a8ac5ffffffff,10.0,0.0,0.0
84a8ac9ffffffff,46.0,0.0,0.0
84a8acbffffffff,5.0,0.0,0.0
84a8acdffffffff,47.0,0.0,0.0
84a8ad5ffffffff,3.0,0.0,0.0
84a8ae1ffffffff,8.0,0.0,0.0
84a8ae3ffffffff,4.0,0.0,0.0
84a8ae5ffffffff,29.0,0.0,0.0
84a8ae9ffffffff,2.0,0.0,0.0
84a8aebffffffff,2.0,0.0,0.0
84a8aedffffffff,2.0,0.0,0.0
84a9011ffffffff,2.0,0.0,0.0
84a9017ffffffff,11.0,0.0,0.0
84a9033ffffffff,3.0,0.0,1.0
84a9085ffffffff,3.0,0.0,0.0
84a9089ffffffff,2.0,0.0,0.0
84a908bffffffff,2.0,0.0,0.0
84a908dffffffff,6.0,0.0,0.0
84a9095ffffffff,12.0,0.0,0.0
84a909dffffffff,6.0,0.0,0.0
84a90a7ffffffff,5.0,0.0,0.0
84a90b9ffffffff,3.0,0.0,0.0
84a90bbffffffff,2.0,0.0,0.0
84a90c7ffffffff,2.0,0.0,0.0
84a90cdffffffff,2.0,0.0,0.0
84a90d5ffffffff,5.0,0.0,0.0
84a90d9ffffffff,4.0,0.0,0.0
84a90e1ffffffff,44.0,0.0,0.0
84a90e5ffffffff,97.0,0.0,4.0
84a90e7ffffffff,27.0,0.0,8.0
84a90ebffffffff,2.0,0.0,0.0
84a918bffffffff,18.0,0.0,2.0
84a9191ffffffff,52.0,0.0,11.0
84a9195ffffffff,31.0,0.0,0.0
84a9199ffffffff,4.0,0.0,0.0
84a919bffffffff,1.0,0.0,0.0
84a919dffffffff,22.0,0.0,0.0
84a91b1ffffffff,53.0,0.0,0.0
84a91b3ffffffff,6.0,0.0,0.0
84a91b5ffffffff,86.0,0.0,3.0
84a91b7ffffffff,120.0,0.0,2.0
84a91b9ffffffff,7.0,0.0,0.0
84a91bbffffffff,6.0,0.0,0.0
84a91bdffffffff,12.0,0.0,0.0
84a91d1ffffffff,7.0,0.0,1.0
84a91d5ffffffff,2.0,0.0,0.0
84a91d7ffffffff,16.0,0.0,0.0
84a91d9ffffffff,90.0,0.0,0.0
84a9295ffffffff,3.0,0.0,0.0
84a92abffffffff,2.0,0.0,0.0
84a92c5ffffffff,1.0,0.0,0.0
84a92cbffffffff,3.0,0.0,0.0
84a92e3ffffffff,10.0,0.0,0.0
84a92ebffffffff,7.0,0.0,0.0
84a9425ffffffff,44.0,0.0,0.0
84a9427ffffffff,11.0,0.0,0.0
84a942dffffffff,5.0,0.0,0.0
84a9465ffffffff,42.0,0.0,0.0
84a9501ffffffff,66.0,0.0,0.0
84a9503ffffffff,12.0,0.0,0.0
84a9507ffffffff,102.0,0.0,0.0
84a9509ffffffff,43.0,0.0,0.0
84a950bffffffff,51.0,0.0,0.0
84a950dffffffff,21.0,0.0,0.0
84a9511ffffffff,4.0,0.0,0.0
84a9515ffffffff,3.0,0.0,0.0
84a951bffffffff,4.0,0.0,0.0
84a951dffffffff,4.0,0.0,0.0
84a9521ffffffff,3.0,0.0,1.0
84a9523ffffffff,1.0,0.0,0.0
84a9525ffffffff,15.0,0.0,5.0
84a9527ffffffff,19.0,0.0,0.0
84a9531ffffffff,60.0,0.0,0.0
84a9533ffffffff,58.0,0.0,1.0
84a9539ffffffff,13.0,0.0,0.0
84a953bffffffff,768.0,0.0,0.0
84a9543ffffffff,3.0,0.0,0.0
84a9547ffffffff,2.0,0.0,0.0
84a9551ffffffff,21.0,0.0,0.0
84a9553ffffffff,10.0,0.0,0.0
84a9555ffffffff,7.0,0.0,0.0
84a9557ffffffff,3.0,0.0,0.0
84a9559ffffffff,22.0,0.0,0.0
84a955bffffffff,20.0,0.0,0.0
84a955dffffffff,4.0,0.0,0.0
84a9565ffffffff,3.0,0.0,0.0
84a9567ffffffff,2.0,0.0,0.0
84a95a5ffffffff,2.0,0.0,0.0
84a95abffffffff,16.0,0.0,0.0
84a95adffffffff,4.0,0.0,0.0
84a95c3ffffffff,4.0,0.0,0.0
84a95c5ffffffff,21.0,0.0,0.0
84a95c9ffffffff,36.0,0.0,0.0
84a95edffffffff,45.0,0.0,0.0
84a9733ffffffff,4.0,0.0,0.0
84a9765ffffffff,14.0,0.0,3.0
84b3219ffffffff,2.0,0.0,0.0
84b324bffffffff,11.0,0.0,0.0
84b3253ffffffff,55.0,0.0,0.0
84b325bffffffff,6.0,0.0,0.0
84b3665ffffffff,2.0,0.0,0.0
