cell_id,Botaurus minutus,Botaurus minutus minutus,Botaurus minutus payesii,Botaurus minutus podiceps
841ed49ffffffff,2.0,0.0,0.0,0.0
841ed55ffffffff,6.0,0.0,0.0,0.0
841ed57ffffffff,6.0,0.0,0.0,0.0
841ed63ffffffff,1.0,0.0,0.0,0.0
841ed91ffffffff,36.0,0.0,0.0,0.0
841ed93ffffffff,64.0,2.0,0.0,0.0
841ed9bffffffff,25.0,0.0,0.0,0.0
841eda1ffffffff,3.0,0.0,0.0,0.0
841eda3ffffffff,70.0,0.0,0.0,0.0
841eda7ffffffff,8.0,0.0,0.0,0.0
841edadffffffff,8.0,0.0,0.0,0.0
841edc9ffffffff,7.0,0.0,0.0,0.0
841ede1ffffffff,17.0,0.0,0.0,0.0
841ee11ffffffff,1.0,0.0,0.0,0.0
841ee31ffffffff,1.0,0.0,0.0,0.0
841ee51ffffffff,2.0,0.0,0.0,0.0
841ee65ffffffff,10.0,0.0,0.0,0.0
841ee67ffffffff,3.0,0.0,0.0,0.0
841ee6dffffffff,1.0,0.0,0.0,0.0
841ee81ffffffff,32.0,6.0,0.0,0.0
841ee8bffffffff,4.0,0.0,0.0,0.0
841ee8dffffffff,12.0,3.0,0.0,0.0
841ee91ffffffff,13.0,5.0,0.0,0.0
841ee97ffffffff,6.0,0.0,0.0,0.0
841ee99ffffffff,1.0,0.0,0.0,0.0
841eea5ffffffff,1.0,0.0,0.0,0.0
841eeb7ffffffff,14.0,0.0,0.0,0.0
841eeb9ffffffff,3.0,0.0,0.0,0.0
841eebbffffffff,4.0,0.0,0.0,0.0
841eed1ffffffff,5.0,0.0,0.0,0.0
841eed3ffffffff,2.0,0.0,0.0,0.0
841eedbffffffff,2.0,0.0,0.0,0.0
841eee3ffffffff,2.0,0.0,0.0,0.0
841eeebffffffff,5.0,0.0,0.0,0.0
841ef01ffffffff,2.0,0.0,0.0,0.0
841ef11ffffffff,4.0,0.0,0.0,0.0
841ef13ffffffff,9.0,0.0,0.0,0.0
841ef1bffffffff,2.0,0.0,0.0,0.0
841ef1dffffffff,2.0,0.0,0.0,0.0
841ef3bffffffff,2.0,0.0,0.0,0.0
841ef59ffffffff,3.0,0.0,0.0,0.0
841ef65ffffffff,5.0,0.0,0.0,0.0
841f09bffffffff,2.0,0.0,0.0,0.0
841f1a1ffffffff,3.0,0.0,0.0,0.0
841f1c3ffffffff,8.0,0.0,0.0,0.0
841f1d1ffffffff,2.0,0.0,0.0,0.0
841f403ffffffff,3.0,0.0,0.0,0.0
841f4e1ffffffff,5.0,0.0,0.0,0.0
841f4ebffffffff,12.0,0.0,0.0,0.0
841f513ffffffff,6.0,0.0,0.0,0.0
841f523ffffffff,3.0,0.0,0.0,0.0
841f525ffffffff,3.0,0.0,0.0,0.0
841f535ffffffff,10.0,0.0,0.0,0.0
841f53dffffffff,1.0,0.0,0.0,0.0
841f565ffffffff,4.0,0.0,0.0,0.0
841f585ffffffff,2.0,0.0,0.0,0.0
841f59bffffffff,2.0,0.0,0.0,0.0
841f5a9ffffffff,2.0,0.0,0.0,0.0
841f5b5ffffffff,2.0,0.0,0.0,0.0
841f5c5ffffffff,1.0,0.0,0.0,0.0
841f5dbffffffff,2.0,0.0,0.0,0.0
841f5e1ffffffff,8.0,0.0,0.0,0.0
841f715ffffffff,9.0,0.0,0.0,0.0
841f725ffffffff,1.0,0.0,0.0,0.0
841f727ffffffff,3.0,0.0,0.0,0.0
841f81bffffffff,5.0,0.0,0.0,0.0
841f823ffffffff,7.0,0.0,0.0,0.0
841f827ffffffff,5.0,0.0,0.0,0.0
841f833ffffffff,1.0,0.0,0.0,0.0
841f835ffffffff,4.0,0.0,0.0,0.0
841f839ffffffff,2.0,0.0,0.0,0.0
841f83bffffffff,44.0,0.0,0.0,0.0
841f89bffffffff,2.0,0.0,0.0,0.0
841f89dffffffff,2.0,0.0,0.0,0.0
841f8cbffffffff,8.0,0.0,0.0,0.0
841f8d1ffffffff,18.0,0.0,0.0,0.0
841f8e9ffffffff,2.0,0.0,0.0,0.0
841f8ebffffffff,20.0,0.0,0.0,0.0
841f8edffffffff,2.0,0.0,0.0,0.0
841f903ffffffff,2.0,0.0,0.0,0.0
841f913ffffffff,6.0,0.0,0.0,0.0
841f917ffffffff,11.0,0.0,0.0,0.0
841f91bffffffff,6.0,0.0,0.0,0.0
841f91dffffffff,2.0,0.0,0.0,0.0
841f951ffffffff,2.0,0.0,0.0,0.0
841f981ffffffff,15.0,0.0,0.0,0.0
841f985ffffffff,1.0,0.0,0.0,0.0
841f993ffffffff,3.0,0.0,0.0,0.0
841f995ffffffff,1.0,0.0,0.0,0.0
841f99dffffffff,1.0,0.0,0.0,0.0
841f9a1ffffffff,4.0,0.0,0.0,0.0
841f9a3ffffffff,4.0,0.0,0.0,0.0
841f9b9ffffffff,2.0,0.0,0.0,0.0
841f9c1ffffffff,2.0,0.0,0.0,0.0
841f9c3ffffffff,3.0,0.0,0.0,0.0
841f9c5ffffffff,2.0,0.0,0.0,0.0
841f9c7ffffffff,2.0,0.0,0.0,0.0
841f9c9ffffffff,7.0,0.0,0.0,0.0
841f9d7ffffffff,3.0,0.0,0.0,0.0
841fa35ffffffff,15.0,0.0,0.0,0.0
841fa47ffffffff,2.0,0.0,0.0,0.0
841fa4dffffffff,6.0,0.0,0.0,0.0
841fa6dffffffff,3.0,0.0,0.0,0.0
841fa83ffffffff,30.0,0.0,0.0,0.0
841faa5ffffffff,2.0,0.0,0.0,0.0
841faa7ffffffff,1.0,0.0,0.0,0.0
841faadffffffff,9.0,0.0,0.0,0.0
841fab1ffffffff,4.0,0.0,0.0,0.0
841fab9ffffffff,4.0,0.0,0.0,0.0
841fad3ffffffff,2.0,0.0,0.0,0.0
841fae7ffffffff,2.0,0.0,0.0,0.0
841fb09ffffffff,3.0,0.0,0.0,0.0
841fb0dffffffff,2.0,0.0,0.0,0.0
841fb21ffffffff,6.0,0.0,0.0,0.0
841fb43ffffffff,2.0,0.0,0.0,0.0
841fb47ffffffff,5.0,0.0,0.0,0.0
8420185ffffffff,2.0,0.0,0.0,0.0
8420187ffffffff,6.0,0.0,0.0,0.0
84202ddffffffff,1.0,0.0,0.0,0.0
84204a5ffffffff,2.0,0.0,0.0,0.0
84204a7ffffffff,2.0,0.0,0.0,0.0
84204adffffffff,1.0,0.0,0.0,0.0
8420547ffffffff,1.0,0.0,0.0,0.0
8420593ffffffff,3.0,0.0,0.0,0.0
84205b9ffffffff,7.0,0.0,0.0,0.0
84209b5ffffffff,2.0,0.0,0.0,0.0
84209b7ffffffff,4.0,0.0,0.0,0.0
8420a19ffffffff,3.0,0.0,0.0,0.0
8420a61ffffffff,1.0,0.0,0.0,0.0
8420b15ffffffff,1.0,0.0,0.0,0.0
8420b3bffffffff,2.0,0.0,0.0,0.0
8420c9bffffffff,4.0,0.0,0.0,0.0
8420e11ffffffff,5.0,0.0,0.0,0.0
8420e69ffffffff,3.0,0.0,0.0,0.0
8420e85ffffffff,2.0,0.0,0.0,0.0
8420e93ffffffff,3.0,0.0,0.0,0.0
8420e9bffffffff,6.0,0.0,0.0,0.0
8421215ffffffff,1.0,0.0,0.0,0.0
842123dffffffff,8.0,0.0,0.0,0.0
842151dffffffff,1.0,0.0,0.0,0.0
84219e5ffffffff,2.0,0.0,0.0,0.0
8421a67ffffffff,2.0,0.0,0.0,0.0
842428dffffffff,3.0,0.0,0.0,0.0
8425105ffffffff,2.0,0.0,0.0,0.0
842513dffffffff,1.0,0.0,0.0,0.0
8425a4dffffffff,4.0,0.0,0.0,0.0
8425ae9ffffffff,1.0,0.0,0.0,0.0
8425b03ffffffff,8.0,0.0,0.0,0.0
8425b3bffffffff,1.0,0.0,0.0,0.0
8425b41ffffffff,10.0,0.0,0.0,0.0
8425b47ffffffff,5.0,0.0,0.0,0.0
842c003ffffffff,20.0,0.0,0.0,0.0
842c00bffffffff,21.0,0.0,0.0,0.0
842c011ffffffff,4.0,0.0,0.0,0.0
842c015ffffffff,4.0,0.0,0.0,0.0
842c035ffffffff,1.0,0.0,0.0,0.0
842c043ffffffff,273.0,0.0,0.0,0.0
842c04bffffffff,3.0,0.0,0.0,0.0
842c061ffffffff,2.0,0.0,0.0,0.0
842c067ffffffff,2.0,0.0,0.0,0.0
842c06dffffffff,3.0,0.0,0.0,0.0
842c09bffffffff,3.0,0.0,0.0,0.0
842c0cbffffffff,3.0,0.0,0.0,0.0
842c13bffffffff,3.0,0.0,0.0,0.0
842c193ffffffff,3.0,0.0,0.0,0.0
842c19dffffffff,2.0,0.0,0.0,0.0
842c1b3ffffffff,2.0,0.0,0.0,0.0
842c1ddffffffff,4.0,0.0,0.0,0.0
842c1edffffffff,27.0,0.0,0.0,0.0
842c203ffffffff,45.0,0.0,0.0,0.0
842c215ffffffff,2.0,0.0,0.0,0.0
842c21dffffffff,2.0,0.0,0.0,0.0
842c237ffffffff,3.0,0.0,0.0,0.0
842c26bffffffff,2.0,0.0,0.0,0.0
842c2a1ffffffff,26.0,0.0,0.0,0.0
842c2a3ffffffff,10.0,0.0,0.0,0.0
842c2abffffffff,16.0,0.0,0.0,0.0
842c2bdffffffff,2.0,0.0,0.0,0.0
842c2e5ffffffff,11.0,0.0,0.0,0.0
842c317ffffffff,7.0,0.0,0.0,0.0
842c425ffffffff,1.0,0.0,0.0,0.0
842c56dffffffff,18.0,0.0,0.0,0.0
842c629ffffffff,8.0,0.0,0.0,0.0
842c6a9ffffffff,1.0,0.0,0.0,0.0
842c6d1ffffffff,2.0,0.0,0.0,0.0
842c725ffffffff,6.0,0.0,0.0,0.0
842c823ffffffff,5.0,0.0,0.0,0.0
842c831ffffffff,3.0,0.0,0.0,0.0
842c835ffffffff,6.0,1.0,0.0,0.0
842c837ffffffff,3.0,0.0,0.0,0.0
842c903ffffffff,13.0,0.0,0.0,0.0
842c931ffffffff,3.0,0.0,0.0,0.0
842c933ffffffff,32.0,0.0,0.0,0.0
842c935ffffffff,4.0,0.0,0.0,0.0
842c937ffffffff,18.0,0.0,0.0,0.0
842c93bffffffff,263.0,7.0,0.0,0.0
842c987ffffffff,3.0,0.0,0.0,0.0
842c9c7ffffffff,1.0,0.0,0.0,0.0
842c9c9ffffffff,23.0,1.0,0.0,0.0
842c9d9ffffffff,4.0,0.0,0.0,0.0
842ca13ffffffff,2.0,0.0,0.0,0.0
842ca4dffffffff,2.0,0.0,0.0,0.0
842ca85ffffffff,2.0,0.0,0.0,0.0
842cac1ffffffff,4.0,0.0,0.0,0.0
842cac3ffffffff,22.0,0.0,0.0,0.0
842cac5ffffffff,2.0,0.0,0.0,0.0
842cac9ffffffff,1.0,0.0,0.0,0.0
842cc05ffffffff,7.0,0.0,0.0,0.0
842cc07ffffffff,2.0,0.0,0.0,0.0
842cc15ffffffff,12.0,0.0,0.0,0.0
842cc37ffffffff,3.0,0.0,0.0,0.0
842cc63ffffffff,2.0,0.0,0.0,0.0
842cc6bffffffff,4.0,0.0,0.0,0.0
842ccadffffffff,1.0,0.0,0.0,0.0
842cd49ffffffff,3.0,1.0,0.0,0.0
842cd4bffffffff,6.0,0.0,0.0,0.0
842cd5bffffffff,4.0,0.0,0.0,0.0
842cd9dffffffff,2.0,0.0,0.0,0.0
842ce41ffffffff,3.0,0.0,0.0,0.0
842ce4bffffffff,18.0,0.0,0.0,0.0
842ce59ffffffff,1.0,0.0,0.0,0.0
842cf07ffffffff,21.0,0.0,0.0,0.0
842cf0bffffffff,2.0,0.0,0.0,0.0
842cf17ffffffff,2.0,0.0,0.0,0.0
842cf31ffffffff,21.0,5.0,0.0,0.0
842cf35ffffffff,20.0,0.0,0.0,0.0
842cf37ffffffff,2.0,0.0,0.0,0.0
842cf51ffffffff,1.0,0.0,0.0,0.0
842cf59ffffffff,2.0,0.0,0.0,0.0
842d00bffffffff,2.0,0.0,0.0,0.0
842d011ffffffff,1.0,0.0,0.0,0.0
842d02dffffffff,2.0,0.0,0.0,0.0
842d03bffffffff,8.0,0.0,0.0,0.0
842d0edffffffff,10.0,0.0,0.0,0.0
842d107ffffffff,36.0,0.0,0.0,0.0
842d10dffffffff,3.0,0.0,0.0,0.0
842d123ffffffff,2.0,0.0,0.0,0.0
842d125ffffffff,26.0,0.0,0.0,0.0
842d127ffffffff,2.0,0.0,0.0,0.0
842d141ffffffff,1.0,0.0,0.0,0.0
842d143ffffffff,3.0,0.0,0.0,0.0
842d147ffffffff,4.0,0.0,0.0,0.0
842d14bffffffff,4.0,0.0,0.0,0.0
842d157ffffffff,2.0,0.0,0.0,0.0
842d1a5ffffffff,1.0,0.0,0.0,0.0
842d227ffffffff,7.0,0.0,0.0,0.0
842d311ffffffff,1.0,0.0,0.0,0.0
842d315ffffffff,3.0,0.0,0.0,0.0
842d32bffffffff,4.0,0.0,0.0,0.0
842d32dffffffff,5.0,0.0,0.0,0.0
842d331ffffffff,7.0,0.0,0.0,0.0
842d333ffffffff,78.0,0.0,0.0,0.0
842d33bffffffff,2.0,0.0,0.0,0.0
842d351ffffffff,2.0,0.0,0.0,0.0
842d35bffffffff,4.0,0.0,0.0,0.0
842d641ffffffff,3.0,0.0,0.0,0.0
842d647ffffffff,2.0,0.0,0.0,0.0
842d64dffffffff,23.0,0.0,0.0,0.0
842d663ffffffff,2.0,0.0,0.0,0.0
842d729ffffffff,6.0,0.0,0.0,0.0
842da17ffffffff,47.0,0.0,0.0,0.0
842da19ffffffff,2.0,0.0,0.0,0.0
842da1bffffffff,6.0,0.0,0.0,0.0
842da25ffffffff,1.0,0.0,0.0,0.0
842da45ffffffff,2.0,0.0,0.0,0.0
842da4dffffffff,1.0,0.0,0.0,0.0
842da5dffffffff,31.0,0.0,0.0,0.0
842da69ffffffff,2.0,0.0,0.0,0.0
842da81ffffffff,68.0,0.0,0.0,0.0
842dab9ffffffff,2.0,0.0,0.0,0.0
842dac5ffffffff,8.0,0.0,0.0,0.0
842dac9ffffffff,12.0,0.0,0.0,0.0
842dacdffffffff,2.0,0.0,0.0,0.0
842dad9ffffffff,2.0,0.0,0.0,0.0
842dae3ffffffff,5.0,0.0,0.0,0.0
842dae9ffffffff,5.0,0.0,0.0,0.0
842db01ffffffff,310.0,4.0,0.0,0.0
842db03ffffffff,110.0,0.0,0.0,0.0
842db05ffffffff,102.0,0.0,0.0,0.0
842db0bffffffff,138.0,16.0,0.0,0.0
842db0dffffffff,39.0,0.0,0.0,0.0
842db11ffffffff,8.0,0.0,0.0,0.0
842db15ffffffff,6.0,0.0,0.0,0.0
842db1bffffffff,12.0,0.0,0.0,0.0
842db1dffffffff,71.0,19.0,0.0,0.0
842db21ffffffff,4.0,0.0,0.0,0.0
842db25ffffffff,80.0,20.0,0.0,0.0
842db2bffffffff,5.0,2.0,0.0,0.0
842db2dffffffff,102.0,0.0,0.0,0.0
842db37ffffffff,20.0,0.0,0.0,0.0
842db3dffffffff,3.0,0.0,0.0,0.0
842db63ffffffff,8.0,0.0,0.0,0.0
842db67ffffffff,20.0,0.0,0.0,0.0
8438169ffffffff,2.0,0.0,0.0,0.0
8438245ffffffff,4.0,0.0,0.0,0.0
8438247ffffffff,2.0,0.0,0.0,0.0
8438251ffffffff,1.0,0.0,0.0,0.0
8438255ffffffff,26.0,0.0,0.0,0.0
8438259ffffffff,6.0,0.0,0.0,0.0
843825bffffffff,46.0,0.0,0.0,0.0
843826bffffffff,20.0,0.0,0.0,0.0
8438421ffffffff,2.0,0.0,0.0,0.0
8438625ffffffff,2.0,0.0,0.0,0.0
8438695ffffffff,2.0,0.0,0.0,0.0
84386a1ffffffff,2.0,0.0,0.0,0.0
84386a3ffffffff,2.0,0.0,0.0,0.0
84386e3ffffffff,3.0,0.0,0.0,0.0
8439003ffffffff,3.0,0.0,0.0,0.0
8439009ffffffff,3.0,0.0,0.0,0.0
