cell_id,Amazilia tzacatl,Amazilia tzacatl [tzacatl Group],Amazilia tzacatl handleyi
844528dffffffff,186.0,5.0,0.0
8445291ffffffff,2.0,0.0,0.0
8445299ffffffff,1.0,0.0,0.0
844529bffffffff,21.0,0.0,0.0
84452a1ffffffff,110.0,11.0,0.0
84452a3ffffffff,46.0,5.0,0.0
84452a5ffffffff,488.0,0.0,0.0
84452a7ffffffff,56.0,10.0,0.0
84452a9ffffffff,886.0,42.0,0.0
84452abffffffff,113.0,6.0,0.0
84452adffffffff,4560.0,300.0,0.0
84452b5ffffffff,3.0,0.0,0.0
84452b9ffffffff,8.0,5.0,0.0
84452bdffffffff,37.0,4.0,0.0
84452c1ffffffff,144.0,3.0,0.0
84452c3ffffffff,1030.0,20.0,0.0
84452c5ffffffff,311.0,7.0,0.0
84452c7ffffffff,1092.0,13.0,0.0
84452c9ffffffff,75.0,0.0,0.0
84452cbffffffff,48.0,0.0,0.0
84452cdffffffff,24.0,0.0,0.0
84452d3ffffffff,2.0,0.0,0.0
84452d5ffffffff,18.0,0.0,0.0
84452d7ffffffff,7.0,0.0,0.0
84452d9ffffffff,167.0,0.0,0.0
84452dbffffffff,48.0,0.0,0.0
84452ddffffffff,14.0,0.0,0.0
84452e1ffffffff,9724.0,293.0,0.0
84452e3ffffffff,907.0,22.0,0.0
84452e5ffffffff,4191.0,205.0,0.0
84452e7ffffffff,330.0,4.0,0.0
84452e9ffffffff,242.0,5.0,0.0
84452ebffffffff,1392.0,24.0,0.0
84452edffffffff,208.0,0.0,0.0
8445301ffffffff,3.0,0.0,0.0
8445303ffffffff,21.0,0.0,0.0
8445305ffffffff,5.0,0.0,0.0
8445307ffffffff,4.0,0.0,0.0
844530dffffffff,9.0,0.0,0.0
8445319ffffffff,177.0,0.0,0.0
844531dffffffff,2.0,0.0,0.0
8445321ffffffff,22.0,0.0,0.0
844532bffffffff,114.0,0.0,0.0
8445341ffffffff,8.0,0.0,0.0
8445343ffffffff,73.0,0.0,0.0
8445345ffffffff,4.0,0.0,0.0
8445347ffffffff,6.0,0.0,0.0
8445349ffffffff,9.0,0.0,0.0
844534bffffffff,2.0,0.0,0.0
844534dffffffff,26.0,0.0,0.0
8445351ffffffff,7.0,0.0,0.0
8445353ffffffff,13.0,0.0,0.0
8445355ffffffff,2.0,0.0,0.0
8445357ffffffff,9.0,0.0,0.0
844535dffffffff,1.0,0.0,0.0
8445363ffffffff,27.0,0.0,0.0
8445365ffffffff,79.0,0.0,0.0
8445367ffffffff,29.0,0.0,0.0
8445649ffffffff,12.0,0.0,0.0
8445749ffffffff,178.0,0.0,0.0
844574dffffffff,4.0,0.0,0.0
8445761ffffffff,20.0,0.0,0.0
8445767ffffffff,3.0,0.0,0.0
8445769ffffffff,1.0,0.0,0.0
8449969ffffffff,60.0,2.0,0.0
8466005ffffffff,4.0,0.0,0.0
8466007ffffffff,2.0,0.0,0.0
8466009ffffffff,2.0,0.0,0.0
846600dffffffff,1.0,0.0,0.0
8466017ffffffff,4.0,0.0,0.0
846601bffffffff,12.0,0.0,0.0
8466021ffffffff,132.0,0.0,0.0
8466023ffffffff,29.0,0.0,0.0
8466025ffffffff,33.0,0.0,0.0
8466027ffffffff,28.0,0.0,0.0
8466029ffffffff,29.0,0.0,0.0
846602bffffffff,12.0,0.0,0.0
8466033ffffffff,2.0,0.0,0.0
8466035ffffffff,9.0,0.0,0.0
846603dffffffff,2.0,0.0,0.0
8466045ffffffff,92.0,0.0,0.0
8466059ffffffff,1.0,0.0,0.0
8466061ffffffff,3.0,0.0,0.0
8466063ffffffff,13.0,0.0,0.0
8466067ffffffff,33.0,0.0,0.0
8466069ffffffff,5.0,0.0,0.0
846606bffffffff,22.0,0.0,0.0
8466081ffffffff,237.0,1.0,0.0
8466083ffffffff,6.0,0.0,0.0
8466085ffffffff,23.0,0.0,0.0
8466087ffffffff,159.0,0.0,0.0
8466089ffffffff,646.0,6.0,0.0
846608bffffffff,9.0,0.0,0.0
846608dffffffff,1852.0,20.0,0.0
8466095ffffffff,2.0,0.0,0.0
8466097ffffffff,3.0,0.0,0.0
846609dffffffff,24.0,2.0,0.0
84660a1ffffffff,11.0,0.0,0.0
84660a3ffffffff,5.0,0.0,0.0
84660a5ffffffff,46.0,0.0,0.0
84660a7ffffffff,279.0,10.0,0.0
84660a9ffffffff,2.0,0.0,0.0
84660abffffffff,5.0,0.0,0.0
84660adffffffff,21.0,0.0,0.0
84660b3ffffffff,7.0,0.0,0.0
84660b5ffffffff,2.0,0.0,0.0
84660b7ffffffff,9.0,0.0,0.0
84660b9ffffffff,37.0,0.0,0.0
84660bbffffffff,6.0,0.0,0.0
84660bdffffffff,155.0,0.0,0.0
84660c1ffffffff,2.0,0.0,0.0
84660c3ffffffff,8.0,0.0,0.0
84660c5ffffffff,25.0,0.0,0.0
84660c7ffffffff,54.0,0.0,0.0
84660c9ffffffff,4.0,0.0,0.0
84660cbffffffff,107.0,0.0,0.0
84660cdffffffff,7.0,0.0,0.0
84660d1ffffffff,29.0,0.0,0.0
84660d3ffffffff,6.0,0.0,0.0
84660d9ffffffff,8.0,0.0,0.0
84660dbffffffff,10.0,0.0,0.0
84660ddffffffff,29.0,0.0,0.0
84660e1ffffffff,41.0,0.0,0.0
84660e3ffffffff,56.0,0.0,0.0
84660e5ffffffff,1.0,0.0,0.0
84660e7ffffffff,4.0,0.0,0.0
84660ebffffffff,38.0,0.0,0.0
8466103ffffffff,2.0,0.0,0.0
8466105ffffffff,39.0,0.0,0.0
8466107ffffffff,843.0,0.0,0.0
846610bffffffff,5.0,0.0,0.0
8466111ffffffff,2.0,0.0,0.0
8466113ffffffff,118.0,4.0,0.0
8466117ffffffff,6.0,0.0,0.0
8466119ffffffff,111.0,0.0,0.0
846611bffffffff,3.0,0.0,0.0
846611dffffffff,3.0,0.0,0.0
8466129ffffffff,56.0,0.0,0.0
846612bffffffff,1.0,0.0,0.0
8466131ffffffff,69.0,4.0,0.0
8466135ffffffff,28.0,0.0,0.0
8466139ffffffff,246.0,0.0,0.0
846613bffffffff,4.0,0.0,0.0
846613dffffffff,8.0,0.0,0.0
8466153ffffffff,30.0,0.0,0.0
846615bffffffff,17.0,0.0,0.0
8466163ffffffff,1265.0,0.0,0.0
8466165ffffffff,160.0,0.0,0.0
8466167ffffffff,112.0,0.0,0.0
8466181ffffffff,19.0,0.0,0.0
8466183ffffffff,391.0,5.0,0.0
8466185ffffffff,2.0,0.0,0.0
8466187ffffffff,10.0,1.0,0.0
8466189ffffffff,14.0,0.0,0.0
846618bffffffff,204.0,0.0,0.0
846618dffffffff,7.0,0.0,0.0
8466191ffffffff,403.0,2.0,0.0
8466193ffffffff,1049.0,6.0,0.0
8466195ffffffff,211.0,0.0,0.0
8466197ffffffff,202.0,0.0,0.0
8466199ffffffff,283.0,3.0,0.0
846619bffffffff,584.0,14.0,0.0
846619dffffffff,1000.0,19.0,0.0
84661a3ffffffff,3.0,0.0,0.0
84661a5ffffffff,237.0,4.0,0.0
84661a7ffffffff,47.0,0.0,0.0
84661adffffffff,146.0,0.0,0.0
84661b1ffffffff,1843.0,181.0,0.0
84661b3ffffffff,648.0,8.0,0.0
84661b7ffffffff,25.0,0.0,0.0
84661b9ffffffff,1592.0,18.0,0.0
84661bbffffffff,877.0,7.0,0.0
84661bdffffffff,41.0,0.0,0.0
84661c1ffffffff,4.0,0.0,0.0
84661c3ffffffff,14.0,0.0,0.0
84661c5ffffffff,3.0,0.0,0.0
84661c9ffffffff,18.0,0.0,0.0
84661cbffffffff,13.0,0.0,0.0
84661cdffffffff,79.0,0.0,0.0
84661d1ffffffff,282.0,14.0,0.0
84661d3ffffffff,31.0,0.0,0.0
84661d5ffffffff,37.0,0.0,0.0
84661d7ffffffff,185.0,0.0,0.0
84661d9ffffffff,4.0,0.0,0.0
84661dbffffffff,13.0,0.0,0.0
84661ddffffffff,50.0,0.0,0.0
84661e9ffffffff,1.0,0.0,0.0
84661ebffffffff,455.0,0.0,0.0
8466201ffffffff,198.0,16.0,0.0
8466203ffffffff,168.0,8.0,0.0
8466205ffffffff,366.0,35.0,0.0
8466207ffffffff,27.0,6.0,0.0
846620bffffffff,192.0,20.0,0.0
8466211ffffffff,3.0,0.0,0.0
8466213ffffffff,3.0,0.0,0.0
8466217ffffffff,185.0,0.0,0.0
8466219ffffffff,46.0,0.0,0.0
846621bffffffff,10.0,0.0,0.0
846621dffffffff,10.0,0.0,0.0
8466221ffffffff,31.0,6.0,0.0
8466225ffffffff,15.0,0.0,0.0
8466227ffffffff,88.0,0.0,0.0
846622bffffffff,1906.0,192.0,0.0
8466231ffffffff,5.0,0.0,0.0
8466237ffffffff,1.0,0.0,0.0
846623bffffffff,26.0,2.0,0.0
846623dffffffff,3.0,0.0,0.0
8466257ffffffff,6.0,0.0,0.0
846628bffffffff,2.0,0.0,0.0
8466291ffffffff,73.0,0.0,0.0
8466293ffffffff,9.0,0.0,0.0
8466295ffffffff,11.0,0.0,0.0
846629bffffffff,4.0,0.0,0.0
846629dffffffff,55.0,4.0,0.0
84662a3ffffffff,1.0,0.0,0.0
84662a7ffffffff,2.0,0.0,0.0
84662b1ffffffff,3.0,0.0,0.0
84662b5ffffffff,63.0,0.0,0.0
84662b7ffffffff,74.0,2.0,0.0
84662b9ffffffff,2.0,0.0,0.0
84662c9ffffffff,4.0,0.0,0.0
84662cdffffffff,24.0,0.0,0.0
84662d3ffffffff,54.0,8.0,0.0
84662d7ffffffff,2.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0
84662dbffffffff,4.0,0.0,0.0
84662e1ffffffff,8.0,0.0,0.0
84662e5ffffffff,11.0,0.0,0.0
84662e9ffffffff,5.0,0.0,0.0
8466311ffffffff,58.0,0.0,0.0
8466313ffffffff,692.0,1.0,0.0
846631bffffffff,50.0,0.0,0.0
846656dffffffff,13.0,0.0,0.0
8466841ffffffff,5.0,0.0,0.0
8466849ffffffff,98.0,22.0,0.0
8466a01ffffffff,138.0,6.0,0.0
8466a03ffffffff,6.0,0.0,0.0
8466a05ffffffff,104.0,6.0,0.0
8466a07ffffffff,10.0,0.0,0.0
8466a09ffffffff,8.0,0.0,0.0
8466a0bffffffff,4038.0,235.0,0.0
8466a15ffffffff,6.0,0.0,0.0
8466a17ffffffff,13.0,0.0,0.0
8466a1dffffffff,375.0,16.0,0.0
8466a21ffffffff,49.0,0.0,0.0
8466a23ffffffff,17.0,0.0,0.0
8466a25ffffffff,79.0,3.0,0.0
8466a27ffffffff,108.0,37.0,0.0
8466a29ffffffff,7.0,0.0,0.0
8466a2bffffffff,13.0,0.0,0.0
8466a2dffffffff,178.0,2.0,0.0
8466a31ffffffff,128.0,2.0,0.0
8466a33ffffffff,155.0,2.0,0.0
8466a35ffffffff,8.0,1.0,0.0
8466a37ffffffff,9.0,0.0,0.0
8466a39ffffffff,19.0,0.0,0.0
8466a3bffffffff,25.0,9.0,0.0
8466a3dffffffff,62.0,5.0,0.0
8466a51ffffffff,6309.0,521.0,0.0
8466a53ffffffff,10.0,0.0,0.0
8466a55ffffffff,134.0,5.0,0.0
8466a57ffffffff,1031.0,35.0,0.0
8466a59ffffffff,125.0,7.0,0.0
8466a5bffffffff,2220.0,161.0,0.0
8466a5dffffffff,195.0,26.0,0.0
8466a61ffffffff,4.0,0.0,4.0
8466a63ffffffff,41.0,0.0,25.0
8466a65ffffffff,2287.0,488.0,0.0
8466a67ffffffff,14.0,2.0,0.0
8466ad9ffffffff,3.0,0.0,0.0
8466aedffffffff,13.0,3.0,0.0
8466b01ffffffff,180.0,0.0,0.0
8466b09ffffffff,896.0,0.0,0.0
8466b0bffffffff,1593.0,0.0,0.0
8466b0dffffffff,6.0,0.0,0.0
8466b19ffffffff,62.0,0.0,0.0
8466b1dffffffff,23.0,3.0,0.0
8466b41ffffffff,3266.0,0.0,0.0
8466b43ffffffff,649.0,0.0,0.0
8466b45ffffffff,1487.0,0.0,0.0
8466b47ffffffff,1414.0,0.0,0.0
8466b49ffffffff,4917.0,0.0,0.0
8466b4bffffffff,43.0,0.0,0.0
8466b4dffffffff,7118.0,0.0,0.0
8466b51ffffffff,1487.0,63.0,0.0
8466b53ffffffff,1299.0,79.0,0.0
8466b55ffffffff,5182.0,0.0,0.0
8466b57ffffffff,877.0,3.0,0.0
8466b59ffffffff,486.0,68.0,0.0
8466b5bffffffff,1028.0,104.0,0.0
8466b5dffffffff,363.0,0.0,0.0
8466b69ffffffff,261.0,0.0,0.0
8466c05ffffffff,2.0,0.0,0.0
8466c0dffffffff,5.0,0.0,0.0
8466c41ffffffff,3.0,0.0,0.0
8466c45ffffffff,26.0,0.0,0.0
8466c47ffffffff,9.0,0.0,0.0
8466c49ffffffff,19.0,0.0,0.0
8466c4dffffffff,63.0,0.0,0.0
8466c63ffffffff,202.0,4.0,0.0
8466c65ffffffff,38.0,0.0,0.0
8466c69ffffffff,4.0,0.0,0.0
8466c6bffffffff,8.0,0.0,0.0
8466c6dffffffff,300.0,4.0,0.0
8466d01ffffffff,41.0,7.0,0.0
8466d03ffffffff,110.0,7.0,0.0
8466d05ffffffff,131.0,7.0,0.0
8466d07ffffffff,64.0,7.0,0.0
8466d0bffffffff,348.0,34.0,0.0
8466d0dffffffff,361.0,33.0,0.0
8466d15ffffffff,27.0,4.0,0.0
8466d19ffffffff,1.0,0.0,0.0
8466d21ffffffff,6.0,0.0,0.0
8466d23ffffffff,196.0,30.0,0.0
8466d25ffffffff,43.0,0.0,0.0
8466d27ffffffff,82.0,20.0,0.0
8466d29ffffffff,4.0,0.0,0.0
8466d2dffffffff,2.0,0.0,0.0
8466d31ffffffff,10341.0,1100.0,0.0
8466d33ffffffff,573.0,28.0,0.0
8466d35ffffffff,3265.0,452.0,0.0
8466d37ffffffff,201.0,21.0,0.0
8466d39ffffffff,75.0,4.0,0.0
8466d3bffffffff,69.0,7.0,0.0
8466d3dffffffff,73.0,10.0,0.0
8466d47ffffffff,147.0,18.0,0.0
8466d49ffffffff,16.0,0.0,0.0
8466d4bffffffff,7.0,0.0,0.0
8466d51ffffffff,21.0,0.0,0.0
8466d53ffffffff,16.0,3.0,0.0
8466d55ffffffff,21.0,0.0,0.0
8466d57ffffffff,1.0,0.0,0.0
8466d5bffffffff,4.0,0.0,0.0
8466d6bffffffff,12.0,2.0,0.0
8466e01ffffffff,27.0,0.0,0.0
8466e05ffffffff,34.0,0.0,0.0
8466e07ffffffff,6.0,0.0,0.0
8466e09ffffffff,110.0,8.0,0.0
8466e0bffffffff,6.0,0.0,0.0
8466e0dffffffff,759.0,14.0,0.0
8466e21ffffffff,5.0,0.0,0.0
8466e23ffffffff,9.0,0.0,0.0
8466e25ffffffff,2.0,0.0,0.0
8466e27ffffffff,26.0,0.0,0.0
8466e29ffffffff,11.0,0.0,0.0
8466e2bffffffff,22.0,0.0,0.0
8466e2dffffffff,41.0,0.0,0.0
8466e41ffffffff,1090.0,44.0,0.0
8466e43ffffffff,24.0,0.0,0.0
8466e45ffffffff,405.0,0.0,0.0
8466e47ffffffff,790.0,2.0,0.0
8466e49ffffffff,282.0,3.0,0.0
8466e4bffffffff,2.0,2.0,0.0
8466e4dffffffff,43.0,0.0,0.0
8466e55ffffffff,17.0,0.0,0.0
8466e59ffffffff,7.0,0.0,0.0
8466e5dffffffff,3.0,0.0,0.0
8466e61ffffffff,26.0,0.0,0.0
8466e63ffffffff,465.0,2.0,0.0
8466e65ffffffff,3240.0,60.0,0.0
8466e67ffffffff,1084.0,3.0,0.0
8466e69ffffffff,1084.0,2.0,0.0
8466e6bffffffff,80.0,0.0,0.0
8466e6dffffffff,4993.0,34.0,0.0
8466f01ffffffff,110.0,0.0,0.0
8466f03ffffffff,524.0,9.0,0.0
8466f0bffffffff,622.0,10.0,0.0
8466f11ffffffff,435.0,0.0,0.0
8466f15ffffffff,414.0,0.0,0.0
8466f17ffffffff,170.0,0.0,0.0
8466f19ffffffff,705.0,0.0,0.0
8466f1bffffffff,5.0,0.0,0.0
8466f1dffffffff,4105.0,18.0,0.0
8466f23ffffffff,7.0,0.0,0.0
8466f33ffffffff,9.0,0.0,0.0
8466f35ffffffff,116.0,0.0,0.0
8466f37ffffffff,3.0,0.0,0.0
8466f3bffffffff,1.0,0.0,0.0
8466f51ffffffff,78.0,0.0,0.0
8466f53ffffffff,277.0,0.0,0.0
8466f57ffffffff,1624.0,37.0,0.0
8466f59ffffffff,1316.0,0.0,0.0
8466f5bffffffff,819.0,0.0,0.0
8466f5dffffffff,6.0,0.0,0.0
8467519ffffffff,5.0,0.0,0.0
8467523ffffffff,5.0,0.0,0.0
8467531ffffffff,16.0,0.0,0.0
8467535ffffffff,133.0,0.0,0.0
8467537ffffffff,59.0,0.0,0.0
8467539ffffffff,41.0,0.0,0.0
846753dffffffff,11.0,0.0,0.0
846756bffffffff,2.0,0.0,0.0
84675a5ffffffff,5.0,0.0,0.0
84675adffffffff,5.0,0.0,0.0
84675e1ffffffff,1.0,0.0,0.0
84675ebffffffff,8.0,1.0,0.0
84678b7ffffffff,1.0,0.0,0.0
8467903ffffffff,1.0,0.0,0.0
8467909ffffffff,13.0,0.0,0.0
846790bffffffff,9.0,0.0,0.0
846790dffffffff,26.0,0.0,0.0
8467915ffffffff,6.0,0.0,0.0
8467921ffffffff,9.0,0.0,0.0
8467923ffffffff,2.0,0.0,0.0
8467925ffffffff,2.0,0.0,0.0
8467927ffffffff,1.0,0.0,0.0
846792dffffffff,47.0,0.0,0.0
8467931ffffffff,11.0,0.0,0.0
8467933ffffffff,16.0,0.0,0.0
8467935ffffffff,2.0,0.0,0.0
8467937ffffffff,14.0,0.0,0.0
846793bffffffff,25.0,0.0,0.0
846793dffffffff,2.0,0.0,0.0
8467941ffffffff,2.0,0.0,0.0
8467945ffffffff,68.0,0.0,0.0
8467947ffffffff,1.0,0.0,0.0
8467949ffffffff,2.0,0.0,0.0
846794bffffffff,2.0,0.0,0.0
846794dffffffff,3.0,0.0,0.0
846795dffffffff,2.0,0.0,0.0
8467961ffffffff,120.0,0.0,0.0
8467963ffffffff,83.0,0.0,0.0
8467965ffffffff,3.0,0.0,0.0
8467967ffffffff,3.0,0.0,0.0
8467969ffffffff,28.0,0.0,0.0
846796bffffffff,22.0,0.0,0.0
84679a1ffffffff,797.0,0.0,0.0
84679a3ffffffff,151.0,0.0,0.0
84679a5ffffffff,7408.0,0.0,0.0
84679a7ffffffff,1287.0,0.0,0.0
84679adffffffff,157.0,0.0,0.0
84679b3ffffffff,315.0,59.0,0.0
84679b5ffffffff,466.0,0.0,0.0
84679b7ffffffff,1441.0,4.0,0.0
84679e5ffffffff,1.0,0.0,0.0
84679edffffffff,3.0,0.0,0.0
8467b25ffffffff,1.0,0.0,0.0
8467b27ffffffff,15.0,0.0,0.0
8467b2bffffffff,2.0,0.0,0.0
846d049ffffffff,1.0,0.0,0.0
846d201ffffffff,14.0,0.0,0.0
846d203ffffffff,66.0,0.0,0.0
846d205ffffffff,2.0,0.0,0.0
846d207ffffffff,13.0,0.0,0.0
846d20bffffffff,1.0,0.0,0.0
846d20dffffffff,18.0,0.0,0.0
846d211ffffffff,15.0,4.0,0.0
846d213ffffffff,2.0,2.0,0.0
846d219ffffffff,24.0,3.0,0.0
846d21bffffffff,156.0,48.0,0.0
846d21dffffffff,244.0,24.0,0.0
846d221ffffffff,2.0,0.0,0.0
846d223ffffffff,23.0,2.0,0.0
846d225ffffffff,2.0,0.0,0.0
846d22bffffffff,7.0,0.0,0.0
846d239ffffffff,8.0,0.0,0.0
846d23dffffffff,216.0,46.0,0.0
846d243ffffffff,8.0,0.0,0.0
846d24bffffffff,4.0,0.0,0.0
846d251ffffffff,15.0,0.0,0.0
846d253ffffffff,23.0,0.0,0.0
846d255ffffffff,29.0,8.0,0.0
846d257ffffffff,34.0,1.0,0.0
846d25bffffffff,3.0,0.0,0.0
846d25dffffffff,17.0,0.0,0.0
846d261ffffffff,2.0,0.0,0.0
846d267ffffffff,2.0,0.0,0.0
846d26bffffffff,1.0,0.0,0.0
846d28dffffffff,2.0,0.0,0.0
846d2c1ffffffff,84.0,33.0,0.0
846d2c3ffffffff,171.0,2.0,0.0
846d2c5ffffffff,10.0,4.0,0.0
846d2c7ffffffff,28.0,2.0,0.0
846d2c9ffffffff,730.0,67.0,0.0
846d2cbffffffff,200.0,56.0,0.0
846d2cdffffffff,13.0,0.0,0.0
846d2d1ffffffff,488.0,0.0,0.0
846d2d3ffffffff,140.0,0.0,0.0
846d2d5ffffffff,11.0,0.0,0.0
846d2d7ffffffff,8.0,0.0,0.0
846d2d9ffffffff,75.0,0.0,0.0
846d2dbffffffff,66.0,0.0,0.0
846d2ddffffffff,66.0,0.0,0.0
846d2ebffffffff,21.0,0.0,0.0
846d301ffffffff,2.0,0.0,0.0
846d303ffffffff,5.0,0.0,0.0
846d305ffffffff,2.0,0.0,0.0
846d30dffffffff,500.0,50.0,0.0
846d311ffffffff,4.0,0.0,0.0
846d313ffffffff,23.0,6.0,0.0
846d319ffffffff,237.0,95.0,0.0
846d31bffffffff,53.0,6.0,0.0
846d341ffffffff,3.0,0.0,0.0
846d347ffffffff,15.0,2.0,0.0
846d34bffffffff,7.0,2.0,0.0
846d351ffffffff,4.0,0.0,0.0
846d357ffffffff,2.0,0.0,0.0
846d35bffffffff,112.0,1.0,0.0
846d35dffffffff,146.0,6.0,0.0
846d363ffffffff,4.0,0.0,0.0
846d369ffffffff,7.0,0.0,0.0
846d36bffffffff,8.0,0.0,0.0
846d609ffffffff,3.0,0.0,0.0
846d619ffffffff,8.0,0.0,0.0
846d61bffffffff,41.0,0.0,0.0
846d643ffffffff,7.0,0.0,0.0
846d649ffffffff,5.0,0.0,0.0
846d651ffffffff,1400.0,0.0,0.0
846d653ffffffff,1306.0,0.0,0.0
846d655ffffffff,128.0,0.0,0.0
846d657ffffffff,41.0,0.0,0.0
846d659ffffffff,10.0,0.0,0.0
846d65bffffffff,78.0,0.0,0.0
846d65dffffffff,27.0,0.0,0.0
846d681ffffffff,396.0,0.0,0.0
846d683ffffffff,327.0,0.0,0.0
846d685ffffffff,34.0,0.0,0.0
846d687ffffffff,46.0,0.0,0.0
846d689ffffffff,397.0,0.0,0.0
846d68bffffffff,5189.0,0.0,0.0
846d68dffffffff,51.0,0.0,0.0
846d691ffffffff,6235.0,0.0,0.0
846d693ffffffff,4389.0,0.0,0.0
846d695ffffffff,319.0,0.0,0.0
846d697ffffffff,5395.0,0.0,0.0
846d699ffffffff,1778.0,0.0,0.0
846d69bffffffff,10388.0,0.0,0.0
846d69dffffffff,12504.0,0.0,0.0
846d6abffffffff,33.0,0.0,0.0
846d6b1ffffffff,34.0,0.0,0.0
846d6b9ffffffff,87.0,0.0,0.0
846d6bbffffffff,2514.0,0.0,0.0
846d6bdffffffff,102.0,0.0,0.0
846d6c3ffffffff,15.0,0.0,0.0
846d6c9ffffffff,32.0,0.0,0.0
846d6cbffffffff,2.0,0.0,0.0
846d6cdffffffff,3.0,0.0,0.0
846d6d1ffffffff,159.0,0.0,0.0
846d6d3ffffffff,824.0,0.0,0.0
846d6d5ffffffff,692.0,0.0,0.0
846d6d7ffffffff,61.0,0.0,0.0
846d6dbffffffff,2.0,0.0,0.0
846d6ddffffffff,21.0,0.0,0.0
848f0d1ffffffff,19.0,0.0,0.0
848f0d9ffffffff,15.0,0.0,0.0
848f0dbffffffff,772.0,86.0,0.0
848f0ddffffffff,1.0,0.0,0.0
848f21bffffffff,4.0,0.0,0.0
848f285ffffffff,10.0,2.0,0.0
848f289ffffffff,6.0,4.0,0.0
848f28dffffffff,40.0,0.0,0.0
848f291ffffffff,54.0,3.0,0.0
848f295ffffffff,352.0,2.0,0.0
848f297ffffffff,2.0,0.0,0.0
848f2a1ffffffff,14.0,0.0,0.0
848f2a9ffffffff,437.0,14.0,0.0
848f2abffffffff,30.0,0.0,0.0
848f2b3ffffffff,16.0,0.0,0.0
848f2b9ffffffff,16.0,7.0,0.0
848f2bbffffffff,87.0,6.0,0.0
848f2bdffffffff,8.0,3.0,0.0
848f2c1ffffffff,12.0,2.0,0.0
848f2c3ffffffff,28.0,1.0,0.0
848f2c9ffffffff,41.0,9.0,0.0
848f2cbffffffff,182.0,1.0,0.0
848f2cdffffffff,182.0,0.0,0.0
848f2d5ffffffff,9.0,0.0,0.0
848f2ddffffffff,5.0,0.0,0.0
848f2e3ffffffff,4.0,0.0,0.0
848f2e7ffffffff,22.0,0.0,0.0
848f2ebffffffff,5.0,0.0,0.0
848f765ffffffff,56.0,0.0,0.0
848f76dffffffff,4.0,0.0,0.0
