cell_id,Stilpnia cayana,Stilpnia cayana cayana/fulvescens,Stilpnia cayana [flava Group]
845f6abffffffff,5.0,0.0,0.0
845f709ffffffff,2.0,0.0,0.0
845f711ffffffff,34.0,0.0,0.0
845f713ffffffff,2.0,0.0,0.0
845f719ffffffff,15.0,0.0,0.0
845f755ffffffff,24.0,4.0,0.0
845f757ffffffff,3.0,0.0,0.0
845f759ffffffff,60.0,0.0,0.0
845f75dffffffff,19.0,0.0,0.0
845f767ffffffff,15.0,0.0,0.0
845f76bffffffff,1.0,0.0,0.0
8466091ffffffff,17.0,0.0,0.0
8466093ffffffff,4.0,0.0,0.0
8466097ffffffff,44.0,0.0,0.0
8466099ffffffff,24.0,0.0,0.0
846609bffffffff,9.0,0.0,0.0
84660b3ffffffff,78.0,0.0,0.0
84660b7ffffffff,24.0,0.0,0.0
84660bbffffffff,28.0,0.0,0.0
84660c1ffffffff,37.0,2.0,0.0
84660c3ffffffff,12.0,0.0,0.0
84660c9ffffffff,2.0,0.0,0.0
84660cbffffffff,130.0,5.0,0.0
84660cdffffffff,29.0,0.0,0.0
84660d1ffffffff,60.0,0.0,0.0
84660d3ffffffff,35.0,0.0,0.0
84660d9ffffffff,11.0,0.0,0.0
84660dbffffffff,2.0,0.0,0.0
84660ddffffffff,63.0,2.0,0.0
8466213ffffffff,3.0,0.0,0.0
8466291ffffffff,43.0,0.0,0.0
8466293ffffffff,30.0,0.0,0.0
8466295ffffffff,8.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0
8466299ffffffff,2.0,0.0,0.0
846629bffffffff,29.0,0.0,0.0
846629dffffffff,60.0,0.0,0.0
84662a7ffffffff,14.0,0.0,0.0
84662b1ffffffff,4.0,0.0,0.0
84662b5ffffffff,11.0,0.0,0.0
84662b7ffffffff,73.0,0.0,0.0
84662bbffffffff,7.0,0.0,0.0
84662c9ffffffff,4.0,0.0,0.0
84662d3ffffffff,30.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0
84662d9ffffffff,2.0,0.0,0.0
84662dbffffffff,16.0,0.0,0.0
84662e1ffffffff,8.0,0.0,0.0
84662e9ffffffff,6.0,0.0,0.0
846640dffffffff,2.0,0.0,0.0
8466411ffffffff,131.0,5.0,0.0
8466415ffffffff,134.0,3.0,0.0
8466417ffffffff,90.0,3.0,0.0
846641dffffffff,70.0,2.0,0.0
846643bffffffff,1.0,0.0,0.0
8466441ffffffff,11.0,0.0,0.0
846645dffffffff,5.0,0.0,0.0
84664e9ffffffff,1.0,0.0,0.0
8466505ffffffff,16.0,0.0,0.0
8466507ffffffff,1.0,0.0,0.0
8466509ffffffff,10.0,0.0,0.0
8466525ffffffff,3.0,0.0,0.0
8466527ffffffff,2.0,0.0,0.0
8466529ffffffff,232.0,0.0,0.0
846652bffffffff,3.0,0.0,0.0
846652dffffffff,268.0,2.0,0.0
8466537ffffffff,2.0,0.0,0.0
8466543ffffffff,2.0,0.0,0.0
8466545ffffffff,100.0,0.0,0.0
8466547ffffffff,13.0,0.0,0.0
8466549ffffffff,8.0,0.0,0.0
846654bffffffff,71.0,0.0,0.0
846654dffffffff,6.0,0.0,0.0
8466559ffffffff,1.0,0.0,0.0
8466561ffffffff,21.0,0.0,0.0
8466563ffffffff,8.0,0.0,0.0
8466565ffffffff,115.0,0.0,0.0
8466567ffffffff,10.0,0.0,0.0
8466569ffffffff,34.0,1.0,0.0
846656bffffffff,2.0,0.0,0.0
846656dffffffff,278.0,5.0,0.0
84665e9ffffffff,23.0,0.0,0.0
8466601ffffffff,4.0,0.0,0.0
8466603ffffffff,17.0,0.0,0.0
846660dffffffff,2.0,0.0,0.0
8466623ffffffff,4.0,0.0,0.0
8466629ffffffff,1.0,0.0,0.0
8466635ffffffff,2.0,0.0,0.0
8466637ffffffff,26.0,0.0,0.0
8466639ffffffff,13.0,0.0,0.0
846663dffffffff,13.0,0.0,0.0
8466641ffffffff,2.0,0.0,0.0
8466645ffffffff,2.0,0.0,0.0
84666a1ffffffff,1.0,0.0,0.0
8466701ffffffff,4.0,0.0,0.0
8466705ffffffff,1.0,0.0,0.0
846670dffffffff,22.0,0.0,0.0
8466715ffffffff,2.0,0.0,0.0
846671bffffffff,4.0,0.0,0.0
8466723ffffffff,2.0,0.0,0.0
8466725ffffffff,26.0,0.0,0.0
8466727ffffffff,81.0,0.0,0.0
8466733ffffffff,13.0,0.0,0.0
8466735ffffffff,27.0,0.0,0.0
8466737ffffffff,14.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846674bffffffff,6.0,0.0,0.0
846675dffffffff,38.0,0.0,0.0
8466763ffffffff,10.0,0.0,0.0
8466765ffffffff,1.0,0.0,0.0
8466769ffffffff,6.0,0.0,0.0
846676dffffffff,10.0,0.0,0.0
8466c0dffffffff,2.0,0.0,0.0
8466c53ffffffff,3.0,0.0,0.0
8466c57ffffffff,4.0,0.0,0.0
8466c5bffffffff,7.0,0.0,0.0
8466c5dffffffff,70.0,0.0,0.0
8466cdbffffffff,12.0,0.0,0.0
8466e03ffffffff,189.0,5.0,0.0
8466e0bffffffff,466.0,12.0,0.0
8466e11ffffffff,115.0,0.0,0.0
8466e13ffffffff,9.0,0.0,0.0
8466e15ffffffff,294.0,1.0,0.0
8466e17ffffffff,35.0,1.0,0.0
8466e19ffffffff,14.0,0.0,0.0
8466e1bffffffff,3.0,0.0,0.0
8466e1dffffffff,217.0,0.0,0.0
8466e31ffffffff,1.0,0.0,0.0
8466e39ffffffff,96.0,0.0,0.0
8466e3bffffffff,121.0,11.0,0.0
8466e4bffffffff,2.0,0.0,0.0
8466e51ffffffff,145.0,0.0,0.0
8466e53ffffffff,104.0,0.0,0.0
8466e55ffffffff,69.0,0.0,0.0
8466e57ffffffff,923.0,6.0,0.0
8466e59ffffffff,410.0,20.0,0.0
8466e5bffffffff,49.0,0.0,0.0
8466e5dffffffff,13.0,0.0,0.0
8466e8dffffffff,2.0,0.0,0.0
8466ec1ffffffff,11.0,0.0,0.0
8466ec3ffffffff,5.0,0.0,0.0
8466ec5ffffffff,12.0,0.0,0.0
8466ec7ffffffff,88.0,2.0,0.0
8466ec9ffffffff,19.0,0.0,0.0
8466ecbffffffff,131.0,13.0,0.0
8466ecdffffffff,2.0,0.0,0.0
8466ee5ffffffff,321.0,0.0,0.0
8466ee7ffffffff,10.0,0.0,0.0
8466eebffffffff,2.0,0.0,0.0
8466eedffffffff,10.0,0.0,0.0
8467413ffffffff,99.0,2.0,0.0
8467417ffffffff,4.0,0.0,0.0
8467425ffffffff,6.0,0.0,0.0
8467429ffffffff,1.0,0.0,0.0
8467433ffffffff,138.0,0.0,0.0
8467435ffffffff,1.0,0.0,0.0
8467437ffffffff,80.0,2.0,0.0
846743bffffffff,7.0,0.0,0.0
846743dffffffff,75.0,6.0,0.0
8467481ffffffff,1.0,0.0,0.0
84674a1ffffffff,10.0,0.0,0.0
84674a7ffffffff,9.0,1.0,0.0
84674c1ffffffff,8.0,0.0,0.0
84674c5ffffffff,87.0,0.0,0.0
84674c9ffffffff,3.0,0.0,0.0
84674cdffffffff,37.0,0.0,0.0
84674ddffffffff,3.0,0.0,0.0
84674e1ffffffff,83.0,0.0,0.0
84674e5ffffffff,10.0,0.0,0.0
84674e9ffffffff,45.0,0.0,0.0
84674ebffffffff,24.0,0.0,0.0
84674edffffffff,115.0,0.0,0.0
8467519ffffffff,10.0,0.0,0.0
8467523ffffffff,36.0,0.0,0.0
8467531ffffffff,14.0,0.0,0.0
8467535ffffffff,30.0,0.0,0.0
8467539ffffffff,11.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0
8467585ffffffff,1.0,0.0,0.0
846758bffffffff,2.0,0.0,0.0
846758dffffffff,12.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0
8467599ffffffff,41.0,6.0,0.0
84675a5ffffffff,50.0,4.0,0.0
84675a7ffffffff,2.0,0.0,0.0
84675a9ffffffff,60.0,0.0,0.0
84675abffffffff,79.0,0.0,0.0
84675adffffffff,7.0,0.0,0.0
84675b1ffffffff,2.0,0.0,0.0
84675b3ffffffff,6.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0
84675c1ffffffff,28.0,0.0,0.0
84675c5ffffffff,11.0,0.0,0.0
84675c7ffffffff,68.0,0.0,0.0
84675c9ffffffff,10.0,0.0,0.0
84675cbffffffff,183.0,0.0,0.0
84675d5ffffffff,3.0,0.0,0.0
84675d9ffffffff,3.0,0.0,0.0
84675ddffffffff,17.0,0.0,0.0
84675e1ffffffff,12.0,0.0,0.0
84675e3ffffffff,32.0,0.0,0.0
84675e7ffffffff,8.0,0.0,0.0
84675e9ffffffff,2.0,0.0,0.0
84675ebffffffff,47.0,2.0,0.0
8480007ffffffff,2.0,0.0,2.0
8480021ffffffff,19.0,0.0,0.0
8480023ffffffff,4.0,0.0,0.0
8480027ffffffff,4.0,0.0,0.0
848002dffffffff,2.0,0.0,0.0
8480053ffffffff,7.0,0.0,0.0
8480061ffffffff,6.0,0.0,0.0
8480101ffffffff,51.0,0.0,1.0
8480105ffffffff,1.0,0.0,0.0
8480109ffffffff,189.0,0.0,10.0
848010dffffffff,3.0,0.0,0.0
848011bffffffff,42.0,0.0,0.0
848011dffffffff,2.0,0.0,0.0
8480141ffffffff,1.0,0.0,0.0
8480155ffffffff,2.0,0.0,0.0
8480163ffffffff,1.0,0.0,0.0
8480165ffffffff,4.0,0.0,0.0
8480217ffffffff,2.0,0.0,0.0
8480239ffffffff,1.0,0.0,0.0
8480301ffffffff,3.0,0.0,0.0
8480305ffffffff,2.0,0.0,1.0
8480309ffffffff,44.0,0.0,0.0
848030dffffffff,41.0,0.0,5.0
8480345ffffffff,2.0,0.0,0.0
8480363ffffffff,125.0,0.0,12.0
8480481ffffffff,1.0,0.0,0.0
8480487ffffffff,1.0,0.0,0.0
84804c1ffffffff,2.0,0.0,0.0
84804c7ffffffff,1.0,0.0,0.0
84804c9ffffffff,4.0,0.0,0.0
84804cbffffffff,11.0,0.0,0.0
84806a7ffffffff,9.0,0.0,0.0
84806abffffffff,2.0,0.0,0.0
8481005ffffffff,102.0,0.0,4.0
8481007ffffffff,2.0,0.0,0.0
8481021ffffffff,1.0,0.0,0.0
8481023ffffffff,17.0,0.0,0.0
8481027ffffffff,10.0,0.0,1.0
8481029ffffffff,171.0,0.0,3.0
848102bffffffff,12.0,0.0,0.0
848102dffffffff,9.0,0.0,2.0
8481049ffffffff,16.0,0.0,0.0
848104bffffffff,2.0,0.0,0.0
8481061ffffffff,6.0,0.0,0.0
8481063ffffffff,58.0,0.0,10.0
8481099ffffffff,11.0,0.0,0.0
8481105ffffffff,4.0,0.0,0.0
848110dffffffff,2.0,0.0,0.0
8481119ffffffff,1.0,0.0,0.0
8481121ffffffff,1.0,0.0,0.0
8481125ffffffff,29.0,0.0,2.0
8481129ffffffff,3.0,0.0,0.0
8481143ffffffff,6.0,0.0,1.0
8481147ffffffff,2.0,0.0,0.0
8481149ffffffff,2.0,0.0,0.0
848114bffffffff,6.0,0.0,1.0
8481161ffffffff,2.0,0.0,0.0
8481163ffffffff,9.0,0.0,1.0
8481167ffffffff,6.0,0.0,0.0
848116bffffffff,9.0,0.0,0.0
8481189ffffffff,8.0,0.0,0.0
84811c5ffffffff,2.0,0.0,0.0
84811c9ffffffff,3.0,0.0,0.0
84811e1ffffffff,6.0,0.0,0.0
84811e9ffffffff,4.0,0.0,0.0
8481205ffffffff,2.0,0.0,0.0
8481211ffffffff,21.0,0.0,2.0
8481215ffffffff,6.0,0.0,0.0
8481219ffffffff,2.0,0.0,0.0
848121dffffffff,3.0,0.0,0.0
8481241ffffffff,3.0,0.0,0.0
8481245ffffffff,41.0,0.0,2.0
848124bffffffff,45.0,0.0,2.0
848124dffffffff,250.0,0.0,13.0
848126bffffffff,2.0,0.0,0.0
84812bdffffffff,4.0,0.0,0.0
84812c9ffffffff,8.0,0.0,0.0
84812d1ffffffff,20.0,0.0,1.0
84812d7ffffffff,18.0,0.0,4.0
8481303ffffffff,21.0,0.0,0.0
8481307ffffffff,3.0,0.0,0.0
848131dffffffff,2.0,0.0,0.0
8481321ffffffff,43.0,0.0,2.0
8481323ffffffff,11.0,0.0,0.0
8481327ffffffff,67.0,0.0,4.0
848132dffffffff,3.0,0.0,0.0
8481331ffffffff,7.0,0.0,0.0
8481335ffffffff,1.0,0.0,0.0
8481337ffffffff,6.0,0.0,1.0
8481339ffffffff,416.0,0.0,18.0
8481343ffffffff,6.0,0.0,0.0
8481345ffffffff,2.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0
8481363ffffffff,8.0,0.0,0.0
8481367ffffffff,5.0,0.0,0.0
8481401ffffffff,2.0,0.0,0.0
8481429ffffffff,3.0,0.0,0.0
848142bffffffff,3.0,0.0,0.0
8481431ffffffff,2.0,0.0,0.0
848145dffffffff,9.0,0.0,0.0
8481469ffffffff,2.0,0.0,0.0
848146bffffffff,2.0,0.0,0.0
84814d5ffffffff,2.0,0.0,0.0
84814e3ffffffff,2.0,0.0,0.0
8481507ffffffff,4.0,0.0,0.0
8481513ffffffff,5.0,0.0,0.0
848151bffffffff,1.0,0.0,0.0
848153dffffffff,1.0,0.0,0.0
8481581ffffffff,1.0,0.0,0.0
84815c9ffffffff,3.0,0.0,0.0
84815e9ffffffff,2.0,0.0,0.0
8481711ffffffff,204.0,0.0,0.0
8481713ffffffff,29.0,0.0,0.0
8481715ffffffff,2.0,0.0,0.0
848173dffffffff,5.0,0.0,0.0
848174bffffffff,1.0,0.0,0.0
8481757ffffffff,2.0,0.0,0.0
848175dffffffff,5.0,0.0,0.0
8481801ffffffff,16.0,0.0,0.0
8481803ffffffff,7.0,0.0,0.0
8481809ffffffff,6.0,0.0,0.0
848180bffffffff,62.0,0.0,3.0
8481811ffffffff,2.0,0.0,2.0
8481815ffffffff,1.0,0.0,0.0
8481819ffffffff,3.0,0.0,0.0
848181dffffffff,39.0,0.0,0.0
8481831ffffffff,4.0,0.0,0.0
8481833ffffffff,13.0,0.0,0.0
8481837ffffffff,30.0,0.0,0.0
8481839ffffffff,99.0,0.0,4.0
8481851ffffffff,80.0,0.0,15.0
8481853ffffffff,5.0,0.0,0.0
8481855ffffffff,8.0,0.0,0.0
8481857ffffffff,567.0,0.0,24.0
8481859ffffffff,16.0,0.0,4.0
848185bffffffff,9.0,0.0,0.0
848185dffffffff,93.0,0.0,4.0
8481881ffffffff,3.0,0.0,0.0
8481885ffffffff,5.0,0.0,0.0
84818a7ffffffff,9.0,0.0,0.0
84818b3ffffffff,4.0,0.0,0.0
84818c3ffffffff,8.0,0.0,0.0
84818e1ffffffff,67.0,0.0,0.0
84818e3ffffffff,2.0,0.0,0.0
84818e5ffffffff,3.0,0.0,0.0
84818e7ffffffff,4.0,0.0,0.0
84818edffffffff,1.0,0.0,0.0
8481999ffffffff,2.0,0.0,0.0
848199bffffffff,12.0,0.0,0.0
84819d1ffffffff,6.0,0.0,0.0
84819d3ffffffff,19.0,0.0,0.0
84819d9ffffffff,35.0,0.0,0.0
84819dbffffffff,3.0,0.0,0.0
8481a13ffffffff,3.0,0.0,0.0
8481a1bffffffff,3.0,0.0,0.0
8481a8bffffffff,3.0,0.0,0.0
8481aadffffffff,4.0,0.0,0.0
8481ac3ffffffff,4.0,0.0,0.0
8481ad1ffffffff,36.0,0.0,0.0
8481ad5ffffffff,5.0,0.0,0.0
8481ad9ffffffff,2.0,0.0,0.0
8481addffffffff,2.0,0.0,0.0
848a9c1ffffffff,2.0,0.0,0.0
848ad13ffffffff,8.0,0.0,0.0
848ad85ffffffff,2.0,0.0,0.0
848ad8dffffffff,1.0,0.0,0.0
848ada3ffffffff,3.0,0.0,0.0
848ada9ffffffff,32.0,0.0,0.0
848adb1ffffffff,3.0,0.0,0.0
848adbbffffffff,93.0,4.0,0.0
848adc5ffffffff,9.0,0.0,0.0
848b093ffffffff,2.0,0.0,0.0
848b09dffffffff,4.0,0.0,0.0
848b0e7ffffffff,3.0,0.0,0.0
848b205ffffffff,1.0,0.0,0.0
848b56bffffffff,3.0,0.0,0.0
848b74bffffffff,6.0,0.0,0.0
848b9d5ffffffff,3.0,0.0,3.0
848ba63ffffffff,1.0,0.0,1.0
848ba65ffffffff,9.0,0.0,1.0
848bb55ffffffff,1.0,0.0,0.0
848bb59ffffffff,585.0,0.0,29.0
848f461ffffffff,36.0,1.0,0.0
848f463ffffffff,27.0,0.0,0.0
848f465ffffffff,40.0,1.0,0.0
848f733ffffffff,1.0,0.0,0.0
84a5961ffffffff,36.0,0.0,0.0
84a5969ffffffff,101.0,0.0,0.0
84a596dffffffff,2.0,0.0,0.0
84a8001ffffffff,1.0,0.0,0.0
84a8005ffffffff,4.0,0.0,2.0
84a801bffffffff,1.0,0.0,0.0
84a8025ffffffff,4.0,0.0,0.0
84a8029ffffffff,1.0,0.0,0.0
84a802dffffffff,16.0,0.0,0.0
84a8035ffffffff,1.0,0.0,0.0
84a803dffffffff,3.0,0.0,0.0
84a8061ffffffff,4.0,0.0,0.0
84a8065ffffffff,1.0,0.0,0.0
84a8067ffffffff,68.0,0.0,10.0
84a808dffffffff,8.0,0.0,0.0
84a8095ffffffff,8.0,0.0,0.0
84a8097ffffffff,4.0,0.0,0.0
84a80b1ffffffff,5.0,0.0,0.0
84a80b3ffffffff,3.0,0.0,0.0
84a80bbffffffff,2.0,0.0,0.0
84a80c3ffffffff,7.0,0.0,0.0
84a80d3ffffffff,2.0,0.0,0.0
84a80d5ffffffff,2.0,0.0,0.0
84a80d9ffffffff,1.0,0.0,0.0
84a80e1ffffffff,3.0,0.0,0.0
84a80e3ffffffff,4.0,0.0,0.0
84a80edffffffff,2.0,0.0,0.0
84a8101ffffffff,390.0,0.0,5.0
84a8103ffffffff,227.0,0.0,12.0
84a8105ffffffff,137.0,0.0,1.0
84a8107ffffffff,184.0,0.0,0.0
84a8109ffffffff,2.0,0.0,0.0
84a810bffffffff,26.0,0.0,0.0
84a810dffffffff,1.0,0.0,0.0
84a8113ffffffff,8.0,0.0,0.0
84a8115ffffffff,212.0,0.0,38.0
84a8117ffffffff,35.0,0.0,0.0
84a8119ffffffff,43.0,0.0,0.0
84a811bffffffff,12.0,0.0,0.0
84a811dffffffff,31.0,0.0,0.0
84a8121ffffffff,48.0,0.0,8.0
84a8123ffffffff,217.0,0.0,3.0
84a8125ffffffff,89.0,0.0,4.0
84a8127ffffffff,324.0,0.0,13.0
84a8129ffffffff,191.0,0.0,11.0
84a812bffffffff,274.0,0.0,4.0
84a812dffffffff,46.0,0.0,3.0
84a8131ffffffff,235.0,0.0,10.0
84a8133ffffffff,1.0,0.0,0.0
84a8137ffffffff,4.0,0.0,0.0
84a8139ffffffff,127.0,0.0,23.0
84a813bffffffff,125.0,0.0,11.0
84a813dffffffff,37.0,0.0,0.0
84a8153ffffffff,154.0,0.0,0.0
84a8155ffffffff,23.0,0.0,1.0
84a8157ffffffff,10.0,0.0,0.0
84a815bffffffff,115.0,0.0,0.0
84a8167ffffffff,1.0,0.0,0.0
84a8181ffffffff,19.0,0.0,0.0
84a8183ffffffff,2.0,0.0,0.0
84a8185ffffffff,67.0,0.0,0.0
84a8187ffffffff,64.0,0.0,0.0
84a8189ffffffff,2.0,0.0,0.0
84a818dffffffff,99.0,0.0,0.0
84a8191ffffffff,7.0,0.0,0.0
84a8193ffffffff,4.0,0.0,0.0
84a8195ffffffff,53.0,0.0,1.0
84a8197ffffffff,8.0,0.0,0.0
84a8199ffffffff,7.0,0.0,0.0
84a81a1ffffffff,16.0,0.0,0.0
84a81a5ffffffff,21.0,0.0,0.0
84a81a7ffffffff,9.0,0.0,0.0
84a81a9ffffffff,9.0,0.0,0.0
84a81abffffffff,28.0,0.0,0.0
84a81adffffffff,5.0,0.0,0.0
84a81b1ffffffff,9.0,0.0,0.0
84a81b3ffffffff,8.0,0.0,2.0
84a81b9ffffffff,11.0,0.0,0.0
84a81bbffffffff,32.0,0.0,0.0
84a81bdffffffff,8.0,0.0,0.0
84a81c3ffffffff,82.0,0.0,0.0
84a81c5ffffffff,1.0,0.0,0.0
84a81c7ffffffff,32.0,0.0,0.0
84a81c9ffffffff,2.0,0.0,0.0
84a81cbffffffff,4.0,0.0,0.0
84a81cdffffffff,353.0,0.0,0.0
84a81d1ffffffff,8.0,0.0,0.0
84a81d9ffffffff,30.0,0.0,2.0
84a81ddffffffff,1.0,0.0,0.0
84a81e1ffffffff,144.0,0.0,0.0
84a81e3ffffffff,72.0,0.0,0.0
84a81e5ffffffff,3.0,0.0,0.0
84a81e7ffffffff,87.0,0.0,0.0
84a81e9ffffffff,319.0,0.0,0.0
84a81ebffffffff,82.0,0.0,2.0
84a81edffffffff,1736.0,0.0,0.0
84a8291ffffffff,5.0,0.0,1.0
84a8311ffffffff,3.0,0.0,0.0
84a8337ffffffff,5.0,0.0,0.0
84a840dffffffff,4.0,0.0,0.0
84a844dffffffff,8.0,0.0,0.0
84a8461ffffffff,2.0,0.0,0.0
84a850bffffffff,6.0,0.0,0.0
84a8527ffffffff,6.0,0.0,0.0
84a8535ffffffff,4.0,0.0,0.0
84a8559ffffffff,11.0,0.0,3.0
84a855dffffffff,50.0,0.0,2.0
84a856dffffffff,3.0,0.0,0.0
84a8591ffffffff,2.0,0.0,0.0
84a85a1ffffffff,2.0,0.0,0.0
84a85a7ffffffff,1.0,0.0,0.0
84a85b3ffffffff,2.0,0.0,0.0
84a85b7ffffffff,15.0,0.0,1.0
84a8629ffffffff,6.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a8701ffffffff,2.0,0.0,0.0
84a8705ffffffff,2.0,0.0,0.0
84a870bffffffff,1.0,0.0,0.0
84a8721ffffffff,7.0,0.0,0.0
84a8737ffffffff,68.0,0.0,9.0
84a8753ffffffff,11.0,0.0,0.0
84a8757ffffffff,1.0,0.0,0.0
84a8759ffffffff,2.0,0.0,0.0
84a8763ffffffff,3.0,0.0,0.0
84a8767ffffffff,4.0,0.0,0.0
84a8805ffffffff,226.0,0.0,1.0
84a8807ffffffff,14.0,0.0,0.0
84a880bffffffff,3.0,0.0,0.0
84a880dffffffff,15.0,0.0,0.0
84a8811ffffffff,178.0,0.0,15.0
84a8813ffffffff,21.0,0.0,0.0
84a8817ffffffff,4.0,0.0,0.0
84a8819ffffffff,23.0,0.0,0.0
84a881bffffffff,198.0,0.0,0.0
84a8821ffffffff,3.0,0.0,1.0
84a8825ffffffff,13.0,0.0,0.0
84a882bffffffff,2.0,0.0,0.0
84a882dffffffff,57.0,0.0,4.0
84a8831ffffffff,4.0,0.0,0.0
84a8833ffffffff,1.0,0.0,0.0
84a883bffffffff,3.0,0.0,0.0
84a883dffffffff,4.0,0.0,0.0
84a8847ffffffff,4.0,0.0,0.0
84a8849ffffffff,478.0,0.0,23.0
84a884bffffffff,15.0,0.0,0.0
84a884dffffffff,25.0,0.0,0.0
84a8853ffffffff,7.0,0.0,0.0
84a8857ffffffff,13.0,0.0,0.0
84a885bffffffff,12.0,0.0,0.0
84a8861ffffffff,2.0,0.0,0.0
84a8863ffffffff,78.0,0.0,0.0
84a8867ffffffff,8.0,0.0,0.0
84a886dffffffff,10.0,0.0,0.0
84a8887ffffffff,2.0,0.0,0.0
84a8889ffffffff,1.0,0.0,0.0
84a8895ffffffff,12.0,0.0,0.0
84a88a3ffffffff,7.0,0.0,0.0
84a88a9ffffffff,38.0,0.0,0.0
84a88adffffffff,2.0,0.0,0.0
84a88b1ffffffff,5.0,0.0,0.0
84a88b5ffffffff,4.0,0.0,0.0
84a88bbffffffff,14.0,0.0,0.0
84a88bdffffffff,3.0,0.0,0.0
84a88c1ffffffff,13.0,0.0,0.0
84a88c3ffffffff,18.0,0.0,0.0
84a88c5ffffffff,2.0,0.0,0.0
84a88c7ffffffff,3.0,0.0,0.0
84a88c9ffffffff,7.0,0.0,0.0
84a88cbffffffff,2.0,0.0,0.0
84a88cdffffffff,27.0,0.0,0.0
84a88d1ffffffff,1.0,0.0,0.0
84a88d5ffffffff,8.0,0.0,1.0
84a88ddffffffff,140.0,0.0,6.0
84a88e3ffffffff,2.0,0.0,0.0
84a88e7ffffffff,2.0,0.0,0.0
84a88e9ffffffff,259.0,0.0,16.0
84a88ebffffffff,109.0,0.0,6.0
84a8911ffffffff,13.0,0.0,0.0
84a8915ffffffff,1.0,0.0,0.0
84a8917ffffffff,20.0,0.0,0.0
84a8919ffffffff,45.0,0.0,8.0
84a891bffffffff,6.0,0.0,0.0
84a891dffffffff,6.0,0.0,0.0
84a893bffffffff,4.0,0.0,0.0
84a8951ffffffff,13.0,0.0,1.0
84a8953ffffffff,16.0,0.0,2.0
84a8957ffffffff,16.0,0.0,0.0
84a895bffffffff,10.0,0.0,0.0
84a89adffffffff,2.0,0.0,0.0
84a89ddffffffff,1.0,0.0,0.0
84a89e1ffffffff,2.0,0.0,0.0
84a89e3ffffffff,2.0,0.0,0.0
84a89edffffffff,6.0,0.0,0.0
84a8a03ffffffff,16.0,0.0,0.0
84a8a07ffffffff,44.0,0.0,0.0
84a8a11ffffffff,24.0,0.0,0.0
84a8a13ffffffff,476.0,0.0,24.0
84a8a15ffffffff,44.0,0.0,0.0
84a8a17ffffffff,193.0,0.0,6.0
84a8a19ffffffff,45.0,0.0,0.0
84a8a1bffffffff,21.0,0.0,3.0
84a8a1dffffffff,22.0,0.0,1.0
84a8a21ffffffff,28.0,0.0,0.0
84a8a23ffffffff,352.0,0.0,24.0
84a8a25ffffffff,4.0,0.0,0.0
84a8a27ffffffff,98.0,0.0,0.0
84a8a2bffffffff,19.0,0.0,0.0
84a8a31ffffffff,13.0,0.0,0.0
