cell_id,Mixornis gularis,Mixornis gularis [gularis Group],Mixornis gularis woodi
843cedbffffffff,1.0,0.0,0.0
843cee1ffffffff,2.0,0.0,0.0
843cf27ffffffff,71.0,7.0,0.0
843cf31ffffffff,5.0,0.0,0.0
843cf33ffffffff,2.0,0.0,0.0
843cf35ffffffff,101.0,0.0,0.0
843cf3dffffffff,3.0,0.0,0.0
843da99ffffffff,2.0,0.0,0.0
843da9dffffffff,2.0,0.0,0.0
8440499ffffffff,6.0,0.0,0.0
844049dffffffff,1.0,0.0,0.0
84404b1ffffffff,2.0,0.0,0.0
84404c1ffffffff,2.0,0.0,0.0
84404c5ffffffff,8.0,0.0,0.0
84404cbffffffff,1.0,0.0,0.0
84404ddffffffff,141.0,1.0,0.0
8440613ffffffff,2.0,0.0,0.0
8440615ffffffff,2.0,0.0,0.0
8440619ffffffff,58.0,0.0,0.0
844061bffffffff,23.0,2.0,0.0
8440651ffffffff,24.0,4.0,0.0
8440653ffffffff,30.0,0.0,0.0
844066dffffffff,3.0,0.0,0.0
8440699ffffffff,2.0,0.0,0.0
84406b7ffffffff,3.0,0.0,0.0
844141bffffffff,1.0,1.0,0.0
8441421ffffffff,7.0,0.0,0.0
844142bffffffff,1.0,0.0,0.0
8441431ffffffff,1.0,0.0,0.0
8441433ffffffff,142.0,13.0,0.0
8441437ffffffff,2.0,0.0,0.0
844143bffffffff,71.0,20.0,0.0
8441485ffffffff,1.0,0.0,0.0
8441487ffffffff,3.0,0.0,0.0
844148bffffffff,2.0,0.0,0.0
8441491ffffffff,15.0,0.0,0.0
8441493ffffffff,12.0,0.0,0.0
8441497ffffffff,2.0,0.0,0.0
844149bffffffff,5.0,0.0,0.0
84414b1ffffffff,8.0,0.0,0.0
84414b7ffffffff,2.0,0.0,0.0
84414bbffffffff,2.0,0.0,0.0
84414c3ffffffff,8.0,0.0,0.0
84414d1ffffffff,2.0,0.0,0.0
84414d9ffffffff,14.0,1.0,0.0
84414dbffffffff,9.0,0.0,0.0
84414e1ffffffff,2.0,0.0,0.0
84414e3ffffffff,6.0,0.0,0.0
8441517ffffffff,8.0,0.0,0.0
844153bffffffff,9.0,0.0,0.0
8441585ffffffff,1.0,0.0,0.0
8441587ffffffff,2.0,0.0,0.0
8441597ffffffff,1.0,0.0,0.0
84415c3ffffffff,16.0,2.0,0.0
84415ddffffffff,2.0,0.0,0.0
84415e1ffffffff,5.0,0.0,0.0
84415e9ffffffff,2.0,0.0,0.0
84415edffffffff,99.0,0.0,0.0
8441609ffffffff,2.0,0.0,0.0
8441617ffffffff,13.0,0.0,0.0
8441643ffffffff,15.0,4.0,0.0
8441653ffffffff,5.0,0.0,0.0
8441655ffffffff,43.0,6.0,0.0
844165bffffffff,3.0,0.0,0.0
8441681ffffffff,1.0,0.0,0.0
8441685ffffffff,10.0,0.0,0.0
8441695ffffffff,2.0,0.0,0.0
844169dffffffff,5.0,0.0,0.0
84416a3ffffffff,22.0,0.0,0.0
84416abffffffff,11.0,0.0,0.0
84416b1ffffffff,10.0,7.0,0.0
84416b9ffffffff,6.0,0.0,0.0
84416bdffffffff,10.0,0.0,0.0
84416c1ffffffff,4.0,0.0,0.0
84416c3ffffffff,3.0,0.0,0.0
84416c5ffffffff,5.0,0.0,0.0
84416cdffffffff,4.0,0.0,0.0
84416d1ffffffff,2.0,0.0,0.0
84416d5ffffffff,6.0,0.0,0.0
84416d7ffffffff,10.0,0.0,0.0
84416ddffffffff,6.0,0.0,0.0
84416e1ffffffff,40.0,0.0,0.0
84416e5ffffffff,23.0,6.0,0.0
84416edffffffff,30.0,21.0,0.0
8460b6dffffffff,4.0,0.0,0.0
84619a5ffffffff,3.0,0.0,0.0
8464121ffffffff,5.0,0.0,0.0
8464125ffffffff,2.0,0.0,0.0
8464129ffffffff,2.0,0.0,0.0
846414dffffffff,3.0,0.0,0.0
8464161ffffffff,16.0,3.0,0.0
8464165ffffffff,71.0,6.0,0.0
846416dffffffff,2023.0,736.0,0.0
8464225ffffffff,2.0,1.0,0.0
846422dffffffff,10.0,2.0,0.0
846426dffffffff,2.0,2.0,0.0
8464301ffffffff,2.0,2.0,0.0
846430bffffffff,11.0,2.0,0.0
8464319ffffffff,161.0,73.0,0.0
846431dffffffff,29.0,19.0,0.0
8464323ffffffff,176.0,140.0,0.0
8464327ffffffff,2.0,2.0,0.0
846432bffffffff,9.0,4.0,0.0
8464331ffffffff,1.0,0.0,0.0
8464339ffffffff,5.0,2.0,0.0
846433dffffffff,42.0,28.0,0.0
8464343ffffffff,239.0,120.0,0.0
8464347ffffffff,23.0,0.0,0.0
846434bffffffff,25.0,6.0,0.0
8464353ffffffff,15.0,6.0,0.0
8464355ffffffff,4.0,2.0,0.0
8464357ffffffff,38.0,21.0,0.0
8464359ffffffff,64.0,20.0,0.0
846435bffffffff,16.0,4.0,0.0
846435dffffffff,2.0,0.0,0.0
846436bffffffff,2.0,0.0,0.0
8464803ffffffff,3.0,0.0,0.0
846480bffffffff,37.0,18.0,0.0
846480dffffffff,52.0,17.0,0.0
8464821ffffffff,49.0,32.0,0.0
8464825ffffffff,218.0,76.0,0.0
8464827ffffffff,13.0,8.0,0.0
8464829ffffffff,54.0,35.0,0.0
846482bffffffff,192.0,45.0,0.0
846482dffffffff,45.0,14.0,0.0
8464835ffffffff,10.0,0.0,0.0
8464841ffffffff,3.0,0.0,0.0
8464845ffffffff,7.0,2.0,0.0
846484bffffffff,14.0,7.0,0.0
846484dffffffff,8.0,2.0,0.0
8464859ffffffff,2.0,0.0,0.0
846485dffffffff,15.0,3.0,0.0
8464867ffffffff,2.0,1.0,0.0
846486dffffffff,2.0,0.0,0.0
846488bffffffff,2.0,0.0,0.0
84648a5ffffffff,2.0,0.0,0.0
84648b5ffffffff,5.0,0.0,0.0
84648c1ffffffff,8.0,0.0,0.0
84648c9ffffffff,6.0,0.0,0.0
84648d3ffffffff,1.0,0.0,0.0
84648ebffffffff,11.0,0.0,0.0
8464901ffffffff,4.0,4.0,0.0
8464903ffffffff,22.0,13.0,0.0
8464909ffffffff,8.0,8.0,0.0
846490bffffffff,3.0,0.0,0.0
846490dffffffff,10.0,0.0,0.0
8464911ffffffff,121.0,24.0,0.0
8464919ffffffff,5.0,0.0,0.0
846491bffffffff,1.0,1.0,0.0
846491dffffffff,3.0,0.0,0.0
8464929ffffffff,8.0,0.0,0.0
8464943ffffffff,5.0,5.0,0.0
8464949ffffffff,7.0,2.0,0.0
846494bffffffff,25.0,6.0,0.0
8464951ffffffff,67.0,54.0,0.0
8464953ffffffff,13.0,8.0,0.0
8464955ffffffff,49.0,34.0,0.0
8464957ffffffff,15.0,12.0,0.0
8464959ffffffff,35.0,28.0,0.0
846495dffffffff,29.0,19.0,0.0
8464963ffffffff,4.0,0.0,0.0
8464967ffffffff,7.0,0.0,0.0
8464981ffffffff,3.0,0.0,0.0
8464983ffffffff,13.0,3.0,0.0
8464999ffffffff,2.0,0.0,0.0
84649c9ffffffff,4.0,4.0,0.0
84649cdffffffff,3.0,2.0,0.0
84649d7ffffffff,2.0,0.0,0.0
84649e3ffffffff,4.0,0.0,0.0
8464a03ffffffff,13.0,5.0,0.0
8464a07ffffffff,2.0,1.0,0.0
8464a11ffffffff,12.0,8.0,0.0
8464a13ffffffff,3.0,1.0,0.0
8464a15ffffffff,13.0,2.0,0.0
8464a17ffffffff,11.0,10.0,0.0
8464a19ffffffff,14.0,7.0,0.0
8464a1bffffffff,2.0,0.0,0.0
8464a1dffffffff,9.0,2.0,0.0
8464a29ffffffff,2.0,0.0,0.0
8464a31ffffffff,12.0,0.0,0.0
8464a35ffffffff,76.0,25.0,0.0
8464a37ffffffff,1.0,0.0,0.0
8464a39ffffffff,7.0,0.0,0.0
8464a3dffffffff,72.0,45.0,0.0
8464a45ffffffff,16.0,3.0,0.0
8464a4bffffffff,2.0,0.0,0.0
8464a4dffffffff,3.0,2.0,0.0
8464a53ffffffff,6.0,2.0,0.0
8464a57ffffffff,330.0,26.0,0.0
8464a59ffffffff,1.0,1.0,0.0
8464a5bffffffff,24.0,14.0,0.0
8464ae5ffffffff,2.0,0.0,0.0
8464b03ffffffff,58.0,25.0,0.0
8464b05ffffffff,4.0,4.0,0.0
8464b0bffffffff,8.0,0.0,0.0
8464b15ffffffff,2.0,0.0,0.0
8464b21ffffffff,3.0,0.0,0.0
8464b25ffffffff,36.0,0.0,0.0
8464b29ffffffff,48.0,19.0,0.0
8464b2dffffffff,10.0,0.0,0.0
8464b31ffffffff,23.0,4.0,0.0
8464b33ffffffff,2.0,2.0,0.0
8464b37ffffffff,16.0,0.0,0.0
8464b39ffffffff,2.0,0.0,0.0
8464b43ffffffff,10.0,0.0,0.0
8464b45ffffffff,3.0,0.0,0.0
8464b47ffffffff,10.0,0.0,0.0
8464b49ffffffff,6.0,0.0,0.0
8464b51ffffffff,4.0,4.0,0.0
8464b53ffffffff,4.0,4.0,0.0
8464b55ffffffff,113.0,39.0,0.0
8464b57ffffffff,2.0,0.0,0.0
8464b59ffffffff,4.0,0.0,0.0
8464b5dffffffff,44.0,19.0,0.0
8464b63ffffffff,72.0,7.0,0.0
8464b65ffffffff,3.0,0.0,0.0
8464b67ffffffff,11.0,0.0,0.0
8465005ffffffff,268.0,23.0,0.0
8465009ffffffff,15.0,0.0,0.0
846500bffffffff,120.0,1.0,0.0
8465017ffffffff,3.0,0.0,0.0
8465019ffffffff,1.0,0.0,0.0
846501dffffffff,5.0,0.0,0.0
8465021ffffffff,14.0,0.0,0.0
8465023ffffffff,2.0,0.0,0.0
8465027ffffffff,3.0,0.0,0.0
8465029ffffffff,19.0,2.0,0.0
846502bffffffff,75.0,1.0,0.0
846502dffffffff,8.0,0.0,0.0
8465031ffffffff,5.0,0.0,0.0
8465033ffffffff,132.0,0.0,0.0
8465035ffffffff,6.0,0.0,0.0
8465037ffffffff,20.0,0.0,0.0
8465039ffffffff,7.0,0.0,0.0
846503bffffffff,16.0,0.0,0.0
8465043ffffffff,4.0,0.0,0.0
846504bffffffff,5.0,0.0,0.0
8465051ffffffff,162.0,0.0,0.0
8465055ffffffff,442.0,8.0,0.0
8465057ffffffff,102.0,0.0,0.0
8465059ffffffff,17.0,0.0,0.0
846505dffffffff,94.0,0.0,0.0
8465063ffffffff,22.0,4.0,0.0
8465099ffffffff,5.0,0.0,0.0
846509bffffffff,2.0,0.0,0.0
8465181ffffffff,18.0,2.0,0.0
8465183ffffffff,111.0,28.0,0.0
8465187ffffffff,4.0,0.0,0.0
8465189ffffffff,132.0,36.0,0.0
846518bffffffff,47.0,18.0,0.0
846518dffffffff,2.0,0.0,0.0
8465191ffffffff,4.0,0.0,0.0
8465195ffffffff,12.0,9.0,0.0
846519dffffffff,12.0,2.0,0.0
84651b1ffffffff,15.0,9.0,0.0
84651b3ffffffff,33.0,21.0,0.0
84651b7ffffffff,7.0,1.0,0.0
84651b9ffffffff,5.0,4.0,0.0
84651bbffffffff,11.0,3.0,0.0
84651bdffffffff,3.0,0.0,0.0
84651c1ffffffff,85.0,27.0,0.0
84651c3ffffffff,20.0,0.0,0.0
84651c7ffffffff,9.0,0.0,0.0
84651c9ffffffff,82.0,29.0,0.0
84651cbffffffff,41.0,20.0,0.0
84651cdffffffff,375.0,157.0,0.0
84651d1ffffffff,1.0,0.0,0.0
84651d9ffffffff,43.0,0.0,0.0
84651ddffffffff,3.0,0.0,0.0
84651ebffffffff,6.0,0.0,0.0
8465205ffffffff,4.0,0.0,0.0
846520dffffffff,1523.0,0.0,0.0
846521bffffffff,2.0,0.0,0.0
8465221ffffffff,32.0,0.0,0.0
8465223ffffffff,11.0,0.0,0.0
8465225ffffffff,47.0,0.0,0.0
8465227ffffffff,31.0,0.0,0.0
8465229ffffffff,412.0,0.0,0.0
846522bffffffff,2.0,0.0,0.0
846522dffffffff,6.0,0.0,0.0
8465237ffffffff,9.0,0.0,0.0
8465257ffffffff,12.0,0.0,0.0
8465263ffffffff,130.0,0.0,0.0
8465267ffffffff,1.0,0.0,0.0
8465269ffffffff,1.0,0.0,0.0
846526bffffffff,7.0,0.0,0.0
84652cdffffffff,5.0,0.0,0.0
84652d9ffffffff,1.0,0.0,0.0
84652e5ffffffff,1.0,0.0,0.0
8465313ffffffff,1.0,0.0,0.0
846552bffffffff,3.0,0.0,0.0
846553dffffffff,1.0,0.0,0.0
8465545ffffffff,12.0,0.0,0.0
8465561ffffffff,8.0,0.0,0.0
846556bffffffff,17.0,0.0,0.0
8465707ffffffff,6.0,0.0,0.0
8465801ffffffff,13.0,0.0,0.0
8465803ffffffff,32.0,0.0,0.0
8465805ffffffff,3.0,0.0,0.0
8465807ffffffff,7.0,0.0,0.0
846580bffffffff,8.0,0.0,0.0
846580dffffffff,4.0,0.0,0.0
8465811ffffffff,6.0,0.0,0.0
8465813ffffffff,30.0,7.0,0.0
8465817ffffffff,7.0,0.0,0.0
8465819ffffffff,16.0,0.0,0.0
846581dffffffff,1.0,0.0,0.0
8465821ffffffff,2.0,0.0,0.0
8465825ffffffff,3.0,0.0,0.0
8465827ffffffff,2.0,0.0,0.0
8465829ffffffff,2.0,0.0,0.0
846582bffffffff,1.0,0.0,0.0
8465835ffffffff,191.0,0.0,0.0
8465847ffffffff,184.0,0.0,0.0
8465851ffffffff,61.0,0.0,0.0
8465855ffffffff,6.0,0.0,0.0
8465857ffffffff,3.0,0.0,0.0
8465859ffffffff,8.0,0.0,0.0
846585bffffffff,2.0,0.0,0.0
8465861ffffffff,6.0,0.0,0.0
8465867ffffffff,2.0,0.0,0.0
846586bffffffff,74.0,0.0,0.0
8465885ffffffff,7.0,5.0,0.0
8465887ffffffff,16.0,8.0,0.0
8465891ffffffff,3.0,0.0,0.0
8465893ffffffff,5.0,0.0,0.0
8465895ffffffff,2.0,0.0,0.0
8465897ffffffff,21.0,12.0,0.0
846589bffffffff,14.0,0.0,0.0
84658a1ffffffff,14.0,14.0,0.0
84658a3ffffffff,55.0,2.0,0.0
84658a9ffffffff,25.0,4.0,0.0
84658abffffffff,26.0,6.0,0.0
84658adffffffff,11.0,2.0,0.0
84658b3ffffffff,26.0,10.0,0.0
84658b5ffffffff,1.0,0.0,0.0
84658b7ffffffff,11.0,0.0,0.0
84658bbffffffff,2.0,0.0,0.0
84658e1ffffffff,3.0,0.0,0.0
84658e7ffffffff,24.0,19.0,0.0
8465907ffffffff,8.0,0.0,0.0
846590bffffffff,5.0,0.0,0.0
8465911ffffffff,122.0,0.0,0.0
8465913ffffffff,1.0,0.0,0.0
8465915ffffffff,23.0,0.0,0.0
8465917ffffffff,3.0,0.0,0.0
8465919ffffffff,5.0,0.0,0.0
846591bffffffff,93.0,0.0,0.0
846591dffffffff,84.0,0.0,0.0
8465929ffffffff,2.0,0.0,0.0
8465933ffffffff,3.0,0.0,0.0
8465935ffffffff,3.0,3.0,0.0
8465939ffffffff,2.0,0.0,0.0
8465945ffffffff,1.0,0.0,0.0
8465947ffffffff,2.0,0.0,0.0
8465959ffffffff,21.0,0.0,0.0
846595dffffffff,19.0,0.0,0.0
8465961ffffffff,18.0,0.0,0.0
8465969ffffffff,7.0,0.0,0.0
8465981ffffffff,3.0,3.0,0.0
846598bffffffff,19.0,14.0,0.0
8465991ffffffff,14.0,4.0,0.0
8465993ffffffff,1131.0,382.0,0.0
8465999ffffffff,6.0,0.0,0.0
846599bffffffff,16.0,6.0,0.0
846599dffffffff,7.0,1.0,0.0
84659c1ffffffff,82.0,0.0,0.0
84659c3ffffffff,6.0,0.0,0.0
84659c9ffffffff,195.0,0.0,0.0
84659cbffffffff,4.0,0.0,0.0
84659dbffffffff,10.0,4.0,0.0
84659e5ffffffff,1.0,0.0,0.0
84659e9ffffffff,17.0,0.0,0.0
8465b01ffffffff,268.0,22.0,0.0
8465b09ffffffff,22.0,0.0,0.0
8465b0dffffffff,2.0,2.0,0.0
8465b21ffffffff,4.0,0.0,0.0
8465b23ffffffff,7.0,0.0,0.0
8465b25ffffffff,2.0,0.0,0.0
8465b2bffffffff,65.0,0.0,0.0
8465b31ffffffff,3.0,0.0,0.0
8465b33ffffffff,18.0,0.0,0.0
8465b39ffffffff,29.0,0.0,0.0
8465b3dffffffff,139.0,0.0,0.0
8465b61ffffffff,7.0,0.0,0.0
8465b67ffffffff,2.0,0.0,0.0
8465b6bffffffff,38.0,1.0,0.0
8468281ffffffff,195.0,0.0,43.0
8468285ffffffff,293.0,0.0,53.0
846828bffffffff,1.0,0.0,1.0
84682a9ffffffff,12.0,0.0,6.0
84682d1ffffffff,24.0,0.0,0.0
8469145ffffffff,1.0,0.0,0.0
846934dffffffff,2.0,0.0,0.0
848c1a7ffffffff,12.0,0.0,0.0
848c1a9ffffffff,1.0,0.0,0.0
848c8a3ffffffff,1.0,0.0,0.0
848cad5ffffffff,22.0,0.0,0.0
848caddffffffff,37.0,0.0,0.0
848cd51ffffffff,1.0,0.0,0.0
848cd55ffffffff,5.0,0.0,0.0
848cd61ffffffff,1.0,0.0,0.0
