cell_id,Colaptes rivolii,Colaptes rivolii [rivolii Group],Colaptes rivolii atriceps
848e61dffffffff,2.0,0.0,0.0
848e641ffffffff,21.0,0.0,0.0
848e649ffffffff,21.0,0.0,0.0
848e64bffffffff,18.0,0.0,0.0
848e651ffffffff,51.0,0.0,0.0
848e655ffffffff,2.0,0.0,0.0
848e657ffffffff,10.0,0.0,0.0
848e6c1ffffffff,3.0,0.0,0.0
848e6c9ffffffff,3.0,0.0,0.0
848e6d1ffffffff,2.0,0.0,0.0
848e6d9ffffffff,78.0,0.0,0.0
848e6ddffffffff,44.0,0.0,0.0
848f0d3ffffffff,38.0,4.0,0.0
848f291ffffffff,19.0,1.0,0.0
848f293ffffffff,5.0,0.0,0.0
848f295ffffffff,5.0,0.0,0.0
848f297ffffffff,11.0,0.0,0.0
848f29dffffffff,2.0,0.0,0.0
848f2bbffffffff,24.0,5.0,0.0
848f2d3ffffffff,38.0,0.0,0.0
848f2d5ffffffff,8.0,0.0,0.0
848f2d9ffffffff,2.0,0.0,0.0
848f2ddffffffff,2.0,0.0,0.0
848f425ffffffff,11.0,0.0,0.0
848f42dffffffff,31.0,0.0,0.0
848f461ffffffff,1.0,0.0,0.0
848f465ffffffff,2.0,0.0,0.0
848f4a5ffffffff,56.0,7.0,0.0
848f4a7ffffffff,9.0,0.0,0.0
848f541ffffffff,7.0,0.0,0.0
848f545ffffffff,1.0,0.0,0.0
848f549ffffffff,8.0,0.0,0.0
848f54bffffffff,4.0,0.0,0.0
848f54dffffffff,11.0,0.0,0.0
848f551ffffffff,2.0,0.0,0.0
848f553ffffffff,68.0,0.0,0.0
848f559ffffffff,44.0,2.0,0.0
848f55bffffffff,37.0,0.0,0.0
848f55dffffffff,12.0,0.0,0.0
848f599ffffffff,2.0,0.0,0.0
848f59bffffffff,4.0,0.0,0.0
848f5c1ffffffff,2.0,0.0,0.0
848f5d7ffffffff,3.0,0.0,0.0
848f5ddffffffff,6.0,0.0,0.0
848f70dffffffff,2.0,0.0,0.0
848f721ffffffff,221.0,7.0,0.0
848f725ffffffff,10.0,8.0,0.0
848f727ffffffff,9.0,0.0,0.0
848f729ffffffff,30.0,0.0,0.0
848f72dffffffff,71.0,4.0,0.0
848f733ffffffff,204.0,0.0,0.0
848f745ffffffff,35.0,0.0,0.0
848f761ffffffff,23.0,0.0,0.0
848f765ffffffff,59.0,6.0,0.0
848f767ffffffff,52.0,13.0,0.0
848f769ffffffff,87.0,0.0,0.0
848f76bffffffff,28.0,0.0,0.0
848f76dffffffff,89.0,3.0,0.0
84b3219ffffffff,6.0,0.0,0.0
84b3253ffffffff,61.0,0.0,0.0
84b325dffffffff,2.0,0.0,0.0
