cell_id,Branta hutchinsii,Branta hutchinsii leucopareia,Branta hutchinsii hutchinsii,Branta hutchinsii minima,Branta hutchinsii taverneri
8226a7fffffffff,20.0,0.0,0.0,0.0,0.0
8226affffffffff,705.0,4.0,92.0,2.0,49.0
8226b7fffffffff,12.0,0.0,0.0,0.0,0.0
8226c7fffffffff,54.0,0.0,5.0,0.0,0.0
8226cffffffffff,43.0,0.0,0.0,0.0,0.0
8226d7fffffffff,56.0,0.0,9.0,0.0,8.0
8226dffffffffff,100.0,0.0,0.0,0.0,0.0
8226e7fffffffff,84.0,0.0,14.0,0.0,0.0
8226effffffffff,31.0,0.0,2.0,0.0,0.0
8226f7fffffffff,131.0,0.0,14.0,0.0,1.0
822707fffffffff,6.0,0.0,0.0,0.0,0.0
82270ffffffffff,11.0,0.0,0.0,0.0,0.0
822717fffffffff,38.0,0.0,2.0,0.0,0.0
82271ffffffffff,10.0,0.0,0.0,0.0,0.0
822747fffffffff,83.0,0.0,8.0,0.0,0.0
82274ffffffffff,866.0,0.0,84.0,0.0,0.0
822757fffffffff,30.0,0.0,7.0,0.0,0.0
82275ffffffffff,189.0,0.0,6.0,0.0,0.0
822767fffffffff,42.0,0.0,0.0,0.0,0.0
82276ffffffffff,198.0,0.0,12.0,0.0,0.0
822777fffffffff,53.0,0.0,3.0,0.0,0.0
822787fffffffff,7.0,0.0,2.0,0.0,0.0
82278ffffffffff,19.0,0.0,0.0,0.0,0.0
822797fffffffff,57.0,0.0,2.0,0.0,0.0
82279ffffffffff,49.0,0.0,0.0,0.0,0.0
8227a7fffffffff,35.0,0.0,1.0,0.0,0.0
8227affffffffff,26.0,0.0,1.0,0.0,0.0
8227b7fffffffff,3.0,0.0,0.0,0.0,0.0
822807fffffffff,119.0,56.0,0.0,16.0,0.0
822817fffffffff,109.0,8.0,0.0,14.0,11.0
82281ffffffffff,255.0,86.0,0.0,35.0,7.0
822837fffffffff,3327.0,929.0,1.0,303.0,11.0
822887fffffffff,117.0,0.0,3.0,10.0,2.0
82288ffffffffff,342.0,0.0,0.0,50.0,24.0
822897fffffffff,87.0,0.0,15.0,2.0,0.0
82289ffffffffff,49.0,0.0,3.0,0.0,0.0
8228a7fffffffff,5.0,0.0,0.0,0.0,0.0
8228affffffffff,49.0,1.0,0.0,3.0,2.0
8228b7fffffffff,246.0,1.0,25.0,0.0,6.0
8228c7fffffffff,177.0,145.0,0.0,22.0,2.0
8228d7fffffffff,438.0,26.0,0.0,73.0,34.0
8228dffffffffff,157.0,1.0,0.0,9.0,10.0
8228f7fffffffff,498.0,13.0,4.0,86.0,40.0
822917fffffffff,75.0,19.0,0.0,13.0,0.0
82291ffffffffff,44.0,17.0,0.0,2.0,0.0
822987fffffffff,195.0,48.0,1.0,4.0,0.0
82298ffffffffff,77.0,16.0,0.0,7.0,0.0
822997fffffffff,51.0,0.0,2.0,0.0,0.0
82299ffffffffff,1.0,0.0,0.0,0.0,0.0
8229a7fffffffff,1338.0,250.0,0.0,107.0,2.0
8229affffffffff,350.0,123.0,0.0,15.0,0.0
8229b7fffffffff,65.0,8.0,17.0,0.0,1.0
822a17fffffffff,2270.0,0.0,302.0,0.0,0.0
822a37fffffffff,719.0,0.0,98.0,0.0,1.0
822a87fffffffff,178.0,0.0,15.0,0.0,0.0
822a8ffffffffff,412.0,0.0,93.0,0.0,0.0
822a97fffffffff,439.0,0.0,6.0,0.0,0.0
822a9ffffffffff,34.0,0.0,0.0,0.0,0.0
822aa7fffffffff,488.0,0.0,130.0,0.0,1.0
822aaffffffffff,1442.0,0.0,305.0,0.0,0.0
822ab7fffffffff,1251.0,0.0,69.0,0.0,0.0
822af7fffffffff,189.0,0.0,32.0,0.0,0.0
822b07fffffffff,115.0,0.0,6.0,0.0,0.0
822b0ffffffffff,2.0,0.0,0.0,0.0,0.0
822b17fffffffff,184.0,0.0,0.0,0.0,0.0
822b1ffffffffff,24.0,0.0,2.0,0.0,0.0
822b2ffffffffff,4.0,0.0,0.0,0.0,0.0
822b37fffffffff,15.0,0.0,0.0,0.0,0.0
822b87fffffffff,480.0,0.0,84.0,0.0,0.0
822b8ffffffffff,766.0,0.0,221.0,2.0,0.0
822b97fffffffff,54.0,0.0,2.0,0.0,0.0
822b9ffffffffff,1605.0,0.0,290.0,0.0,0.0
822ba7fffffffff,250.0,0.0,0.0,0.0,0.0
822baffffffffff,865.0,0.0,3.0,0.0,0.0
822bb7fffffffff,8.0,0.0,0.0,0.0,0.0
822e0ffffffffff,10.0,0.0,0.0,0.0,0.0
822e1ffffffffff,1.0,0.0,0.0,0.0,0.0
822e77fffffffff,2.0,0.0,0.0,0.0,0.0
823907fffffffff,1.0,0.0,0.0,0.0,0.0
824447fffffffff,134.0,0.0,0.0,0.0,0.0
82444ffffffffff,23.0,0.0,4.0,0.0,0.0
82445ffffffffff,3.0,0.0,0.0,0.0,0.0
824467fffffffff,5.0,0.0,0.0,0.0,0.0
82446ffffffffff,25.0,0.0,0.0,0.0,0.0
8244a7fffffffff,6.0,0.0,0.0,0.0,0.0
8244affffffffff,1.0,0.0,0.0,0.0,0.0
8244c7fffffffff,11.0,0.0,3.0,0.0,0.0
8244cffffffffff,51.0,0.0,5.0,0.0,0.0
8244d7fffffffff,2.0,0.0,0.0,0.0,0.0
8244dffffffffff,55.0,0.0,0.0,0.0,0.0
8244e7fffffffff,5.0,0.0,3.0,0.0,0.0
8244effffffffff,43.0,0.0,2.0,3.0,0.0
82464ffffffffff,305.0,18.0,0.0,14.0,0.0
82480ffffffffff,10.0,2.0,0.0,0.0,0.0
824817fffffffff,2.0,0.0,0.0,0.0,0.0
824827fffffffff,16.0,7.0,0.0,0.0,0.0
82482ffffffffff,33.0,13.0,0.0,0.0,0.0
824847fffffffff,3.0,1.0,0.0,0.0,0.0
82484ffffffffff,4.0,1.0,0.0,0.0,0.0
824857fffffffff,11.0,8.0,0.0,3.0,0.0
82485ffffffffff,134.0,27.0,6.0,2.0,0.0
824877fffffffff,9.0,3.0,0.0,0.0,0.0
824887fffffffff,12.0,0.0,0.0,0.0,0.0
82488ffffffffff,47.0,0.0,0.0,0.0,0.0
824897fffffffff,37.0,0.0,0.0,0.0,0.0
82489ffffffffff,14.0,0.0,0.0,0.0,0.0
8248b7fffffffff,21.0,0.0,3.0,0.0,0.0
8248c7fffffffff,11.0,0.0,0.0,0.0,0.0
8248cffffffffff,104.0,0.0,26.0,2.0,2.0
8248d7fffffffff,29.0,0.0,4.0,0.0,0.0
8248dffffffffff,36.0,0.0,3.0,0.0,3.0
8248effffffffff,187.0,1.0,15.0,8.0,2.0
824ecffffffffff,4.0,0.0,0.0,0.0,0.0
825d17fffffffff,54.0,14.0,0.0,2.0,3.0
