cell_id,Megarynchus pitangua,Megarynchus pitangua [mexicanus Group],Megarynchus pitangua pitangua,Megarynchus pitangua chrysogaster
83a825fffffffff,9.0,0.0,0.0,0.0
83a826fffffffff,20.0,0.0,0.0,0.0
83a828fffffffff,22.0,0.0,0.0,0.0
83a829fffffffff,62.0,0.0,0.0,0.0
83a82afffffffff,29.0,0.0,0.0,0.0
83a82bfffffffff,15.0,0.0,0.0,0.0
83a82cfffffffff,25.0,0.0,0.0,0.0
83a82dfffffffff,19.0,0.0,1.0,0.0
83a82efffffffff,23.0,0.0,0.0,0.0
83a831fffffffff,202.0,0.0,16.0,0.0
83a833fffffffff,79.0,0.0,1.0,0.0
83a835fffffffff,100.0,0.0,0.0,0.0
83a840fffffffff,124.0,0.0,7.0,0.0
83a841fffffffff,21.0,0.0,0.0,0.0
83a842fffffffff,28.0,0.0,0.0,0.0
83a843fffffffff,3.0,0.0,0.0,0.0
83a844fffffffff,77.0,0.0,5.0,0.0
83a845fffffffff,15.0,0.0,0.0,0.0
83a846fffffffff,145.0,0.0,1.0,0.0
83a84afffffffff,5.0,0.0,0.0,0.0
83a84dfffffffff,2.0,0.0,0.0,0.0
83a84efffffffff,10.0,0.0,0.0,0.0
83a851fffffffff,4.0,0.0,0.0,0.0
83a853fffffffff,2.0,0.0,0.0,0.0
83a855fffffffff,85.0,0.0,6.0,0.0
83a856fffffffff,1.0,0.0,0.0,0.0
83a859fffffffff,837.0,0.0,42.0,0.0
83a85afffffffff,3.0,0.0,0.0,0.0
83a85bfffffffff,25.0,0.0,0.0,0.0
83a85dfffffffff,246.0,0.0,14.0,0.0
83a860fffffffff,41.0,0.0,0.0,0.0
83a862fffffffff,46.0,0.0,1.0,0.0
83a863fffffffff,10.0,0.0,0.0,0.0
83a864fffffffff,3.0,0.0,0.0,0.0
83a866fffffffff,36.0,0.0,0.0,0.0
83a86afffffffff,2.0,0.0,0.0,0.0
83a86bfffffffff,2.0,0.0,0.0,0.0
83a86dfffffffff,1.0,0.0,0.0,0.0
83a86efffffffff,2.0,0.0,0.0,0.0
83a870fffffffff,25.0,0.0,0.0,0.0
83a871fffffffff,7.0,0.0,0.0,0.0
83a872fffffffff,7.0,0.0,0.0,0.0
83a873fffffffff,35.0,0.0,4.0,0.0
83a874fffffffff,1.0,0.0,0.0,0.0
83a875fffffffff,47.0,0.0,0.0,0.0
83a876fffffffff,31.0,0.0,0.0,0.0
83a880fffffffff,180.0,0.0,3.0,0.0
83a881fffffffff,410.0,0.0,15.0,0.0
83a882fffffffff,61.0,0.0,1.0,0.0
83a883fffffffff,37.0,0.0,2.0,0.0
83a884fffffffff,287.0,0.0,8.0,0.0
83a885fffffffff,19.0,0.0,0.0,0.0
83a886fffffffff,63.0,0.0,0.0,0.0
83a888fffffffff,2.0,0.0,0.0,0.0
83a889fffffffff,10.0,0.0,0.0,0.0
83a88afffffffff,7.0,0.0,0.0,0.0
83a88bfffffffff,34.0,0.0,0.0,0.0
83a88cfffffffff,67.0,0.0,2.0,0.0
83a88dfffffffff,88.0,0.0,4.0,0.0
83a88efffffffff,81.0,0.0,2.0,0.0
83a891fffffffff,313.0,0.0,51.0,0.0
83a895fffffffff,100.0,0.0,3.0,0.0
83a89afffffffff,3.0,0.0,0.0,0.0
83a89bfffffffff,4.0,0.0,0.0,0.0
83a89cfffffffff,1.0,0.0,0.0,0.0
83a89dfffffffff,4.0,0.0,0.0,0.0
83a89efffffffff,10.0,0.0,0.0,0.0
83a8a0fffffffff,673.0,0.0,0.0,0.0
83a8a1fffffffff,1013.0,0.0,26.0,0.0
83a8a2fffffffff,934.0,0.0,23.0,0.0
83a8a3fffffffff,248.0,0.0,1.0,0.0
83a8a5fffffffff,105.0,0.0,3.0,0.0
83a8a8fffffffff,15.0,0.0,0.0,0.0
83a8a9fffffffff,123.0,0.0,15.0,0.0
83a8aafffffffff,58.0,0.0,0.0,0.0
83a8abfffffffff,20.0,0.0,0.0,0.0
83a8acfffffffff,104.0,0.0,5.0,0.0
83a8adfffffffff,36.0,0.0,0.0,0.0
83a8aefffffffff,32.0,0.0,0.0,0.0
83a8b1fffffffff,14.0,0.0,0.0,0.0
83a8c0fffffffff,159.0,0.0,3.0,0.0
83a8c1fffffffff,3.0,0.0,0.0,0.0
83a8c2fffffffff,183.0,0.0,68.0,0.0
83a8c3fffffffff,2.0,0.0,0.0,0.0
83a8c4fffffffff,13.0,0.0,0.0,0.0
83a8c6fffffffff,18.0,0.0,0.0,0.0
83a8c9fffffffff,10.0,0.0,10.0,0.0
83a8cafffffffff,6.0,0.0,0.0,0.0
83a8ccfffffffff,4.0,0.0,0.0,0.0
83a8cefffffffff,2.0,0.0,0.0,0.0
83a8d0fffffffff,6.0,0.0,0.0,0.0
83a8d1fffffffff,318.0,0.0,10.0,0.0
83a8d3fffffffff,66.0,0.0,0.0,0.0
83a8d4fffffffff,43.0,0.0,0.0,0.0
83a8d5fffffffff,19.0,0.0,4.0,0.0
83a8d6fffffffff,4.0,0.0,0.0,0.0
83a8d9fffffffff,2.0,0.0,0.0,0.0
83a8dafffffffff,10.0,0.0,0.0,0.0
83a8dbfffffffff,6.0,0.0,0.0,0.0
83a8dcfffffffff,1.0,0.0,0.0,0.0
83a8ddfffffffff,2.0,0.0,0.0,0.0
83a8defffffffff,134.0,0.0,2.0,0.0
83a8e0fffffffff,2.0,0.0,0.0,0.0
83a8e4fffffffff,5.0,0.0,0.0,0.0
83a8e5fffffffff,2.0,0.0,0.0,0.0
83a8e6fffffffff,45.0,0.0,1.0,0.0
83a8eafffffffff,1.0,0.0,0.0,0.0
83a8ecfffffffff,24.0,0.0,1.0,0.0
83a8edfffffffff,1.0,0.0,0.0,0.0
83a8eefffffffff,2.0,0.0,0.0,0.0
83a8f0fffffffff,6.0,0.0,0.0,0.0
83a8f1fffffffff,2.0,0.0,0.0,0.0
83a8f4fffffffff,49.0,0.0,0.0,0.0
83a8f5fffffffff,15.0,0.0,0.0,0.0
83a8f6fffffffff,7.0,0.0,0.0,0.0
83a901fffffffff,34.0,0.0,2.0,0.0
83a903fffffffff,6.0,0.0,0.0,0.0
83a905fffffffff,3.0,0.0,0.0,0.0
83a908fffffffff,6.0,0.0,0.0,0.0
83a909fffffffff,29.0,0.0,0.0,0.0
83a90afffffffff,10.0,0.0,0.0,0.0
83a90bfffffffff,6.0,0.0,0.0,0.0
83a90cfffffffff,8.0,0.0,0.0,0.0
83a90dfffffffff,10.0,0.0,0.0,0.0
83a90efffffffff,26.0,0.0,0.0,0.0
83a918fffffffff,12.0,0.0,1.0,0.0
83a919fffffffff,17.0,0.0,0.0,0.0
83a91bfffffffff,136.0,0.0,0.0,0.0
83a91dfffffffff,35.0,0.0,2.0,0.0
83a940fffffffff,20.0,0.0,0.0,0.0
83a941fffffffff,79.0,0.0,0.0,0.0
83a942fffffffff,211.0,0.0,0.0,0.0
83a943fffffffff,331.0,0.0,0.0,0.0
83a944fffffffff,104.0,0.0,0.0,0.0
83a945fffffffff,47.0,0.0,0.0,0.0
83a946fffffffff,456.0,0.0,0.0,0.0
83a94cfffffffff,46.0,0.0,0.0,0.0
83a94efffffffff,397.0,0.0,0.0,0.0
83a950fffffffff,243.0,0.0,0.0,0.0
83a951fffffffff,109.0,0.0,0.0,0.0
83a952fffffffff,171.0,0.0,9.0,0.0
83a953fffffffff,1918.0,0.0,6.0,0.0
83a954fffffffff,18.0,0.0,0.0,0.0
83a955fffffffff,121.0,0.0,0.0,0.0
83a956fffffffff,10.0,0.0,0.0,0.0
83a958fffffffff,4.0,0.0,0.0,0.0
83a959fffffffff,10.0,0.0,0.0,0.0
83a95afffffffff,195.0,0.0,0.0,0.0
83a95bfffffffff,27.0,0.0,0.0,0.0
83a95cfffffffff,234.0,0.0,0.0,0.0
83a95dfffffffff,87.0,0.0,0.0,0.0
83a95efffffffff,298.0,0.0,0.0,0.0
83a960fffffffff,2.0,0.0,0.0,0.0
83a961fffffffff,12.0,0.0,0.0,0.0
83a962fffffffff,45.0,0.0,0.0,0.0
83a963fffffffff,18.0,0.0,0.0,0.0
83a965fffffffff,2.0,0.0,0.0,0.0
83a966fffffffff,1.0,0.0,0.0,0.0
83a968fffffffff,38.0,0.0,0.0,0.0
83a96afffffffff,131.0,0.0,0.0,0.0
83a96bfffffffff,36.0,0.0,0.0,0.0
83a96cfffffffff,4.0,0.0,0.0,0.0
83a96efffffffff,76.0,0.0,0.0,0.0
83a971fffffffff,75.0,0.0,0.0,0.0
83a972fffffffff,6.0,0.0,0.0,0.0
83a973fffffffff,26.0,0.0,0.0,0.0
83a974fffffffff,5.0,0.0,0.0,0.0
83a975fffffffff,8.0,0.0,0.0,0.0
83a976fffffffff,67.0,0.0,0.0,0.0
83b324fffffffff,3.0,0.0,0.0,0.0
83b325fffffffff,9.0,0.0,0.0,0.0
83b349fffffffff,3.0,0.0,0.0,0.0
83b34bfffffffff,8.0,0.0,0.0,0.0
83b361fffffffff,2.0,0.0,0.0,0.0
83b366fffffffff,11.0,0.0,0.0,0.0
83b36dfffffffff,11.0,0.0,0.0,0.0
