cell_id,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax [pyrrhocorax Group],Pyrrhocorax pyrrhocorax baileyi
8439243ffffffff,41.0,0.0,0.0
8439247ffffffff,2.0,0.0,0.0
843924bffffffff,3.0,0.0,0.0
8439259ffffffff,52.0,0.0,0.0
843925bffffffff,5.0,0.0,0.0
843925dffffffff,33.0,0.0,0.0
8439281ffffffff,7.0,0.0,0.0
8439285ffffffff,7.0,0.0,0.0
8439287ffffffff,42.0,0.0,0.0
8439291ffffffff,42.0,0.0,0.0
8439293ffffffff,66.0,0.0,0.0
8439295ffffffff,34.0,0.0,0.0
8439297ffffffff,221.0,0.0,0.0
8439299ffffffff,60.0,0.0,0.0
843929bffffffff,28.0,0.0,0.0
843929dffffffff,160.0,0.0,0.0
84392a1ffffffff,15.0,0.0,0.0
84392a3ffffffff,153.0,0.0,0.0
84392a7ffffffff,95.0,0.0,0.0
84392a9ffffffff,2.0,0.0,0.0
84392abffffffff,5.0,0.0,0.0
84392b1ffffffff,47.0,0.0,0.0
84392b3ffffffff,5.0,0.0,0.0
84392b5ffffffff,235.0,0.0,0.0
84392b7ffffffff,43.0,0.0,0.0
84392b9ffffffff,136.0,0.0,0.0
84392bbffffffff,24.0,0.0,0.0
84392bdffffffff,117.0,0.0,0.0
84392c1ffffffff,61.0,0.0,0.0
84392c3ffffffff,17.0,0.0,0.0
84392c5ffffffff,2.0,0.0,0.0
84392c9ffffffff,156.0,0.0,0.0
84392cbffffffff,374.0,0.0,0.0
84392cdffffffff,155.0,0.0,0.0
84392d1ffffffff,476.0,0.0,0.0
84392d3ffffffff,95.0,0.0,0.0
84392d5ffffffff,64.0,0.0,0.0
84392d7ffffffff,65.0,0.0,0.0
84392d9ffffffff,80.0,0.0,0.0
84392dbffffffff,190.0,0.0,0.0
84392ddffffffff,297.0,0.0,0.0
84392e5ffffffff,109.0,0.0,0.0
84392e7ffffffff,2.0,0.0,0.0
84392e9ffffffff,1.0,0.0,0.0
84392ebffffffff,2.0,0.0,0.0
84392edffffffff,3.0,0.0,0.0
8439317ffffffff,14.0,0.0,0.0
8439441ffffffff,1.0,0.0,0.0
8439443ffffffff,1.0,0.0,0.0
8439449ffffffff,198.0,0.0,0.0
843944bffffffff,38.0,0.0,0.0
843944dffffffff,12.0,0.0,0.0
843950dffffffff,32.0,0.0,0.0
843952dffffffff,1.0,0.0,0.0
8439547ffffffff,6.0,0.0,0.0
8439549ffffffff,21.0,0.0,0.0
843954dffffffff,35.0,0.0,0.0
8439561ffffffff,103.0,0.0,0.0
8439563ffffffff,40.0,0.0,0.0
8439565ffffffff,58.0,0.0,0.0
8439567ffffffff,19.0,0.0,0.0
8439569ffffffff,11.0,0.0,0.0
843956bffffffff,60.0,0.0,0.0
843956dffffffff,36.0,0.0,0.0
8439603ffffffff,1.0,0.0,0.0
8439613ffffffff,7.0,0.0,0.0
8439619ffffffff,4.0,0.0,0.0
843961bffffffff,36.0,0.0,0.0
8439621ffffffff,94.0,0.0,0.0
8439623ffffffff,72.0,0.0,0.0
8439625ffffffff,59.0,0.0,0.0
8439627ffffffff,97.0,0.0,0.0
8439629ffffffff,3.0,0.0,0.0
843962bffffffff,4.0,0.0,0.0
843962dffffffff,194.0,0.0,0.0
8439631ffffffff,3.0,0.0,0.0
8439635ffffffff,67.0,0.0,0.0
8439637ffffffff,2.0,0.0,0.0
8439639ffffffff,1.0,0.0,0.0
843963dffffffff,6.0,0.0,0.0
8439665ffffffff,16.0,0.0,0.0
8439667ffffffff,1.0,0.0,0.0
8439681ffffffff,2.0,0.0,0.0
8439689ffffffff,2.0,0.0,0.0
8439699ffffffff,7.0,0.0,0.0
843969bffffffff,2.0,0.0,0.0
84396c3ffffffff,4.0,0.0,0.0
84396c7ffffffff,4.0,0.0,0.0
84396d1ffffffff,3.0,0.0,0.0
84396d3ffffffff,8.0,0.0,0.0
84396d5ffffffff,2.0,0.0,0.0
84396d7ffffffff,4.0,0.0,0.0
84396d9ffffffff,13.0,0.0,0.0
84396dbffffffff,10.0,0.0,0.0
84396ddffffffff,3.0,0.0,0.0
8439701ffffffff,154.0,0.0,0.0
8439703ffffffff,100.0,0.0,0.0
8439705ffffffff,9.0,0.0,0.0
8439707ffffffff,22.0,0.0,0.0
8439709ffffffff,67.0,0.0,0.0
843970bffffffff,62.0,0.0,0.0
843970dffffffff,61.0,0.0,0.0
8439711ffffffff,402.0,0.0,0.0
8439713ffffffff,19.0,0.0,0.0
8439715ffffffff,10.0,0.0,0.0
8439717ffffffff,6.0,0.0,0.0
8439719ffffffff,10.0,0.0,0.0
843971bffffffff,9.0,0.0,0.0
843971dffffffff,202.0,0.0,0.0
8439721ffffffff,4.0,0.0,0.0
8439723ffffffff,5.0,0.0,0.0
8439725ffffffff,3.0,0.0,0.0
8439727ffffffff,34.0,0.0,0.0
8439729ffffffff,110.0,0.0,0.0
843972bffffffff,3.0,0.0,0.0
843972dffffffff,5.0,0.0,0.0
8439731ffffffff,14.0,0.0,0.0
8439735ffffffff,13.0,0.0,0.0
8439739ffffffff,26.0,0.0,0.0
843973bffffffff,15.0,0.0,0.0
843973dffffffff,5.0,0.0,0.0
8439741ffffffff,444.0,0.0,0.0
8439743ffffffff,27.0,0.0,0.0
8439745ffffffff,126.0,0.0,0.0
8439747ffffffff,221.0,0.0,0.0
8439749ffffffff,146.0,0.0,0.0
843974bffffffff,294.0,0.0,0.0
843974dffffffff,87.0,0.0,0.0
8439751ffffffff,13.0,0.0,0.0
8439753ffffffff,69.0,0.0,0.0
8439755ffffffff,179.0,0.0,0.0
8439757ffffffff,65.0,0.0,0.0
8439759ffffffff,975.0,0.0,0.0
843975bffffffff,482.0,0.0,0.0
843975dffffffff,173.0,0.0,0.0
8439761ffffffff,77.0,0.0,0.0
8439763ffffffff,59.0,0.0,0.0
8439765ffffffff,62.0,0.0,0.0
8439767ffffffff,7.0,0.0,0.0
8439769ffffffff,60.0,0.0,0.0
843976bffffffff,23.0,0.0,0.0
843976dffffffff,30.0,0.0,0.0
8439833ffffffff,445.0,48.0,0.0
8439837ffffffff,11.0,2.0,0.0
843983bffffffff,8.0,0.0,0.0
8439883ffffffff,2.0,0.0,0.0
843988bffffffff,6.0,0.0,0.0
8439899ffffffff,2.0,0.0,0.0
843989bffffffff,6.0,0.0,0.0
84398c7ffffffff,3.0,0.0,0.0
84398d1ffffffff,2.0,0.0,0.0
84398d3ffffffff,2.0,0.0,0.0
84398d5ffffffff,2.0,0.0,0.0
84398dbffffffff,26.0,0.0,0.0
84398e1ffffffff,9.0,0.0,0.0
84398e5ffffffff,26.0,2.0,0.0
84398edffffffff,21.0,2.0,0.0
84399c3ffffffff,2.0,2.0,0.0
8439a93ffffffff,2.0,0.0,0.0
843c003ffffffff,3.0,0.0,0.0
843c005ffffffff,8.0,0.0,0.0
843c00bffffffff,1.0,0.0,0.0
843c00dffffffff,5.0,0.0,0.0
843c011ffffffff,2.0,0.0,0.0
843c015ffffffff,2.0,0.0,0.0
843c031ffffffff,41.0,0.0,0.0
843c039ffffffff,4.0,0.0,0.0
843c03dffffffff,1.0,0.0,0.0
843c047ffffffff,5.0,0.0,0.0
843c063ffffffff,30.0,0.0,0.0
843c06bffffffff,5.0,0.0,0.0
843c087ffffffff,12.0,0.0,0.0
843c08bffffffff,1.0,0.0,0.0
843c097ffffffff,2.0,0.0,0.0
843c099ffffffff,13.0,0.0,0.0
843c09bffffffff,9.0,0.0,0.0
843c09dffffffff,2.0,0.0,0.0
843c0a1ffffffff,14.0,0.0,0.0
843c0a3ffffffff,219.0,0.0,0.0
843c0a5ffffffff,28.0,0.0,0.0
843c0a9ffffffff,131.0,0.0,0.0
843c0adffffffff,6.0,0.0,0.0
843c0b3ffffffff,1.0,0.0,0.0
843c0b5ffffffff,123.0,0.0,0.0
843c0b7ffffffff,152.0,0.0,0.0
843c0b9ffffffff,2.0,0.0,0.0
843c0bdffffffff,2.0,0.0,0.0
843c0c3ffffffff,6.0,0.0,0.0
843c0cdffffffff,1.0,0.0,0.0
843c0d5ffffffff,4.0,0.0,0.0
843c0e3ffffffff,173.0,0.0,0.0
843c0e7ffffffff,160.0,0.0,0.0
843c1dbffffffff,5.0,0.0,0.0
843c225ffffffff,2.0,0.0,0.0
843c311ffffffff,63.0,0.0,0.0
843c315ffffffff,4.0,0.0,0.0
843c317ffffffff,13.0,0.0,0.0
843c319ffffffff,5.0,0.0,0.0
843c31bffffffff,6.0,0.0,0.0
843c31dffffffff,3.0,0.0,0.0
843c357ffffffff,2.0,0.0,0.0
843c411ffffffff,2.0,0.0,0.0
843c41dffffffff,2.0,0.0,0.0
843c421ffffffff,19.0,0.0,0.0
843c423ffffffff,6.0,0.0,0.0
843c427ffffffff,5.0,0.0,0.0
843c431ffffffff,2.0,0.0,0.0
843c437ffffffff,2.0,0.0,0.0
843c44bffffffff,2.0,0.0,0.0
843c455ffffffff,4.0,0.0,0.0
843c45dffffffff,4.0,0.0,0.0
843c4a3ffffffff,1.0,0.0,0.0
843c51bffffffff,2.0,0.0,0.0
843c521ffffffff,261.0,0.0,0.0
843c529ffffffff,21.0,0.0,0.0
843c52dffffffff,27.0,0.0,0.0
843c549ffffffff,2.0,0.0,0.0
843c559ffffffff,3.0,0.0,0.0
843c55bffffffff,3.0,0.0,0.0
843c563ffffffff,2.0,0.0,0.0
843c567ffffffff,4.0,0.0,0.0
843c569ffffffff,4.0,0.0,0.0
843c56dffffffff,14.0,0.0,0.0
843c5c9ffffffff,3.0,0.0,0.0
843c5d3ffffffff,2.0,0.0,0.0
843c63dffffffff,3.0,0.0,0.0
843c661ffffffff,3.0,0.0,0.0
843c681ffffffff,8.0,0.0,0.0
843c683ffffffff,124.0,0.0,0.0
843c685ffffffff,2.0,0.0,0.0
843c687ffffffff,7.0,2.0,0.0
843c689ffffffff,5.0,0.0,0.0
843c68bffffffff,4.0,2.0,0.0
843c691ffffffff,5.0,2.0,0.0
843c693ffffffff,1.0,0.0,0.0
843c69bffffffff,3.0,0.0,0.0
843c69dffffffff,2.0,0.0,0.0
843c6a1ffffffff,7.0,0.0,0.0
843c6a3ffffffff,29.0,2.0,0.0
843c6a7ffffffff,2.0,0.0,0.0
843c6a9ffffffff,2.0,0.0,0.0
843c6abffffffff,24.0,0.0,0.0
843c6adffffffff,3.0,0.0,0.0
843c6b1ffffffff,4.0,0.0,0.0
843c6b5ffffffff,1.0,0.0,0.0
843c6bbffffffff,2.0,0.0,0.0
843c6bdffffffff,26.0,2.0,0.0
843c6c1ffffffff,2.0,0.0,0.0
843c6d5ffffffff,2.0,0.0,0.0
843c6e1ffffffff,7.0,0.0,0.0
843c6e3ffffffff,37.0,0.0,0.0
843c6e7ffffffff,3.0,0.0,0.0
843c6e9ffffffff,18.0,0.0,0.0
843c70dffffffff,6.0,0.0,0.0
843c721ffffffff,9.0,0.0,0.0
843c723ffffffff,3.0,0.0,0.0
843c727ffffffff,49.0,0.0,0.0
843c735ffffffff,2.0,0.0,0.0
843c73dffffffff,2.0,0.0,0.0
843ce49ffffffff,2.0,0.0,0.0
843ce59ffffffff,253.0,0.0,0.0
843ce5bffffffff,5.0,0.0,0.0
843d001ffffffff,1.0,0.0,0.0
843d005ffffffff,184.0,0.0,0.0
843d009ffffffff,15.0,0.0,0.0
843d00dffffffff,104.0,0.0,0.0
843d025ffffffff,4.0,0.0,0.0
843d02dffffffff,10.0,0.0,0.0
843d041ffffffff,106.0,0.0,0.0
843d043ffffffff,61.0,0.0,0.0
843d045ffffffff,111.0,0.0,0.0
843d047ffffffff,5.0,0.0,0.0
843d049ffffffff,278.0,0.0,0.0
843d04bffffffff,2.0,0.0,0.0
843d04dffffffff,294.0,0.0,0.0
843d063ffffffff,20.0,0.0,0.0
843d065ffffffff,4.0,0.0,0.0
843d067ffffffff,24.0,0.0,0.0
843d06bffffffff,127.0,0.0,0.0
843d06dffffffff,7.0,0.0,0.0
843d111ffffffff,27.0,0.0,0.0
843d113ffffffff,9.0,0.0,0.0
843d115ffffffff,4.0,0.0,0.0
843d119ffffffff,32.0,0.0,0.0
843d11dffffffff,3.0,0.0,0.0
843d151ffffffff,10.0,0.0,0.0
843d153ffffffff,4.0,0.0,0.0
843d15bffffffff,35.0,0.0,0.0
843d1a9ffffffff,15.0,0.0,0.0
843d1abffffffff,2.0,0.0,0.0
843d1bdffffffff,1.0,0.0,0.0
843d1e1ffffffff,2.0,0.0,0.0
843d1e5ffffffff,2.0,0.0,0.0
843d1e7ffffffff,39.0,0.0,0.0
843d1e9ffffffff,4.0,0.0,0.0
843d1ebffffffff,3.0,0.0,0.0
843d1edffffffff,105.0,0.0,0.0
843d20dffffffff,3.0,0.0,0.0
843d221ffffffff,5.0,0.0,0.0
843d223ffffffff,53.0,0.0,0.0
843d225ffffffff,16.0,0.0,0.0
843d227ffffffff,101.0,0.0,0.0
843d229ffffffff,8.0,0.0,0.0
843d22bffffffff,2.0,0.0,0.0
843d22dffffffff,11.0,0.0,0.0
843d23dffffffff,1.0,0.0,0.0
843d30bffffffff,2.0,0.0,0.0
843d311ffffffff,10.0,0.0,0.0
843d313ffffffff,2.0,0.0,0.0
843d319ffffffff,2.0,0.0,0.0
843d31bffffffff,4.0,0.0,0.0
843d31dffffffff,17.0,0.0,0.0
843d333ffffffff,13.0,0.0,0.0
843d33bffffffff,8.0,0.0,0.0
843d33dffffffff,7.0,0.0,0.0
843d343ffffffff,2.0,0.0,0.0
843d34bffffffff,2.0,0.0,0.0
843d351ffffffff,11.0,0.0,0.0
843d353ffffffff,21.0,0.0,0.0
843d355ffffffff,5.0,0.0,0.0
843d357ffffffff,4.0,0.0,0.0
843d359ffffffff,19.0,0.0,0.0
843d35bffffffff,15.0,0.0,0.0
843d35dffffffff,22.0,0.0,0.0
843d497ffffffff,6.0,4.0,0.0
843d59bffffffff,2.0,0.0,0.0
843dad1ffffffff,14.0,0.0,0.0
843f60bffffffff,5.0,0.0,0.0
843f613ffffffff,40.0,0.0,0.0
843f615ffffffff,23.0,0.0,0.0
843f617ffffffff,2.0,0.0,0.0
843f61bffffffff,35.0,0.0,0.0
843f68bffffffff,4.0,0.0,0.0
843f691ffffffff,1.0,0.0,0.0
843f6c5ffffffff,2.0,0.0,0.0
843f6c9ffffffff,4.0,0.0,0.0
843f6d5ffffffff,3.0,0.0,0.0
843f6dbffffffff,3.0,0.0,0.0
843f6e3ffffffff,18.0,0.0,0.0
843f6e5ffffffff,3.0,0.0,0.0
843f721ffffffff,5.0,0.0,0.0
843f723ffffffff,9.0,0.0,0.0
843f731ffffffff,9.0,0.0,0.0
843f735ffffffff,18.0,0.0,0.0
8440581ffffffff,2.0,0.0,0.0
8440589ffffffff,2.0,0.0,0.0
844058dffffffff,54.0,0.0,0.0
84405b9ffffffff,11.0,0.0,0.0
84405c1ffffffff,9.0,0.0,0.0
84405cbffffffff,2.0,0.0,0.0
8440899ffffffff,2.0,0.0,0.0
84408d7ffffffff,2.0,0.0,0.0
8440c05ffffffff,8.0,2.0,0.0
8440c0dffffffff,4.0,2.0,0.0
8440c19ffffffff,11.0,7.0,0.0
8440c25ffffffff,1.0,1.0,0.0
8440c27ffffffff,10.0,3.0,0.0
8440c29ffffffff,7.0,2.0,0.0
8440c2bffffffff,1.0,1.0,0.0
8440c2dffffffff,2.0,2.0,0.0
8440c39ffffffff,2.0,0.0,0.0
8440c43ffffffff,2.0,0.0,0.0
8440c59ffffffff,24.0,4.0,0.0
8440c5bffffffff,9.0,0.0,0.0
8440c63ffffffff,29.0,0.0,0.0
8440c69ffffffff,1.0,0.0,0.0
8440c93ffffffff,2.0,0.0,0.0
8440ca3ffffffff,1.0,0.0,0.0
8440cd3ffffffff,2.0,0.0,0.0
8440ce3ffffffff,3.0,0.0,0.0
8440ce7ffffffff,6.0,0.0,0.0
8440cedffffffff,3.0,0.0,0.0
8440d1bffffffff,1.0,0.0,0.0
8440d33ffffffff,1.0,0.0,0.0
8440da3ffffffff,2.0,0.0,0.0
8440da9ffffffff,3.0,0.0,0.0
8440dc1ffffffff,24.0,5.0,0.0
8440dc3ffffffff,10.0,1.0,0.0
8440dc9ffffffff,8.0,1.0,0.0
8440dcdffffffff,12.0,1.0,0.0
8440de3ffffffff,1.0,0.0,0.0
8440dedffffffff,3.0,0.0,0.0
8440e81ffffffff,2.0,0.0,0.0
8440e85ffffffff,5.0,2.0,0.0
8440e89ffffffff,8.0,2.0,0.0
8440e8dffffffff,5.0,0.0,0.0
8440ea9ffffffff,3.0,0.0,0.0
8440ec5ffffffff,3.0,0.0,0.0
8440ec7ffffffff,2.0,0.0,0.0
8440ee5ffffffff,121.0,39.0,0.0
84431c5ffffffff,2.0,0.0,0.0
84431e9ffffffff,11.0,0.0,0.0
844325dffffffff,1.0,0.0,0.0
8443261ffffffff,10.0,0.0,0.0
8443267ffffffff,2.0,0.0,0.0
8443269ffffffff,2.0,0.0,0.0
8443297ffffffff,2.0,0.0,0.0
84432abffffffff,2.0,0.0,0.0
84432c5ffffffff,4.0,0.0,0.0
84432e5ffffffff,2.0,0.0,0.0
8443309ffffffff,2.0,0.0,0.0
8443319ffffffff,9.0,0.0,0.0
844331dffffffff,2.0,0.0,0.0
8443351ffffffff,2.0,0.0,0.0
8443357ffffffff,3.0,0.0,0.0
844335bffffffff,2.0,0.0,0.0
844360bffffffff,6.0,0.0,0.0
844361dffffffff,5.0,0.0,0.0
8443641ffffffff,4.0,0.0,0.0
8443643ffffffff,3.0,0.0,0.0
8443647ffffffff,2.0,0.0,0.0
8443655ffffffff,15.0,0.0,0.0
8443657ffffffff,1.0,0.0,0.0
844365dffffffff,3.0,0.0,0.0
8443705ffffffff,2.0,0.0,0.0
8443707ffffffff,5.0,0.0,0.0
8443715ffffffff,2.0,0.0,0.0
845280dffffffff,12.0,0.0,4.0
8452863ffffffff,4.0,0.0,0.0
847ac15ffffffff,1.0,0.0,0.0
847ac8bffffffff,1.0,0.0,0.0
847acc5ffffffff,70.0,0.0,31.0
847acd5ffffffff,2.0,0.0,2.0
847acd7ffffffff,1.0,0.0,0.0
