cell_id,Lathrotriccus euleri,Lathrotriccus euleri [flaviventris Group],Lathrotriccus euleri euleri/argentinus
828b5ffffffffff,36.0,0.0,0.0
828b67fffffffff,79.0,4.0,0.0
828b6ffffffffff,28.0,0.0,0.0
828b77fffffffff,37.0,0.0,0.0
828b87fffffffff,8.0,0.0,0.0
828b9ffffffffff,140.0,0.0,0.0
828ba7fffffffff,3.0,0.0,0.0
828bb7fffffffff,76.0,0.0,0.0
828e67fffffffff,25.0,0.0,0.0
828f47fffffffff,225.0,3.0,0.0
828f4ffffffffff,54.0,0.0,0.0
828f5ffffffffff,13.0,0.0,0.0
828f67fffffffff,2.0,0.0,0.0
828f6ffffffffff,10.0,0.0,0.0
828f77fffffffff,53.0,14.0,0.0
82a597fffffffff,4.0,0.0,0.0
82a807fffffffff,737.0,0.0,0.0
82a80ffffffffff,7.0,0.0,0.0
82a817fffffffff,2835.0,0.0,0.0
82a81ffffffffff,1130.0,0.0,0.0
82a827fffffffff,217.0,0.0,0.0
82a82ffffffffff,54.0,0.0,0.0
82a837fffffffff,540.0,0.0,0.0
82a847fffffffff,14.0,0.0,0.0
82a84ffffffffff,1.0,0.0,0.0
82a857fffffffff,4.0,0.0,0.0
82a85ffffffffff,57.0,0.0,0.0
82a867fffffffff,21.0,0.0,0.0
82a86ffffffffff,3.0,0.0,0.0
82a877fffffffff,5.0,0.0,0.0
82a887fffffffff,505.0,0.0,0.0
82a88ffffffffff,69.0,0.0,0.0
82a897fffffffff,64.0,0.0,0.0
82a89ffffffffff,10.0,0.0,0.0
82a8a7fffffffff,1330.0,0.0,0.0
82a8affffffffff,274.0,0.0,0.0
82a8b7fffffffff,8.0,0.0,0.0
82a8c7fffffffff,110.0,0.0,0.0
82a8cffffffffff,9.0,0.0,0.0
82a8d7fffffffff,209.0,0.0,0.0
82a8dffffffffff,45.0,0.0,0.0
82a8e7fffffffff,5.0,0.0,0.0
82a8effffffffff,10.0,0.0,0.0
82a8f7fffffffff,16.0,0.0,0.0
82a907fffffffff,30.0,0.0,0.0
82a90ffffffffff,97.0,0.0,0.0
82a91ffffffffff,257.0,0.0,0.0
82a92ffffffffff,241.0,0.0,0.0
82a947fffffffff,515.0,0.0,0.0
82a94ffffffffff,91.0,0.0,0.0
82a957fffffffff,960.0,0.0,0.0
82a95ffffffffff,52.0,0.0,0.0
82a967fffffffff,162.0,0.0,0.0
82a96ffffffffff,160.0,0.0,0.0
82a977fffffffff,75.0,0.0,0.0
82b24ffffffffff,2.0,0.0,0.0
82b26ffffffffff,6.0,0.0,0.0
82b277fffffffff,14.0,0.0,0.0
82b327fffffffff,5.0,0.0,0.0
82b347fffffffff,163.0,0.0,0.0
82b34ffffffffff,5.0,0.0,0.0
82b357fffffffff,47.0,0.0,0.0
82b35ffffffffff,345.0,0.0,0.0
82b367fffffffff,2.0,0.0,0.0
82b36ffffffffff,8.0,0.0,0.0
82c2c7fffffffff,102.0,0.0,0.0
82c2cffffffffff,158.0,0.0,0.0
82c2d7fffffffff,40.0,0.0,0.0
82c2dffffffffff,53.0,0.0,2.0
82c2e7fffffffff,116.0,0.0,0.0
82c2effffffffff,7.0,0.0,0.0
82c2f7fffffffff,26.0,0.0,0.0
