cell_id,Cepphus grylle,Cepphus grylle mandtii,Cepphus grylle [grylle Group]
8407467ffffffff,13.0,0.0,0.0
84074e9ffffffff,51.0,0.0,8.0
84074edffffffff,126.0,0.0,16.0
8407513ffffffff,45.0,0.0,3.0
8407517ffffffff,2.0,0.0,0.0
8407519ffffffff,7.0,0.0,4.0
840751bffffffff,35.0,0.0,5.0
840753bffffffff,35.0,0.0,0.0
8407551ffffffff,13.0,0.0,0.0
8407553ffffffff,11.0,0.0,2.0
8407559ffffffff,18.0,0.0,3.0
840755bffffffff,68.0,0.0,7.0
840755dffffffff,57.0,0.0,24.0
8407581ffffffff,78.0,0.0,7.0
8407585ffffffff,6.0,0.0,0.0
8407589ffffffff,83.0,0.0,13.0
840758dffffffff,62.0,0.0,0.0
84075a9ffffffff,83.0,0.0,18.0
84075c1ffffffff,17.0,0.0,2.0
84075c5ffffffff,15.0,0.0,1.0
84075c7ffffffff,128.0,0.0,11.0
84075cbffffffff,20.0,0.0,4.0
84075cdffffffff,16.0,0.0,2.0
84075d1ffffffff,186.0,0.0,17.0
84075d9ffffffff,95.0,2.0,6.0
84075ddffffffff,171.0,0.0,9.0
84075e1ffffffff,30.0,0.0,3.0
84075e3ffffffff,10.0,0.0,0.0
84075e5ffffffff,2.0,0.0,0.0
84075e7ffffffff,1.0,0.0,0.0
84075e9ffffffff,12.0,0.0,0.0
84075ebffffffff,234.0,0.0,31.0
84075edffffffff,102.0,0.0,5.0
8407621ffffffff,25.0,0.0,4.0
8407623ffffffff,110.0,0.0,20.0
8407625ffffffff,17.0,0.0,0.0
840762bffffffff,2.0,0.0,0.0
8407635ffffffff,6.0,0.0,0.0
8407703ffffffff,56.0,0.0,37.0
8407711ffffffff,2.0,0.0,0.0
8407715ffffffff,41.0,0.0,23.0
8407719ffffffff,7.0,0.0,1.0
840771dffffffff,14.0,0.0,8.0
8407731ffffffff,61.0,0.0,19.0
8407733ffffffff,386.0,2.0,79.0
8407739ffffffff,53.0,0.0,22.0
840773bffffffff,17.0,0.0,3.0
8407753ffffffff,41.0,0.0,4.0
8407ac3ffffffff,1.0,0.0,0.0
8408005ffffffff,1.0,0.0,0.0
8408007ffffffff,2.0,0.0,0.0
840802dffffffff,2.0,0.0,0.0
8408033ffffffff,1.0,0.0,0.0
8408057ffffffff,8.0,0.0,0.0
8408061ffffffff,3.0,0.0,0.0
8408065ffffffff,36.0,0.0,0.0
8408151ffffffff,4.0,0.0,1.0
8408159ffffffff,2.0,0.0,0.0
840815bffffffff,31.0,0.0,0.0
8408283ffffffff,6.0,0.0,0.0
8408287ffffffff,2.0,0.0,0.0
840829bffffffff,7.0,0.0,0.0
84082a1ffffffff,1.0,0.0,0.0
84082abffffffff,1.0,0.0,0.0
84082bdffffffff,2.0,0.0,0.0
84082d1ffffffff,2.0,0.0,0.0
84082dbffffffff,3.0,0.0,0.0
8408305ffffffff,2.0,0.0,0.0
8408333ffffffff,6.0,0.0,0.0
8408361ffffffff,1.0,0.0,0.0
840836dffffffff,25.0,0.0,0.0
8408807ffffffff,3.0,0.0,0.0
840880bffffffff,19.0,0.0,0.0
8408823ffffffff,1.0,0.0,0.0
8408831ffffffff,2.0,0.0,0.0
8408837ffffffff,23.0,0.0,0.0
8408839ffffffff,6.0,0.0,0.0
840883dffffffff,15.0,0.0,0.0
8408889ffffffff,10.0,0.0,0.0
840888dffffffff,2.0,0.0,0.0
84088dbffffffff,2.0,0.0,0.0
84088e1ffffffff,18.0,0.0,14.0
84088edffffffff,6.0,0.0,0.0
8408901ffffffff,9.0,0.0,0.0
8408937ffffffff,1.0,0.0,0.0
8408951ffffffff,2.0,0.0,0.0
8408959ffffffff,22.0,0.0,9.0
840895bffffffff,2.0,0.0,0.0
8408965ffffffff,1.0,0.0,0.0
8408967ffffffff,2.0,0.0,0.0
8408985ffffffff,11.0,0.0,0.0
840898bffffffff,5.0,0.0,0.0
8408995ffffffff,7.0,0.0,0.0
84089adffffffff,2.0,0.0,0.0
84089b1ffffffff,2.0,0.0,0.0
84089bbffffffff,4.0,0.0,0.0
84089cbffffffff,3.0,0.0,0.0
84089d1ffffffff,7.0,0.0,0.0
84089ddffffffff,16.0,0.0,0.0
84089e3ffffffff,2.0,0.0,0.0
84089ebffffffff,20.0,0.0,0.0
84089edffffffff,3.0,0.0,0.0
8408b37ffffffff,4.0,0.0,0.0
8408c6dffffffff,2.0,0.0,0.0
8408c93ffffffff,4.0,0.0,0.0
8408d49ffffffff,3.0,0.0,0.0
8408d51ffffffff,6.0,0.0,0.0
8408d53ffffffff,2.0,0.0,0.0
8408d5dffffffff,7.0,0.0,0.0
8408e99ffffffff,2.0,0.0,0.0
8408e9bffffffff,7.0,0.0,0.0
8408ec9ffffffff,1.0,0.0,0.0
8408ed3ffffffff,23.0,0.0,0.0
8408ed7ffffffff,1.0,0.0,0.0
8408edbffffffff,22.0,0.0,0.0
8408f29ffffffff,8.0,0.0,0.0
8408f2dffffffff,2.0,0.0,0.0
84094a7ffffffff,7.0,0.0,0.0
84094b3ffffffff,6.0,0.0,0.0
84094b5ffffffff,11.0,0.0,0.0
84094b7ffffffff,13.0,0.0,0.0
8409583ffffffff,2.0,0.0,0.0
8409585ffffffff,2.0,0.0,0.0
8409587ffffffff,10.0,0.0,0.0
840958bffffffff,2.0,0.0,0.0
8409591ffffffff,7.0,0.0,0.0
8409599ffffffff,8.0,0.0,0.0
840959bffffffff,3.0,0.0,0.0
840959dffffffff,1.0,0.0,0.0
84095a9ffffffff,10.0,0.0,0.0
84095abffffffff,2.0,0.0,0.0
84095adffffffff,17.0,0.0,0.0
84095b1ffffffff,1.0,0.0,0.0
84095e7ffffffff,2.0,0.0,0.0
8409805ffffffff,23.0,0.0,0.0
8409811ffffffff,2.0,0.0,0.0
8409821ffffffff,9.0,0.0,0.0
8409829ffffffff,8.0,0.0,0.0
840982bffffffff,12.0,0.0,0.0
840982dffffffff,4.0,0.0,0.0
8409889ffffffff,2.0,0.0,0.0
84098c7ffffffff,12.0,0.0,0.0
84098dbffffffff,6.0,0.0,0.0
84098ddffffffff,1.0,0.0,0.0
8409911ffffffff,20.0,0.0,2.0
8409917ffffffff,7.0,0.0,0.0
840991bffffffff,53.0,0.0,2.0
8409937ffffffff,3.0,0.0,0.0
8409981ffffffff,6.0,0.0,0.0
8409995ffffffff,2.0,0.0,0.0
84099b9ffffffff,2.0,0.0,0.0
84099bdffffffff,4.0,0.0,0.0
84099e9ffffffff,2.0,0.0,0.0
8409a09ffffffff,92.0,0.0,3.0
8409a41ffffffff,17.0,0.0,0.0
8409a43ffffffff,13.0,0.0,2.0
8409a45ffffffff,47.0,0.0,1.0
8409a47ffffffff,102.0,0.0,5.0
8409a4dffffffff,30.0,0.0,0.0
8409a55ffffffff,6.0,0.0,0.0
8409a69ffffffff,81.0,0.0,7.0
8409a6bffffffff,135.0,0.0,4.0
8409aa3ffffffff,1.0,0.0,0.0
840c143ffffffff,219.0,0.0,0.0
840c147ffffffff,63.0,0.0,0.0
840c14dffffffff,22.0,0.0,0.0
840ca43ffffffff,624.0,0.0,0.0
840ca55ffffffff,2.0,0.0,0.0
840cb6dffffffff,1.0,0.0,0.0
840d039ffffffff,478.0,0.0,0.0
840d0d9ffffffff,12.0,0.0,0.0
840d747ffffffff,1.0,0.0,0.0
840d755ffffffff,1.0,0.0,0.0
840d98bffffffff,1.0,0.0,0.0
840e063ffffffff,1.0,0.0,0.0
840e085ffffffff,2.0,0.0,0.0
840e0b1ffffffff,10.0,0.0,0.0
840e0bbffffffff,4.0,0.0,0.0
840e0bdffffffff,9.0,0.0,0.0
840e0e5ffffffff,6.0,0.0,0.0
840e0e7ffffffff,3.0,0.0,0.0
840e1dbffffffff,3.0,0.0,0.0
840e215ffffffff,1.0,0.0,0.0
840e227ffffffff,1.0,0.0,0.0
840e311ffffffff,1.0,0.0,0.0
840e367ffffffff,26.0,0.0,0.0
840e491ffffffff,268.0,0.0,0.0
840e493ffffffff,452.0,0.0,0.0
840e497ffffffff,17.0,0.0,0.0
840e499ffffffff,40.0,0.0,0.0
840e49bffffffff,602.0,0.0,0.0
840e4d3ffffffff,35.0,0.0,0.0
840e4dbffffffff,321.0,0.0,0.0
840e805ffffffff,20.0,0.0,0.0
840e863ffffffff,3.0,0.0,0.0
840ee41ffffffff,5.0,0.0,0.0
840ee85ffffffff,3.0,0.0,0.0
840eea3ffffffff,2.0,0.0,0.0
840eeabffffffff,8.0,0.0,0.0
840eee1ffffffff,6.0,0.0,0.0
840eee3ffffffff,6.0,0.0,0.0
840eee5ffffffff,5.0,0.0,0.0
840f0b1ffffffff,1.0,0.0,0.0
840f23dffffffff,2.0,0.0,0.0
840f285ffffffff,2.0,0.0,0.0
840f2e3ffffffff,2.0,0.0,0.0
840f2e7ffffffff,2.0,0.0,0.0
840f31bffffffff,1.0,0.0,0.0
840f329ffffffff,3.0,0.0,0.0
840f363ffffffff,4.0,0.0,0.0
840f437ffffffff,3.0,0.0,0.0
840f487ffffffff,2.0,0.0,0.0
840f493ffffffff,4.0,0.0,0.0
840f509ffffffff,2.0,0.0,0.0
840f519ffffffff,2.0,0.0,0.0
840f555ffffffff,2.0,0.0,0.0
840f569ffffffff,3.0,0.0,0.0
840fa55ffffffff,1.0,0.0,0.0
840fa57ffffffff,1.0,0.0,0.0
8411265ffffffff,1.0,0.0,0.0
8411267ffffffff,8.0,0.0,0.0
841126dffffffff,17.0,0.0,4.0
8411707ffffffff,2.0,0.0,0.0
8418011ffffffff,29.0,0.0,0.0
8418013ffffffff,8.0,0.0,0.0
8418019ffffffff,23.0,0.0,7.0
841801bffffffff,8.0,0.0,1.0
841801dffffffff,14.0,0.0,3.0
841804bffffffff,14.0,0.0,0.0
8418053ffffffff,26.0,0.0,23.0
8418057ffffffff,2.0,0.0,0.0
8418059ffffffff,67.0,0.0,1.0
841805bffffffff,44.0,0.0,0.0
84180cdffffffff,34.0,0.0,2.0
8418203ffffffff,8.0,0.0,0.0
841820bffffffff,9.0,0.0,3.0
8418223ffffffff,3.0,0.0,0.0
8418235ffffffff,28.0,0.0,8.0
8418237ffffffff,3.0,0.0,0.0
8418239ffffffff,1.0,0.0,0.0
841823dffffffff,9.0,0.0,5.0
8418243ffffffff,4.0,0.0,0.0
8418251ffffffff,1.0,0.0,0.0
8418255ffffffff,6.0,0.0,2.0
8418259ffffffff,17.0,0.0,1.0
841825dffffffff,3.0,0.0,0.0
841828bffffffff,15.0,0.0,1.0
8418299ffffffff,11.0,0.0,0.0
84182a3ffffffff,5.0,0.0,0.0
84182abffffffff,2.0,0.0,0.0
84182c1ffffffff,61.0,0.0,0.0
84182c3ffffffff,12.0,0.0,0.0
84182c9ffffffff,93.0,0.0,1.0
84182cbffffffff,194.0,0.0,0.0
84182d3ffffffff,3.0,0.0,0.0
84182e5ffffffff,51.0,0.0,5.0
8419013ffffffff,30.0,0.0,2.0
841901bffffffff,10.0,0.0,0.0
8419053ffffffff,4.0,0.0,0.0
8419081ffffffff,30.0,0.0,2.0
8419083ffffffff,100.0,0.0,4.0
8419085ffffffff,7.0,0.0,5.0
8419087ffffffff,92.0,0.0,3.0
8419089ffffffff,38.0,0.0,11.0
841908bffffffff,28.0,0.0,3.0
841908dffffffff,34.0,0.0,5.0
8419091ffffffff,10.0,0.0,0.0
8419093ffffffff,16.0,0.0,0.0
8419095ffffffff,6.0,0.0,0.0
8419097ffffffff,31.0,0.0,2.0
841909dffffffff,60.0,0.0,0.0
84190a9ffffffff,13.0,0.0,0.0
84190abffffffff,2.0,0.0,0.0
84190b1ffffffff,4.0,0.0,0.0
84190b3ffffffff,45.0,0.0,2.0
84190b9ffffffff,15.0,0.0,0.0
84190bbffffffff,43.0,0.0,6.0
84190c1ffffffff,31.0,0.0,0.0
84190c3ffffffff,2.0,0.0,0.0
84190c5ffffffff,47.0,0.0,0.0
84190c7ffffffff,47.0,0.0,5.0
84190c9ffffffff,4.0,0.0,0.0
84190cdffffffff,13.0,0.0,0.0
84190e1ffffffff,15.0,0.0,0.0
84190e3ffffffff,12.0,0.0,0.0
84190e5ffffffff,4.0,0.0,0.0
84190e9ffffffff,8.0,0.0,0.0
84190ebffffffff,126.0,0.0,10.0
84191d9ffffffff,2.0,0.0,0.0
8419229ffffffff,4.0,0.0,0.0
8419261ffffffff,79.0,0.0,0.0
8419265ffffffff,81.0,0.0,0.0
8419267ffffffff,13.0,0.0,0.0
8419269ffffffff,3.0,0.0,0.0
841926dffffffff,47.0,0.0,0.0
8419281ffffffff,74.0,0.0,9.0
8419283ffffffff,15.0,0.0,1.0
8419287ffffffff,14.0,0.0,4.0
8419289ffffffff,34.0,0.0,0.0
841928dffffffff,42.0,0.0,0.0
8419293ffffffff,2.0,0.0,0.0
8419297ffffffff,17.0,0.0,0.0
8419299ffffffff,3.0,0.0,0.0
84192a1ffffffff,10.0,0.0,5.0
84192a3ffffffff,6.0,0.0,0.0
84192a7ffffffff,37.0,0.0,1.0
84192abffffffff,12.0,0.0,10.0
84192b1ffffffff,22.0,0.0,12.0
84192b3ffffffff,4.0,0.0,0.0
84192b7ffffffff,22.0,0.0,4.0
84192b9ffffffff,3.0,0.0,1.0
84192bbffffffff,22.0,0.0,3.0
84192c3ffffffff,9.0,0.0,0.0
84192c7ffffffff,13.0,0.0,0.0
84192cbffffffff,63.0,0.0,0.0
8419501ffffffff,47.0,0.0,0.0
8419507ffffffff,105.0,0.0,0.0
8419509ffffffff,6.0,0.0,4.0
841950dffffffff,9.0,0.0,0.0
8419517ffffffff,2.0,0.0,0.0
8419521ffffffff,4.0,0.0,2.0
8419527ffffffff,22.0,0.0,0.0
8419529ffffffff,44.0,0.0,12.0
841952dffffffff,26.0,0.0,2.0
8419531ffffffff,50.0,0.0,2.0
8419533ffffffff,2.0,0.0,0.0
841953bffffffff,41.0,0.0,8.0
8419545ffffffff,1.0,0.0,0.0
8419561ffffffff,8.0,0.0,0.0
8419563ffffffff,16.0,0.0,0.0
8419565ffffffff,172.0,0.0,126.0
8419567ffffffff,15.0,0.0,0.0
8419569ffffffff,7.0,0.0,2.0
841956bffffffff,9.0,0.0,0.0
841956dffffffff,11.0,0.0,2.0
84195e7ffffffff,2.0,0.0,0.0
841976bffffffff,6.0,0.0,0.0
841a849ffffffff,245.0,0.0,3.0
841aa01ffffffff,111.0,0.0,0.0
841aa03ffffffff,4.0,0.0,2.0
841aa05ffffffff,45.0,0.0,0.0
841aa07ffffffff,925.0,0.0,23.0
841aa09ffffffff,13.0,0.0,0.0
841aa0dffffffff,78.0,0.0,1.0
841aa21ffffffff,25.0,0.0,0.0
841aa23ffffffff,468.0,0.0,4.0
841aa27ffffffff,124.0,0.0,6.0
841aa29ffffffff,35.0,0.0,0.0
841aa2bffffffff,18.0,0.0,0.0
841aa2dffffffff,4.0,0.0,0.0
841aa35ffffffff,844.0,0.0,10.0
841aa3dffffffff,1034.0,0.0,0.0
841aa41ffffffff,4.0,0.0,0.0
841aa45ffffffff,15.0,0.0,0.0
841aa47ffffffff,273.0,0.0,22.0
841aa4dffffffff,84.0,0.0,0.0
841aa63ffffffff,14.0,0.0,0.0
841aa67ffffffff,2.0,0.0,0.0
841ab0bffffffff,20.0,0.0,0.0
841ab4dffffffff,5.0,0.0,0.0
841ab51ffffffff,7.0,0.0,0.0
841ab55ffffffff,5.0,0.0,0.0
841ab57ffffffff,14.0,0.0,0.0
841b205ffffffff,1.0,0.0,0.0
841b215ffffffff,1.0,0.0,0.0
841b23dffffffff,1.0,0.0,0.0
841b251ffffffff,1.0,0.0,0.0
841b259ffffffff,2.0,0.0,0.0
841b359ffffffff,1.0,0.0,0.0
841b803ffffffff,4.0,0.0,0.0
841b821ffffffff,14.0,0.0,0.0
841b823ffffffff,93.0,0.0,1.0
841b825ffffffff,1.0,0.0,0.0
841b827ffffffff,1.0,0.0,0.0
841b831ffffffff,22.0,0.0,0.0
841b835ffffffff,2.0,0.0,0.0
841b839ffffffff,22.0,0.0,0.0
841b83dffffffff,5.0,0.0,0.0
841b849ffffffff,2.0,0.0,0.0
841b84dffffffff,1.0,0.0,0.0
841b8a5ffffffff,16.0,0.0,0.0
841b8a7ffffffff,26.0,0.0,0.0
841b911ffffffff,1.0,0.0,0.0
841b915ffffffff,2.0,0.0,0.0
841b919ffffffff,8.0,0.0,0.0
841b91dffffffff,11.0,0.0,0.0
841b921ffffffff,6.0,0.0,0.0
841b92bffffffff,42.0,0.0,0.0
841b92dffffffff,1.0,0.0,0.0
841b939ffffffff,22.0,0.0,0.0
841b93dffffffff,8.0,0.0,0.0
841b98bffffffff,6.0,0.0,0.0
841b98dffffffff,43.0,0.0,0.0
841b999ffffffff,20.0,0.0,0.0
841b99bffffffff,13.0,0.0,0.0
841b9a5ffffffff,4.0,0.0,0.0
841b9a9ffffffff,2.0,0.0,0.0
841b9c9ffffffff,4.0,0.0,0.0
841b9cdffffffff,15.0,0.0,4.0
841b9d5ffffffff,8.0,0.0,0.0
841b9e1ffffffff,34.0,0.0,4.0
841b9e3ffffffff,3.0,0.0,0.0
841b9e7ffffffff,27.0,0.0,0.0
841b9ebffffffff,25.0,0.0,0.0
841bb59ffffffff,4.0,0.0,0.0
841f001ffffffff,6.0,0.0,5.0
841f00dffffffff,1.0,0.0,0.0
841f041ffffffff,9.0,0.0,0.0
841f051ffffffff,2.0,0.0,0.0
841f055ffffffff,2.0,0.0,2.0
841f05dffffffff,1.0,0.0,0.0
841f069ffffffff,1.0,0.0,0.0
841f203ffffffff,1.0,0.0,0.0
841f207ffffffff,7.0,0.0,0.0
841f211ffffffff,1.0,0.0,0.0
841f217ffffffff,13.0,0.0,1.0
841f223ffffffff,5.0,0.0,0.0
841f22bffffffff,3.0,0.0,0.0
841f233ffffffff,2.0,0.0,2.0
841f23bffffffff,5.0,0.0,0.0
841f243ffffffff,1.0,0.0,0.0
841f24bffffffff,15.0,0.0,1.0
841f251ffffffff,7.0,0.0,0.0
841f257ffffffff,10.0,0.0,0.0
841f25dffffffff,18.0,0.0,11.0
841f283ffffffff,22.0,0.0,0.0
841f28bffffffff,2.0,0.0,0.0
841f29dffffffff,6.0,0.0,2.0
841f2a1ffffffff,12.0,0.0,0.0
841f2a3ffffffff,26.0,0.0,25.0
841f2a9ffffffff,2.0,0.0,0.0
841f2dbffffffff,4.0,0.0,0.0
841f33dffffffff,106.0,0.0,0.0
842a301ffffffff,2118.0,0.0,50.0
842a303ffffffff,77.0,0.0,13.0
842a307ffffffff,5.0,0.0,0.0
842a309ffffffff,657.0,0.0,0.0
842a30bffffffff,15.0,0.0,0.0
842a30dffffffff,481.0,0.0,0.0
842a311ffffffff,40.0,0.0,0.0
842a313ffffffff,2.0,0.0,0.0
842a315ffffffff,173.0,0.0,10.0
842a317ffffffff,8.0,0.0,0.0
842a31dffffffff,308.0,0.0,0.0
842a341ffffffff,1863.0,0.0,0.0
842a347ffffffff,1543.0,0.0,0.0
842a349ffffffff,7789.0,0.0,0.0
842a34bffffffff,34.0,0.0,0.0
842a34dffffffff,2.0,0.0,0.0
842b009ffffffff,11.0,0.0,0.0
842b013ffffffff,174.0,0.0,0.0
842b015ffffffff,5.0,0.0,0.0
842b031ffffffff,3.0,0.0,0.0
842b033ffffffff,105.0,0.0,0.0
842b035ffffffff,1.0,0.0,0.0
842b037ffffffff,7.0,0.0,0.0
842b03bffffffff,157.0,0.0,0.0
842b041ffffffff,3.0,0.0,0.0
842b04bffffffff,1.0,0.0,0.0
842b051ffffffff,4.0,0.0,0.0
842b053ffffffff,3.0,0.0,0.0
842b055ffffffff,5.0,0.0,0.0
842b057ffffffff,5.0,0.0,0.0
842b059ffffffff,49.0,0.0,0.0
842b061ffffffff,9.0,0.0,0.0
842b06bffffffff,6.0,0.0,0.0
842b06dffffffff,2.0,0.0,0.0
842b0a1ffffffff,602.0,0.0,0.0
842b0a5ffffffff,975.0,0.0,0.0
842b0a7ffffffff,1486.0,0.0,0.0
842b0a9ffffffff,142.0,0.0,0.0
842b0adffffffff,2.0,0.0,0.0
842b0c5ffffffff,1534.0,0.0,0.0
842b0cdffffffff,102.0,0.0,0.0
842b0e1ffffffff,204.0,0.0,0.0
842b0e3ffffffff,65.0,0.0,0.0
842b0e9ffffffff,269.0,0.0,0.0
842b0ebffffffff,105.0,0.0,0.0
842b121ffffffff,735.0,0.0,0.0
842b125ffffffff,620.0,0.0,0.0
842b127ffffffff,4.0,0.0,0.0
842b129ffffffff,12.0,0.0,0.0
842b12dffffffff,712.0,0.0,0.0
842b145ffffffff,177.0,0.0,0.0
842b14bffffffff,4.0,0.0,0.0
842b14dffffffff,133.0,0.0,0.0
842b159ffffffff,2.0,0.0,0.0
842b161ffffffff,617.0,0.0,0.0
842b165ffffffff,58.0,0.0,0.0
842b167ffffffff,4809.0,0.0,0.0
842b169ffffffff,3466.0,0.0,0.0
