cell_id,Grallaria guatimalensis,Grallaria guatimalensis [guatimalensis Group],Grallaria guatimalensis princeps/chocoensis,Grallaria guatimalensis aripoensis,Grallaria guatimalensis roraimae,Grallaria guatimalensis regulus/carmelitae,Grallaria guatimalensis sororia
848b6c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6c9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848b6cdffffffff,111.0,0.0,0.0,0.0,0.0,0.0,0.0
848e643ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848e649ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
848e659ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0d1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0d3ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
848f0dbffffffff,55.0,0.0,0.0,0.0,0.0,0.0,0.0
848f421ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f42dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f439ffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
848f461ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f463ffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
848f467ffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4adffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
848f4e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f50bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f547ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
848f549ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f54bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
848f553ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f59bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f5ddffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
848f70dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f725ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
848f729ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
848f72bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
848f737ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b3253ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
