cell_id,Spinus pinus,Spinus pinus pinus/macropterus,Spinus pinus perplexus,Spinus pinus (green morph)
82266ffffffffff,135.0,0.0,0.0,0.0
822677fffffffff,44.0,2.0,0.0,0.0
822687fffffffff,272.0,1.0,0.0,1.0
82268ffffffffff,226.0,3.0,0.0,2.0
822697fffffffff,92.0,0.0,0.0,5.0
82269ffffffffff,79.0,0.0,0.0,1.0
8226a7fffffffff,8.0,2.0,0.0,0.0
8226affffffffff,159.0,4.0,0.0,0.0
8226b7fffffffff,1.0,0.0,0.0,0.0
8226c7fffffffff,9.0,0.0,0.0,0.0
8226cffffffffff,90.0,4.0,0.0,0.0
8226d7fffffffff,67.0,2.0,0.0,0.0
8226dffffffffff,58.0,0.0,0.0,0.0
8226e7fffffffff,33.0,0.0,0.0,0.0
8226effffffffff,52.0,0.0,0.0,0.0
8226f7fffffffff,104.0,0.0,0.0,0.0
822707fffffffff,26.0,0.0,0.0,0.0
82270ffffffffff,28.0,15.0,0.0,4.0
822717fffffffff,12.0,0.0,0.0,0.0
82272ffffffffff,4.0,0.0,0.0,0.0
822747fffffffff,329.0,0.0,0.0,0.0
82274ffffffffff,324.0,2.0,0.0,0.0
822757fffffffff,95.0,1.0,0.0,1.0
82275ffffffffff,895.0,0.0,0.0,0.0
822767fffffffff,147.0,37.0,0.0,0.0
82276ffffffffff,239.0,99.0,0.0,1.0
822777fffffffff,169.0,74.0,0.0,1.0
822787fffffffff,30.0,0.0,0.0,2.0
82278ffffffffff,4.0,0.0,0.0,0.0
822797fffffffff,8.0,0.0,0.0,0.0
82279ffffffffff,4.0,0.0,0.0,0.0
8227a7fffffffff,9.0,0.0,0.0,0.0
8227affffffffff,4.0,0.0,0.0,0.0
8227b7fffffffff,3.0,0.0,0.0,0.0
822807fffffffff,34.0,0.0,0.0,0.0
822817fffffffff,92.0,0.0,0.0,0.0
82281ffffffffff,83.0,2.0,0.0,2.0
822837fffffffff,832.0,3.0,0.0,3.0
822887fffffffff,9.0,0.0,0.0,0.0
82288ffffffffff,19.0,0.0,0.0,2.0
822897fffffffff,29.0,0.0,0.0,0.0
82289ffffffffff,18.0,5.0,0.0,0.0
8228a7fffffffff,2.0,0.0,0.0,0.0
8228affffffffff,10.0,3.0,0.0,0.0
8228b7fffffffff,13.0,0.0,0.0,0.0
8228c7fffffffff,36.0,1.0,0.0,3.0
8228d7fffffffff,42.0,2.0,0.0,11.0
8228dffffffffff,19.0,0.0,0.0,0.0
8228f7fffffffff,87.0,0.0,0.0,0.0
822917fffffffff,23.0,0.0,0.0,0.0
82291ffffffffff,13.0,0.0,0.0,0.0
822987fffffffff,181.0,0.0,0.0,0.0
82298ffffffffff,16.0,0.0,0.0,0.0
822997fffffffff,3.0,0.0,0.0,0.0
8229a7fffffffff,814.0,1.0,0.0,0.0
8229affffffffff,248.0,0.0,0.0,0.0
8229b7fffffffff,81.0,0.0,0.0,0.0
822a07fffffffff,43.0,0.0,0.0,0.0
822a17fffffffff,1887.0,31.0,0.0,4.0
822a37fffffffff,916.0,4.0,0.0,10.0
822a4ffffffffff,3.0,0.0,0.0,0.0
822a87fffffffff,566.0,4.0,0.0,1.0
822a8ffffffffff,274.0,33.0,0.0,1.0
822a97fffffffff,145.0,0.0,0.0,0.0
822a9ffffffffff,158.0,1.0,0.0,0.0
822aa7fffffffff,402.0,0.0,0.0,8.0
822aaffffffffff,2280.0,35.0,0.0,5.0
822ab7fffffffff,910.0,316.0,0.0,12.0
822ad7fffffffff,39.0,0.0,0.0,0.0
822af7fffffffff,289.0,5.0,0.0,0.0
822b0ffffffffff,52.0,0.0,0.0,0.0
822b17fffffffff,98.0,0.0,0.0,7.0
822b1ffffffffff,83.0,0.0,0.0,2.0
822b27fffffffff,7.0,0.0,0.0,0.0
822b2ffffffffff,7.0,0.0,0.0,0.0
822b37fffffffff,57.0,0.0,0.0,0.0
822b87fffffffff,246.0,48.0,0.0,5.0
822b8ffffffffff,761.0,105.0,0.0,0.0
822b97fffffffff,71.0,27.0,0.0,0.0
822b9ffffffffff,1433.0,636.0,0.0,6.0
822ba7fffffffff,121.0,0.0,0.0,13.0
822baffffffffff,482.0,51.0,0.0,0.0
822bb7fffffffff,14.0,0.0,0.0,0.0
824417fffffffff,2.0,0.0,0.0,0.0
82441ffffffffff,62.0,0.0,0.0,0.0
824447fffffffff,291.0,0.0,0.0,0.0
82444ffffffffff,26.0,0.0,0.0,0.0
824457fffffffff,123.0,0.0,0.0,0.0
82445ffffffffff,32.0,0.0,0.0,0.0
824467fffffffff,14.0,0.0,0.0,0.0
82446ffffffffff,160.0,0.0,0.0,3.0
824477fffffffff,1.0,0.0,0.0,0.0
8244a7fffffffff,2.0,0.0,0.0,0.0
8244affffffffff,12.0,0.0,0.0,0.0
8244c7fffffffff,143.0,0.0,0.0,0.0
8244cffffffffff,149.0,0.0,0.0,1.0
8244d7fffffffff,393.0,1.0,0.0,0.0
8244dffffffffff,563.0,2.0,0.0,2.0
8244e7fffffffff,202.0,1.0,0.0,0.0
8244effffffffff,54.0,0.0,0.0,0.0
8244f7fffffffff,131.0,0.0,0.0,0.0
824817fffffffff,2.0,1.0,0.0,0.0
82482ffffffffff,6.0,0.0,0.0,0.0
824847fffffffff,41.0,0.0,0.0,0.0
82484ffffffffff,4.0,0.0,0.0,0.0
824857fffffffff,6.0,0.0,0.0,0.0
82485ffffffffff,172.0,0.0,0.0,0.0
824877fffffffff,5.0,0.0,0.0,0.0
824887fffffffff,57.0,1.0,0.0,0.0
82488ffffffffff,29.0,0.0,0.0,0.0
824897fffffffff,53.0,0.0,0.0,0.0
82489ffffffffff,44.0,2.0,0.0,0.0
8248a7fffffffff,7.0,1.0,0.0,0.0
8248affffffffff,4.0,0.0,0.0,0.0
8248b7fffffffff,312.0,1.0,0.0,0.0
8248c7fffffffff,146.0,3.0,0.0,0.0
8248cffffffffff,22.0,2.0,0.0,0.0
8248d7fffffffff,39.0,0.0,0.0,0.0
8248dffffffffff,17.0,0.0,0.0,0.0
8248effffffffff,811.0,3.0,0.0,0.0
8248f7fffffffff,14.0,0.0,0.0,0.0
824987fffffffff,3.0,0.0,0.0,0.0
82498ffffffffff,1.0,0.0,0.0,0.0
824997fffffffff,19.0,6.0,0.0,0.0
82499ffffffffff,5.0,0.0,0.0,0.0
8249affffffffff,2.0,0.0,0.0,0.0
8249b7fffffffff,6.0,0.0,0.0,0.0
826d27fffffffff,14.0,0.0,7.0,0.0
826d2ffffffffff,98.0,0.0,57.0,0.0
826d37fffffffff,8.0,0.0,0.0,0.0
