cell_id,Knipolegus aterrimus,Knipolegus aterrimus heterogyna,Knipolegus aterrimus aterrimus/anthracinus
848e68bffffffff,11.0,0.0,0.0
848e6c1ffffffff,4.0,0.0,0.0
848e6c3ffffffff,7.0,0.0,0.0
848e6c5ffffffff,9.0,0.0,0.0
848e6c7ffffffff,3.0,0.0,0.0
848e6cdffffffff,3.0,0.0,0.0
848e6d1ffffffff,10.0,0.0,0.0
848e6d7ffffffff,1.0,0.0,0.0
848e6d9ffffffff,276.0,0.0,8.0
848e6ddffffffff,41.0,0.0,0.0
848f519ffffffff,87.0,0.0,0.0
848f51dffffffff,1.0,0.0,0.0
848f553ffffffff,72.0,0.0,0.0
848f58dffffffff,3.0,0.0,0.0
848f5c7ffffffff,2.0,0.0,0.0
848f5cdffffffff,11.0,0.0,0.0
84a845bffffffff,1.0,0.0,0.0
84b2081ffffffff,4.0,0.0,0.0
84b208dffffffff,1.0,0.0,0.0
84b2091ffffffff,7.0,0.0,0.0
84b2097ffffffff,4.0,0.0,0.0
84b2099ffffffff,17.0,0.0,0.0
84b209bffffffff,16.0,0.0,0.0
84b20b3ffffffff,3.0,0.0,0.0
84b20b7ffffffff,3.0,0.0,0.0
84b20bbffffffff,2.0,0.0,0.0
84b20d3ffffffff,4.0,0.0,0.0
84b20dbffffffff,1.0,0.0,0.0
84b2297ffffffff,8.0,0.0,0.0
84b22b1ffffffff,2.0,0.0,0.0
84b22b3ffffffff,3.0,0.0,0.0
84b22d9ffffffff,6.0,0.0,0.0
84b22dbffffffff,1.0,0.0,0.0
84b2409ffffffff,2.0,0.0,0.0
84b240bffffffff,1.0,0.0,0.0
84b2413ffffffff,16.0,0.0,0.0
84b2425ffffffff,5.0,0.0,0.0
84b242bffffffff,3.0,0.0,0.0
84b242dffffffff,3.0,0.0,0.0
84b2431ffffffff,4.0,0.0,0.0
84b2435ffffffff,4.0,0.0,0.0
84b2437ffffffff,17.0,0.0,0.0
84b243dffffffff,1.0,0.0,0.0
84b2445ffffffff,1.0,0.0,0.0
84b2447ffffffff,2.0,0.0,0.0
84b244dffffffff,1.0,0.0,0.0
84b245dffffffff,2.0,0.0,0.0
84b2463ffffffff,7.0,0.0,0.0
84b2485ffffffff,1.0,0.0,0.0
84b24a3ffffffff,4.0,0.0,0.0
84b24a9ffffffff,18.0,0.0,0.0
84b24adffffffff,11.0,0.0,0.0
84b24bdffffffff,1.0,0.0,0.0
84b24c5ffffffff,2.0,0.0,0.0
84b24cdffffffff,15.0,0.0,0.0
84b24e3ffffffff,4.0,0.0,0.0
84b24e5ffffffff,4.0,0.0,0.0
84b250bffffffff,2.0,0.0,0.0
84b250dffffffff,6.0,0.0,0.0
84b2519ffffffff,6.0,0.0,0.0
84b251bffffffff,6.0,0.0,0.0
84b2523ffffffff,2.0,0.0,0.0
84b2525ffffffff,11.0,0.0,0.0
84b2533ffffffff,1.0,0.0,0.0
84b2555ffffffff,1.0,0.0,0.0
84b2557ffffffff,8.0,0.0,0.0
84b2563ffffffff,4.0,0.0,0.0
84b256bffffffff,2.0,0.0,0.0
84b2583ffffffff,7.0,0.0,0.0
84b2585ffffffff,1.0,0.0,0.0
84b258bffffffff,2.0,0.0,0.0
84b258dffffffff,10.0,0.0,0.0
84b2591ffffffff,6.0,0.0,0.0
84b2593ffffffff,8.0,0.0,0.0
84b25a9ffffffff,2.0,0.0,0.0
84b25b1ffffffff,1.0,0.0,0.0
84b25b9ffffffff,2.0,0.0,0.0
84b25bbffffffff,2.0,0.0,0.0
84b25c1ffffffff,3.0,0.0,0.0
84b25c3ffffffff,4.0,0.0,0.0
84b25c7ffffffff,15.0,0.0,0.0
84b25c9ffffffff,4.0,0.0,0.0
84b25cbffffffff,6.0,0.0,0.0
84b25cdffffffff,37.0,0.0,0.0
84b25d1ffffffff,2.0,0.0,0.0
84b25d3ffffffff,2.0,0.0,0.0
84b25d5ffffffff,24.0,0.0,0.0
84b25d7ffffffff,6.0,0.0,0.0
84b25e1ffffffff,11.0,0.0,0.0
84b25e3ffffffff,3.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0
84b25ebffffffff,14.0,0.0,0.0
84b262dffffffff,5.0,0.0,0.0
84b2665ffffffff,8.0,0.0,0.0
84b2667ffffffff,2.0,0.0,0.0
84b26e7ffffffff,3.0,0.0,0.0
84b2701ffffffff,2.0,0.0,0.0
84b2705ffffffff,4.0,0.0,0.0
84b2709ffffffff,3.0,0.0,0.0
84b270dffffffff,29.0,0.0,0.0
84b2715ffffffff,1.0,0.0,0.0
84b2719ffffffff,7.0,0.0,0.0
84b2721ffffffff,2.0,0.0,0.0
84b2723ffffffff,5.0,0.0,0.0
84b2725ffffffff,2.0,0.0,0.0
84b2727ffffffff,3.0,0.0,0.0
84b272bffffffff,3.0,0.0,0.0
84b2733ffffffff,2.0,0.0,0.0
84b273dffffffff,2.0,0.0,0.0
84b2745ffffffff,2.0,0.0,0.0
84b2747ffffffff,3.0,0.0,0.0
84b2749ffffffff,10.0,0.0,0.0
84b2757ffffffff,11.0,0.0,0.0
84b275bffffffff,24.0,0.0,0.0
84b276bffffffff,1.0,0.0,0.0
84b276dffffffff,4.0,0.0,0.0
84b2c8bffffffff,1.0,0.0,0.0
84b2c8dffffffff,9.0,0.0,0.0
84b2cddffffffff,8.0,0.0,0.0
84b2e11ffffffff,9.0,0.0,0.0
84b2e17ffffffff,3.0,0.0,0.0
84b2e1bffffffff,9.0,0.0,0.0
84b2e1dffffffff,3.0,0.0,0.0
84b2e5bffffffff,2.0,0.0,0.0
84b2e85ffffffff,23.0,0.0,0.0
84b2e91ffffffff,9.0,0.0,0.0
84b2e99ffffffff,7.0,0.0,0.0
84b2e9bffffffff,2.0,0.0,0.0
84b2ea9ffffffff,7.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0
84b2eadffffffff,1.0,0.0,0.0
84b2eb7ffffffff,11.0,0.0,0.0
84b2ebbffffffff,4.0,0.0,0.0
84b2ec1ffffffff,6.0,0.0,0.0
84b2ec5ffffffff,3.0,0.0,0.0
84b2ec7ffffffff,2.0,0.0,0.0
84b2ec9ffffffff,2.0,0.0,0.0
84b2ecbffffffff,1.0,0.0,0.0
84b2ecdffffffff,3.0,0.0,0.0
84b2ed3ffffffff,1.0,0.0,0.0
84b2ed9ffffffff,15.0,0.0,0.0
84b2ee1ffffffff,80.0,0.0,0.0
84b2ee3ffffffff,11.0,0.0,0.0
84b2ee9ffffffff,31.0,0.0,0.0
84b2eebffffffff,47.0,0.0,0.0
84b2eedffffffff,11.0,0.0,0.0
84b3203ffffffff,2.0,0.0,0.0
84b3209ffffffff,32.0,0.0,0.0
84b320dffffffff,2.0,0.0,0.0
84b3219ffffffff,35.0,0.0,0.0
84b321dffffffff,1.0,0.0,0.0
84b3241ffffffff,8.0,0.0,0.0
84b3243ffffffff,60.0,0.0,0.0
84b3245ffffffff,1.0,0.0,0.0
84b3253ffffffff,3.0,0.0,0.0
84b32d9ffffffff,3.0,0.0,0.0
84b32dbffffffff,15.0,0.0,0.0
84b32ddffffffff,8.0,0.0,0.0
84b3407ffffffff,1.0,0.0,0.0
84b340dffffffff,8.0,0.0,0.0
84b3421ffffffff,6.0,0.0,0.0
84b3423ffffffff,28.0,0.0,0.0
84b3425ffffffff,17.0,0.0,0.0
84b3427ffffffff,7.0,0.0,0.0
84b3429ffffffff,12.0,0.0,0.0
84b342bffffffff,11.0,0.0,0.0
84b342dffffffff,2.0,0.0,0.0
84b3435ffffffff,8.0,0.0,0.0
84b343dffffffff,9.0,0.0,0.0
84b3441ffffffff,10.0,0.0,0.0
84b3445ffffffff,13.0,0.0,0.0
84b3465ffffffff,7.0,0.0,0.0
84b3467ffffffff,1.0,0.0,0.0
84b346dffffffff,41.0,0.0,0.0
84b34bdffffffff,2.0,0.0,0.0
84b3511ffffffff,42.0,0.0,0.0
84b3513ffffffff,136.0,0.0,0.0
84b3515ffffffff,2.0,0.0,0.0
84b3517ffffffff,2.0,0.0,0.0
84b3519ffffffff,151.0,0.0,0.0
84b351bffffffff,14.0,0.0,0.0
84b3533ffffffff,5.0,0.0,0.0
84b353bffffffff,3.0,0.0,0.0
84b354bffffffff,2.0,0.0,0.0
84b3551ffffffff,11.0,0.0,0.0
84b3553ffffffff,67.0,0.0,0.0
84b3559ffffffff,8.0,0.0,0.0
84b3585ffffffff,2.0,0.0,0.0
84b3587ffffffff,1.0,0.0,0.0
84b3589ffffffff,17.0,0.0,0.0
84b35a1ffffffff,6.0,0.0,0.0
84b35a3ffffffff,2.0,0.0,0.0
84b35a5ffffffff,7.0,0.0,0.0
84b35a7ffffffff,42.0,0.0,0.0
84b35a9ffffffff,12.0,0.0,0.0
84b35abffffffff,2.0,0.0,0.0
84b35adffffffff,83.0,0.0,0.0
84b35b1ffffffff,2.0,0.0,0.0
84b35bdffffffff,3.0,0.0,0.0
84b35c1ffffffff,4.0,0.0,0.0
84b35c3ffffffff,4.0,0.0,0.0
84b35c5ffffffff,55.0,0.0,0.0
84b35c7ffffffff,10.0,0.0,0.0
84b35c9ffffffff,151.0,0.0,0.0
84b35cbffffffff,4.0,0.0,0.0
84b35cdffffffff,55.0,0.0,0.0
84b35d5ffffffff,4.0,0.0,0.0
84b35e1ffffffff,141.0,0.0,0.0
84b35e3ffffffff,12.0,0.0,0.0
84b35e5ffffffff,37.0,0.0,0.0
84b35e7ffffffff,9.0,0.0,0.0
84b35e9ffffffff,121.0,0.0,0.0
84b35ebffffffff,32.0,0.0,0.0
84b35edffffffff,54.0,0.0,0.0
84b362dffffffff,5.0,0.0,0.0
84b3637ffffffff,2.0,0.0,0.0
84b3641ffffffff,1.0,0.0,0.0
84b3665ffffffff,5.0,0.0,0.0
84b366dffffffff,17.0,0.0,0.0
84b36b3ffffffff,4.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0
84b3715ffffffff,4.0,0.0,0.0
84b3717ffffffff,3.0,0.0,0.0
84b3723ffffffff,3.0,0.0,0.0
84b3731ffffffff,171.0,0.0,0.0
84b3733ffffffff,34.0,0.0,0.0
84b3739ffffffff,1.0,0.0,0.0
84b373bffffffff,4.0,0.0,0.0
84b373dffffffff,1.0,0.0,0.0
84b3749ffffffff,2.0,0.0,0.0
84c2c99ffffffff,1.0,0.0,0.0
84c2e33ffffffff,6.0,0.0,0.0
84c3053ffffffff,2.0,0.0,0.0
84c30d1ffffffff,12.0,0.0,0.0
84c3201ffffffff,2.0,0.0,0.0
84c3203ffffffff,22.0,0.0,0.0
84c320dffffffff,3.0,0.0,0.0
84c3215ffffffff,1.0,0.0,0.0
84c3217ffffffff,6.0,0.0,0.0
84c3219ffffffff,4.0,0.0,0.0
84c3239ffffffff,8.0,0.0,0.0
84c3247ffffffff,3.0,0.0,0.0
84c325bffffffff,7.0,0.0,0.0
84c3281ffffffff,3.0,0.0,0.0
84c3297ffffffff,52.0,0.0,0.0
84c329bffffffff,6.0,0.0,0.0
84c32a9ffffffff,1.0,0.0,0.0
84c32adffffffff,6.0,0.0,0.0
84c32b7ffffffff,1.0,0.0,0.0
84c32c5ffffffff,2.0,0.0,0.0
84c32e1ffffffff,36.0,0.0,0.0
84c3401ffffffff,5.0,0.0,0.0
84c3403ffffffff,4.0,0.0,0.0
84c3409ffffffff,5.0,0.0,0.0
84c340dffffffff,2.0,0.0,0.0
84c341dffffffff,2.0,0.0,0.0
84c345bffffffff,5.0,0.0,0.0
84c349dffffffff,2.0,0.0,0.0
84c34bbffffffff,2.0,0.0,0.0
84c34cbffffffff,4.0,0.0,0.0
84c34d3ffffffff,1.0,0.0,0.0
84c3553ffffffff,1.0,0.0,0.0
84c3609ffffffff,2.0,0.0,0.0
84c3625ffffffff,2.0,0.0,0.0
84c3643ffffffff,2.0,0.0,0.0
84c3659ffffffff,6.0,0.0,0.0
84c3663ffffffff,11.0,0.0,0.0
84c3681ffffffff,3.0,0.0,0.0
84c36a3ffffffff,2.0,0.0,0.0
84c36b5ffffffff,2.0,0.0,0.0
84c3703ffffffff,7.0,0.0,0.0
84c3709ffffffff,7.0,0.0,0.0
84c371bffffffff,86.0,0.0,0.0
84c371dffffffff,4.0,0.0,0.0
84c3729ffffffff,1.0,0.0,0.0
84c3733ffffffff,13.0,0.0,0.0
84c3735ffffffff,1.0,0.0,0.0
84c3739ffffffff,5.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0
84c375dffffffff,8.0,0.0,0.0
84c3767ffffffff,2.0,0.0,0.0
84c376dffffffff,6.0,0.0,0.0
84ce833ffffffff,3.0,0.0,0.0
84ce83dffffffff,5.0,0.0,0.0
84ce917ffffffff,2.0,0.0,0.0
84ce923ffffffff,9.0,0.0,0.0
84ce931ffffffff,16.0,0.0,0.0
84ce933ffffffff,2.0,0.0,0.0
84ce935ffffffff,39.0,0.0,0.0
84ce937ffffffff,6.0,0.0,0.0
84ce93dffffffff,5.0,0.0,0.0
84ce961ffffffff,2.0,0.0,0.0
84ce969ffffffff,9.0,0.0,0.0
84ce989ffffffff,5.0,0.0,0.0
84ce98dffffffff,11.0,0.0,0.0
84ce9abffffffff,2.0,0.0,0.0
84ce9b1ffffffff,2.0,0.0,0.0
84ce9b5ffffffff,13.0,0.0,0.0
84ce9c7ffffffff,6.0,0.0,0.0
84ce9e1ffffffff,1.0,0.0,0.0
84ce9e3ffffffff,2.0,0.0,0.0
84ce9e5ffffffff,1.0,0.0,0.0
84cea25ffffffff,7.0,0.0,0.0
84ceb19ffffffff,2.0,0.0,0.0
84cf9b7ffffffff,1.0,0.0,0.0
