cell_id,Apus affinis,Apus affinis [affinis Group],Apus affinis bannermani,Apus affinis singalensis
83a233fffffffff,1.0,0.0,0.0,0.0
83a235fffffffff,18.0,0.0,0.0,0.0
83ac80fffffffff,2.0,2.0,0.0,0.0
83adb5fffffffff,4.0,0.0,0.0,0.0
83bcc3fffffffff,4.0,0.0,0.0,0.0
83bcd0fffffffff,1.0,1.0,0.0,0.0
83bcd2fffffffff,34.0,6.0,0.0,0.0
83bcd6fffffffff,1.0,1.0,0.0,0.0
83bcdcfffffffff,6.0,0.0,0.0,0.0
83bcddfffffffff,2.0,0.0,0.0,0.0
83bcebfffffffff,2.0,0.0,0.0,0.0
