cell_id,Monasa morphoeus,Monasa morphoeus grandior/fidelis,Monasa morphoeus pallescens/sclateri,Monasa morphoeus [morphoeus Group]
8466cc5ffffffff,1.0,0.0,0.0,0.0
8466cd1ffffffff,4.0,0.0,0.0,0.0
8466cdbffffffff,3.0,0.0,0.0,0.0
8466ce9ffffffff,14.0,0.0,0.0,0.0
8466cedffffffff,6.0,0.0,0.0,0.0
8466d13ffffffff,3.0,0.0,0.0,0.0
8466d1bffffffff,83.0,0.0,0.0,0.0
8466d81ffffffff,58.0,0.0,0.0,3.0
8466d89ffffffff,6.0,0.0,0.0,0.0
8466d8bffffffff,2.0,0.0,0.0,1.0
8466d8dffffffff,8.0,0.0,0.0,0.0
8466da7ffffffff,1.0,0.0,0.0,0.0
8466db1ffffffff,9.0,0.0,0.0,0.0
8466dc1ffffffff,5.0,0.0,0.0,0.0
8466dc3ffffffff,607.0,0.0,0.0,58.0
8466dc7ffffffff,52.0,0.0,0.0,3.0
8466dc9ffffffff,11.0,0.0,0.0,0.0
8466dcbffffffff,6.0,0.0,0.0,0.0
8466dcdffffffff,2.0,0.0,0.0,0.0
8466dd1ffffffff,4.0,0.0,0.0,0.0
8466dd3ffffffff,13.0,0.0,0.0,3.0
8466dd5ffffffff,43.0,0.0,0.0,0.0
8466dd7ffffffff,5.0,0.0,0.0,2.0
8466dd9ffffffff,6.0,0.0,0.0,0.0
8466ddbffffffff,10.0,0.0,0.0,0.0
8466dddffffffff,11.0,0.0,0.0,5.0
8466de3ffffffff,112.0,0.0,0.0,17.0
8466debffffffff,64.0,0.0,0.0,6.0
8466e03ffffffff,2.0,0.0,0.0,0.0
8466e15ffffffff,49.0,0.0,0.0,0.0
8466e39ffffffff,32.0,0.0,0.0,0.0
8466e3bffffffff,16.0,0.0,0.0,0.0
8466e8dffffffff,6.0,0.0,0.0,0.0
8466e9dffffffff,1.0,0.0,0.0,0.0
8466eadffffffff,12.0,0.0,0.0,0.0
8466ec3ffffffff,1.0,0.0,0.0,0.0
8466ec5ffffffff,27.0,0.0,0.0,0.0
8466ec7ffffffff,56.0,0.0,0.0,0.0
8466ecbffffffff,14.0,0.0,0.0,0.0
8466ee1ffffffff,2.0,0.0,0.0,0.0
8466ee5ffffffff,61.0,0.0,0.0,0.0
8466ee7ffffffff,12.0,0.0,0.0,0.0
8466eebffffffff,12.0,0.0,0.0,0.0
8466eedffffffff,2.0,0.0,0.0,0.0
8466f03ffffffff,4.0,0.0,0.0,0.0
8466f0bffffffff,167.0,0.0,2.0,0.0
846793bffffffff,5.0,0.0,0.0,0.0
8467945ffffffff,7.0,0.0,0.0,0.0
846794dffffffff,5.0,0.0,0.0,0.0
8467961ffffffff,27.0,0.0,0.0,0.0
8467969ffffffff,3.0,0.0,0.0,0.0
84679a1ffffffff,28.0,0.0,0.0,0.0
84679a5ffffffff,285.0,0.0,0.0,0.0
84679a7ffffffff,11.0,0.0,0.0,0.0
84679adffffffff,4.0,0.0,0.0,0.0
84679b5ffffffff,9.0,0.0,0.0,0.0
84679b7ffffffff,18.0,0.0,0.0,0.0
846d68bffffffff,89.0,0.0,0.0,0.0
846d68dffffffff,3.0,0.0,0.0,0.0
846d691ffffffff,2.0,0.0,0.0,0.0
846d699ffffffff,166.0,0.0,0.0,0.0
846d69bffffffff,87.0,0.0,0.0,0.0
846d69dffffffff,597.0,0.0,0.0,0.0
846d6d1ffffffff,25.0,0.0,0.0,0.0
846d6d3ffffffff,75.0,0.0,0.0,0.0
846d6dbffffffff,4.0,0.0,0.0,0.0
8480445ffffffff,3.0,0.0,0.0,0.0
848044dffffffff,9.0,0.0,0.0,0.0
8480469ffffffff,87.0,0.0,0.0,5.0
8480619ffffffff,3.0,0.0,0.0,0.0
8480625ffffffff,10.0,0.0,0.0,0.0
8480643ffffffff,11.0,0.0,0.0,0.0
8480655ffffffff,32.0,0.0,0.0,0.0
8480665ffffffff,3.0,0.0,0.0,0.0
848066bffffffff,12.0,0.0,0.0,0.0
8480713ffffffff,31.0,0.0,0.0,0.0
8480723ffffffff,2.0,0.0,0.0,0.0
8480745ffffffff,4.0,0.0,0.0,0.0
8480755ffffffff,2.0,0.0,0.0,2.0
8480759ffffffff,2.0,0.0,0.0,0.0
848075bffffffff,5.0,0.0,0.0,0.0
848075dffffffff,1.0,0.0,0.0,1.0
8481149ffffffff,3.0,0.0,0.0,0.0
8481321ffffffff,10.0,0.0,0.0,0.0
8481323ffffffff,18.0,0.0,0.0,0.0
8481327ffffffff,7.0,0.0,0.0,0.0
8481343ffffffff,6.0,0.0,0.0,0.0
8481363ffffffff,3.0,0.0,0.0,0.0
8481367ffffffff,4.0,0.0,0.0,1.0
8481403ffffffff,10.0,0.0,0.0,0.0
8481407ffffffff,2.0,0.0,0.0,0.0
8481439ffffffff,4.0,0.0,0.0,0.0
84814a1ffffffff,3.0,0.0,0.0,0.0
84814a9ffffffff,35.0,0.0,0.0,0.0
84814adffffffff,35.0,0.0,0.0,0.0
84814d1ffffffff,1.0,0.0,0.0,0.0
84814d5ffffffff,50.0,0.0,0.0,0.0
84814d7ffffffff,1.0,0.0,0.0,0.0
84814d9ffffffff,1.0,0.0,0.0,0.0
84814dbffffffff,2.0,0.0,0.0,0.0
84814e3ffffffff,26.0,0.0,0.0,0.0
84814e5ffffffff,2.0,0.0,0.0,0.0
84814e7ffffffff,84.0,0.0,0.0,0.0
8481583ffffffff,8.0,0.0,0.0,0.0
84815abffffffff,8.0,0.0,0.0,1.0
84815d3ffffffff,2.0,0.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0,0.0
84815d9ffffffff,30.0,0.0,0.0,0.0
84815dbffffffff,2.0,0.0,0.0,0.0
8481637ffffffff,5.0,0.0,0.0,0.0
848a003ffffffff,9.0,0.0,0.0,1.0
848a01dffffffff,8.0,0.0,0.0,0.0
848a04bffffffff,4.0,0.0,0.0,0.0
848a051ffffffff,14.0,0.0,0.0,0.0
848a055ffffffff,1.0,0.0,0.0,0.0
848a059ffffffff,43.0,0.0,0.0,4.0
848a05bffffffff,22.0,0.0,0.0,1.0
848a05dffffffff,8.0,0.0,0.0,2.0
848a069ffffffff,52.0,0.0,0.0,9.0
848a109ffffffff,25.0,0.0,0.0,0.0
848a155ffffffff,37.0,0.0,0.0,0.0
848a157ffffffff,12.0,0.0,0.0,1.0
848a1a7ffffffff,11.0,0.0,0.0,2.0
848a1e5ffffffff,2.0,0.0,0.0,0.0
848a20dffffffff,1.0,0.0,0.0,1.0
848a217ffffffff,10.0,0.0,0.0,0.0
848a21bffffffff,1.0,0.0,0.0,0.0
848a233ffffffff,5.0,0.0,0.0,0.0
848a23bffffffff,4.0,0.0,0.0,0.0
848a249ffffffff,2.0,0.0,0.0,0.0
848a2cdffffffff,2.0,0.0,0.0,0.0
848a313ffffffff,19.0,0.0,0.0,2.0
848a317ffffffff,16.0,0.0,0.0,1.0
848a337ffffffff,9.0,0.0,0.0,0.0
848a33bffffffff,5.0,0.0,0.0,0.0
848a459ffffffff,20.0,0.0,0.0,0.0
848a45bffffffff,6.0,0.0,0.0,0.0
848a45dffffffff,17.0,0.0,0.0,0.0
848a489ffffffff,3.0,0.0,0.0,0.0
848a4b9ffffffff,2.0,0.0,0.0,0.0
848a565ffffffff,2.0,0.0,0.0,0.0
848a5a1ffffffff,1.0,0.0,0.0,1.0
848a68bffffffff,8.0,0.0,0.0,0.0
848a699ffffffff,160.0,0.0,0.0,0.0
848a69dffffffff,1.0,0.0,0.0,0.0
848a6d9ffffffff,6.0,0.0,0.0,0.0
848a6dbffffffff,79.0,0.0,0.0,0.0
848a701ffffffff,2.0,0.0,0.0,0.0
848a70bffffffff,2.0,0.0,0.0,0.0
848a755ffffffff,4.0,0.0,0.0,0.0
848a809ffffffff,67.0,0.0,0.0,4.0
848a81bffffffff,10.0,0.0,0.0,0.0
848a827ffffffff,8.0,0.0,0.0,0.0
848a837ffffffff,1.0,0.0,0.0,0.0
848a925ffffffff,9.0,0.0,0.0,0.0
848a927ffffffff,21.0,0.0,0.0,0.0
848a963ffffffff,1.0,0.0,0.0,0.0
848a9c9ffffffff,4.0,0.0,0.0,0.0
848a9cdffffffff,15.0,0.0,0.0,0.0
848aa87ffffffff,10.0,0.0,0.0,0.0
848aa8bffffffff,24.0,0.0,0.0,0.0
848aa9dffffffff,10.0,0.0,0.0,0.0
848aaa3ffffffff,13.0,0.0,0.0,0.0
848aaa5ffffffff,17.0,0.0,0.0,0.0
848aaadffffffff,40.0,0.0,0.0,0.0
848aab9ffffffff,3.0,0.0,0.0,0.0
848aabdffffffff,6.0,0.0,0.0,0.0
848aac9ffffffff,4.0,0.0,0.0,0.0
848aacbffffffff,2.0,0.0,0.0,0.0
848aadbffffffff,1.0,0.0,0.0,0.0
848aaddffffffff,1.0,0.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0,0.0
848ae5bffffffff,2.0,0.0,0.0,0.0
848af09ffffffff,80.0,0.0,0.0,25.0
848af0bffffffff,2.0,0.0,0.0,2.0
848af11ffffffff,7.0,0.0,0.0,0.0
848af41ffffffff,28.0,0.0,0.0,3.0
848af45ffffffff,11.0,0.0,0.0,2.0
848af4dffffffff,1.0,0.0,0.0,1.0
848af6dffffffff,1.0,0.0,0.0,0.0
848b0b5ffffffff,1.0,0.0,0.0,0.0
848b107ffffffff,1.0,0.0,0.0,0.0
848b11dffffffff,4.0,0.0,0.0,0.0
848b1a5ffffffff,4.0,0.0,0.0,0.0
848b1dbffffffff,2.0,0.0,0.0,0.0
848b401ffffffff,20.0,0.0,0.0,0.0
848b403ffffffff,2.0,0.0,0.0,0.0
848b40bffffffff,7.0,0.0,0.0,0.0
848b40dffffffff,60.0,0.0,0.0,0.0
848b429ffffffff,13.0,0.0,0.0,0.0
848b445ffffffff,23.0,0.0,0.0,0.0
848b447ffffffff,11.0,0.0,0.0,0.0
848b449ffffffff,24.0,0.0,0.0,0.0
848b44bffffffff,153.0,0.0,0.0,0.0
848b44dffffffff,205.0,0.0,0.0,0.0
848b459ffffffff,19.0,0.0,0.0,0.0
848b461ffffffff,2.0,0.0,0.0,0.0
848b463ffffffff,3.0,0.0,0.0,0.0
848b469ffffffff,60.0,0.0,0.0,0.0
848b46bffffffff,17.0,0.0,0.0,0.0
848b4e5ffffffff,11.0,0.0,0.0,2.0
848b511ffffffff,9.0,0.0,0.0,0.0
848b513ffffffff,7.0,0.0,0.0,0.0
848b51dffffffff,2.0,0.0,0.0,0.0
848b527ffffffff,2.0,0.0,0.0,0.0
848b53dffffffff,6.0,0.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0,0.0
848b563ffffffff,1.0,0.0,0.0,0.0
848b567ffffffff,1.0,0.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0,0.0
848b5cdffffffff,26.0,0.0,0.0,0.0
848b617ffffffff,6.0,0.0,0.0,0.0
848b623ffffffff,4.0,0.0,0.0,0.0
848b625ffffffff,1.0,0.0,0.0,0.0
848b627ffffffff,53.0,0.0,0.0,0.0
848b631ffffffff,3.0,0.0,0.0,0.0
848b633ffffffff,3.0,0.0,0.0,0.0
848b635ffffffff,11.0,0.0,0.0,0.0
848b637ffffffff,177.0,0.0,0.0,0.0
848b63bffffffff,18.0,0.0,0.0,0.0
848b63dffffffff,2.0,0.0,0.0,0.0
848b691ffffffff,4.0,0.0,0.0,0.0
848b693ffffffff,19.0,0.0,0.0,0.0
848b695ffffffff,3.0,0.0,0.0,0.0
848b697ffffffff,1.0,0.0,0.0,0.0
848b6c3ffffffff,1.0,0.0,0.0,0.0
848b6e1ffffffff,2.0,0.0,0.0,0.0
848b6e5ffffffff,22.0,0.0,0.0,0.0
848b6e7ffffffff,52.0,0.0,0.0,0.0
848b6edffffffff,79.0,0.0,0.0,0.0
848b709ffffffff,5.0,0.0,0.0,0.0
848b713ffffffff,86.0,0.0,0.0,0.0
848b717ffffffff,1.0,0.0,0.0,0.0
848b71bffffffff,33.0,0.0,0.0,0.0
848b743ffffffff,2.0,0.0,0.0,0.0
848b745ffffffff,2.0,0.0,0.0,0.0
848b747ffffffff,14.0,0.0,0.0,0.0
848b755ffffffff,1.0,0.0,0.0,0.0
848b757ffffffff,5.0,0.0,0.0,0.0
848b75dffffffff,6.0,0.0,0.0,0.0
848b821ffffffff,1.0,0.0,0.0,0.0
848b835ffffffff,1.0,0.0,0.0,0.0
848b839ffffffff,2.0,0.0,0.0,0.0
848b849ffffffff,49.0,0.0,0.0,1.0
848b881ffffffff,23.0,0.0,0.0,0.0
848b8d3ffffffff,1.0,0.0,0.0,0.0
848b98dffffffff,1.0,0.0,0.0,0.0
848b999ffffffff,11.0,0.0,0.0,0.0
848b99dffffffff,21.0,0.0,0.0,0.0
848b9d1ffffffff,4.0,0.0,0.0,0.0
848b9d5ffffffff,265.0,0.0,0.0,6.0
848b9d7ffffffff,3.0,0.0,0.0,0.0
848bb59ffffffff,1.0,0.0,0.0,0.0
848e651ffffffff,7.0,0.0,0.0,0.0
848f401ffffffff,72.0,0.0,0.0,2.0
848f403ffffffff,2.0,0.0,0.0,0.0
848f405ffffffff,2.0,0.0,0.0,0.0
848f407ffffffff,2.0,0.0,0.0,0.0
848f409ffffffff,3.0,0.0,0.0,0.0
848f40dffffffff,2.0,0.0,0.0,0.0
848f431ffffffff,2.0,0.0,0.0,0.0
848f435ffffffff,4.0,0.0,0.0,0.0
848f439ffffffff,55.0,0.0,0.0,0.0
848f43dffffffff,2.0,0.0,0.0,0.0
848f44bffffffff,8.0,0.0,0.0,0.0
848f461ffffffff,15.0,0.0,0.0,2.0
848f463ffffffff,43.0,0.0,0.0,1.0
848f46bffffffff,1.0,0.0,0.0,0.0
848f485ffffffff,6.0,0.0,0.0,0.0
848f495ffffffff,1.0,0.0,0.0,0.0
848f4a5ffffffff,11.0,0.0,0.0,0.0
848f4b3ffffffff,1.0,0.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0,0.0
848f4c7ffffffff,1.0,0.0,0.0,0.0
848f5d3ffffffff,10.0,0.0,0.0,0.0
848f5d7ffffffff,2.0,0.0,0.0,0.0
848f5ddffffffff,7.0,0.0,0.0,0.0
848f619ffffffff,3.0,0.0,0.0,0.0
848f61bffffffff,23.0,0.0,0.0,0.0
848f657ffffffff,8.0,0.0,0.0,0.0
848f6b5ffffffff,10.0,0.0,0.0,0.0
848f6bbffffffff,2.0,0.0,0.0,0.0
848f6edffffffff,1.0,0.0,0.0,0.0
848f71bffffffff,5.0,0.0,0.0,0.0
848f71dffffffff,3.0,0.0,0.0,0.0
848f733ffffffff,21.0,0.0,0.0,1.0
848f73dffffffff,2.0,0.0,0.0,0.0
848f74bffffffff,8.0,0.0,0.0,0.0
84a5969ffffffff,7.0,0.0,0.0,0.0
84a8c97ffffffff,8.0,0.0,0.0,8.0
84b3259ffffffff,1.0,0.0,0.0,0.0
