cell_id,Arremon taciturnus,Arremon taciturnus axillaris,Arremon taciturnus taciturnus/nigrirostris
848b44dffffffff,34.0,0.0,0.0
848b459ffffffff,6.0,0.0,0.0
848b469ffffffff,6.0,0.0,0.0
848b46bffffffff,2.0,0.0,0.0
848b4e5ffffffff,8.0,0.0,0.0
848b567ffffffff,2.0,0.0,0.0
848b5cdffffffff,5.0,0.0,0.0
848b607ffffffff,1.0,0.0,0.0
848b617ffffffff,242.0,0.0,6.0
848b627ffffffff,11.0,0.0,0.0
848b62bffffffff,3.0,0.0,0.0
848b631ffffffff,3.0,0.0,0.0
848b633ffffffff,1.0,0.0,0.0
848b635ffffffff,9.0,0.0,2.0
848b637ffffffff,41.0,0.0,0.0
848b639ffffffff,12.0,0.0,0.0
848b63bffffffff,144.0,0.0,1.0
848b63dffffffff,1.0,0.0,0.0
848b691ffffffff,3.0,0.0,0.0
848b69dffffffff,1.0,0.0,0.0
848b6c3ffffffff,5.0,0.0,0.0
848b6c5ffffffff,4.0,0.0,0.0
848b6cbffffffff,4.0,0.0,0.0
848b6e5ffffffff,2.0,0.0,0.0
848b6e7ffffffff,6.0,0.0,0.0
848b6edffffffff,23.0,0.0,0.0
848b709ffffffff,42.0,0.0,0.0
848b713ffffffff,46.0,0.0,0.0
848b717ffffffff,2.0,0.0,0.0
848b71bffffffff,11.0,0.0,0.0
848b745ffffffff,1.0,0.0,0.0
848b74bffffffff,1.0,0.0,0.0
848b751ffffffff,13.0,0.0,0.0
848b849ffffffff,6.0,0.0,0.0
848b8dbffffffff,4.0,0.0,0.0
848b98dffffffff,1.0,0.0,0.0
848b9d1ffffffff,2.0,0.0,0.0
848b9d5ffffffff,9.0,0.0,0.0
848ba45ffffffff,2.0,0.0,0.0
848ba47ffffffff,2.0,0.0,0.0
848ba63ffffffff,2.0,0.0,0.0
848ba65ffffffff,1.0,0.0,0.0
848bb53ffffffff,3.0,0.0,0.0
848bb59ffffffff,191.0,0.0,12.0
848f6b5ffffffff,3.0,0.0,0.0
84a85a1ffffffff,2.0,0.0,0.0
84a8825ffffffff,6.0,0.0,0.0
84a8919ffffffff,25.0,0.0,6.0
84a8953ffffffff,11.0,0.0,0.0
84a8c01ffffffff,8.0,0.0,0.0
84a8c03ffffffff,45.0,0.0,0.0
84a8c05ffffffff,50.0,0.0,0.0
84a8c07ffffffff,2.0,0.0,0.0
84a8c09ffffffff,14.0,0.0,0.0
84a8c0dffffffff,37.0,0.0,0.0
84a8c15ffffffff,4.0,0.0,0.0
84a8c23ffffffff,8.0,0.0,0.0
84a8c2bffffffff,9.0,0.0,2.0
84a8c31ffffffff,2.0,0.0,0.0
84a8c43ffffffff,3.0,0.0,0.0
84a8c47ffffffff,9.0,0.0,0.0
84a8c63ffffffff,13.0,0.0,0.0
84a8c97ffffffff,2.0,0.0,2.0
84a8cd1ffffffff,2.0,0.0,0.0
84a8cebffffffff,2.0,0.0,0.0
84a8d9dffffffff,2.0,0.0,0.0
84a8da1ffffffff,1.0,0.0,0.0
84a8da9ffffffff,8.0,0.0,0.0
84a8dd9ffffffff,4.0,0.0,0.0
84a8dddffffffff,1.0,0.0,0.0
84a8de1ffffffff,2.0,0.0,0.0
84a8de3ffffffff,23.0,0.0,0.0
84a8de7ffffffff,21.0,0.0,0.0
84a8debffffffff,14.0,0.0,0.0
84a8e19ffffffff,6.0,0.0,0.0
84a8ec9ffffffff,3.0,0.0,0.0
84a8ecbffffffff,1.0,0.0,0.0
84a8ecdffffffff,2.0,0.0,0.0
84a8ee9ffffffff,2.0,0.0,0.0
84b3243ffffffff,1.0,0.0,0.0
84b3253ffffffff,2.0,0.0,1.0
