cell_id,Serpophaga subcristata,Serpophaga subcristata subcristata/straminea,Serpophaga subcristata munda
84c2c9bffffffff,1.0,1.0,0.0
84c2ca9ffffffff,2.0,2.0,0.0
84c2cadffffffff,1.0,1.0,0.0
84c2cbbffffffff,3.0,3.0,0.0
84c2cd3ffffffff,120.0,108.0,3.0
84c2ce1ffffffff,8.0,6.0,2.0
84c2ce9ffffffff,2.0,0.0,0.0
84c2d93ffffffff,8.0,0.0,8.0
84c2e2bffffffff,2.0,0.0,0.0
84c2e97ffffffff,2.0,2.0,0.0
84c2e99ffffffff,10.0,10.0,0.0
84c2e9bffffffff,2.0,2.0,0.0
84c2eb9ffffffff,2.0,2.0,0.0
84c2ebbffffffff,36.0,34.0,0.0
84c2f15ffffffff,2.0,0.0,2.0
84c2f23ffffffff,1.0,1.0,0.0
84c308bffffffff,2.0,2.0,0.0
84c3093ffffffff,4.0,4.0,0.0
84c3097ffffffff,2.0,2.0,0.0
84c30d1ffffffff,2.0,2.0,0.0
84c3297ffffffff,8.0,4.0,1.0
84c32a7ffffffff,3.0,3.0,0.0
84c32e1ffffffff,6.0,6.0,0.0
84c348bffffffff,1.0,1.0,0.0
84c349bffffffff,14.0,14.0,0.0
84c349dffffffff,4.0,4.0,0.0
84c34d3ffffffff,3.0,3.0,0.0
84c3505ffffffff,11.0,11.0,0.0
84c350dffffffff,13.0,13.0,0.0
84c352dffffffff,2.0,2.0,0.0
84c3543ffffffff,6.0,6.0,0.0
84c3547ffffffff,2.0,2.0,0.0
84c3563ffffffff,6.0,6.0,0.0
84c3567ffffffff,2.0,2.0,0.0
84c3569ffffffff,11.0,11.0,0.0
84c356bffffffff,18.0,18.0,0.0
84c356dffffffff,4.0,4.0,0.0
84c36b5ffffffff,4.0,4.0,0.0
84c3709ffffffff,2.0,0.0,2.0
84c3735ffffffff,1.0,1.0,0.0
84c376dffffffff,2.0,0.0,0.0
84ce931ffffffff,6.0,5.0,1.0
84ce935ffffffff,13.0,5.0,0.0
84ce969ffffffff,4.0,0.0,4.0
