cell_id,Corvus cornix,Corvus cornix [cornix Group],Corvus cornix capellanus
8220e7fffffffff,16.0,0.0,0.0
8220f7fffffffff,13.0,0.0,0.0
822107fffffffff,12.0,0.0,0.0
82210ffffffffff,1.0,0.0,0.0
822127fffffffff,50.0,0.0,0.0
82212ffffffffff,6.0,0.0,0.0
822147fffffffff,2.0,0.0,0.0
82214ffffffffff,47.0,0.0,0.0
822157fffffffff,135.0,0.0,0.0
822167fffffffff,2.0,0.0,0.0
822177fffffffff,1.0,0.0,0.0
822187fffffffff,1.0,0.0,0.0
82219ffffffffff,2.0,0.0,0.0
82255ffffffffff,5.0,0.0,0.0
822c07fffffffff,2331.0,0.0,0.0
822c0ffffffffff,552.0,0.0,0.0
822c17fffffffff,221.0,0.0,0.0
822c1ffffffffff,232.0,0.0,0.0
822c27fffffffff,1135.0,0.0,0.0
822c2ffffffffff,1282.0,0.0,0.0
822c37fffffffff,132.0,0.0,0.0
822c47fffffffff,12.0,0.0,0.0
822c67fffffffff,89.0,0.0,0.0
822c6ffffffffff,9.0,0.0,0.0
822c77fffffffff,90.0,0.0,0.0
822c87fffffffff,27.0,0.0,0.0
822c8ffffffffff,61.0,1.0,0.0
822c9ffffffffff,13.0,0.0,0.0
822ca7fffffffff,27.0,0.0,0.0
822caffffffffff,195.0,11.0,0.0
822cb7fffffffff,1.0,0.0,0.0
822cc7fffffffff,811.0,1.0,0.0
822ccffffffffff,122.0,0.0,0.0
822cd7fffffffff,272.0,9.0,0.0
822cdffffffffff,54.0,2.0,0.0
822ce7fffffffff,309.0,0.0,0.0
822cf7fffffffff,2666.0,37.0,0.0
822d07fffffffff,621.0,0.0,0.0
822d0ffffffffff,2.0,0.0,0.0
822d17fffffffff,775.0,0.0,0.0
822d1ffffffffff,157.0,0.0,0.0
822d27fffffffff,218.0,0.0,0.0
822d2ffffffffff,35.0,0.0,0.0
822d37fffffffff,1584.0,0.0,0.0
822d47fffffffff,8.0,0.0,0.0
822d4ffffffffff,1.0,0.0,0.0
822d57fffffffff,19.0,0.0,0.0
822d5ffffffffff,21.0,0.0,0.0
822d67fffffffff,1564.0,0.0,0.0
822d77fffffffff,92.0,0.0,0.0
822d87fffffffff,15.0,0.0,0.0
822d8ffffffffff,1.0,0.0,0.0
822da7fffffffff,1434.0,14.0,0.0
822daffffffffff,828.0,0.0,0.0
822db7fffffffff,15202.0,2277.0,0.0
823867fffffffff,1.0,0.0,0.0
82386ffffffffff,22.0,0.0,0.0
823947fffffffff,45.0,0.0,0.0
82394ffffffffff,47.0,0.0,0.0
82396ffffffffff,23.0,0.0,0.0
823e47fffffffff,1229.0,0.0,0.0
823e4ffffffffff,22.0,0.0,0.0
823e5ffffffffff,420.0,0.0,0.0
823e67fffffffff,294.0,0.0,0.0
823e6ffffffffff,532.0,43.0,0.0
823e77fffffffff,85.0,0.0,0.0
823f0ffffffffff,2.0,0.0,0.0
823f27fffffffff,9.0,0.0,0.0
823f2ffffffffff,600.0,0.0,0.0
823f37fffffffff,111.0,0.0,0.0
823f47fffffffff,122.0,0.0,0.0
823f4ffffffffff,558.0,61.0,0.0
823f5ffffffffff,7.0,0.0,0.0
823f67fffffffff,1659.0,0.0,0.0
823f6ffffffffff,855.0,0.0,0.0
823f77fffffffff,901.0,0.0,0.0
824307fffffffff,9.0,0.0,0.0
82430ffffffffff,25.0,0.0,0.0
824317fffffffff,1.0,0.0,0.0
82431ffffffffff,4.0,0.0,0.0
824327fffffffff,93.0,0.0,0.0
82432ffffffffff,18.0,0.0,0.0
824337fffffffff,28.0,2.0,0.0
824367fffffffff,492.0,0.0,0.0
824377fffffffff,19.0,0.0,0.0
8253a7fffffffff,13.0,0.0,0.0
8253b7fffffffff,4.0,0.0,0.0
