cell_id,Rhipidura albiscapa,Rhipidura albiscapa [pelzelni Group],Rhipidura albiscapa keasti,Rhipidura albiscapa alisteri,Rhipidura albiscapa albiscapa,Rhipidura albiscapa preissi,Rhipidura albiscapa albicauda
849e245ffffffff,171.0,0.0,0.0,0.0,0.0,0.0,0.0
849e261ffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
849e31bffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
849e333ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849ed51ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
849f0a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849f50bffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
849f511ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849f515ffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0
849f517ffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
849f51dffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
849f529ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
849f54bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
849f555ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
849f557ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
849f5a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
849f5e5ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84a6167ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a6261ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a6267ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a630dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a631bffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
84a6353ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a6359ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7005ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7007ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7027ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7029ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84a702bffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84a702dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a703dffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7041ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7045ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84a704dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7063ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7065ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7067ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a712dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7141ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7145ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a714bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a714dffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
84a715bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7163ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7165ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7183ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a718bffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a71bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a71cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a71d1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84a71d5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84a71ddffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
84a71edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7221ffffffff,9.0,0.0,0.0,0.0,0.0,4.0,0.0
84a7225ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
84a7227ffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84a722dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7261ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7265ffffffff,457.0,0.0,0.0,0.0,0.0,95.0,0.0
84a7267ffffffff,96.0,0.0,0.0,0.0,0.0,21.0,0.0
84a7269ffffffff,15.0,0.0,0.0,0.0,0.0,2.0,0.0
84a726dffffffff,1486.0,0.0,0.0,0.0,0.0,260.0,0.0
84a7301ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7303ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7305ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7307ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84a730bffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
84a730dffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
84a7311ffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
84a7319ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84a731bffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7321ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7323ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7329ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84a732bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7333ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7335ffffffff,21.0,0.0,0.0,0.0,0.0,8.0,0.0
84a7337ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7339ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7341ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
84a7343ffffffff,8.0,0.0,0.0,0.0,0.0,2.0,0.0
84a7345ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7347ffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
84a7349ffffffff,11.0,0.0,0.0,0.0,0.0,1.0,0.0
84a734bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a734dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7351ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7353ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
84a7355ffffffff,3.0,0.0,0.0,0.0,0.0,1.0,0.0
84a7359ffffffff,72.0,0.0,0.0,0.0,0.0,14.0,0.0
84a735bffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0
84a735dffffffff,74.0,0.0,0.0,0.0,0.0,31.0,0.0
84a7363ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7365ffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7369ffffffff,9.0,0.0,0.0,0.0,0.0,1.0,0.0
84a736dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a782bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
84a7863ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a78e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84a79d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84a79dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84a7ab5ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8237ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8299ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b82e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8415ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b849bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8609ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b864bffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b864dffffffff,3.0,0.0,0.0,0.0,0.0,3.0,0.0
84b865bffffffff,7.0,0.0,0.0,0.0,0.0,7.0,0.0
84b865dffffffff,27.0,0.0,0.0,0.0,0.0,2.0,0.0
84b8693ffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84b8695ffffffff,4.0,0.0,0.0,0.0,0.0,2.0,0.0
84b8697ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b869bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b869dffffffff,2.0,0.0,0.0,0.0,0.0,2.0,0.0
84b86a1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b86a9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b86abffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b86adffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b86d1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b86d7ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8809ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b880bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8819ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84b881bffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8847ffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8855ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,2.0
84b8857ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8a91ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8a9dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8aa5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8aa7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8abdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b8acbffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9109ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b910dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9111ffffffff,16.0,0.0,0.0,2.0,0.0,0.0,0.0
84b9113ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9115ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9119ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9121ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9125ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9127ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b912dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9137ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b913dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9143ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9145ffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9147ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9149ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b914bffffffff,53.0,0.0,0.0,2.0,0.0,0.0,0.0
84b914dffffffff,78.0,0.0,0.0,2.0,0.0,0.0,0.0
84b9151ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9155ffffffff,49.0,0.0,0.0,7.0,0.0,0.0,0.0
84b9159ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
84b915dffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9161ffffffff,22.0,0.0,0.0,2.0,0.0,0.0,0.0
84b9163ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9165ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9167ffffffff,7.0,0.0,0.0,1.0,0.0,0.0,0.0
84b9169ffffffff,481.0,0.0,0.0,20.0,0.0,0.0,0.0
84b916dffffffff,84.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9337ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9365ffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
84b936dffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9591ffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84b959bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9813ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9841ffffffff,3.0,0.0,0.0,2.0,0.0,0.0,0.0
84b984bffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
84b9855ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
84b996bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
84b99c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b99cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b99e9ffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0
84b99edffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a13ffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a1bffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a31ffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a3bffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a49ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a4bffffffff,42.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a4dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
84b9a59ffffffff,7.0,0.0,0.0,2.0,0.0,0.0,0.0
84b9a5bffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
