cell_id,Thamnophilus ruficapillus,Thamnophilus ruficapillus [subfasciatus Group],Thamnophilus ruficapillus ruficapillus/cochabambae
84a92c3ffffffff,2.0,0.0,0.0
84a92c5ffffffff,5.0,0.0,0.0
84a92c7ffffffff,2.0,0.0,0.0
84a92cbffffffff,398.0,0.0,1.0
84a92cdffffffff,12.0,0.0,0.0
84a92d1ffffffff,2.0,0.0,0.0
84a92d7ffffffff,15.0,0.0,0.0
84a92d9ffffffff,11.0,0.0,1.0
84a92ddffffffff,7.0,0.0,0.0
84a92e1ffffffff,61.0,0.0,0.0
84a92e3ffffffff,2.0,0.0,0.0
84a92e9ffffffff,22.0,0.0,0.0
84a92ebffffffff,27.0,0.0,0.0
84a9425ffffffff,1.0,0.0,0.0
84a9429ffffffff,23.0,0.0,0.0
84a9441ffffffff,4.0,0.0,0.0
84a9447ffffffff,6.0,0.0,0.0
84a9461ffffffff,12.0,0.0,0.0
84a9463ffffffff,21.0,0.0,0.0
84a9465ffffffff,139.0,0.0,0.0
84a9467ffffffff,6.0,0.0,0.0
84a946bffffffff,5.0,0.0,0.0
84a946dffffffff,8.0,0.0,0.0
84a9501ffffffff,8.0,0.0,0.0
84a9503ffffffff,2.0,0.0,0.0
84a9507ffffffff,12.0,0.0,0.0
84a9509ffffffff,13.0,0.0,0.0
84a950bffffffff,2.0,0.0,0.0
84a950dffffffff,1.0,0.0,0.0
84a9521ffffffff,5.0,0.0,0.0
84a9525ffffffff,2.0,0.0,0.0
84a9527ffffffff,3.0,0.0,0.0
84a952dffffffff,1.0,0.0,0.0
84a9531ffffffff,4.0,0.0,0.0
84a9533ffffffff,6.0,0.0,0.0
84a953bffffffff,21.0,0.0,0.0
84a953dffffffff,1.0,0.0,0.0
84a9545ffffffff,3.0,0.0,0.0
84a9551ffffffff,4.0,0.0,0.0
84a9555ffffffff,1.0,0.0,0.0
84a9559ffffffff,2.0,0.0,0.0
84a955bffffffff,16.0,0.0,0.0
84a9565ffffffff,2.0,0.0,0.0
84a95abffffffff,7.0,0.0,0.0
84a95d1ffffffff,4.0,0.0,0.0
84a95edffffffff,2.0,0.0,0.0
84a9623ffffffff,6.0,0.0,0.0
84a9627ffffffff,10.0,0.0,0.0
84a962dffffffff,1.0,0.0,0.0
84a9645ffffffff,22.0,0.0,0.0
84a964dffffffff,1.0,0.0,0.0
84a9669ffffffff,2.0,0.0,0.0
84a9717ffffffff,7.0,0.0,0.0
84a9723ffffffff,2.0,0.0,0.0
84a9741ffffffff,2.0,0.0,0.0
84a974dffffffff,29.0,0.0,0.0
84a9753ffffffff,2.0,0.0,0.0
84a975dffffffff,4.0,0.0,0.0
84b3209ffffffff,2.0,0.0,0.0
84b3219ffffffff,2.0,0.0,0.0
84b3241ffffffff,1.0,0.0,0.0
84b3243ffffffff,1.0,0.0,0.0
84b3253ffffffff,20.0,0.0,0.0
84b340dffffffff,8.0,0.0,0.0
84b3421ffffffff,12.0,0.0,0.0
84b3423ffffffff,10.0,0.0,0.0
84b3425ffffffff,38.0,0.0,0.0
84b3427ffffffff,1.0,0.0,0.0
84b342dffffffff,19.0,0.0,0.0
84b3435ffffffff,3.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0
84b3445ffffffff,2.0,0.0,0.0
84b3461ffffffff,1.0,0.0,0.0
84b3467ffffffff,1.0,0.0,0.0
84b346bffffffff,2.0,0.0,0.0
84b346dffffffff,4.0,0.0,0.0
84b3511ffffffff,134.0,0.0,0.0
84b3513ffffffff,151.0,0.0,0.0
84b3517ffffffff,2.0,0.0,0.0
84b351bffffffff,19.0,0.0,0.0
84b3585ffffffff,6.0,0.0,0.0
84b35a1ffffffff,5.0,0.0,0.0
84b35a9ffffffff,7.0,0.0,0.0
84b35bdffffffff,49.0,0.0,0.0
84b35c3ffffffff,2.0,0.0,0.0
84b35c5ffffffff,76.0,0.0,0.0
84b35c7ffffffff,8.0,0.0,0.0
84b35c9ffffffff,105.0,0.0,0.0
84b35cdffffffff,10.0,0.0,0.0
84b35e1ffffffff,54.0,0.0,0.0
84b35e3ffffffff,9.0,0.0,0.0
84b35e9ffffffff,171.0,0.0,0.0
84b35ebffffffff,9.0,0.0,0.0
84b35edffffffff,9.0,0.0,0.0
84b3629ffffffff,1.0,0.0,0.0
84c22a7ffffffff,2.0,0.0,0.0
84c2893ffffffff,3.0,0.0,0.0
84c2c03ffffffff,2.0,0.0,0.0
84c2c05ffffffff,1.0,0.0,0.0
84c2c07ffffffff,4.0,0.0,0.0
84c2c0dffffffff,2.0,0.0,0.0
84c2c11ffffffff,2.0,0.0,0.0
84c2c15ffffffff,9.0,0.0,0.0
84c2c17ffffffff,49.0,0.0,0.0
84c2c19ffffffff,81.0,0.0,0.0
84c2c1bffffffff,2.0,0.0,0.0
84c2c1dffffffff,29.0,0.0,0.0
84c2c23ffffffff,6.0,0.0,0.0
84c2c2bffffffff,2.0,0.0,0.0
84c2c33ffffffff,3.0,0.0,0.0
84c2c39ffffffff,4.0,0.0,0.0
84c2c41ffffffff,5.0,0.0,0.0
84c2c49ffffffff,28.0,0.0,1.0
84c2c4dffffffff,2.0,0.0,0.0
84c2c53ffffffff,229.0,0.0,0.0
84c2c57ffffffff,31.0,0.0,0.0
84c2c59ffffffff,2.0,0.0,0.0
84c2c5bffffffff,167.0,0.0,0.0
84c2c5dffffffff,4.0,0.0,0.0
84c2c61ffffffff,2.0,0.0,0.0
84c2c63ffffffff,7.0,0.0,0.0
84c2c69ffffffff,3.0,0.0,0.0
84c2c6dffffffff,84.0,0.0,0.0
84c2ca5ffffffff,2.0,0.0,0.0
84c2ca7ffffffff,3.0,0.0,0.0
84c2cadffffffff,12.0,0.0,0.0
84c2cd1ffffffff,2.0,0.0,0.0
84c2cd3ffffffff,11.0,0.0,0.0
84c2cdbffffffff,20.0,0.0,0.0
84c2ce1ffffffff,72.0,0.0,0.0
84c2ce5ffffffff,5.0,0.0,0.0
84c2ce7ffffffff,5.0,0.0,0.0
84c2ce9ffffffff,7.0,0.0,0.0
84c2cedffffffff,6.0,0.0,0.0
84c2d03ffffffff,28.0,0.0,0.0
84c2d05ffffffff,18.0,0.0,0.0
84c2d09ffffffff,21.0,0.0,0.0
84c2d0dffffffff,1.0,0.0,0.0
84c2d17ffffffff,5.0,0.0,0.0
84c2d23ffffffff,2.0,0.0,0.0
84c2d27ffffffff,2.0,0.0,0.0
84c2d2bffffffff,4.0,0.0,0.0
84c2d31ffffffff,18.0,0.0,0.0
84c2d33ffffffff,5.0,0.0,0.0
84c2d37ffffffff,52.0,0.0,0.0
84c2d39ffffffff,1.0,0.0,0.0
84c2d43ffffffff,30.0,0.0,0.0
84c2d45ffffffff,29.0,0.0,0.0
84c2d47ffffffff,2.0,0.0,0.0
84c2d49ffffffff,12.0,0.0,0.0
84c2d4bffffffff,22.0,0.0,0.0
84c2d4dffffffff,3.0,0.0,0.0
84c2d55ffffffff,6.0,0.0,0.0
84c2d59ffffffff,1.0,0.0,0.0
84c2d5dffffffff,1.0,0.0,0.0
84c2d61ffffffff,8.0,0.0,0.0
84c2d63ffffffff,25.0,0.0,0.0
84c2d67ffffffff,2.0,0.0,0.0
84c2d69ffffffff,6.0,0.0,0.0
84c2d6bffffffff,69.0,0.0,0.0
84c2d85ffffffff,55.0,0.0,0.0
84c2d87ffffffff,2.0,0.0,0.0
84c2d89ffffffff,3.0,0.0,0.0
84c2d8dffffffff,21.0,0.0,0.0
84c2d93ffffffff,82.0,0.0,12.0
84c2d99ffffffff,5.0,0.0,0.0
84c2d9bffffffff,7.0,0.0,0.0
84c2da5ffffffff,2.0,0.0,0.0
84c2dabffffffff,1.0,0.0,0.0
84c2db1ffffffff,7.0,0.0,0.0
84c2db3ffffffff,4.0,0.0,0.0
84c2db9ffffffff,2.0,0.0,0.0
84c2dbbffffffff,10.0,0.0,0.0
84c2dc7ffffffff,1.0,0.0,0.0
84c2debffffffff,4.0,0.0,0.0
84c2e17ffffffff,1.0,0.0,0.0
84c2e21ffffffff,25.0,0.0,0.0
84c2e23ffffffff,226.0,0.0,0.0
84c2e2bffffffff,1.0,0.0,0.0
84c2e2dffffffff,40.0,0.0,0.0
84c2e31ffffffff,106.0,0.0,0.0
84c2e33ffffffff,303.0,0.0,0.0
84c2e35ffffffff,19.0,0.0,3.0
84c2e37ffffffff,13.0,0.0,0.0
84c2e3dffffffff,144.0,0.0,0.0
84c2e85ffffffff,16.0,0.0,0.0
84c2e87ffffffff,18.0,0.0,0.0
84c2ea1ffffffff,5.0,0.0,0.0
84c2ea5ffffffff,4.0,0.0,0.0
84c2ea9ffffffff,13.0,0.0,0.0
84c2ee3ffffffff,12.0,0.0,0.0
84c2ee5ffffffff,53.0,0.0,0.0
84c2ee7ffffffff,10.0,0.0,0.0
84c2f07ffffffff,5.0,0.0,0.0
84c2f11ffffffff,296.0,0.0,0.0
84c2f13ffffffff,2.0,0.0,0.0
84c2f15ffffffff,104.0,0.0,0.0
84c2f17ffffffff,20.0,0.0,0.0
84c2f23ffffffff,15.0,0.0,0.0
84c2f27ffffffff,23.0,0.0,0.0
84c2f2bffffffff,5.0,0.0,0.0
84c2f31ffffffff,25.0,0.0,0.0
84c2f33ffffffff,10.0,0.0,0.0
84c2f35ffffffff,34.0,0.0,0.0
84c2f37ffffffff,63.0,0.0,0.0
84c2f39ffffffff,67.0,0.0,0.0
84c2f3bffffffff,20.0,0.0,0.0
84c2f3dffffffff,199.0,0.0,0.0
