cell_id,Microrhopias quixensis,Microrhopias quixensis [boucardi Group],Microrhopias quixensis microstictus,Microrhopias quixensis quixensis,Microrhopias quixensis nigriventris,Microrhopias quixensis albicauda/intercedens,Microrhopias quixensis bicolor,Microrhopias quixensis emiliae
8366f0fffffffff,685.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836793fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836794fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836796fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83679afffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83679bfffffffff,409.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d21fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2cfffffffff,444.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d68fffffffff,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,2965.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d6dfffffffff,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83806bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83814dfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a00fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a01fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a04fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a05fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a10fffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a12fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a15fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a21fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a23fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a24fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a25fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a2cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a31fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a33fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a63fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a69fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a6dfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a80fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838a81fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa8fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aa9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aaafffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aabfffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aacfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838aadfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ab2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ab6fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838adcfffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838ae5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838af2fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838af4fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838af6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b40fffffffff,53.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
838b42fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b44fffffffff,101.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
838b4efffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b51fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b52fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5cfffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5dfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,517.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
838b62fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b63fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b69fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6cfffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b6efffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b71fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b75fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b84fffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b88fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b8afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b8dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b99fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b9cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b9dfffffffff,111.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
838e64fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f29fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2afffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2bfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2cfffffffff,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f40fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f42fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f48fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f74fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b324fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
