cell_id,Aegithalos concinnus,Aegithalos concinnus [concinnus Group],Aegithalos concinnus iredalei/rubricapillus,Aegithalos concinnus annamensis
843c317ffffffff,2.0,0.0,0.0,0.0
843c33bffffffff,28.0,0.0,0.0,0.0
843c421ffffffff,1.0,0.0,1.0,0.0
843c431ffffffff,2.0,0.0,0.0,0.0
843c437ffffffff,7.0,0.0,7.0,0.0
843c43dffffffff,2.0,0.0,2.0,0.0
843c521ffffffff,215.0,0.0,0.0,0.0
843c525ffffffff,56.0,0.0,0.0,0.0
843c527ffffffff,504.0,0.0,0.0,0.0
843c529ffffffff,7.0,0.0,0.0,0.0
843c52dffffffff,26.0,0.0,0.0,0.0
843c533ffffffff,20.0,0.0,0.0,0.0
843c567ffffffff,1.0,0.0,0.0,0.0
843c581ffffffff,200.0,0.0,0.0,0.0
843c585ffffffff,1.0,0.0,0.0,0.0
843c587ffffffff,2.0,0.0,0.0,0.0
843c589ffffffff,4.0,0.0,0.0,0.0
843c595ffffffff,49.0,0.0,0.0,0.0
843c5c1ffffffff,18.0,0.0,0.0,0.0
843c5c7ffffffff,2.0,0.0,0.0,0.0
843c5cbffffffff,37.0,0.0,36.0,0.0
843c5d5ffffffff,14.0,0.0,0.0,0.0
843c5e3ffffffff,3.0,0.0,0.0,0.0
843c5ebffffffff,3.0,0.0,0.0,0.0
843cc11ffffffff,4.0,0.0,0.0,0.0
843cc31ffffffff,14.0,0.0,0.0,0.0
843cd8bffffffff,35.0,11.0,0.0,0.0
843cdd5ffffffff,6.0,0.0,0.0,0.0
843ce43ffffffff,3.0,0.0,0.0,0.0
843ce49ffffffff,6.0,0.0,0.0,0.0
843ce4bffffffff,48.0,0.0,6.0,0.0
843ce4dffffffff,6.0,0.0,0.0,0.0
843ce51ffffffff,23.0,0.0,0.0,0.0
843ce53ffffffff,32.0,0.0,7.0,0.0
843ce57ffffffff,3.0,0.0,0.0,0.0
843ce59ffffffff,20.0,0.0,0.0,0.0
843ce5bffffffff,102.0,0.0,7.0,0.0
843ce5dffffffff,72.0,0.0,16.0,0.0
843ce81ffffffff,9.0,0.0,0.0,0.0
843ce83ffffffff,5.0,0.0,0.0,0.0
843ce85ffffffff,122.0,0.0,0.0,0.0
843ce87ffffffff,9.0,0.0,0.0,0.0
843ce95ffffffff,206.0,0.0,0.0,0.0
843cebdffffffff,57.0,0.0,0.0,0.0
843d101ffffffff,7.0,0.0,0.0,0.0
843d103ffffffff,346.0,0.0,0.0,0.0
843d107ffffffff,1.0,0.0,0.0,0.0
843d109ffffffff,343.0,0.0,0.0,0.0
843d10bffffffff,3.0,0.0,0.0,0.0
843d111ffffffff,12.0,0.0,0.0,0.0
843d113ffffffff,2.0,0.0,0.0,0.0
843d115ffffffff,45.0,0.0,0.0,0.0
843d117ffffffff,4.0,0.0,0.0,0.0
843d119ffffffff,5.0,0.0,0.0,0.0
843d11dffffffff,11.0,0.0,0.0,0.0
843d131ffffffff,54.0,0.0,0.0,0.0
843d133ffffffff,11.0,0.0,0.0,0.0
843d135ffffffff,1.0,0.0,0.0,0.0
843d137ffffffff,43.0,0.0,0.0,0.0
843d139ffffffff,294.0,0.0,0.0,0.0
843d13bffffffff,44.0,0.0,0.0,0.0
843d13dffffffff,7.0,0.0,0.0,0.0
843d143ffffffff,19.0,0.0,0.0,0.0
843d147ffffffff,30.0,0.0,0.0,0.0
843d14bffffffff,4.0,0.0,0.0,0.0
843d151ffffffff,77.0,0.0,0.0,0.0
843d153ffffffff,1.0,0.0,0.0,0.0
843d155ffffffff,48.0,0.0,0.0,0.0
843d157ffffffff,80.0,0.0,0.0,0.0
843d159ffffffff,18.0,0.0,0.0,0.0
843d15dffffffff,109.0,0.0,0.0,0.0
843d1a9ffffffff,37.0,0.0,0.0,0.0
843d1abffffffff,2.0,0.0,0.0,0.0
843d1adffffffff,13.0,0.0,0.0,0.0
843d1e1ffffffff,1.0,0.0,0.0,0.0
843d1e5ffffffff,18.0,0.0,0.0,0.0
843d1e7ffffffff,706.0,0.0,0.0,0.0
843d1e9ffffffff,20.0,0.0,0.0,0.0
843d1edffffffff,632.0,0.0,0.0,0.0
843d301ffffffff,33.0,0.0,0.0,0.0
843d303ffffffff,6.0,0.0,0.0,0.0
843d307ffffffff,58.0,0.0,0.0,0.0
843d309ffffffff,4.0,0.0,0.0,0.0
843d30bffffffff,12.0,0.0,0.0,0.0
843d31dffffffff,22.0,0.0,0.0,0.0
843d331ffffffff,1.0,0.0,0.0,0.0
843d333ffffffff,35.0,0.0,0.0,0.0
843d335ffffffff,11.0,0.0,0.0,0.0
843d337ffffffff,15.0,0.0,0.0,0.0
843d33dffffffff,160.0,0.0,0.0,0.0
843d341ffffffff,20.0,0.0,0.0,0.0
843d345ffffffff,1.0,0.0,0.0,0.0
843d347ffffffff,8.0,0.0,0.0,0.0
843d349ffffffff,3.0,0.0,0.0,0.0
843d34dffffffff,3.0,0.0,0.0,0.0
843d355ffffffff,3.0,0.0,0.0,0.0
843d35dffffffff,5.0,0.0,0.0,0.0
843dad1ffffffff,2880.0,0.0,0.0,0.0
843dad3ffffffff,6.0,0.0,0.0,0.0
843dad7ffffffff,2.0,0.0,0.0,0.0
843dad9ffffffff,464.0,0.0,0.0,0.0
843dadbffffffff,74.0,0.0,0.0,0.0
843daddffffffff,46.0,0.0,0.0,0.0
8440011ffffffff,4.0,2.0,0.0,0.0
8440015ffffffff,1.0,0.0,0.0,0.0
8440035ffffffff,4.0,0.0,0.0,0.0
8440037ffffffff,1.0,0.0,0.0,0.0
8440041ffffffff,2.0,0.0,0.0,0.0
84400a5ffffffff,17.0,0.0,0.0,0.0
84400c1ffffffff,20.0,0.0,0.0,0.0
84400c7ffffffff,2.0,0.0,0.0,0.0
8440121ffffffff,4.0,0.0,0.0,0.0
8440133ffffffff,2.0,2.0,0.0,0.0
8440139ffffffff,3.0,3.0,0.0,0.0
844013bffffffff,2.0,2.0,0.0,0.0
8440193ffffffff,4.0,0.0,0.0,0.0
8440197ffffffff,5.0,0.0,0.0,0.0
844019bffffffff,6.0,0.0,0.0,0.0
84401a1ffffffff,3.0,0.0,0.0,0.0
844020bffffffff,4.0,0.0,0.0,0.0
844022bffffffff,13.0,0.0,0.0,0.0
844030dffffffff,5.0,0.0,0.0,0.0
8440329ffffffff,2.0,0.0,0.0,0.0
8440347ffffffff,1.0,0.0,0.0,0.0
8440349ffffffff,2.0,0.0,0.0,0.0
8440363ffffffff,2.0,0.0,0.0,0.0
8440403ffffffff,2.0,0.0,0.0,0.0
8440413ffffffff,2.0,1.0,0.0,0.0
8440417ffffffff,3.0,0.0,0.0,0.0
8440431ffffffff,2.0,0.0,0.0,0.0
8440435ffffffff,3.0,0.0,0.0,0.0
8440437ffffffff,1.0,0.0,0.0,0.0
8440439ffffffff,46.0,0.0,0.0,0.0
844043dffffffff,3.0,0.0,0.0,0.0
8440447ffffffff,31.0,0.0,0.0,0.0
8440455ffffffff,2.0,0.0,0.0,0.0
8440457ffffffff,6.0,0.0,0.0,0.0
84404c1ffffffff,47.0,0.0,0.0,0.0
84404c3ffffffff,9.0,0.0,0.0,0.0
84404c5ffffffff,73.0,0.0,0.0,0.0
84404c7ffffffff,10.0,0.0,0.0,0.0
84404c9ffffffff,2.0,0.0,0.0,0.0
84404cbffffffff,3.0,0.0,0.0,0.0
84404ddffffffff,14.0,0.0,0.0,0.0
84404e1ffffffff,12.0,0.0,0.0,0.0
84404e7ffffffff,2.0,0.0,0.0,0.0
84404edffffffff,2.0,0.0,0.0,0.0
844052dffffffff,8.0,4.0,0.0,0.0
8440589ffffffff,2.0,0.0,0.0,0.0
8440591ffffffff,5.0,0.0,0.0,0.0
84405b9ffffffff,2.0,0.0,0.0,0.0
84405c1ffffffff,5.0,0.0,0.0,0.0
84405c9ffffffff,16.0,0.0,0.0,0.0
84405cbffffffff,11.0,0.0,0.0,0.0
8440611ffffffff,6.0,0.0,0.0,0.0
8440627ffffffff,2.0,0.0,0.0,0.0
8440663ffffffff,1.0,0.0,0.0,0.0
844066dffffffff,8.0,0.0,0.0,0.0
84406b7ffffffff,8.0,0.0,0.0,0.0
8440711ffffffff,11.0,0.0,0.0,0.0
8440715ffffffff,2.0,0.0,0.0,0.0
8440717ffffffff,79.0,1.0,0.0,0.0
844071dffffffff,1.0,0.0,0.0,0.0
844075dffffffff,2.0,0.0,0.0,0.0
8440885ffffffff,4.0,0.0,0.0,0.0
844088dffffffff,4.0,0.0,0.0,0.0
8440899ffffffff,20.0,0.0,0.0,0.0
844089dffffffff,5.0,0.0,0.0,0.0
84408a9ffffffff,2.0,0.0,0.0,0.0
84408d3ffffffff,4.0,0.0,0.0,0.0
8440955ffffffff,1.0,0.0,0.0,0.0
8440a05ffffffff,10.0,0.0,0.0,0.0
8440a07ffffffff,4.0,0.0,0.0,0.0
8440a45ffffffff,11.0,0.0,0.0,0.0
8440a69ffffffff,18.0,1.0,0.0,0.0
8440a8dffffffff,3.0,0.0,0.0,0.0
8440ac5ffffffff,6.0,0.0,0.0,0.0
8440b51ffffffff,28.0,0.0,0.0,0.0
8440b53ffffffff,72.0,4.0,0.0,0.0
8440c45ffffffff,6.0,0.0,0.0,0.0
8440c49ffffffff,17.0,0.0,0.0,0.0
8440c4bffffffff,4.0,0.0,0.0,0.0
8440c4dffffffff,2.0,0.0,0.0,0.0
8440c59ffffffff,4.0,0.0,0.0,0.0
8440c61ffffffff,8.0,0.0,0.0,0.0
8440c6bffffffff,4.0,0.0,0.0,0.0
8440c6dffffffff,40.0,0.0,0.0,0.0
8440e11ffffffff,20.0,0.0,0.0,0.0
8440e13ffffffff,56.0,3.0,0.0,0.0
8440e17ffffffff,22.0,0.0,0.0,0.0
8440e1dffffffff,2.0,0.0,0.0,0.0
8440e27ffffffff,2.0,0.0,0.0,0.0
8440e2bffffffff,1.0,0.0,0.0,0.0
8440e31ffffffff,7.0,0.0,0.0,0.0
8440e35ffffffff,13.0,2.0,0.0,0.0
8440e37ffffffff,43.0,2.0,0.0,0.0
8440e39ffffffff,25.0,0.0,0.0,0.0
8440e3bffffffff,6.0,0.0,0.0,0.0
8440e3dffffffff,156.0,12.0,0.0,0.0
8440e45ffffffff,6.0,0.0,0.0,0.0
8440e53ffffffff,2.0,0.0,0.0,0.0
8440e5bffffffff,2.0,0.0,0.0,0.0
8440e5dffffffff,2.0,0.0,0.0,0.0
8440e67ffffffff,1.0,0.0,0.0,0.0
8440e69ffffffff,2.0,0.0,0.0,0.0
8440ec1ffffffff,2.0,0.0,0.0,0.0
8440ec5ffffffff,3.0,0.0,0.0,0.0
8440ee5ffffffff,5.0,0.0,0.0,0.0
8440ee9ffffffff,2.0,0.0,0.0,0.0
8440eedffffffff,5.0,2.0,0.0,0.0
8440f13ffffffff,6.0,0.0,0.0,0.0
8440f15ffffffff,2.0,0.0,0.0,0.0
8440f17ffffffff,4.0,0.0,0.0,0.0
8440f37ffffffff,2.0,0.0,0.0,0.0
8440f39ffffffff,2.0,0.0,0.0,0.0
84410a5ffffffff,2.0,0.0,0.0,0.0
8441105ffffffff,3.0,0.0,0.0,0.0
8441189ffffffff,2.0,0.0,0.0,0.0
844118bffffffff,28.0,2.0,0.0,0.0
844118dffffffff,2.0,0.0,0.0,0.0
8441199ffffffff,15.0,0.0,0.0,0.0
844119dffffffff,2.0,0.0,0.0,0.0
84411a5ffffffff,3.0,0.0,0.0,0.0
84411a7ffffffff,2.0,0.0,0.0,0.0
84411adffffffff,6.0,2.0,0.0,0.0
84411b5ffffffff,9.0,3.0,0.0,0.0
84411bdffffffff,4.0,0.0,0.0,0.0
84411c3ffffffff,2.0,0.0,0.0,0.0
84411cbffffffff,14.0,0.0,0.0,0.0
84411d1ffffffff,2.0,0.0,0.0,0.0
84411d5ffffffff,4.0,0.0,0.0,0.0
84414c1ffffffff,1.0,1.0,0.0,0.0
84414c3ffffffff,22.0,2.0,0.0,0.0
8441539ffffffff,2.0,0.0,0.0,0.0
8441585ffffffff,7.0,3.0,0.0,0.0
8441593ffffffff,13.0,2.0,0.0,0.0
8441597ffffffff,1.0,0.0,0.0,0.0
844159bffffffff,17.0,15.0,0.0,0.0
84415a1ffffffff,6.0,0.0,0.0,0.0
84415a3ffffffff,2.0,0.0,0.0,0.0
84415a9ffffffff,3.0,0.0,0.0,0.0
84415abffffffff,2.0,0.0,0.0,0.0
84415c1ffffffff,2.0,0.0,0.0,0.0
84415e7ffffffff,4.0,0.0,0.0,0.0
8441655ffffffff,43.0,0.0,0.0,18.0
8441659ffffffff,4.0,0.0,0.0,0.0
844165bffffffff,2.0,0.0,0.0,2.0
8441829ffffffff,3.0,0.0,0.0,0.0
8441833ffffffff,7.0,1.0,0.0,0.0
8441837ffffffff,12.0,0.0,0.0,0.0
8441845ffffffff,1.0,0.0,0.0,0.0
844184bffffffff,16.0,0.0,0.0,0.0
8441855ffffffff,60.0,9.0,0.0,0.0
8441859ffffffff,14.0,2.0,0.0,0.0
844185dffffffff,2.0,0.0,0.0,0.0
8441863ffffffff,8.0,2.0,0.0,0.0
844186bffffffff,2.0,0.0,0.0,0.0
8441891ffffffff,12.0,0.0,0.0,0.0
84418a1ffffffff,1.0,1.0,0.0,0.0
84418b3ffffffff,7.0,0.0,0.0,0.0
8441901ffffffff,5.0,0.0,0.0,0.0
8441903ffffffff,3.0,0.0,0.0,0.0
8441907ffffffff,4.0,0.0,0.0,0.0
8441911ffffffff,24.0,1.0,0.0,0.0
8441915ffffffff,1.0,0.0,0.0,0.0
8441919ffffffff,41.0,6.0,0.0,0.0
844191bffffffff,5.0,0.0,0.0,0.0
8441921ffffffff,62.0,0.0,0.0,0.0
8441925ffffffff,29.0,0.0,0.0,0.0
8441929ffffffff,11.0,0.0,0.0,0.0
844192bffffffff,14.0,0.0,0.0,0.0
844192dffffffff,91.0,0.0,0.0,0.0
844193bffffffff,5.0,4.0,0.0,0.0
844193dffffffff,2.0,0.0,0.0,0.0
8441941ffffffff,1.0,0.0,0.0,0.0
8441945ffffffff,1.0,0.0,0.0,0.0
8441949ffffffff,10.0,1.0,0.0,0.0
8441959ffffffff,2.0,0.0,0.0,0.0
844195dffffffff,5.0,0.0,0.0,0.0
8441965ffffffff,3.0,0.0,0.0,0.0
8441967ffffffff,1.0,0.0,0.0,0.0
8441993ffffffff,4.0,0.0,0.0,0.0
84419a7ffffffff,2.0,0.0,0.0,0.0
84419bbffffffff,4.0,0.0,0.0,0.0
84419d9ffffffff,3.0,0.0,0.0,0.0
84419dbffffffff,2.0,1.0,0.0,0.0
84419ddffffffff,10.0,4.0,0.0,0.0
8441a09ffffffff,2.0,0.0,0.0,0.0
8441a0bffffffff,8.0,3.0,0.0,0.0
8441a37ffffffff,2.0,2.0,0.0,0.0
8441a39ffffffff,1.0,1.0,0.0,0.0
8441a43ffffffff,39.0,0.0,0.0,0.0
8441a55ffffffff,18.0,0.0,0.0,0.0
8441a97ffffffff,3.0,0.0,0.0,0.0
8441ab3ffffffff,2.0,0.0,0.0,0.0
8441aedffffffff,2.0,2.0,0.0,0.0
8441b19ffffffff,1.0,0.0,0.0,0.0
8441b21ffffffff,2.0,0.0,0.0,0.0
8441b25ffffffff,2.0,0.0,0.0,0.0
8441b31ffffffff,12.0,1.0,0.0,0.0
8441b35ffffffff,5.0,0.0,0.0,0.0
8441b37ffffffff,2.0,0.0,0.0,0.0
8441b3bffffffff,1.0,0.0,0.0,0.0
8441b43ffffffff,82.0,0.0,0.0,0.0
8441b53ffffffff,44.0,6.0,0.0,0.0
8441b55ffffffff,85.0,12.0,0.0,0.0
8441b5bffffffff,1.0,1.0,0.0,0.0
8441b5dffffffff,333.0,32.0,0.0,0.0
8441b61ffffffff,6.0,0.0,0.0,0.0
844b261ffffffff,1.0,0.0,0.0,0.0
844b265ffffffff,2.0,0.0,0.0,0.0
844b26dffffffff,21.0,0.0,0.0,0.0
844b30bffffffff,10.0,0.0,0.0,0.0
844b30dffffffff,3.0,0.0,0.0,0.0
844b325ffffffff,3.0,0.0,0.0,0.0
844b341ffffffff,4.0,0.0,0.0,0.0
844b349ffffffff,3.0,1.0,0.0,0.0
844b351ffffffff,9.0,0.0,0.0,0.0
844b353ffffffff,2.0,0.0,0.0,0.0
844b35dffffffff,4.0,0.0,0.0,0.0
844b369ffffffff,4.0,0.0,0.0,0.0
844b36dffffffff,2.0,0.0,0.0,0.0
844b849ffffffff,13.0,0.0,0.0,0.0
844b84dffffffff,5.0,0.0,0.0,0.0
844b869ffffffff,6.0,0.0,0.0,0.0
844ba01ffffffff,252.0,6.0,0.0,0.0
844ba03ffffffff,307.0,8.0,0.0,0.0
844ba05ffffffff,2785.0,666.0,0.0,0.0
844ba07ffffffff,1375.0,169.0,0.0,0.0
844ba09ffffffff,3.0,0.0,0.0,0.0
844ba0bffffffff,3.0,0.0,0.0,0.0
844ba1dffffffff,2.0,0.0,0.0,0.0
844ba21ffffffff,733.0,74.0,0.0,0.0
844ba23ffffffff,34.0,0.0,0.0,0.0
844ba25ffffffff,145.0,17.0,0.0,0.0
844ba27ffffffff,2182.0,208.0,0.0,0.0
844ba2bffffffff,1548.0,75.0,0.0,0.0
844ba39ffffffff,52.0,0.0,0.0,0.0
844ba3dffffffff,184.0,20.0,0.0,0.0
844bb11ffffffff,2.0,0.0,0.0,0.0
844bb13ffffffff,37.0,4.0,0.0,0.0
844bb1bffffffff,157.0,0.0,0.0,0.0
8464911ffffffff,347.0,89.0,0.0,0.0
846494bffffffff,5.0,0.0,0.0,0.0
8464983ffffffff,37.0,9.0,0.0,0.0
8465b0dffffffff,2.0,0.0,0.0,2.0
8465b2bffffffff,31.0,0.0,0.0,0.0
8465b61ffffffff,171.0,0.0,0.0,131.0
8465b63ffffffff,4.0,0.0,0.0,3.0
8465b65ffffffff,16.0,0.0,0.0,11.0
8465b67ffffffff,77.0,0.0,0.0,56.0
8465b6bffffffff,61.0,0.0,0.0,50.0
8469341ffffffff,9.0,0.0,0.0,5.0
8469345ffffffff,94.0,0.0,0.0,77.0
8469347ffffffff,2.0,0.0,0.0,2.0
846934dffffffff,17.0,0.0,0.0,15.0
