cell_id,Phoenicurus phoenicurus,Phoenicurus phoenicurus phoenicurus,Phoenicurus phoenicurus samamisicus
831eaefffffffff,2.0,0.0,0.0
831eb0fffffffff,26.0,3.0,0.0
831eb1fffffffff,6.0,0.0,0.0
831eb3fffffffff,7.0,3.0,0.0
831eb4fffffffff,38.0,0.0,0.0
831eb5fffffffff,15.0,0.0,0.0
831ec0fffffffff,21.0,4.0,0.0
831ec1fffffffff,15.0,0.0,0.0
831ec2fffffffff,38.0,0.0,0.0
831ec3fffffffff,44.0,6.0,0.0
831ec4fffffffff,34.0,12.0,0.0
831ec5fffffffff,5.0,0.0,0.0
831ec6fffffffff,1.0,0.0,0.0
831ec8fffffffff,7.0,0.0,0.0
831ec9fffffffff,189.0,0.0,0.0
831ecafffffffff,53.0,0.0,0.0
831ecbfffffffff,12.0,0.0,0.0
831eccfffffffff,10.0,0.0,2.0
831ecdfffffffff,64.0,0.0,0.0
831ecefffffffff,19.0,0.0,4.0
831ed0fffffffff,5.0,0.0,0.0
831ed1fffffffff,17.0,0.0,0.0
831ed3fffffffff,4.0,0.0,0.0
831ed4fffffffff,7.0,0.0,0.0
831ed5fffffffff,11.0,0.0,0.0
831ed6fffffffff,4.0,0.0,0.0
831ed8fffffffff,1.0,0.0,0.0
831ed9fffffffff,35.0,0.0,0.0
831edafffffffff,57.0,0.0,0.0
831edbfffffffff,2.0,0.0,0.0
831edcfffffffff,23.0,0.0,0.0
831edefffffffff,18.0,0.0,0.0
831ee1fffffffff,1.0,0.0,0.0
831ee2fffffffff,16.0,0.0,0.0
831ee6fffffffff,9.0,0.0,0.0
831ee8fffffffff,4.0,3.0,0.0
831ee9fffffffff,52.0,12.0,0.0
831eeafffffffff,17.0,0.0,0.0
831eebfffffffff,43.0,5.0,0.0
831eecfffffffff,11.0,0.0,0.0
831eedfffffffff,5.0,0.0,0.0
831eeefffffffff,2.0,0.0,0.0
831ef0fffffffff,14.0,0.0,0.0
831ef1fffffffff,2.0,0.0,0.0
831ef2fffffffff,7.0,0.0,0.0
831ef3fffffffff,10.0,0.0,0.0
831ef4fffffffff,3.0,0.0,0.0
831ef5fffffffff,32.0,0.0,0.0
831f00fffffffff,229.0,145.0,0.0
831f01fffffffff,11.0,0.0,0.0
831f02fffffffff,30.0,0.0,0.0
831f03fffffffff,35.0,0.0,0.0
831f04fffffffff,11.0,2.0,0.0
831f05fffffffff,279.0,6.0,0.0
831f06fffffffff,14.0,0.0,0.0
831f09fffffffff,10.0,0.0,0.0
831f0bfffffffff,5.0,0.0,0.0
831f0cfffffffff,6.0,0.0,0.0
831f0dfffffffff,13.0,0.0,0.0
831f0efffffffff,4.0,0.0,0.0
831f10fffffffff,3.0,0.0,0.0
831f11fffffffff,5.0,0.0,0.0
831f12fffffffff,27.0,0.0,0.0
831f13fffffffff,38.0,0.0,0.0
831f14fffffffff,20.0,0.0,0.0
831f15fffffffff,29.0,0.0,0.0
831f16fffffffff,35.0,0.0,0.0
831f18fffffffff,97.0,3.0,0.0
831f19fffffffff,50.0,0.0,0.0
831f1afffffffff,141.0,0.0,0.0
831f1bfffffffff,30.0,0.0,0.0
831f1cfffffffff,19.0,0.0,0.0
831f1dfffffffff,63.0,0.0,0.0
831f1efffffffff,11.0,0.0,0.0
831f20fffffffff,9.0,4.0,0.0
831f21fffffffff,29.0,0.0,0.0
831f22fffffffff,13.0,0.0,0.0
831f23fffffffff,48.0,0.0,0.0
831f24fffffffff,16.0,2.0,0.0
831f25fffffffff,26.0,0.0,0.0
831f26fffffffff,7.0,0.0,0.0
831f28fffffffff,39.0,0.0,0.0
831f29fffffffff,69.0,0.0,0.0
831f2afffffffff,541.0,351.0,0.0
831f2cfffffffff,7.0,0.0,0.0
831f2dfffffffff,80.0,0.0,0.0
831f2efffffffff,51.0,0.0,0.0
831f30fffffffff,2.0,0.0,0.0
831f31fffffffff,27.0,7.0,0.0
831f32fffffffff,1.0,0.0,0.0
831f33fffffffff,93.0,0.0,0.0
831f35fffffffff,6.0,3.0,0.0
831f40fffffffff,16.0,0.0,0.0
831f42fffffffff,9.0,0.0,0.0
831f44fffffffff,1.0,0.0,0.0
831f45fffffffff,10.0,0.0,0.0
831f46fffffffff,4.0,0.0,0.0
831f4bfffffffff,1.0,0.0,0.0
831f4efffffffff,22.0,0.0,0.0
831f50fffffffff,1.0,0.0,0.0
831f51fffffffff,52.0,0.0,0.0
831f52fffffffff,9.0,0.0,0.0
831f53fffffffff,42.0,0.0,0.0
831f54fffffffff,4.0,0.0,0.0
831f55fffffffff,12.0,0.0,0.0
831f56fffffffff,6.0,0.0,0.0
831f59fffffffff,8.0,0.0,0.0
831f5afffffffff,15.0,0.0,0.0
831f5cfffffffff,32.0,0.0,0.0
831f5efffffffff,86.0,0.0,0.0
831f60fffffffff,19.0,1.0,0.0
831f61fffffffff,11.0,0.0,0.0
831f64fffffffff,8.0,0.0,0.0
831f65fffffffff,12.0,0.0,0.0
831f66fffffffff,2.0,0.0,0.0
831f6bfffffffff,1.0,0.0,0.0
831f6cfffffffff,4.0,0.0,0.0
831f71fffffffff,61.0,0.0,0.0
831f72fffffffff,186.0,0.0,0.0
831f73fffffffff,12.0,0.0,0.0
831f75fffffffff,14.0,0.0,0.0
831f80fffffffff,26.0,2.0,0.0
831f81fffffffff,29.0,0.0,0.0
831f82fffffffff,54.0,3.0,0.0
831f83fffffffff,70.0,2.0,0.0
831f84fffffffff,10.0,9.0,0.0
831f85fffffffff,2.0,0.0,0.0
831f88fffffffff,87.0,0.0,0.0
831f89fffffffff,33.0,0.0,0.0
831f8afffffffff,35.0,0.0,0.0
831f8bfffffffff,25.0,0.0,0.0
831f8cfffffffff,15.0,0.0,0.0
831f8dfffffffff,97.0,0.0,0.0
831f8efffffffff,39.0,4.0,0.0
831f90fffffffff,5.0,0.0,0.0
831f91fffffffff,40.0,29.0,0.0
831f92fffffffff,10.0,0.0,0.0
831f93fffffffff,16.0,5.0,0.0
831f94fffffffff,6.0,0.0,0.0
831f95fffffffff,2.0,0.0,0.0
831f96fffffffff,3.0,0.0,0.0
831f98fffffffff,33.0,0.0,0.0
831f99fffffffff,34.0,0.0,0.0
831f9afffffffff,48.0,0.0,0.0
831f9bfffffffff,24.0,0.0,0.0
831f9cfffffffff,115.0,0.0,0.0
831f9dfffffffff,95.0,7.0,0.0
831f9efffffffff,37.0,0.0,0.0
831fa0fffffffff,15.0,0.0,0.0
831fa1fffffffff,20.0,0.0,0.0
831fa2fffffffff,13.0,0.0,0.0
831fa3fffffffff,25.0,0.0,0.0
831fa4fffffffff,34.0,0.0,0.0
831fa5fffffffff,58.0,0.0,0.0
831fa6fffffffff,7.0,4.0,0.0
831fa8fffffffff,71.0,0.0,0.0
831fa9fffffffff,31.0,0.0,0.0
831faafffffffff,62.0,0.0,0.0
831fabfffffffff,26.0,0.0,0.0
831facfffffffff,9.0,0.0,0.0
831fadfffffffff,13.0,0.0,0.0
831faefffffffff,115.0,1.0,0.0
831fb0fffffffff,39.0,13.0,0.0
831fb1fffffffff,5.0,0.0,0.0
831fb2fffffffff,14.0,0.0,0.0
831fb3fffffffff,3.0,0.0,0.0
831fb4fffffffff,25.0,3.0,0.0
831fb5fffffffff,3.0,2.0,0.0
831fb6fffffffff,2.0,0.0,0.0
83200afffffffff,7.0,1.0,0.0
832010fffffffff,1.0,1.0,0.0
832016fffffffff,1.0,0.0,0.0
832019fffffffff,15.0,3.0,0.0
83201bfffffffff,2.0,0.0,0.0
83201dfffffffff,3.0,0.0,0.0
832048fffffffff,4.0,0.0,0.0
83204afffffffff,6.0,0.0,0.0
83204bfffffffff,12.0,0.0,0.0
83204dfffffffff,4.0,4.0,0.0
832059fffffffff,4.0,0.0,0.0
832068fffffffff,2.0,2.0,0.0
83206afffffffff,6.0,6.0,0.0
83206bfffffffff,1.0,1.0,0.0
83208dfffffffff,1.0,0.0,0.0
8320a2fffffffff,2.0,0.0,0.0
8320c0fffffffff,4.0,0.0,0.0
8320e2fffffffff,1.0,0.0,0.0
8320e4fffffffff,1.0,0.0,0.0
8320e6fffffffff,8.0,5.0,0.0
832122fffffffff,1.0,0.0,0.0
832125fffffffff,1.0,0.0,0.0
83214afffffffff,1.0,0.0,0.0
832152fffffffff,19.0,4.0,0.0
832171fffffffff,2.0,0.0,0.0
832199fffffffff,2.0,0.0,0.0
83219cfffffffff,8.0,3.0,0.0
83219dfffffffff,2.0,0.0,0.0
83219efffffffff,2.0,0.0,0.0
832405fffffffff,2.0,0.0,0.0
832421fffffffff,3.0,0.0,0.0
832423fffffffff,3.0,0.0,0.0
832425fffffffff,20.0,0.0,0.0
83242afffffffff,2.0,0.0,0.0
83242cfffffffff,1.0,0.0,0.0
83242efffffffff,3.0,0.0,0.0
832460fffffffff,9.0,0.0,0.0
832466fffffffff,2.0,0.0,0.0
832500fffffffff,4.0,0.0,0.0
832502fffffffff,2.0,0.0,0.0
832509fffffffff,3.0,0.0,0.0
832510fffffffff,2.0,0.0,0.0
832512fffffffff,6.0,0.0,0.0
832513fffffffff,2.0,0.0,0.0
832514fffffffff,5.0,0.0,0.0
832516fffffffff,2.0,2.0,0.0
832546fffffffff,30.0,4.0,0.0
832551fffffffff,2.0,0.0,0.0
83255afffffffff,12.0,0.0,0.0
83255bfffffffff,17.0,9.0,0.0
832571fffffffff,19.0,2.0,0.0
8325acfffffffff,22.0,3.0,0.0
8325b4fffffffff,2.0,0.0,0.0
832c00fffffffff,25.0,0.0,0.0
832c01fffffffff,33.0,0.0,0.0
832c03fffffffff,16.0,0.0,0.0
832c04fffffffff,725.0,0.0,0.0
832c05fffffffff,46.0,0.0,3.0
832c06fffffffff,3.0,0.0,0.0
832c09fffffffff,25.0,0.0,0.0
832c0bfffffffff,89.0,0.0,0.0
832c0cfffffffff,22.0,0.0,3.0
832c0dfffffffff,5.0,0.0,0.0
832c0efffffffff,1.0,0.0,0.0
832c10fffffffff,8.0,0.0,0.0
832c12fffffffff,11.0,0.0,0.0
832c13fffffffff,4.0,0.0,0.0
832c15fffffffff,9.0,0.0,0.0
832c18fffffffff,6.0,0.0,0.0
832c19fffffffff,24.0,0.0,0.0
832c1bfffffffff,4.0,0.0,0.0
832c1dfffffffff,21.0,0.0,2.0
832c1efffffffff,9.0,0.0,0.0
832c20fffffffff,101.0,0.0,6.0
832c21fffffffff,209.0,0.0,67.0
832c22fffffffff,7.0,0.0,0.0
832c23fffffffff,34.0,0.0,0.0
832c24fffffffff,1.0,0.0,0.0
832c26fffffffff,21.0,0.0,0.0
832c28fffffffff,182.0,0.0,26.0
832c2afffffffff,152.0,0.0,25.0
832c2bfffffffff,11.0,0.0,2.0
832c2cfffffffff,61.0,0.0,24.0
832c2dfffffffff,1.0,0.0,0.0
832c2efffffffff,73.0,0.0,24.0
832c31fffffffff,5.0,0.0,0.0
832c33fffffffff,12.0,0.0,0.0
832c36fffffffff,2.0,0.0,0.0
832c42fffffffff,7.0,1.0,0.0
832c4bfffffffff,2.0,0.0,0.0
832c4cfffffffff,2.0,0.0,0.0
832c55fffffffff,4.0,0.0,0.0
832c56fffffffff,1.0,0.0,0.0
832c6afffffffff,1.0,0.0,0.0
832c72fffffffff,7.0,0.0,0.0
832c76fffffffff,18.0,0.0,0.0
832c83fffffffff,13.0,0.0,0.0
832c88fffffffff,3.0,0.0,0.0
832c89fffffffff,3.0,0.0,0.0
832c8afffffffff,4.0,0.0,0.0
832c90fffffffff,255.0,26.0,9.0
832c91fffffffff,100.0,5.0,5.0
832c93fffffffff,995.0,50.0,22.0
832c9cfffffffff,10.0,0.0,0.0
832c9efffffffff,11.0,2.0,0.0
832ca4fffffffff,13.0,0.0,0.0
832caafffffffff,6.0,0.0,0.0
832cabfffffffff,8.0,0.0,0.0
832cacfffffffff,75.0,0.0,4.0
832cadfffffffff,4.0,0.0,0.0
832cc0fffffffff,39.0,0.0,5.0
832cc2fffffffff,29.0,0.0,0.0
832cc3fffffffff,32.0,0.0,1.0
832cc6fffffffff,5.0,0.0,0.0
832ccbfffffffff,9.0,0.0,0.0
832ccefffffffff,16.0,0.0,4.0
832cd3fffffffff,4.0,0.0,0.0
832cd4fffffffff,24.0,0.0,0.0
832cd5fffffffff,32.0,0.0,2.0
832cd9fffffffff,4.0,0.0,0.0
832cdcfffffffff,5.0,0.0,0.0
832cddfffffffff,40.0,0.0,0.0
832ce4fffffffff,7.0,0.0,0.0
832ce5fffffffff,3.0,0.0,0.0
832ce6fffffffff,8.0,0.0,4.0
832cf0fffffffff,37.0,0.0,1.0
832cf1fffffffff,20.0,0.0,0.0
832cf2fffffffff,4.0,0.0,0.0
832cf3fffffffff,182.0,0.0,8.0
832cf4fffffffff,8.0,0.0,0.0
832cf5fffffffff,4.0,0.0,0.0
832cf6fffffffff,2.0,0.0,0.0
832d00fffffffff,4.0,0.0,0.0
832d01fffffffff,7.0,0.0,0.0
832d02fffffffff,1.0,0.0,0.0
832d03fffffffff,92.0,0.0,0.0
832d04fffffffff,4.0,0.0,0.0
832d06fffffffff,16.0,0.0,0.0
832d10fffffffff,16.0,0.0,0.0
832d12fffffffff,64.0,0.0,0.0
832d13fffffffff,7.0,0.0,0.0
832d14fffffffff,18.0,0.0,0.0
832d16fffffffff,8.0,0.0,0.0
832d18fffffffff,5.0,0.0,0.0
832d19fffffffff,20.0,0.0,0.0
832d1afffffffff,2.0,0.0,0.0
832d1bfffffffff,8.0,0.0,0.0
832d1cfffffffff,4.0,0.0,0.0
832d1dfffffffff,6.0,0.0,0.0
832d1efffffffff,2.0,0.0,0.0
832d22fffffffff,6.0,0.0,0.0
832d2dfffffffff,1.0,0.0,0.0
832d30fffffffff,3.0,0.0,0.0
832d31fffffffff,47.0,0.0,0.0
832d32fffffffff,10.0,0.0,0.0
832d33fffffffff,142.0,0.0,0.0
832d34fffffffff,11.0,0.0,0.0
832d35fffffffff,12.0,0.0,0.0
832d36fffffffff,7.0,0.0,0.0
832d44fffffffff,2.0,0.0,0.0
832d52fffffffff,2.0,0.0,0.0
832d53fffffffff,2.0,0.0,0.0
832d54fffffffff,6.0,0.0,0.0
832d56fffffffff,5.0,0.0,3.0
832d5cfffffffff,30.0,0.0,0.0
832d64fffffffff,88.0,0.0,0.0
832d71fffffffff,2.0,0.0,0.0
832d72fffffffff,4.0,0.0,0.0
832d75fffffffff,2.0,0.0,0.0
832d76fffffffff,7.0,0.0,0.0
832d84fffffffff,8.0,0.0,0.0
832da0fffffffff,8.0,0.0,0.0
832da1fffffffff,57.0,0.0,0.0
832da2fffffffff,24.0,0.0,0.0
832da5fffffffff,11.0,0.0,0.0
832da6fffffffff,19.0,4.0,0.0
832da8fffffffff,41.0,0.0,0.0
832da9fffffffff,3.0,0.0,0.0
832dabfffffffff,6.0,0.0,0.0
832dacfffffffff,33.0,0.0,0.0
832db0fffffffff,909.0,123.0,52.0
832db1fffffffff,154.0,9.0,10.0
832db2fffffffff,853.0,119.0,90.0
832db3fffffffff,21.0,0.0,0.0
832db6fffffffff,235.0,20.0,6.0
833469fffffffff,29.0,0.0,0.0
