cell_id,Cinclus mexicanus,Cinclus mexicanus [mexicanus Group],Cinclus mexicanus ardesiacus
8426943ffffffff,4.0,0.0,0.0
8426945ffffffff,7.0,0.0,0.0
8426947ffffffff,1.0,0.0,0.0
8426953ffffffff,2.0,0.0,0.0
8426959ffffffff,4.0,0.0,0.0
8426963ffffffff,29.0,0.0,0.0
8426965ffffffff,2.0,0.0,0.0
8426969ffffffff,2.0,0.0,0.0
842696bffffffff,67.0,0.0,0.0
842698bffffffff,1.0,0.0,0.0
84269c9ffffffff,1.0,0.0,0.0
84269d1ffffffff,4.0,0.0,0.0
84269d5ffffffff,2.0,2.0,0.0
84269d7ffffffff,4.0,0.0,0.0
84269d9ffffffff,1.0,0.0,0.0
84269ebffffffff,2.0,0.0,0.0
8426aa5ffffffff,4.0,0.0,0.0
8426b65ffffffff,2.0,0.0,0.0
8426b69ffffffff,2.0,2.0,0.0
84278b1ffffffff,3.0,0.0,0.0
84278b7ffffffff,5.0,3.0,0.0
842792bffffffff,13.0,0.0,0.0
842793dffffffff,2.0,0.0,0.0
84279a5ffffffff,3.0,0.0,0.0
842806dffffffff,2.0,0.0,0.0
842810bffffffff,4.0,0.0,0.0
842811dffffffff,2.0,0.0,0.0
8428141ffffffff,5.0,0.0,0.0
8428147ffffffff,2.0,0.0,0.0
842814bffffffff,4.0,0.0,0.0
8428151ffffffff,5.0,0.0,0.0
8428153ffffffff,6.0,0.0,0.0
8428155ffffffff,6.0,0.0,0.0
8428157ffffffff,3.0,0.0,0.0
842818dffffffff,4.0,0.0,0.0
84281a5ffffffff,4.0,0.0,0.0
84281c7ffffffff,1.0,0.0,0.0
84281e5ffffffff,3.0,0.0,0.0
84281e7ffffffff,5.0,0.0,0.0
84281e9ffffffff,5.0,0.0,0.0
8428307ffffffff,76.0,0.0,0.0
8428309ffffffff,2.0,0.0,0.0
842830bffffffff,37.0,0.0,0.0
8428315ffffffff,13.0,0.0,0.0
842831dffffffff,1.0,0.0,0.0
8428321ffffffff,6.0,0.0,0.0
842832bffffffff,2.0,0.0,0.0
8428339ffffffff,2.0,0.0,0.0
8428341ffffffff,8.0,0.0,0.0
8428343ffffffff,37.0,0.0,0.0
8428347ffffffff,15.0,0.0,0.0
8428365ffffffff,3.0,0.0,0.0
8428367ffffffff,11.0,0.0,0.0
8428809ffffffff,2.0,0.0,0.0
842880bffffffff,2.0,0.0,0.0
842881dffffffff,2.0,0.0,0.0
8428841ffffffff,8.0,0.0,0.0
842886bffffffff,3.0,0.0,0.0
8428883ffffffff,3.0,0.0,0.0
842888dffffffff,2.0,0.0,0.0
84288a3ffffffff,1.0,0.0,0.0
84288adffffffff,16.0,4.0,0.0
84288bbffffffff,10.0,0.0,0.0
84288d7ffffffff,12.0,0.0,0.0
84288e7ffffffff,2.0,0.0,0.0
8428907ffffffff,21.0,0.0,0.0
8428929ffffffff,2.0,0.0,0.0
842892bffffffff,8.0,0.0,0.0
8428967ffffffff,2.0,0.0,0.0
8428985ffffffff,2.0,0.0,0.0
84289abffffffff,2.0,2.0,0.0
84289bbffffffff,1.0,0.0,0.0
84289d3ffffffff,2.0,0.0,0.0
84289d7ffffffff,2.0,0.0,0.0
84289dbffffffff,2.0,0.0,0.0
8428a35ffffffff,4.0,0.0,0.0
8428b1dffffffff,2.0,0.0,0.0
8428c67ffffffff,2.0,0.0,0.0
8428d11ffffffff,9.0,0.0,0.0
8428d45ffffffff,3.0,0.0,0.0
8428d49ffffffff,2.0,0.0,0.0
8428d55ffffffff,1.0,0.0,0.0
8428d65ffffffff,1.0,0.0,0.0
8428d69ffffffff,5.0,0.0,0.0
8428dedffffffff,3.0,0.0,0.0
8428f07ffffffff,4.0,0.0,0.0
8428f1dffffffff,2.0,0.0,0.0
84291a7ffffffff,20.0,0.0,0.0
842989bffffffff,2.0,0.0,0.0
84298c9ffffffff,1.0,0.0,0.0
84298d1ffffffff,3.0,0.0,0.0
84298d3ffffffff,1.0,0.0,0.0
84298ddffffffff,4.0,0.0,0.0
842990bffffffff,22.0,2.0,0.0
842994dffffffff,5.0,0.0,0.0
8429a03ffffffff,76.0,0.0,0.0
8429a05ffffffff,9.0,0.0,0.0
8429a0dffffffff,3.0,0.0,0.0
8429a15ffffffff,4.0,0.0,0.0
8429a1bffffffff,30.0,0.0,0.0
8429a1dffffffff,77.0,0.0,0.0
8429a63ffffffff,2.0,0.0,0.0
8429ac9ffffffff,1.0,0.0,0.0
8429acdffffffff,2.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0
8429ae7ffffffff,2.0,2.0,0.0
8429b1bffffffff,2.0,0.0,0.0
8429b2dffffffff,2.0,0.0,0.0
8429b31ffffffff,2.0,0.0,0.0
8429b67ffffffff,15.0,0.0,0.0
8445225ffffffff,2.0,0.0,0.0
8445243ffffffff,2.0,0.0,0.0
844524bffffffff,3.0,0.0,0.0
8445251ffffffff,1.0,0.0,0.0
844525bffffffff,3.0,0.0,0.0
844525dffffffff,5.0,0.0,0.0
8448c05ffffffff,3.0,0.0,0.0
8448c1dffffffff,1.0,0.0,0.0
8448c35ffffffff,4.0,0.0,0.0
8448c59ffffffff,29.0,2.0,0.0
8448cc1ffffffff,7.0,0.0,0.0
8448cd1ffffffff,17.0,2.0,0.0
8448cdbffffffff,7.0,0.0,0.0
8448d4bffffffff,1.0,0.0,0.0
8448d83ffffffff,21.0,0.0,0.0
8448d87ffffffff,54.0,0.0,0.0
8448d89ffffffff,138.0,0.0,0.0
8448e8dffffffff,6.0,0.0,0.0
8448eabffffffff,4.0,0.0,0.0
8448eadffffffff,2.0,0.0,0.0
8448ec7ffffffff,2.0,0.0,0.0
8448ee9ffffffff,2.0,0.0,0.0
8448eebffffffff,1.0,0.0,0.0
8449861ffffffff,2.0,2.0,0.0
844990bffffffff,7.0,0.0,0.0
844990dffffffff,7.0,0.0,0.0
8449963ffffffff,10.0,2.0,0.0
84499cdffffffff,6.0,0.0,0.0
8466a05ffffffff,2.0,0.0,0.0
8466b41ffffffff,1.0,0.0,1.0
8466b45ffffffff,29.0,0.0,27.0
8466b4dffffffff,20.0,0.0,10.0
8467961ffffffff,50.0,0.0,0.0
84679a5ffffffff,1.0,0.0,0.0
846d283ffffffff,2.0,0.0,0.0
846d2d3ffffffff,67.0,0.0,0.0
846d2d7ffffffff,8.0,0.0,0.0
846d305ffffffff,7.0,0.0,0.0
846d66dffffffff,7.0,0.0,0.0
846d691ffffffff,53.0,0.0,0.0
846d69bffffffff,3.0,0.0,3.0
846d69dffffffff,36.0,0.0,0.0
