cell_id,Centropus sinensis,Centropus sinensis [sinensis Group],Centropus sinensis parroti
843cb01ffffffff,10.0,0.0,0.0
843cb03ffffffff,92.0,0.0,0.0
843cb07ffffffff,17.0,0.0,0.0
843cb09ffffffff,25.0,0.0,0.0
843cb0bffffffff,35.0,0.0,0.0
843cb0dffffffff,10.0,0.0,0.0
843cb11ffffffff,274.0,0.0,0.0
843cb13ffffffff,131.0,0.0,0.0
843cb15ffffffff,356.0,0.0,0.0
843cb17ffffffff,22.0,0.0,0.0
843cb19ffffffff,123.0,0.0,0.0
843cb1bffffffff,14.0,0.0,0.0
843cb1dffffffff,2641.0,0.0,0.0
843cb23ffffffff,4.0,0.0,0.0
843cb29ffffffff,2.0,0.0,0.0
843cb2bffffffff,2.0,0.0,0.0
843cb31ffffffff,4.0,0.0,0.0
843cb33ffffffff,5.0,0.0,0.0
843cb35ffffffff,6.0,0.0,0.0
843cb39ffffffff,141.0,0.0,0.0
843cb3bffffffff,37.0,0.0,0.0
843cb3dffffffff,10.0,0.0,0.0
843cb41ffffffff,41.0,0.0,0.0
843cb45ffffffff,98.0,0.0,0.0
843cb47ffffffff,91.0,0.0,0.0
843cb49ffffffff,7.0,0.0,0.0
843cb4bffffffff,108.0,0.0,0.0
843cb4dffffffff,226.0,0.0,0.0
843cb51ffffffff,35.0,0.0,0.0
843cb55ffffffff,12.0,0.0,0.0
843cb57ffffffff,4.0,0.0,0.0
843cb59ffffffff,42.0,0.0,0.0
843cb5dffffffff,993.0,0.0,0.0
843cb61ffffffff,5.0,0.0,0.0
843cb65ffffffff,80.0,0.0,0.0
843cb69ffffffff,63.0,0.0,0.0
843cb6bffffffff,94.0,0.0,0.0
843cb6dffffffff,82.0,0.0,0.0
843cc01ffffffff,9.0,0.0,0.0
843cc05ffffffff,4.0,0.0,0.0
843cc09ffffffff,2.0,0.0,0.0
843cc0bffffffff,31.0,0.0,0.0
843cc0dffffffff,9.0,0.0,0.0
843cc21ffffffff,15.0,0.0,0.0
843cc27ffffffff,2.0,0.0,0.0
843cc29ffffffff,22.0,0.0,0.0
843cc2bffffffff,6.0,0.0,0.0
843cc41ffffffff,21.0,0.0,0.0
843cc43ffffffff,12.0,0.0,0.0
843cc45ffffffff,216.0,0.0,0.0
843cc47ffffffff,30.0,0.0,0.0
843cc4bffffffff,4.0,0.0,0.0
843cc51ffffffff,5.0,0.0,0.0
843cc55ffffffff,63.0,0.0,0.0
843cc5bffffffff,45.0,0.0,0.0
843cc5dffffffff,65.0,0.0,0.0
843cc67ffffffff,12.0,0.0,0.0
843cc6bffffffff,95.0,0.0,0.0
843cc6dffffffff,4.0,0.0,0.0
843cc9dffffffff,2.0,0.0,0.0
843cca1ffffffff,5.0,0.0,0.0
843ccb5ffffffff,2.0,0.0,0.0
843ccd3ffffffff,2.0,0.0,0.0
843ccd5ffffffff,2.0,0.0,0.0
843ccdbffffffff,2.0,0.0,0.0
843cd13ffffffff,5.0,0.0,0.0
843cd41ffffffff,5.0,0.0,0.0
843cd4bffffffff,34.0,0.0,0.0
843cd51ffffffff,2.0,0.0,0.0
843cd53ffffffff,4.0,0.0,0.0
843cd5bffffffff,9.0,0.0,0.0
843cd8bffffffff,31.0,0.0,0.0
843cd91ffffffff,39.0,8.0,0.0
843cd9bffffffff,6.0,0.0,0.0
843cd9dffffffff,12.0,4.0,0.0
843cdb1ffffffff,1.0,0.0,0.0
843cdb7ffffffff,2.0,0.0,0.0
843cdc5ffffffff,2.0,0.0,0.0
843cdcdffffffff,5.0,0.0,0.0
843cddbffffffff,1.0,0.0,0.0
843ce03ffffffff,27.0,0.0,0.0
843ce11ffffffff,23.0,0.0,0.0
843ce13ffffffff,6.0,0.0,0.0
843ce15ffffffff,266.0,0.0,0.0
843ce17ffffffff,3.0,0.0,0.0
843ce19ffffffff,2.0,0.0,0.0
843ce1bffffffff,41.0,0.0,0.0
843ce1dffffffff,42.0,0.0,0.0
843ce29ffffffff,5.0,0.0,0.0
843ce2bffffffff,7.0,0.0,0.0
843ce31ffffffff,2.0,0.0,0.0
843ce33ffffffff,1.0,0.0,0.0
843ce39ffffffff,1.0,0.0,0.0
843ce3bffffffff,2.0,0.0,0.0
843ce3dffffffff,2.0,0.0,0.0
843ce41ffffffff,10.0,0.0,0.0
843ce43ffffffff,18.0,0.0,0.0
843ce45ffffffff,8.0,0.0,0.0
843ce47ffffffff,2.0,0.0,0.0
843ce4bffffffff,1.0,0.0,0.0
843ce4dffffffff,44.0,0.0,0.0
843ce55ffffffff,94.0,0.0,0.0
843ce57ffffffff,124.0,0.0,0.0
843ce5dffffffff,7.0,0.0,0.0
843ce81ffffffff,3.0,0.0,0.0
843ce85ffffffff,6.0,0.0,0.0
843ce8bffffffff,9.0,0.0,0.0
843ce8dffffffff,4.0,0.0,0.0
843cea7ffffffff,31.0,0.0,0.0
843cec1ffffffff,405.0,0.0,0.0
843cec3ffffffff,177.0,0.0,0.0
843cec9ffffffff,105.0,0.0,0.0
843cecdffffffff,24.0,0.0,0.0
843ced1ffffffff,22.0,0.0,0.0
843ced3ffffffff,4.0,0.0,0.0
843ced5ffffffff,3.0,0.0,0.0
843ced7ffffffff,3.0,0.0,0.0
843ceddffffffff,6.0,0.0,0.0
843cf01ffffffff,4.0,0.0,0.0
843cf05ffffffff,190.0,0.0,0.0
843cf0bffffffff,54.0,0.0,0.0
843cf0dffffffff,83.0,4.0,0.0
843cf11ffffffff,273.0,0.0,0.0
843cf13ffffffff,10.0,0.0,0.0
843cf15ffffffff,7.0,0.0,0.0
843cf17ffffffff,84.0,0.0,0.0
843cf1bffffffff,5.0,0.0,0.0
843cf21ffffffff,62.0,0.0,0.0
843cf25ffffffff,14.0,0.0,0.0
843cf27ffffffff,346.0,13.0,0.0
843cf29ffffffff,1271.0,18.0,0.0
843cf2bffffffff,2.0,0.0,0.0
843cf2dffffffff,1448.0,47.0,0.0
843cf31ffffffff,3.0,0.0,0.0
843cf33ffffffff,9.0,0.0,0.0
843cf35ffffffff,39.0,4.0,0.0
843cf39ffffffff,4.0,0.0,0.0
843cf3dffffffff,5.0,0.0,0.0
843cf41ffffffff,56.0,0.0,0.0
843cf43ffffffff,84.0,0.0,0.0
843cf47ffffffff,98.0,1.0,0.0
843cf49ffffffff,7.0,0.0,0.0
843cf4bffffffff,10.0,0.0,0.0
843cf51ffffffff,2.0,0.0,0.0
843cf5dffffffff,1.0,0.0,0.0
843cf61ffffffff,106.0,1.0,0.0
843cf63ffffffff,4.0,0.0,0.0
843cf65ffffffff,88.0,0.0,0.0
843cf67ffffffff,84.0,2.0,0.0
843cf69ffffffff,76.0,1.0,0.0
843cf6bffffffff,30.0,0.0,0.0
843cf6dffffffff,16.0,0.0,0.0
843d101ffffffff,74.0,2.0,0.0
843d107ffffffff,1454.0,41.0,0.0
843d109ffffffff,9.0,0.0,0.0
843d10dffffffff,103.0,4.0,0.0
843d123ffffffff,10.0,0.0,0.0
843d12bffffffff,3.0,0.0,0.0
843d12dffffffff,5.0,0.0,0.0
843d131ffffffff,2.0,0.0,0.0
843d135ffffffff,169.0,2.0,0.0
843d137ffffffff,123.0,7.0,0.0
843d139ffffffff,2488.0,3.0,0.0
843d13dffffffff,213.0,2.0,0.0
843d141ffffffff,13.0,0.0,0.0
843d143ffffffff,6.0,0.0,0.0
843d145ffffffff,25.0,0.0,0.0
843d147ffffffff,308.0,7.0,0.0
843d149ffffffff,25.0,0.0,0.0
843d14dffffffff,22.0,0.0,0.0
843d15dffffffff,3.0,0.0,0.0
843d161ffffffff,2.0,0.0,0.0
843d165ffffffff,23.0,0.0,0.0
843d167ffffffff,53.0,0.0,0.0
843d169ffffffff,10.0,0.0,0.0
843d16bffffffff,121.0,18.0,0.0
843d305ffffffff,22.0,0.0,0.0
843d307ffffffff,3.0,0.0,0.0
843d30dffffffff,11.0,0.0,0.0
843d321ffffffff,17.0,0.0,0.0
843d323ffffffff,116.0,2.0,0.0
843d325ffffffff,57.0,4.0,0.0
843d327ffffffff,10.0,0.0,0.0
843d32bffffffff,24.0,0.0,0.0
843d335ffffffff,13.0,1.0,0.0
843d339ffffffff,2.0,0.0,0.0
843d345ffffffff,17.0,0.0,0.0
843d361ffffffff,10.0,0.0,0.0
843d363ffffffff,264.0,0.0,0.0
843d36bffffffff,95.0,0.0,0.0
843d805ffffffff,3.0,0.0,0.0
843d809ffffffff,5.0,0.0,0.0
843d80bffffffff,10.0,0.0,0.0
843d80dffffffff,36.0,0.0,0.0
843d817ffffffff,8.0,0.0,0.0
843d81bffffffff,6.0,0.0,0.0
843d827ffffffff,2.0,0.0,0.0
843d833ffffffff,1.0,0.0,0.0
843d839ffffffff,12.0,0.0,0.0
843d83bffffffff,10.0,0.0,0.0
843d83dffffffff,1.0,0.0,0.0
843d841ffffffff,2.0,0.0,0.0
843d845ffffffff,226.0,0.0,0.0
843d847ffffffff,28.0,0.0,0.0
843d84bffffffff,3.0,0.0,0.0
843d84dffffffff,8.0,0.0,0.0
843d851ffffffff,69.0,0.0,0.0
843d853ffffffff,169.0,0.0,0.0
843d855ffffffff,6.0,0.0,0.0
843d859ffffffff,168.0,0.0,0.0
843d85bffffffff,24.0,0.0,0.0
843d85dffffffff,14.0,0.0,0.0
843d861ffffffff,3.0,0.0,0.0
843d863ffffffff,6.0,0.0,0.0
843d865ffffffff,2.0,0.0,0.0
843d86bffffffff,59.0,0.0,0.0
843d86dffffffff,2.0,0.0,0.0
843d881ffffffff,2.0,0.0,0.0
843d883ffffffff,11.0,0.0,0.0
843d88dffffffff,1.0,0.0,0.0
843d895ffffffff,1.0,0.0,0.0
843d899ffffffff,33.0,0.0,0.0
843d8a3ffffffff,2.0,0.0,0.0
843d8a5ffffffff,16.0,0.0,0.0
843d8b1ffffffff,319.0,0.0,0.0
843d8b5ffffffff,1.0,0.0,0.0
843d8b7ffffffff,5.0,0.0,0.0
843d8b9ffffffff,34.0,0.0,0.0
843d8bdffffffff,13.0,0.0,0.0
843d8c1ffffffff,145.0,0.0,0.0
843d8c3ffffffff,57.0,0.0,0.0
843d8c9ffffffff,1.0,0.0,0.0
843d8d1ffffffff,30.0,0.0,0.0
843d8d5ffffffff,502.0,0.0,0.0
843d8dbffffffff,2.0,0.0,0.0
843d8ddffffffff,281.0,0.0,0.0
843d905ffffffff,3.0,0.0,0.0
843d907ffffffff,22.0,0.0,0.0
843d90dffffffff,25.0,0.0,0.0
843d911ffffffff,6.0,0.0,0.0
843d915ffffffff,214.0,0.0,0.0
843d91dffffffff,3.0,0.0,0.0
843d921ffffffff,1.0,0.0,0.0
843d923ffffffff,7.0,0.0,0.0
843d927ffffffff,3.0,0.0,0.0
843d929ffffffff,344.0,0.0,0.0
843d92bffffffff,4.0,0.0,0.0
843d92dffffffff,51.0,0.0,0.0
843d931ffffffff,5.0,0.0,0.0
843d933ffffffff,25.0,0.0,0.0
843d935ffffffff,2.0,0.0,0.0
843d939ffffffff,4.0,0.0,0.0
843d93bffffffff,72.0,0.0,0.0
843d93dffffffff,19.0,0.0,0.0
843d949ffffffff,2.0,0.0,0.0
843d959ffffffff,3.0,0.0,0.0
843d95bffffffff,2.0,0.0,0.0
843d963ffffffff,101.0,0.0,0.0
843d965ffffffff,1.0,0.0,0.0
843d967ffffffff,548.0,0.0,0.0
843d969ffffffff,1.0,0.0,0.0
843d96bffffffff,23.0,0.0,0.0
843d96dffffffff,5.0,0.0,0.0
843d981ffffffff,8.0,0.0,0.0
843d983ffffffff,30.0,0.0,0.0
843d985ffffffff,11.0,0.0,0.0
843d987ffffffff,138.0,0.0,0.0
843d989ffffffff,3.0,0.0,0.0
843d98dffffffff,58.0,0.0,0.0
843d991ffffffff,2.0,0.0,0.0
843d993ffffffff,224.0,0.0,0.0
843d997ffffffff,19.0,0.0,0.0
843d99dffffffff,4.0,0.0,0.0
843d9a3ffffffff,4.0,0.0,0.0
843d9a5ffffffff,13.0,0.0,0.0
843d9a7ffffffff,92.0,0.0,0.0
843d9a9ffffffff,2.0,0.0,0.0
843d9abffffffff,14.0,0.0,0.0
843d9adffffffff,30.0,0.0,0.0
843d9b1ffffffff,48.0,0.0,0.0
843d9b5ffffffff,5.0,0.0,0.0
843d9b7ffffffff,1986.0,0.0,0.0
843d9b9ffffffff,239.0,0.0,0.0
843d9bbffffffff,16.0,0.0,0.0
843d9bdffffffff,12.0,0.0,0.0
843d9c5ffffffff,2.0,0.0,0.0
843d9d1ffffffff,148.0,0.0,0.0
843d9d3ffffffff,105.0,0.0,0.0
843d9dbffffffff,274.0,0.0,0.0
843d9e3ffffffff,10.0,0.0,0.0
843d9e5ffffffff,581.0,0.0,0.0
843d9e7ffffffff,83.0,0.0,0.0
843d9edffffffff,54.0,0.0,0.0
843da03ffffffff,12.0,0.0,0.0
843da07ffffffff,1.0,0.0,0.0
843da09ffffffff,9.0,0.0,0.0
843da0bffffffff,15.0,0.0,0.0
843da0dffffffff,1.0,0.0,0.0
843da11ffffffff,2574.0,0.0,0.0
843da13ffffffff,603.0,0.0,0.0
843da15ffffffff,28.0,0.0,0.0
843da17ffffffff,21.0,0.0,0.0
843da19ffffffff,224.0,0.0,0.0
843da1bffffffff,316.0,0.0,0.0
843da1dffffffff,1583.0,0.0,0.0
843da21ffffffff,286.0,0.0,0.0
843da23ffffffff,5.0,0.0,0.0
843da25ffffffff,73.0,0.0,0.0
843da27ffffffff,1.0,0.0,0.0
843da29ffffffff,1.0,0.0,0.0
843da2bffffffff,3.0,0.0,0.0
843da2dffffffff,15.0,0.0,0.0
843da33ffffffff,57.0,0.0,0.0
843da35ffffffff,2.0,0.0,0.0
843da37ffffffff,1740.0,0.0,0.0
843da39ffffffff,2.0,0.0,0.0
843da3bffffffff,6.0,0.0,0.0
843da3dffffffff,15.0,0.0,0.0
843da43ffffffff,3.0,0.0,0.0
843da47ffffffff,2.0,0.0,0.0
843da53ffffffff,8.0,0.0,0.0
843da57ffffffff,104.0,0.0,0.0
843da61ffffffff,13.0,0.0,0.0
843da63ffffffff,21.0,0.0,0.0
843da67ffffffff,8.0,0.0,0.0
843da69ffffffff,123.0,0.0,0.0
843da6bffffffff,5.0,0.0,0.0
843da6dffffffff,3.0,0.0,0.0
843da81ffffffff,49.0,0.0,0.0
843da85ffffffff,26.0,0.0,0.0
843da89ffffffff,9.0,0.0,0.0
843da8bffffffff,9.0,0.0,0.0
843da8dffffffff,15.0,0.0,0.0
843da91ffffffff,10.0,0.0,0.0
843da93ffffffff,3.0,0.0,0.0
843da95ffffffff,21.0,0.0,0.0
843da97ffffffff,73.0,0.0,0.0
843da99ffffffff,27.0,0.0,0.0
843da9dffffffff,35.0,0.0,0.0
843daa1ffffffff,4.0,0.0,0.0
843daa5ffffffff,41.0,0.0,0.0
843daa7ffffffff,8.0,0.0,0.0
843daadffffffff,2.0,0.0,0.0
843dab3ffffffff,4.0,0.0,0.0
843dab5ffffffff,15.0,0.0,0.0
843dab9ffffffff,2.0,0.0,0.0
843dabbffffffff,2.0,0.0,0.0
843dac1ffffffff,3.0,0.0,0.0
843dac5ffffffff,10.0,0.0,0.0
843dac9ffffffff,651.0,0.0,0.0
843dacbffffffff,9.0,0.0,0.0
843dacdffffffff,3.0,0.0,0.0
843dad1ffffffff,195.0,20.0,0.0
843dad5ffffffff,236.0,20.0,0.0
843dad7ffffffff,38.0,0.0,0.0
843dad9ffffffff,6.0,0.0,0.0
843daddffffffff,510.0,33.0,0.0
843dae1ffffffff,21.0,0.0,0.0
843dae3ffffffff,1.0,0.0,0.0
843dae5ffffffff,1.0,0.0,0.0
843dae7ffffffff,14.0,0.0,0.0
843daebffffffff,14.0,0.0,0.0
843daedffffffff,2.0,0.0,0.0
843db01ffffffff,4.0,0.0,0.0
843db03ffffffff,31.0,0.0,0.0
843db07ffffffff,50.0,0.0,0.0
843db09ffffffff,65.0,0.0,0.0
843db0bffffffff,1.0,0.0,0.0
843db0dffffffff,17.0,0.0,0.0
843db13ffffffff,353.0,0.0,0.0
843db15ffffffff,3.0,0.0,0.0
843db23ffffffff,11.0,0.0,0.0
843db25ffffffff,15.0,0.0,0.0
843db27ffffffff,4.0,0.0,0.0
843db29ffffffff,52.0,0.0,0.0
843db2bffffffff,2.0,0.0,0.0
843db2dffffffff,129.0,0.0,0.0
843db31ffffffff,41.0,0.0,0.0
843db33ffffffff,7.0,0.0,0.0
843db35ffffffff,154.0,0.0,0.0
843db37ffffffff,103.0,0.0,0.0
843db39ffffffff,120.0,0.0,0.0
843db3bffffffff,18.0,0.0,0.0
843db3dffffffff,3.0,0.0,0.0
843db43ffffffff,14.0,0.0,0.0
843db45ffffffff,1.0,0.0,0.0
843db47ffffffff,3.0,0.0,0.0
843db49ffffffff,2.0,0.0,0.0
843db4dffffffff,11.0,0.0,0.0
843db51ffffffff,29.0,0.0,0.0
843db53ffffffff,40.0,0.0,0.0
843db55ffffffff,28.0,0.0,0.0
843db57ffffffff,83.0,0.0,0.0
843db59ffffffff,1.0,0.0,0.0
843db5bffffffff,7.0,0.0,0.0
843db61ffffffff,23.0,0.0,0.0
843db63ffffffff,5.0,0.0,0.0
843db65ffffffff,35.0,0.0,0.0
843db67ffffffff,236.0,0.0,0.0
843db69ffffffff,4.0,0.0,0.0
843db6bffffffff,3.0,0.0,0.0
843db6dffffffff,81.0,0.0,0.0
8440125ffffffff,4.0,0.0,0.0
8440201ffffffff,2.0,0.0,0.0
8440223ffffffff,2.0,0.0,0.0
844022bffffffff,9.0,0.0,0.0
84402a3ffffffff,2.0,0.0,0.0
84402b5ffffffff,2.0,0.0,0.0
84402d7ffffffff,168.0,2.0,0.0
8440349ffffffff,5.0,0.0,0.0
8440413ffffffff,10.0,6.0,0.0
844048bffffffff,2.0,0.0,0.0
8440491ffffffff,4.0,0.0,0.0
8440499ffffffff,13.0,0.0,0.0
844049bffffffff,5.0,0.0,0.0
844049dffffffff,4.0,0.0,0.0
84404b1ffffffff,2.0,0.0,0.0
84404b9ffffffff,3.0,0.0,0.0
84404c5ffffffff,9.0,0.0,0.0
84404cbffffffff,26.0,6.0,0.0
84404cdffffffff,5.0,1.0,0.0
84404ddffffffff,79.0,0.0,0.0
84404e9ffffffff,3.0,0.0,0.0
8440613ffffffff,2.0,0.0,0.0
8440615ffffffff,2.0,0.0,0.0
8440619ffffffff,44.0,1.0,0.0
844061bffffffff,5.0,0.0,0.0
8440651ffffffff,10.0,2.0,0.0
8440653ffffffff,4.0,0.0,0.0
8440699ffffffff,1.0,0.0,0.0
