cell_id,Lanius borealis,Lanius borealis [mollis Group],Lanius borealis borealis
822a87fffffffff,84.0,0.0,0.0
822a97fffffffff,305.0,0.0,0.0
822aa7fffffffff,261.0,0.0,0.0
822ab7fffffffff,1532.0,0.0,0.0
822b07fffffffff,232.0,0.0,0.0
822b0ffffffffff,27.0,0.0,0.0
822b17fffffffff,1169.0,0.0,0.0
822b1ffffffffff,317.0,0.0,0.0
822b27fffffffff,90.0,0.0,0.0
822b2ffffffffff,25.0,0.0,0.0
822b37fffffffff,400.0,0.0,0.0
822b87fffffffff,2539.0,0.0,102.0
822b8ffffffffff,1957.0,0.0,4.0
822b97fffffffff,262.0,0.0,0.0
822b9ffffffffff,4951.0,0.0,48.0
822ba7fffffffff,1096.0,0.0,0.0
822baffffffffff,5415.0,0.0,0.0
822bb7fffffffff,263.0,0.0,0.0
822eaffffffffff,4.0,2.0,0.0
823117fffffffff,4.0,0.0,0.0
82316ffffffffff,4.0,0.0,0.0
823197fffffffff,1.0,0.0,0.0
8248dffffffffff,106.0,0.0,0.0
