cell_id,Progne subis,Progne subis subis/arboricola,Progne subis hesperia
822b07fffffffff,21.0,0.0,0.0
822b1ffffffffff,479.0,0.0,0.0
822b87fffffffff,1439.0,140.0,0.0
822b8ffffffffff,2584.0,0.0,0.0
822b9ffffffffff,8488.0,32.0,0.0
822baffffffffff,4206.0,0.0,0.0
824417fffffffff,4166.0,0.0,0.0
82441ffffffffff,6672.0,1.0,0.0
824427fffffffff,17.0,0.0,0.0
824437fffffffff,31.0,0.0,0.0
824447fffffffff,8054.0,0.0,0.0
82444ffffffffff,2092.0,0.0,0.0
824457fffffffff,7156.0,0.0,0.0
82445ffffffffff,979.0,0.0,0.0
824467fffffffff,924.0,0.0,0.0
82446ffffffffff,22821.0,233.0,0.0
824477fffffffff,3173.0,0.0,0.0
824487fffffffff,43.0,0.0,0.0
8244a7fffffffff,2432.0,0.0,0.0
8244affffffffff,7024.0,0.0,0.0
8244b7fffffffff,10.0,0.0,0.0
8244c7fffffffff,3622.0,0.0,0.0
8244cffffffffff,3105.0,0.0,0.0
8244d7fffffffff,4659.0,0.0,0.0
8244dffffffffff,3214.0,0.0,0.0
8244e7fffffffff,3058.0,0.0,0.0
8244effffffffff,1560.0,0.0,0.0
8244f7fffffffff,2786.0,0.0,0.0
824507fffffffff,453.0,0.0,0.0
82450ffffffffff,1771.0,0.0,0.0
82451ffffffffff,57.0,0.0,0.0
824527fffffffff,818.0,0.0,0.0
82452ffffffffff,2415.0,0.0,0.0
824537fffffffff,92.0,0.0,0.0
82454ffffffffff,4.0,0.0,0.0
82455ffffffffff,2.0,0.0,0.0
824577fffffffff,270.0,0.0,0.0
824587fffffffff,14.0,0.0,0.0
82458ffffffffff,8.0,0.0,0.0
82459ffffffffff,3.0,0.0,0.0
8245a7fffffffff,97.0,0.0,0.0
824807fffffffff,10.0,0.0,0.0
82480ffffffffff,63.0,0.0,0.0
82481ffffffffff,4.0,0.0,0.0
824827fffffffff,9.0,0.0,0.0
82482ffffffffff,78.0,0.0,0.0
824837fffffffff,6.0,0.0,0.0
824857fffffffff,43.0,0.0,0.0
82485ffffffffff,4.0,0.0,2.0
824877fffffffff,66.0,0.0,0.0
824887fffffffff,2086.0,0.0,0.0
82488ffffffffff,827.0,0.0,0.0
824897fffffffff,8966.0,0.0,0.0
82489ffffffffff,16827.0,0.0,0.0
8248a7fffffffff,2.0,0.0,0.0
8248b7fffffffff,11688.0,0.0,0.0
8248c7fffffffff,274.0,0.0,0.0
8248cffffffffff,964.0,48.0,0.0
8248d7fffffffff,48.0,0.0,0.0
8248dffffffffff,99.0,0.0,0.0
8248e7fffffffff,35.0,0.0,0.0
8248effffffffff,6855.0,0.0,1928.0
824987fffffffff,2.0,0.0,0.0
824997fffffffff,658.0,10.0,0.0
82499ffffffffff,7.0,0.0,0.0
8249affffffffff,5.0,0.0,0.0
824c87fffffffff,6.0,0.0,0.0
824c9ffffffffff,2.0,0.0,0.0
824caffffffffff,1.0,0.0,0.0
825f1ffffffffff,3.0,0.0,0.0
825f2ffffffffff,4.0,0.0,0.0
826607fffffffff,2.0,0.0,0.0
82660ffffffffff,19.0,0.0,0.0
826617fffffffff,2.0,0.0,0.0
82661ffffffffff,16.0,0.0,0.0
826627fffffffff,8.0,0.0,0.0
826647fffffffff,23.0,0.0,0.0
826657fffffffff,2.0,0.0,0.0
82665ffffffffff,8.0,0.0,0.0
82668ffffffffff,3.0,0.0,0.0
8266a7fffffffff,308.0,0.0,0.0
8266b7fffffffff,74.0,0.0,0.0
8266c7fffffffff,29.0,0.0,0.0
8266d7fffffffff,1.0,0.0,0.0
8266e7fffffffff,29.0,0.0,0.0
8266effffffffff,12.0,0.0,0.0
826757fffffffff,1.0,0.0,0.0
82675ffffffffff,1.0,0.0,0.0
826787fffffffff,99.0,0.0,0.0
826797fffffffff,87.0,0.0,0.0
82679ffffffffff,332.0,0.0,0.0
8267b7fffffffff,16.0,0.0,0.0
826c67fffffffff,34.0,0.0,0.0
826d07fffffffff,17.0,0.0,0.0
826d27fffffffff,65.0,0.0,0.0
826d2ffffffffff,22.0,0.0,0.0
826d37fffffffff,215.0,1.0,0.0
826d67fffffffff,55.0,0.0,0.0
826d6ffffffffff,296.0,0.0,0.0
826d77fffffffff,8.0,0.0,0.0
828047fffffffff,4.0,0.0,0.0
828067fffffffff,2.0,0.0,0.0
828117fffffffff,2.0,0.0,0.0
828137fffffffff,5.0,0.0,0.0
828147fffffffff,3.0,0.0,0.0
82814ffffffffff,28.0,0.0,0.0
82815ffffffffff,2.0,0.0,0.0
828a07fffffffff,18.0,0.0,0.0
828a17fffffffff,3.0,0.0,0.0
828a1ffffffffff,1.0,0.0,0.0
828a27fffffffff,4.0,0.0,0.0
828a47fffffffff,46.0,0.0,0.0
828a57fffffffff,5.0,0.0,0.0
828a6ffffffffff,2.0,0.0,0.0
828a87fffffffff,7.0,0.0,0.0
828a9ffffffffff,9.0,0.0,0.0
828aaffffffffff,4.0,0.0,0.0
828ac7fffffffff,3.0,0.0,0.0
828adffffffffff,7.0,0.0,0.0
828af7fffffffff,135.0,0.0,0.0
828b0ffffffffff,2.0,0.0,0.0
828b17fffffffff,7.0,0.0,0.0
828b1ffffffffff,3.0,0.0,0.0
828b27fffffffff,28.0,0.0,0.0
828b2ffffffffff,2.0,0.0,0.0
828b57fffffffff,2.0,0.0,0.0
828b87fffffffff,2.0,0.0,0.0
828b9ffffffffff,94.0,0.0,0.0
82a597fffffffff,6.0,0.0,0.0
82a85ffffffffff,25.0,0.0,0.0
82a887fffffffff,12.0,0.0,0.0
82a897fffffffff,10.0,0.0,0.0
82a8cffffffffff,1.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0
