cell_id,Chrysuronia versicolor,Chrysuronia versicolor [versicolor Group],Chrysuronia versicolor rondoniae
84a8067ffffffff,141.0,30.0,0.0
84a8069ffffffff,16.0,0.0,0.0
84a806dffffffff,1.0,0.0,0.0
84a80b1ffffffff,4.0,0.0,0.0
84a80c3ffffffff,1.0,1.0,0.0
84a8101ffffffff,161.0,30.0,0.0
84a8103ffffffff,48.0,19.0,0.0
84a8105ffffffff,480.0,33.0,0.0
84a8107ffffffff,111.0,23.0,0.0
84a8109ffffffff,115.0,41.0,0.0
84a810bffffffff,67.0,13.0,0.0
84a810dffffffff,25.0,5.0,0.0
84a8113ffffffff,12.0,0.0,0.0
84a8115ffffffff,7.0,1.0,0.0
84a8119ffffffff,1.0,0.0,0.0
84a811dffffffff,1.0,1.0,0.0
84a8123ffffffff,3.0,0.0,0.0
84a8125ffffffff,55.0,15.0,0.0
84a8127ffffffff,8.0,3.0,0.0
84a8129ffffffff,139.0,67.0,0.0
84a812bffffffff,4.0,2.0,0.0
84a812dffffffff,412.0,73.0,0.0
84a8131ffffffff,79.0,33.0,0.0
84a813bffffffff,6.0,6.0,0.0
84a8143ffffffff,205.0,117.0,0.0
84a8151ffffffff,18.0,8.0,0.0
84a8153ffffffff,3.0,0.0,0.0
84a8155ffffffff,148.0,50.0,0.0
84a8157ffffffff,141.0,27.0,0.0
84a8159ffffffff,5.0,5.0,0.0
84a815bffffffff,188.0,41.0,0.0
84a815dffffffff,3.0,3.0,0.0
84a8163ffffffff,1.0,0.0,0.0
84a8167ffffffff,4.0,1.0,0.0
84a8181ffffffff,2.0,0.0,0.0
84a818dffffffff,8.0,8.0,0.0
84a8195ffffffff,5.0,0.0,0.0
84a81a9ffffffff,8.0,2.0,0.0
84a81adffffffff,2.0,2.0,0.0
84a81b1ffffffff,4.0,0.0,0.0
84a81b3ffffffff,2.0,0.0,0.0
84a81bbffffffff,8.0,2.0,0.0
84a81c5ffffffff,2.0,0.0,0.0
84a81c7ffffffff,11.0,6.0,0.0
84a81cdffffffff,32.0,1.0,0.0
84a81d9ffffffff,3.0,3.0,0.0
84a81e1ffffffff,37.0,4.0,0.0
84a81e3ffffffff,2.0,0.0,0.0
84a81e7ffffffff,16.0,2.0,0.0
84a81e9ffffffff,33.0,0.0,0.0
84a81ebffffffff,10.0,7.0,0.0
84a81edffffffff,258.0,26.0,0.0
84a8213ffffffff,4.0,0.0,0.0
84a821bffffffff,2.0,0.0,0.0
84a8229ffffffff,1.0,1.0,0.0
84a825dffffffff,1.0,0.0,0.0
84a8261ffffffff,8.0,2.0,0.0
84a8265ffffffff,3.0,0.0,0.0
84a826dffffffff,9.0,2.0,0.0
84a8287ffffffff,9.0,0.0,0.0
84a82dbffffffff,3.0,0.0,0.0
84a82ddffffffff,3.0,0.0,0.0
84a8311ffffffff,61.0,0.0,0.0
84a8313ffffffff,29.0,0.0,0.0
84a8315ffffffff,8.0,0.0,0.0
84a8317ffffffff,27.0,0.0,0.0
84a8319ffffffff,5.0,0.0,0.0
84a831bffffffff,2.0,0.0,0.0
84a831dffffffff,25.0,4.0,0.0
84a8331ffffffff,2.0,0.0,0.0
84a8333ffffffff,42.0,11.0,0.0
84a8337ffffffff,19.0,17.0,0.0
84a833bffffffff,61.0,0.0,0.0
84a8351ffffffff,2.0,0.0,0.0
84a8353ffffffff,91.0,2.0,0.0
84a8357ffffffff,41.0,13.0,0.0
84a8359ffffffff,11.0,5.0,0.0
84a835bffffffff,25.0,12.0,0.0
84a835dffffffff,2.0,1.0,0.0
84a8441ffffffff,6.0,0.0,0.0
84a8449ffffffff,2.0,0.0,0.0
84a844dffffffff,1.0,0.0,0.0
84a8461ffffffff,1.0,0.0,0.0
84a8591ffffffff,52.0,0.0,0.0
84a8593ffffffff,1.0,0.0,0.0
84a8599ffffffff,10.0,0.0,0.0
84a85d3ffffffff,6.0,0.0,0.0
84a871bffffffff,4.0,0.0,0.0
84a8759ffffffff,1.0,0.0,0.0
84a8763ffffffff,1.0,0.0,0.0
84a8805ffffffff,6.0,0.0,0.0
84a8807ffffffff,2.0,0.0,0.0
84a880dffffffff,3.0,0.0,0.0
84a8811ffffffff,76.0,0.0,0.0
84a8819ffffffff,9.0,0.0,0.0
84a881bffffffff,53.0,0.0,0.0
84a8821ffffffff,1.0,0.0,0.0
84a8825ffffffff,11.0,0.0,0.0
84a882dffffffff,23.0,0.0,0.0
84a8849ffffffff,33.0,0.0,0.0
84a884bffffffff,3.0,3.0,0.0
84a884dffffffff,6.0,4.0,0.0
84a8857ffffffff,2.0,0.0,0.0
84a8863ffffffff,3.0,0.0,0.0
84a8895ffffffff,10.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0
84a88bbffffffff,4.0,0.0,0.0
84a88d5ffffffff,4.0,0.0,0.0
84a88ddffffffff,7.0,0.0,0.0
84a88e9ffffffff,4.0,0.0,0.0
84a8911ffffffff,8.0,0.0,0.0
84a8915ffffffff,5.0,0.0,0.0
84a8917ffffffff,51.0,0.0,0.0
84a8919ffffffff,82.0,0.0,0.0
84a891dffffffff,20.0,0.0,0.0
84a8953ffffffff,8.0,0.0,0.0
84a8a03ffffffff,1.0,0.0,0.0
84a8a07ffffffff,4.0,0.0,0.0
84a8a11ffffffff,1.0,0.0,0.0
84a8a13ffffffff,327.0,43.0,0.0
84a8a15ffffffff,14.0,2.0,0.0
84a8a17ffffffff,30.0,5.0,0.0
84a8a19ffffffff,124.0,26.0,0.0
84a8a1bffffffff,1.0,0.0,0.0
84a8a1dffffffff,10.0,2.0,0.0
84a8a23ffffffff,109.0,9.0,0.0
84a8a25ffffffff,1.0,1.0,0.0
84a8a27ffffffff,11.0,0.0,0.0
84a8a2dffffffff,1.0,0.0,0.0
84a8a35ffffffff,4.0,0.0,0.0
84a8a39ffffffff,2.0,0.0,0.0
84a8a3dffffffff,33.0,10.0,0.0
84a8a53ffffffff,207.0,48.0,0.0
84a8a85ffffffff,2.0,0.0,0.0
84a8a91ffffffff,10.0,0.0,0.0
84a8a93ffffffff,2.0,0.0,0.0
84a8a95ffffffff,2.0,0.0,0.0
84a8a97ffffffff,6.0,0.0,0.0
84a8aadffffffff,2.0,0.0,0.0
84a8ac5ffffffff,3.0,0.0,0.0
84a8ac9ffffffff,2.0,2.0,0.0
84a8acdffffffff,11.0,0.0,0.0
84a8ad1ffffffff,1.0,0.0,0.0
84a8ad3ffffffff,3.0,0.0,0.0
84a8ad5ffffffff,3.0,0.0,0.0
84a8ad9ffffffff,1.0,0.0,0.0
84a8addffffffff,4.0,0.0,0.0
84a8ae1ffffffff,4.0,0.0,0.0
84a8ae5ffffffff,2.0,0.0,0.0
84a8ae9ffffffff,1.0,0.0,0.0
84a8c03ffffffff,15.0,0.0,0.0
84a8c05ffffffff,19.0,0.0,0.0
84a8c07ffffffff,2.0,0.0,0.0
84a8c23ffffffff,2.0,0.0,0.0
84a8c25ffffffff,21.0,0.0,0.0
84a8c2bffffffff,2.0,0.0,0.0
84a8c43ffffffff,4.0,0.0,0.0
84a8ca7ffffffff,1.0,0.0,0.0
84a8cadffffffff,1.0,0.0,0.0
84a8cebffffffff,3.0,0.0,0.0
84a8d01ffffffff,1.0,0.0,0.0
84a8d05ffffffff,1.0,0.0,0.0
84a8d11ffffffff,1.0,0.0,0.0
84a8d19ffffffff,1.0,0.0,0.0
84a8d9dffffffff,2.0,0.0,0.0
84a8da9ffffffff,1.0,0.0,0.0
84a8dadffffffff,2.0,0.0,0.0
84a8debffffffff,7.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8f41ffffffff,2.0,0.0,0.0
84a8f45ffffffff,3.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f63ffffffff,1.0,0.0,0.0
84a90e1ffffffff,2.0,0.0,0.0
84a90e5ffffffff,2.0,0.0,0.0
84a90ebffffffff,2.0,0.0,0.0
84a918bffffffff,5.0,3.0,0.0
84a9195ffffffff,15.0,0.0,0.0
84a919dffffffff,4.0,0.0,0.0
84a91b1ffffffff,25.0,7.0,0.0
84a91b3ffffffff,3.0,0.0,0.0
84a91b5ffffffff,2.0,1.0,0.0
84a91b7ffffffff,17.0,0.0,0.0
84a91d1ffffffff,1.0,0.0,0.0
84a91d7ffffffff,10.0,0.0,0.0
84a91d9ffffffff,6.0,0.0,0.0
84a92e3ffffffff,5.0,0.0,0.0
84a9425ffffffff,16.0,0.0,0.0
84a9427ffffffff,6.0,0.0,0.0
84a943dffffffff,25.0,0.0,0.0
84a9465ffffffff,7.0,0.0,0.0
84a94e5ffffffff,2.0,0.0,0.0
84a9501ffffffff,5.0,0.0,0.0
84a9507ffffffff,15.0,0.0,0.0
84a9509ffffffff,2.0,0.0,0.0
84a950bffffffff,2.0,0.0,0.0
84a950dffffffff,7.0,0.0,0.0
84a9515ffffffff,8.0,0.0,0.0
84a9517ffffffff,2.0,0.0,0.0
84a951dffffffff,20.0,0.0,0.0
84a9527ffffffff,4.0,0.0,0.0
84a9531ffffffff,58.0,0.0,0.0
84a9533ffffffff,34.0,0.0,0.0
84a953bffffffff,331.0,0.0,0.0
84a953dffffffff,1.0,0.0,0.0
84a9551ffffffff,4.0,0.0,0.0
84a9557ffffffff,7.0,0.0,0.0
84a955bffffffff,14.0,0.0,0.0
84a95a5ffffffff,1.0,0.0,0.0
84a95abffffffff,11.0,0.0,0.0
84a95adffffffff,3.0,0.0,0.0
84a95c5ffffffff,10.0,0.0,0.0
84a95c9ffffffff,48.0,0.0,0.0
84a95edffffffff,770.0,0.0,0.0
