cell_id,Lanius isabellinus,Lanius isabellinus isabellinus,Lanius isabellinus arenarius/tsaidamensis
833d13fffffffff,3.0,0.0,0.0
833d32fffffffff,2.0,0.0,0.0
833d33fffffffff,5.0,0.0,0.0
833d36fffffffff,20.0,0.0,0.0
833d84fffffffff,1.0,1.0,0.0
833d85fffffffff,2.0,1.0,1.0
833d89fffffffff,5.0,0.0,0.0
833d8bfffffffff,3.0,0.0,0.0
833d8cfffffffff,2.0,0.0,0.0
833d8dfffffffff,9.0,0.0,0.0
833da1fffffffff,2.0,0.0,1.0
833da3fffffffff,8.0,5.0,0.0
833da6fffffffff,4.0,2.0,0.0
833dabfffffffff,6.0,0.0,0.0
833dadfffffffff,4.0,0.0,0.0
833db1fffffffff,2.0,2.0,0.0
833db6fffffffff,2.0,2.0,0.0
833e58fffffffff,3.0,0.0,0.0
833e5bfffffffff,2.0,0.0,0.0
833e68fffffffff,4.0,2.0,0.0
833e6cfffffffff,12.0,2.0,0.0
834249fffffffff,1.0,0.0,1.0
834253fffffffff,17.0,2.0,0.0
834258fffffffff,2.0,0.0,0.0
8342c0fffffffff,6.0,0.0,0.0
8342c1fffffffff,28.0,5.0,0.0
8342c4fffffffff,13.0,2.0,0.0
8342c5fffffffff,2.0,0.0,0.0
8342c6fffffffff,4.0,0.0,0.0
8342cdfffffffff,5.0,0.0,0.0
8342cefffffffff,6.0,2.0,0.0
8342dbfffffffff,9.0,0.0,0.0
8342ddfffffffff,9.0,3.0,0.0
8342e2fffffffff,2.0,0.0,0.0
8342eafffffffff,2.0,0.0,0.0
8343a1fffffffff,2.0,1.0,0.0
8343a8fffffffff,1.0,0.0,0.0
8343acfffffffff,2.0,0.0,0.0
8343aefffffffff,4.0,0.0,0.0
834b32fffffffff,2.0,0.0,2.0
834bb5fffffffff,17.0,0.0,0.0
83521cfffffffff,2.0,2.0,0.0
835289fffffffff,2.0,0.0,0.0
83534dfffffffff,1.0,0.0,0.0
835355fffffffff,8.0,8.0,0.0
835364fffffffff,6.0,0.0,0.0
836016fffffffff,1.0,0.0,0.0
836081fffffffff,2.0,0.0,0.0
836084fffffffff,4.0,0.0,0.0
836085fffffffff,4.0,0.0,0.0
836088fffffffff,6.0,0.0,0.0
83608bfffffffff,14.0,0.0,0.0
83608efffffffff,7.0,0.0,0.0
836090fffffffff,3.0,0.0,0.0
836098fffffffff,9.0,0.0,0.0
836099fffffffff,3.0,0.0,0.0
83609dfffffffff,2.0,0.0,0.0
8360a2fffffffff,8.0,0.0,0.0
8360a3fffffffff,2.0,0.0,0.0
8360a8fffffffff,4.0,0.0,0.0
8360a9fffffffff,27.0,0.0,0.0
8360aefffffffff,2.0,0.0,0.0
8360b1fffffffff,54.0,5.0,0.0
836ad8fffffffff,2.0,2.0,0.0
836aeafffffffff,1.0,0.0,0.0
837a40fffffffff,4.0,1.0,0.0
837a45fffffffff,4.0,0.0,0.0
837a68fffffffff,3.0,0.0,0.0
837a6afffffffff,2.0,2.0,0.0
837a6efffffffff,3.0,3.0,0.0
