cell_id,Sittasomus griseicapillus,Sittasomus griseicapillus [griseus Group],Sittasomus griseicapillus aequatorialis,Sittasomus griseicapillus [griseicapillus Group],Sittasomus griseicapillus reiseri,Sittasomus griseicapillus sylviellus/olivaceus
834572fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
834576fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
834836fffffffff,329.0,1.0,0.0,0.0,0.0,0.0
834990fffffffff,49.0,0.0,0.0,0.0,0.0,0.0
834991fffffffff,58.0,0.0,0.0,0.0,0.0,0.0
834996fffffffff,1282.0,377.0,0.0,0.0,0.0,0.0
834998fffffffff,121.0,4.0,0.0,0.0,0.0,0.0
83499bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83499cfffffffff,34.0,0.0,0.0,0.0,0.0,0.0
83499efffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8349a8fffffffff,114.0,0.0,0.0,0.0,0.0,0.0
8349a9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8349aafffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8349b1fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8349b5fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
835f29fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
835f2bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
835f48fffffffff,7.0,1.0,0.0,0.0,0.0,0.0
835f4afffffffff,64.0,0.0,0.0,0.0,0.0,0.0
835f4bfffffffff,57.0,0.0,0.0,0.0,0.0,0.0
835f5bfffffffff,314.0,0.0,0.0,0.0,0.0,0.0
835f68fffffffff,12.0,0.0,0.0,4.0,0.0,0.0
835f70fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
835f71fffffffff,63.0,0.0,0.0,14.0,0.0,0.0
835f75fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
836600fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836604fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
836606fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836608fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
83660afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83660bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83660cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83660dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836610fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
836611fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836613fffffffff,65.0,6.0,0.0,0.0,0.0,0.0
836616fffffffff,79.0,10.0,0.0,0.0,0.0,0.0
836618fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836619fffffffff,45.0,1.0,0.0,0.0,0.0,0.0
83661bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83661dfffffffff,40.0,0.0,0.0,0.0,0.0,0.0
836621fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
836629fffffffff,18.0,1.0,0.0,0.0,0.0,0.0
83662bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83662efffffffff,22.0,0.0,0.0,0.0,0.0,0.0
836641fffffffff,149.0,0.0,0.0,8.0,0.0,0.0
836645fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836648fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83664efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836656fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83665afffffffff,161.0,0.0,0.0,22.0,0.0,0.0
83665bfffffffff,36.0,0.0,0.0,2.0,0.0,0.0
8366a0fffffffff,23.0,4.0,0.0,0.0,0.0,0.0
8366a1fffffffff,7.0,2.0,0.0,0.0,0.0,0.0
8366a2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8366a3fffffffff,78.0,10.0,0.0,0.0,0.0,0.0
8366a5fffffffff,1623.0,100.0,0.0,0.0,0.0,0.0
8366b4fffffffff,1207.0,0.0,0.0,0.0,0.0,0.0
8366b5fffffffff,1300.0,18.0,0.0,0.0,0.0,0.0
8366b6fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8366c0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8366c2fffffffff,31.0,0.0,0.0,0.0,0.0,0.0
8366c5fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8366c6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366cdfffffffff,3.0,0.0,0.0,2.0,0.0,0.0
8366cefffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8366d0fffffffff,13.0,0.0,2.0,0.0,0.0,0.0
8366d1fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
8366d2fffffffff,29.0,0.0,2.0,0.0,0.0,0.0
8366d8fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
8366dafffffffff,172.0,0.0,0.0,37.0,0.0,0.0
8366dbfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8366dcfffffffff,87.0,0.0,0.0,15.0,0.0,0.0
8366ddfffffffff,12.0,0.0,0.0,2.0,0.0,0.0
8366defffffffff,918.0,0.0,0.0,129.0,0.0,0.0
8366e0fffffffff,71.0,0.0,0.0,0.0,0.0,0.0
8366e1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366e3fffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8366e4fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8366e9fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8366eafffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8366ecfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8366eefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836741fffffffff,951.0,18.0,0.0,0.0,0.0,0.0
836742fffffffff,81.0,0.0,0.0,0.0,0.0,0.0
836743fffffffff,432.0,24.0,0.0,0.0,0.0,0.0
83674cfffffffff,1167.0,34.0,0.0,0.0,0.0,0.0
83674dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83674efffffffff,513.0,7.0,0.0,0.0,0.0,0.0
836751fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
836753fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83675afffffffff,24.0,0.0,0.0,0.0,0.0,0.0
83675cfffffffff,195.0,0.0,0.0,0.0,0.0,0.0
83675dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83675efffffffff,26.0,0.0,0.0,0.0,0.0,0.0
836790fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
836792fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836793fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836794fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
836796fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83679afffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8367b2fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836d04fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
836d05fffffffff,377.0,152.0,0.0,0.0,0.0,0.0
836d20fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
836d21fffffffff,183.0,48.0,0.0,0.0,0.0,0.0
836d22fffffffff,43.0,2.0,0.0,0.0,0.0,0.0
836d23fffffffff,311.0,82.0,0.0,0.0,0.0,0.0
836d25fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d2afffffffff,8.0,0.0,0.0,0.0,0.0,0.0
836d2cfffffffff,223.0,45.0,0.0,0.0,0.0,0.0
836d2dfffffffff,272.0,0.0,0.0,0.0,0.0,0.0
836d2efffffffff,14.0,3.0,0.0,0.0,0.0,0.0
836d30fffffffff,187.0,31.0,0.0,0.0,0.0,0.0
836d31fffffffff,205.0,16.0,0.0,0.0,0.0,0.0
836d33fffffffff,88.0,13.0,0.0,0.0,0.0,0.0
836d34fffffffff,37.0,14.0,0.0,0.0,0.0,0.0
836d35fffffffff,197.0,23.0,0.0,0.0,0.0,0.0
836d36fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
836d61fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d64fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
836d65fffffffff,1104.0,0.0,0.0,0.0,0.0,0.0
836d68fffffffff,579.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,4563.0,0.0,0.0,0.0,0.0,0.0
836d6afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
836d6bfffffffff,2011.0,0.0,0.0,0.0,0.0,0.0
836d6dfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
836d6efffffffff,6.0,0.0,0.0,0.0,0.0,0.0
836d74fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
838000fffffffff,4.0,0.0,0.0,0.0,2.0,0.0
838005fffffffff,8.0,0.0,0.0,0.0,4.0,0.0
838006fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838010fffffffff,19.0,0.0,0.0,0.0,2.0,0.0
838011fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838014fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838015fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838016fffffffff,6.0,0.0,0.0,0.0,3.0,0.0
83802cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838030fffffffff,46.0,0.0,0.0,0.0,18.0,0.0
838032fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838035fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838036fffffffff,104.0,0.0,0.0,0.0,35.0,0.0
838046fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838100fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838102fffffffff,140.0,0.0,0.0,0.0,24.0,33.0
838104fffffffff,3.0,0.0,0.0,0.0,3.0,0.0
838106fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838109fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838112fffffffff,5.0,0.0,0.0,0.0,0.0,2.0
838114fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838116fffffffff,19.0,0.0,0.0,0.0,1.0,3.0
838118fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838119fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83811afffffffff,4.0,0.0,0.0,0.0,4.0,0.0
83811efffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838121fffffffff,39.0,0.0,0.0,0.0,0.0,0.0
838123fffffffff,12.0,0.0,0.0,0.0,12.0,0.0
838124fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
83812bfffffffff,5.0,0.0,0.0,0.0,3.0,0.0
83812dfffffffff,11.0,0.0,0.0,0.0,4.0,0.0
838130fffffffff,73.0,0.0,0.0,0.0,1.0,0.0
838132fffffffff,51.0,0.0,0.0,0.0,0.0,4.0
838133fffffffff,91.0,0.0,0.0,0.0,0.0,10.0
838134fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838136fffffffff,30.0,0.0,0.0,0.0,1.0,0.0
838140fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838143fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838145fffffffff,16.0,0.0,0.0,0.0,11.0,0.0
838146fffffffff,6.0,0.0,0.0,0.0,2.0,0.0
83814afffffffff,35.0,0.0,0.0,0.0,0.0,0.0
83814efffffffff,16.0,0.0,0.0,0.0,0.0,0.0
838150fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838151fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83815cfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83815dfffffffff,12.0,0.0,0.0,0.0,0.0,0.0
83815efffffffff,3.0,0.0,0.0,0.0,2.0,0.0
838162fffffffff,4.0,0.0,0.0,0.0,2.0,0.0
838163fffffffff,7.0,0.0,0.0,0.0,7.0,0.0
838171fffffffff,181.0,0.0,0.0,0.0,126.0,0.0
838173fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838180fffffffff,44.0,0.0,0.0,0.0,7.0,0.0
838181fffffffff,322.0,0.0,0.0,0.0,28.0,0.0
838183fffffffff,47.0,0.0,0.0,0.0,2.0,0.0
838185fffffffff,72.0,0.0,0.0,0.0,16.0,0.0
838188fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83818dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
83818efffffffff,11.0,0.0,0.0,0.0,1.0,0.0
83819dfffffffff,26.0,0.0,0.0,0.0,0.0,0.0
838a00fffffffff,20.0,0.0,0.0,5.0,0.0,0.0
838a01fffffffff,21.0,0.0,0.0,0.0,0.0,0.0
838a05fffffffff,63.0,0.0,0.0,4.0,0.0,0.0
838a06fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838a10fffffffff,66.0,0.0,0.0,2.0,0.0,0.0
838a15fffffffff,26.0,0.0,0.0,5.0,0.0,0.0
838a1afffffffff,37.0,0.0,0.0,3.0,0.0,0.0
838a21fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838a23fffffffff,2.0,0.0,0.0,1.0,0.0,0.0
838a24fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838a31fffffffff,40.0,0.0,0.0,0.0,0.0,0.0
838a33fffffffff,21.0,0.0,0.0,2.0,0.0,0.0
838a45fffffffff,31.0,0.0,0.0,1.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838a56fffffffff,7.0,0.0,0.0,3.0,0.0,0.0
838a63fffffffff,15.0,0.0,0.0,3.0,0.0,0.0
838a68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838a69fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
838a6dfffffffff,147.0,0.0,0.0,27.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838a80fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838a81fffffffff,13.0,0.0,0.0,1.0,0.0,0.0
838a82fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838a9cfffffffff,33.0,0.0,0.0,0.0,0.0,0.0
838aa8fffffffff,32.0,0.0,0.0,1.0,0.0,0.0
838aa9fffffffff,10.0,0.0,0.0,1.0,0.0,0.0
838aaafffffffff,62.0,0.0,0.0,1.0,0.0,0.0
838aacfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838ad8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838adbfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838adcfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838af0fffffffff,65.0,0.0,0.0,13.0,0.0,0.0
838af1fffffffff,6.0,0.0,0.0,6.0,0.0,0.0
838af2fffffffff,69.0,0.0,0.0,8.0,0.0,0.0
838af4fffffffff,79.0,0.0,0.0,3.0,0.0,0.0
838af6fffffffff,554.0,0.0,0.0,85.0,0.0,0.0
838b00fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b08fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838b0cfffffffff,59.0,0.0,0.0,0.0,0.0,0.0
838b0dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838b10fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838b20fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
838b22fffffffff,177.0,0.0,0.0,0.0,0.0,0.0
838b23fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b24fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b26fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
838b2afffffffff,24.0,0.0,0.0,0.0,0.0,0.0
838b2cfffffffff,71.0,0.0,0.0,0.0,0.0,0.0
838b2dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
838b31fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
838b36fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
838b40fffffffff,113.0,0.0,0.0,7.0,0.0,0.0
838b42fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838b44fffffffff,198.0,0.0,0.0,57.0,0.0,0.0
838b45fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
838b46fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
838b4efffffffff,25.0,0.0,0.0,4.0,0.0,0.0
838b50fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838b51fffffffff,36.0,0.0,0.0,4.0,0.0,0.0
838b52fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
838b53fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b56fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838b5cfffffffff,55.0,0.0,0.0,3.0,0.0,0.0
838b5dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b5efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,155.0,0.0,0.0,14.0,0.0,0.0
838b62fffffffff,25.0,0.0,0.0,4.0,0.0,0.0
838b63fffffffff,265.0,0.0,0.0,28.0,0.0,0.0
838b68fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b69fffffffff,34.0,0.0,0.0,0.0,0.0,0.0
838b6cfffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838b6efffffffff,41.0,0.0,0.0,6.0,0.0,0.0
838b71fffffffff,529.0,0.0,0.0,29.0,0.0,0.0
838b74fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
838b75fffffffff,86.0,0.0,0.0,0.0,0.0,0.0
838b76fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838b83fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838b84fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
838b88fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
838b96fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838b99fffffffff,27.0,0.0,0.0,0.0,0.0,0.0
838b9dfffffffff,152.0,0.0,0.0,33.0,0.0,0.0
838ba0fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
838ba6fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
838bb5fffffffff,162.0,0.0,0.0,19.0,0.0,0.0
838e64fffffffff,70.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
838e6cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f08fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838f09fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
838f0dfffffffff,609.0,0.0,139.0,0.0,0.0,0.0
838f28fffffffff,48.0,0.0,14.0,0.0,0.0,0.0
838f29fffffffff,27.0,0.0,2.0,0.0,0.0,0.0
838f2afffffffff,303.0,0.0,58.0,0.0,0.0,0.0
838f2bfffffffff,200.0,0.0,17.0,0.0,0.0,0.0
838f2cfffffffff,185.0,0.0,13.0,0.0,0.0,0.0
838f2efffffffff,26.0,0.0,1.0,0.0,0.0,0.0
838f40fffffffff,81.0,0.0,0.0,14.0,0.0,0.0
838f42fffffffff,45.0,0.0,0.0,2.0,0.0,0.0
838f43fffffffff,30.0,0.0,0.0,4.0,0.0,0.0
838f44fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838f46fffffffff,599.0,0.0,0.0,112.0,0.0,0.0
838f48fffffffff,101.0,0.0,0.0,5.0,0.0,0.0
838f4afffffffff,115.0,0.0,0.0,0.0,0.0,0.0
838f4bfffffffff,17.0,0.0,0.0,0.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f54fffffffff,55.0,0.0,0.0,0.0,0.0,0.0
838f55fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,10.0,0.0,0.0,0.0,0.0,0.0
838f61fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
838f63fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838f65fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
838f68fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
838f6bfffffffff,14.0,0.0,0.0,2.0,0.0,0.0
838f6efffffffff,10.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,46.0,0.0,0.0,4.0,0.0,0.0
838f71fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
838f72fffffffff,626.0,0.0,0.0,100.0,0.0,0.0
838f73fffffffff,36.0,0.0,0.0,1.0,0.0,0.0
838f74fffffffff,60.0,0.0,0.0,8.0,0.0,0.0
838f76fffffffff,102.0,0.0,0.0,7.0,0.0,0.0
83a596fffffffff,8.0,0.0,0.0,0.0,2.0,0.0
83a800fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83a801fffffffff,102.0,0.0,0.0,0.0,0.0,0.0
83a802fffffffff,14.0,0.0,0.0,0.0,0.0,3.0
83a804fffffffff,119.0,0.0,0.0,0.0,0.0,12.0
83a805fffffffff,50.0,0.0,0.0,0.0,0.0,0.0
83a806fffffffff,1175.0,0.0,0.0,0.0,0.0,222.0
83a809fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83a80bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a80cfffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83a80dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a810fffffffff,2498.0,0.0,0.0,0.0,0.0,49.0
83a811fffffffff,32.0,0.0,0.0,0.0,0.0,4.0
83a812fffffffff,1624.0,0.0,0.0,0.0,0.0,104.0
83a813fffffffff,50.0,0.0,0.0,0.0,0.0,2.0
83a814fffffffff,54.0,0.0,0.0,0.0,0.0,3.0
83a815fffffffff,1211.0,0.0,0.0,0.0,0.0,86.0
83a816fffffffff,71.0,0.0,0.0,0.0,0.0,9.0
83a818fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a81afffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83a81cfffffffff,226.0,0.0,0.0,0.0,0.0,0.0
83a81dfffffffff,68.0,0.0,0.0,0.0,0.0,3.0
83a81efffffffff,1020.0,0.0,0.0,0.0,0.0,2.0
83a820fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83a821fffffffff,36.0,0.0,0.0,0.0,0.0,0.0
83a822fffffffff,42.0,0.0,0.0,0.0,0.0,1.0
83a823fffffffff,47.0,0.0,0.0,0.0,0.0,8.0
83a824fffffffff,106.0,0.0,0.0,0.0,0.0,0.0
83a825fffffffff,45.0,0.0,0.0,0.0,0.0,3.0
83a826fffffffff,57.0,0.0,0.0,0.0,0.0,0.0
83a828fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
83a829fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
83a82afffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83a82cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a82dfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
83a82efffffffff,32.0,0.0,0.0,0.0,0.0,0.0
83a831fffffffff,328.0,0.0,0.0,0.0,0.0,20.0
83a833fffffffff,146.0,0.0,0.0,0.0,0.0,14.0
83a835fffffffff,316.0,0.0,0.0,0.0,0.0,6.0
83a840fffffffff,76.0,0.0,0.0,0.0,0.0,0.0
83a841fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83a842fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a843fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a844fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
83a845fffffffff,15.0,0.0,0.0,0.0,0.0,0.0
83a846fffffffff,52.0,0.0,0.0,0.0,0.0,0.0
83a84dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a84efffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83a850fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a855fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83a856fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83a859fffffffff,484.0,0.0,0.0,22.0,0.0,17.0
83a85bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83a85dfffffffff,142.0,0.0,0.0,2.0,0.0,6.0
83a860fffffffff,28.0,0.0,0.0,0.0,0.0,0.0
83a862fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a863fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a864fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83a865fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a866fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
83a868fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83a86afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a86bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83a86dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a86efffffffff,14.0,0.0,0.0,0.0,0.0,0.0
83a873fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83a875fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83a880fffffffff,126.0,0.0,0.0,0.0,0.0,0.0
83a881fffffffff,442.0,0.0,0.0,0.0,0.0,0.0
83a882fffffffff,278.0,0.0,0.0,0.0,0.0,66.0
83a883fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
