cell_id,Tyrannus savana,Tyrannus savana savana,Tyrannus savana monachus,Tyrannus savana sanctaemartae,Tyrannus savana circumdatus
828aeffffffffff,7.0,0.0,0.0,0.0,0.0
828af7fffffffff,587.0,0.0,0.0,0.0,0.0
828b07fffffffff,4.0,0.0,0.0,0.0,0.0
828b0ffffffffff,128.0,0.0,0.0,0.0,0.0
828b17fffffffff,20.0,0.0,0.0,0.0,0.0
828b1ffffffffff,1.0,0.0,0.0,0.0,0.0
828b27fffffffff,356.0,0.0,0.0,0.0,0.0
828b2ffffffffff,53.0,0.0,0.0,0.0,0.0
828b37fffffffff,21.0,0.0,0.0,0.0,0.0
828b47fffffffff,87.0,0.0,0.0,0.0,0.0
828b4ffffffffff,4.0,0.0,0.0,0.0,0.0
828b57fffffffff,42.0,0.0,0.0,0.0,0.0
828b5ffffffffff,18.0,0.0,0.0,0.0,0.0
828b67fffffffff,61.0,0.0,0.0,0.0,0.0
828b77fffffffff,34.0,0.0,0.0,0.0,0.0
828b87fffffffff,42.0,0.0,0.0,0.0,0.0
828b8ffffffffff,27.0,0.0,0.0,0.0,0.0
828b9ffffffffff,145.0,0.0,0.0,0.0,0.0
828ba7fffffffff,70.0,0.0,0.0,0.0,0.0
828bb7fffffffff,245.0,0.0,0.0,0.0,0.0
828e67fffffffff,1.0,0.0,0.0,0.0,0.0
828f47fffffffff,23.0,0.0,0.0,0.0,0.0
828f4ffffffffff,6.0,0.0,0.0,0.0,0.0
828f67fffffffff,161.0,0.0,0.0,0.0,0.0
828f6ffffffffff,53.0,0.0,0.0,0.0,0.0
82a597fffffffff,3.0,0.0,0.0,0.0,0.0
82a807fffffffff,641.0,93.0,0.0,0.0,0.0
82a80ffffffffff,39.0,4.0,0.0,0.0,0.0
82a817fffffffff,2664.0,498.0,0.0,0.0,0.0
82a81ffffffffff,1616.0,298.0,0.0,0.0,0.0
82a827fffffffff,229.0,9.0,0.0,0.0,0.0
82a82ffffffffff,130.0,17.0,0.0,0.0,0.0
82a837fffffffff,345.0,27.0,0.0,0.0,0.0
82a847fffffffff,347.0,0.0,0.0,0.0,0.0
82a84ffffffffff,3.0,0.0,0.0,0.0,0.0
82a857fffffffff,175.0,0.0,0.0,0.0,0.0
82a85ffffffffff,992.0,0.0,0.0,0.0,0.0
82a867fffffffff,59.0,0.0,0.0,0.0,0.0
82a86ffffffffff,18.0,0.0,0.0,0.0,0.0
82a877fffffffff,67.0,0.0,0.0,0.0,0.0
82a887fffffffff,337.0,58.0,0.0,0.0,0.0
82a88ffffffffff,332.0,36.0,0.0,0.0,0.0
82a897fffffffff,34.0,8.0,0.0,0.0,0.0
82a8a7fffffffff,690.0,71.0,0.0,0.0,0.0
82a8affffffffff,602.0,146.0,0.0,0.0,0.0
82a8b7fffffffff,14.0,1.0,0.0,0.0,0.0
82a8c7fffffffff,137.0,7.0,0.0,0.0,0.0
82a8cffffffffff,1.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,449.0,102.0,0.0,0.0,0.0
82a8dffffffffff,83.0,7.0,0.0,0.0,0.0
82a8e7fffffffff,15.0,4.0,0.0,0.0,0.0
82a8effffffffff,68.0,6.0,0.0,0.0,0.0
82a8f7fffffffff,115.0,21.0,0.0,0.0,0.0
82a907fffffffff,381.0,20.0,0.0,0.0,0.0
82a90ffffffffff,298.0,30.0,0.0,0.0,0.0
82a91ffffffffff,301.0,44.0,0.0,0.0,0.0
82a927fffffffff,22.0,4.0,0.0,0.0,0.0
82a92ffffffffff,905.0,73.0,0.0,0.0,0.0
82a947fffffffff,2484.0,0.0,0.0,0.0,0.0
82a94ffffffffff,811.0,0.0,0.0,0.0,0.0
82a957fffffffff,1789.0,114.0,0.0,0.0,0.0
82a95ffffffffff,299.0,0.0,0.0,0.0,0.0
82a967fffffffff,1486.0,39.0,0.0,0.0,0.0
82a96ffffffffff,637.0,0.0,0.0,0.0,0.0
82a977fffffffff,484.0,10.0,0.0,0.0,0.0
82b20ffffffffff,7.0,0.0,0.0,0.0,0.0
82b22ffffffffff,7.0,0.0,0.0,0.0,0.0
82b247fffffffff,449.0,0.0,0.0,0.0,0.0
82b24ffffffffff,874.0,0.0,0.0,0.0,0.0
82b257fffffffff,47.0,0.0,0.0,0.0,0.0
82b25ffffffffff,928.0,0.0,0.0,0.0,0.0
82b267fffffffff,317.0,0.0,0.0,0.0,0.0
82b26ffffffffff,260.0,0.0,0.0,0.0,0.0
82b277fffffffff,266.0,0.0,0.0,0.0,0.0
82b2cffffffffff,22.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,24.0,0.0,0.0,0.0,0.0
82b2effffffffff,356.0,0.0,0.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0,0.0,0.0
82b32ffffffffff,13.0,0.0,0.0,0.0,0.0
82b347fffffffff,259.0,0.0,0.0,0.0,0.0
82b34ffffffffff,60.0,0.0,0.0,0.0,0.0
82b357fffffffff,297.0,0.0,0.0,0.0,0.0
82b35ffffffffff,1083.0,0.0,0.0,0.0,0.0
82b367fffffffff,16.0,0.0,0.0,0.0,0.0
82b36ffffffffff,161.0,0.0,0.0,0.0,0.0
82b377fffffffff,1.0,0.0,0.0,0.0,0.0
82c207fffffffff,185.0,3.0,0.0,0.0,0.0
82c21ffffffffff,1013.0,19.0,0.0,0.0,0.0
82c227fffffffff,48.0,0.0,0.0,0.0,0.0
82c22ffffffffff,530.0,6.0,0.0,0.0,0.0
82c28ffffffffff,2.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,2103.0,0.0,0.0,0.0,0.0
82c2cffffffffff,1294.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,1041.0,6.0,0.0,0.0,0.0
82c2dffffffffff,388.0,2.0,0.0,0.0,0.0
82c2e7fffffffff,2835.0,20.0,0.0,0.0,0.0
82c2effffffffff,625.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,2178.0,5.0,0.0,0.0,0.0
82c307fffffffff,1.0,0.0,0.0,0.0,0.0
82c30ffffffffff,77.0,0.0,0.0,0.0,0.0
82c327fffffffff,17.0,0.0,0.0,0.0,0.0
82c32ffffffffff,303.0,5.0,0.0,0.0,0.0
82c347fffffffff,332.0,0.0,0.0,0.0,0.0
82c34ffffffffff,312.0,0.0,0.0,0.0,0.0
82c357fffffffff,528.0,6.0,0.0,0.0,0.0
82c35ffffffffff,31.0,0.0,0.0,0.0,0.0
82c367fffffffff,162.0,0.0,0.0,0.0,0.0
82c36ffffffffff,22.0,0.0,0.0,0.0,0.0
82c377fffffffff,156.0,6.0,0.0,0.0,0.0
82ce87fffffffff,3.0,0.0,0.0,0.0,0.0
82ce97fffffffff,385.0,0.0,0.0,0.0,0.0
82ce9ffffffffff,112.0,0.0,0.0,0.0,0.0
