cell_id,Dicaeum hirundinaceum,Dicaeum hirundinaceum hirundinaceum,Dicaeum hirundinaceum ignicolle
83a610fffffffff,15.0,0.0,0.0
83a611fffffffff,9.0,0.0,0.0
83a615fffffffff,1.0,0.0,0.0
83a626fffffffff,6.0,0.0,0.0
83a631fffffffff,5.0,0.0,0.0
83a635fffffffff,2.0,0.0,0.0
83a6a4fffffffff,10.0,0.0,0.0
83a6a6fffffffff,2.0,0.0,0.0
83a700fffffffff,11.0,0.0,0.0
83a702fffffffff,21.0,0.0,0.0
83a703fffffffff,7.0,0.0,0.0
83a704fffffffff,10.0,0.0,0.0
83a706fffffffff,9.0,0.0,0.0
83a712fffffffff,13.0,0.0,0.0
83a714fffffffff,8.0,0.0,0.0
83a715fffffffff,1.0,0.0,0.0
83a716fffffffff,6.0,0.0,0.0
83a71bfffffffff,2.0,0.0,0.0
83a71cfffffffff,11.0,0.0,0.0
83a71dfffffffff,2.0,0.0,0.0
83a722fffffffff,11.0,0.0,0.0
83a726fffffffff,205.0,0.0,0.0
83a731fffffffff,3.0,0.0,0.0
83a735fffffffff,21.0,0.0,0.0
83a736fffffffff,3.0,0.0,0.0
83a782fffffffff,18.0,0.0,0.0
83a788fffffffff,2.0,0.0,0.0
83a78afffffffff,3.0,0.0,0.0
83a78efffffffff,21.0,0.0,0.0
83a791fffffffff,2.0,0.0,0.0
83a793fffffffff,2.0,0.0,0.0
83a79afffffffff,6.0,0.0,0.0
83a79dfffffffff,14.0,0.0,0.0
83a7a3fffffffff,2.0,0.0,0.0
83a7a6fffffffff,2.0,0.0,0.0
83b816fffffffff,2.0,0.0,0.0
83b828fffffffff,2.0,0.0,0.0
83b841fffffffff,2.0,0.0,0.0
83b842fffffffff,2.0,0.0,0.0
83b845fffffffff,1.0,0.0,0.0
83b849fffffffff,2.0,0.0,0.0
83b851fffffffff,2.0,0.0,0.0
83b856fffffffff,2.0,0.0,0.0
83b86afffffffff,4.0,0.0,0.0
83b86dfffffffff,3.0,0.0,0.0
83b880fffffffff,202.0,0.0,0.0
83b881fffffffff,107.0,0.0,0.0
83b883fffffffff,5.0,0.0,0.0
83b884fffffffff,31.0,0.0,0.0
83b885fffffffff,147.0,0.0,0.0
83b886fffffffff,1.0,0.0,0.0
83b888fffffffff,10.0,0.0,0.0
83b892fffffffff,9.0,0.0,0.0
83b89afffffffff,40.0,0.0,0.0
83b8a1fffffffff,6.0,0.0,0.0
83b8a2fffffffff,2.0,0.0,0.0
83b8a8fffffffff,2.0,0.0,0.0
83b8a9fffffffff,59.0,0.0,0.0
83b8aafffffffff,9.0,0.0,0.0
83b8abfffffffff,40.0,0.0,0.0
83b8acfffffffff,6.0,0.0,0.0
83b8aefffffffff,21.0,0.0,0.0
83b8b2fffffffff,2.0,0.0,0.0
83b8b3fffffffff,1.0,0.0,0.0
83b8b6fffffffff,1.0,0.0,0.0
83b911fffffffff,2.0,0.0,0.0
83b912fffffffff,18.0,0.0,0.0
83b914fffffffff,40.0,0.0,0.0
83b916fffffffff,122.0,0.0,0.0
83b980fffffffff,12.0,0.0,0.0
83b984fffffffff,11.0,0.0,0.0
83b985fffffffff,60.0,0.0,0.0
83b986fffffffff,26.0,0.0,0.0
83b988fffffffff,12.0,0.0,0.0
83b990fffffffff,3.0,0.0,0.0
83b995fffffffff,2.0,0.0,0.0
83b99cfffffffff,6.0,0.0,0.0
83b99efffffffff,4.0,0.0,0.0
83b9a0fffffffff,2.0,0.0,0.0
83b9a1fffffffff,53.0,0.0,0.0
83b9a3fffffffff,24.0,0.0,0.0
83b9a4fffffffff,23.0,0.0,0.0
83b9a5fffffffff,35.0,0.0,0.0
83b9a6fffffffff,15.0,0.0,0.0
83b9aafffffffff,1.0,0.0,0.0
83b9abfffffffff,3.0,0.0,0.0
83b9acfffffffff,13.0,0.0,0.0
83b9adfffffffff,12.0,0.0,0.0
83b9b2fffffffff,8.0,0.0,0.0
83b9b3fffffffff,17.0,0.0,0.0
83b9b4fffffffff,26.0,0.0,0.0
83b9b5fffffffff,6.0,0.0,0.0
83be08fffffffff,1200.0,0.0,0.0
83be09fffffffff,36.0,0.0,0.0
83be0afffffffff,206.0,0.0,0.0
83be0bfffffffff,277.0,0.0,0.0
83be0cfffffffff,309.0,0.0,0.0
83be0dfffffffff,165.0,0.0,0.0
83be0efffffffff,93.0,0.0,0.0
83be18fffffffff,333.0,0.0,0.0
83be19fffffffff,20.0,0.0,0.0
83be1afffffffff,128.0,0.0,0.0
83be1bfffffffff,73.0,0.0,0.0
83be1dfffffffff,211.0,0.0,0.0
83be29fffffffff,37.0,0.0,0.0
83be40fffffffff,190.0,0.0,0.0
83be41fffffffff,11.0,0.0,0.0
83be42fffffffff,98.0,0.0,0.0
83be43fffffffff,15.0,0.0,0.0
83be44fffffffff,482.0,0.0,0.0
83be45fffffffff,425.0,0.0,0.0
83be46fffffffff,106.0,0.0,0.0
83be48fffffffff,7.0,0.0,0.0
83be49fffffffff,101.0,0.0,0.0
83be4afffffffff,35.0,0.0,0.0
83be4bfffffffff,106.0,0.0,0.0
83be4cfffffffff,68.0,0.0,0.0
83be4dfffffffff,21.0,0.0,0.0
83be4efffffffff,66.0,0.0,0.0
83be50fffffffff,178.0,0.0,0.0
83be51fffffffff,5.0,0.0,0.0
83be52fffffffff,2.0,0.0,0.0
83be53fffffffff,244.0,0.0,0.0
83be54fffffffff,46.0,0.0,0.0
83be55fffffffff,141.0,0.0,0.0
83be56fffffffff,70.0,0.0,0.0
83be59fffffffff,9.0,0.0,0.0
83be5afffffffff,3.0,0.0,0.0
83be5bfffffffff,4.0,0.0,0.0
83be5dfffffffff,40.0,0.0,0.0
83be5efffffffff,7.0,0.0,0.0
83be60fffffffff,29.0,0.0,0.0
83be61fffffffff,22.0,0.0,0.0
83be62fffffffff,114.0,0.0,0.0
83be63fffffffff,1101.0,0.0,0.0
83be66fffffffff,74.0,0.0,0.0
83be68fffffffff,11.0,0.0,0.0
83be69fffffffff,5.0,0.0,0.0
83be6afffffffff,77.0,0.0,0.0
83be6bfffffffff,30.0,0.0,0.0
83be6efffffffff,67.0,0.0,0.0
83be70fffffffff,4.0,0.0,0.0
83be71fffffffff,557.0,0.0,0.0
83be72fffffffff,638.0,0.0,0.0
83be73fffffffff,10.0,0.0,0.0
83be74fffffffff,136.0,0.0,0.0
83be75fffffffff,192.0,0.0,0.0
83be76fffffffff,14.0,0.0,0.0
83be88fffffffff,565.0,0.0,0.0
83be89fffffffff,132.0,0.0,0.0
83be8afffffffff,4.0,0.0,0.0
83be8bfffffffff,387.0,0.0,0.0
83be8dfffffffff,6663.0,0.0,0.0
83bea9fffffffff,547.0,0.0,0.0
83beabfffffffff,786.0,0.0,0.0
83bec0fffffffff,20.0,0.0,0.0
83bec1fffffffff,10.0,0.0,0.0
83bec4fffffffff,24.0,0.0,0.0
83bec5fffffffff,5.0,0.0,0.0
83bec6fffffffff,28.0,0.0,0.0
83bec8fffffffff,12.0,0.0,0.0
83becafffffffff,4.0,0.0,0.0
83becbfffffffff,5.0,0.0,0.0
83beccfffffffff,21.0,0.0,0.0
83becdfffffffff,7.0,0.0,0.0
83becefffffffff,170.0,0.0,0.0
83bed0fffffffff,3.0,0.0,0.0
83bed1fffffffff,8.0,0.0,0.0
83bed2fffffffff,20.0,0.0,0.0
83bed3fffffffff,2.0,0.0,0.0
83bed4fffffffff,42.0,0.0,0.0
83bed5fffffffff,24.0,0.0,0.0
83bed6fffffffff,4.0,0.0,0.0
83bed8fffffffff,5.0,0.0,0.0
83bedbfffffffff,5.0,0.0,0.0
83bedcfffffffff,8.0,0.0,0.0
83beddfffffffff,2.0,0.0,0.0
83bedefffffffff,7.0,0.0,0.0
83bee0fffffffff,135.0,0.0,0.0
83bee1fffffffff,73.0,0.0,0.0
83bee2fffffffff,79.0,0.0,0.0
83bee3fffffffff,23.0,0.0,0.0
83bee4fffffffff,96.0,0.0,0.0
83bee5fffffffff,39.0,0.0,0.0
83bee6fffffffff,195.0,0.0,0.0
83bee8fffffffff,15.0,0.0,0.0
83beeafffffffff,1.0,0.0,0.0
83beecfffffffff,34.0,0.0,0.0
83beedfffffffff,5.0,0.0,0.0
83beeefffffffff,15.0,0.0,0.0
83bef0fffffffff,645.0,0.0,0.0
83bef1fffffffff,75.0,0.0,0.0
83bef2fffffffff,705.0,0.0,0.0
83bef3fffffffff,21.0,0.0,0.0
83bef4fffffffff,62.0,0.0,0.0
83bef5fffffffff,117.0,0.0,0.0
83bef6fffffffff,692.0,0.0,0.0
83c990fffffffff,27.0,0.0,0.0
83c992fffffffff,67.0,0.0,0.0
83c993fffffffff,15.0,0.0,0.0
83c995fffffffff,12.0,0.0,0.0
83c99efffffffff,1.0,0.0,0.0
83c9b2fffffffff,2.0,0.0,0.0
83c9b3fffffffff,14.0,0.0,0.0
