cell_id,Setophaga dominica,Setophaga dominica albilora,Setophaga dominica dominica/stoddardi
8426529ffffffff,16.0,0.0,0.0
842652bffffffff,47.0,0.0,0.0
842652dffffffff,18.0,0.0,0.0
8426531ffffffff,92.0,0.0,0.0
8426533ffffffff,617.0,7.0,0.0
8426535ffffffff,10.0,0.0,0.0
8426537ffffffff,12.0,0.0,0.0
8426539ffffffff,12.0,0.0,0.0
842653bffffffff,166.0,3.0,0.0
842653dffffffff,16.0,0.0,0.0
8426543ffffffff,16.0,0.0,0.0
8426547ffffffff,32.0,0.0,0.0
842654dffffffff,10.0,0.0,0.0
8426551ffffffff,105.0,0.0,0.0
8426553ffffffff,14.0,0.0,0.0
8426555ffffffff,355.0,4.0,0.0
8426557ffffffff,78.0,0.0,0.0
8426559ffffffff,9.0,0.0,0.0
842655bffffffff,37.0,0.0,0.0
842655dffffffff,436.0,2.0,0.0
8426561ffffffff,25.0,0.0,0.0
8426563ffffffff,69.0,0.0,0.0
8426565ffffffff,170.0,0.0,0.0
8426567ffffffff,330.0,0.0,0.0
8426569ffffffff,8.0,0.0,0.0
842656dffffffff,8.0,0.0,0.0
8426585ffffffff,29.0,0.0,0.0
8426587ffffffff,86.0,0.0,0.0
8426589ffffffff,3.0,0.0,0.0
842658bffffffff,3.0,0.0,0.0
8426593ffffffff,67.0,0.0,0.0
8426597ffffffff,5.0,0.0,0.0
8426599ffffffff,239.0,0.0,0.0
842659bffffffff,408.0,0.0,0.0
842659dffffffff,3.0,0.0,0.0
84265a1ffffffff,8.0,0.0,0.0
84265a3ffffffff,15.0,0.0,0.0
84265a5ffffffff,25.0,0.0,0.0
84265a7ffffffff,13.0,0.0,0.0
84265a9ffffffff,22.0,0.0,0.0
84265adffffffff,20.0,0.0,0.0
84265b3ffffffff,1.0,0.0,0.0
84265b5ffffffff,254.0,0.0,0.0
84265b7ffffffff,10.0,0.0,0.0
84265b9ffffffff,43.0,0.0,0.0
84265bbffffffff,7.0,0.0,0.0
84265bdffffffff,4.0,0.0,0.0
84265c1ffffffff,301.0,6.0,0.0
84265c3ffffffff,24.0,0.0,0.0
84265c5ffffffff,54.0,0.0,0.0
84265c7ffffffff,43.0,2.0,0.0
84265c9ffffffff,108.0,8.0,0.0
84265cbffffffff,75.0,2.0,0.0
84265cdffffffff,121.0,0.0,0.0
84265d1ffffffff,1.0,0.0,0.0
84265d7ffffffff,16.0,0.0,0.0
84265d9ffffffff,214.0,0.0,0.0
84265dbffffffff,155.0,0.0,0.0
84265ddffffffff,3.0,0.0,0.0
84265e1ffffffff,24.0,0.0,0.0
84265e3ffffffff,32.0,0.0,0.0
84265e5ffffffff,173.0,0.0,0.0
84265e7ffffffff,9.0,0.0,0.0
84265e9ffffffff,19.0,0.0,0.0
84265ebffffffff,14.0,0.0,0.0
84265edffffffff,30.0,0.0,0.0
8426603ffffffff,28.0,0.0,0.0
8426607ffffffff,302.0,1.0,0.0
8426609ffffffff,19.0,0.0,0.0
842660bffffffff,23.0,0.0,0.0
8426611ffffffff,61.0,0.0,0.0
8426613ffffffff,237.0,0.0,0.0
8426615ffffffff,35.0,0.0,0.0
8426617ffffffff,65.0,0.0,0.0
8426619ffffffff,142.0,0.0,0.0
842661bffffffff,1097.0,0.0,0.0
842661dffffffff,10.0,0.0,0.0
8426621ffffffff,56.0,2.0,0.0
8426623ffffffff,61.0,0.0,0.0
8426625ffffffff,7.0,0.0,0.0
8426627ffffffff,2.0,0.0,0.0
8426629ffffffff,2.0,0.0,0.0
842662bffffffff,72.0,0.0,0.0
842662dffffffff,98.0,1.0,0.0
8426631ffffffff,27.0,2.0,0.0
8426633ffffffff,8.0,0.0,0.0
8426635ffffffff,4.0,0.0,0.0
8426639ffffffff,33.0,0.0,0.0
842663bffffffff,19.0,0.0,0.0
842663dffffffff,27.0,0.0,0.0
8426641ffffffff,48.0,0.0,0.0
8426645ffffffff,58.0,0.0,0.0
8426647ffffffff,14.0,0.0,0.0
8426649ffffffff,43.0,0.0,0.0
842664bffffffff,209.0,0.0,0.0
842664dffffffff,51.0,2.0,0.0
8426651ffffffff,71.0,0.0,0.0
8426653ffffffff,4.0,0.0,0.0
8426655ffffffff,4.0,0.0,0.0
8426657ffffffff,68.0,0.0,0.0
8426659ffffffff,23.0,0.0,0.0
842665bffffffff,29.0,0.0,0.0
842665dffffffff,5.0,0.0,0.0
8426661ffffffff,49.0,2.0,0.0
8426663ffffffff,5.0,0.0,0.0
8426665ffffffff,26.0,0.0,0.0
8426667ffffffff,12.0,0.0,0.0
8426669ffffffff,97.0,3.0,0.0
842666bffffffff,19.0,0.0,0.0
842666dffffffff,1.0,0.0,0.0
8426681ffffffff,92.0,0.0,0.0
8426683ffffffff,16.0,0.0,0.0
8426685ffffffff,37.0,0.0,0.0
8426687ffffffff,4.0,0.0,0.0
8426689ffffffff,453.0,0.0,0.0
842668bffffffff,187.0,0.0,0.0
842668dffffffff,55.0,0.0,0.0
8426691ffffffff,7.0,0.0,0.0
8426693ffffffff,22.0,0.0,0.0
8426695ffffffff,3.0,0.0,0.0
8426697ffffffff,3.0,0.0,0.0
8426699ffffffff,2.0,0.0,0.0
842669bffffffff,64.0,0.0,0.0
842669dffffffff,14.0,0.0,0.0
84266a1ffffffff,233.0,0.0,0.0
84266a3ffffffff,11.0,0.0,0.0
84266a5ffffffff,61.0,0.0,0.0
84266a7ffffffff,11.0,0.0,0.0
84266a9ffffffff,67.0,0.0,0.0
84266abffffffff,3.0,0.0,0.0
84266adffffffff,66.0,2.0,0.0
84266b1ffffffff,4.0,0.0,0.0
84266b3ffffffff,15.0,0.0,0.0
84266b5ffffffff,17.0,0.0,0.0
84266b7ffffffff,43.0,0.0,0.0
84266b9ffffffff,105.0,0.0,0.0
84266bbffffffff,371.0,0.0,0.0
84266c1ffffffff,75.0,0.0,0.0
84266c3ffffffff,15.0,0.0,0.0
84266c5ffffffff,1211.0,0.0,0.0
84266c7ffffffff,8.0,0.0,0.0
84266c9ffffffff,6.0,0.0,0.0
84266cbffffffff,30.0,0.0,0.0
84266cdffffffff,117.0,0.0,0.0
84266d1ffffffff,39.0,0.0,0.0
84266d3ffffffff,31.0,0.0,0.0
84266d5ffffffff,453.0,0.0,0.0
84266d7ffffffff,1.0,0.0,0.0
84266d9ffffffff,4.0,0.0,0.0
84266dbffffffff,68.0,0.0,0.0
84266ddffffffff,9.0,0.0,0.0
84266e1ffffffff,69.0,0.0,0.0
84266e3ffffffff,68.0,0.0,0.0
84266e5ffffffff,6.0,2.0,0.0
84266e7ffffffff,26.0,0.0,0.0
84266e9ffffffff,36.0,0.0,0.0
84266ebffffffff,233.0,0.0,0.0
84266edffffffff,17.0,0.0,0.0
8426701ffffffff,2.0,0.0,0.0
8426703ffffffff,2.0,0.0,0.0
8426705ffffffff,31.0,0.0,0.0
8426707ffffffff,46.0,0.0,0.0
8426711ffffffff,6.0,0.0,0.0
8426713ffffffff,4.0,0.0,0.0
8426717ffffffff,24.0,4.0,0.0
8426719ffffffff,18.0,0.0,0.0
842671bffffffff,3.0,0.0,0.0
842671dffffffff,13.0,3.0,0.0
8426723ffffffff,7.0,0.0,0.0
8426727ffffffff,2.0,0.0,0.0
8426733ffffffff,8.0,0.0,0.0
8426735ffffffff,3.0,0.0,0.0
842673bffffffff,45.0,0.0,0.0
842673dffffffff,9.0,0.0,0.0
8426741ffffffff,2.0,0.0,0.0
8426743ffffffff,28.0,0.0,0.0
8426745ffffffff,27.0,0.0,0.0
8426747ffffffff,9.0,0.0,0.0
8426749ffffffff,4.0,0.0,0.0
8426753ffffffff,6.0,0.0,0.0
8426755ffffffff,2.0,2.0,0.0
8426757ffffffff,1.0,0.0,0.0
842675bffffffff,7.0,2.0,0.0
842675dffffffff,13.0,0.0,0.0
8426c11ffffffff,176.0,0.0,0.0
8426c1bffffffff,30.0,0.0,0.0
8426c53ffffffff,25.0,0.0,0.0
8426c89ffffffff,62.0,0.0,0.0
8426c8dffffffff,4.0,0.0,0.0
8426c91ffffffff,25.0,0.0,0.0
8426c93ffffffff,29.0,0.0,0.0
8426c97ffffffff,29.0,0.0,0.0
8426c99ffffffff,3.0,0.0,0.0
8426c9bffffffff,22.0,0.0,0.0
8426c9dffffffff,37.0,0.0,0.0
8426cc1ffffffff,2.0,0.0,0.0
8426cc3ffffffff,8.0,0.0,0.0
8426cc5ffffffff,10.0,0.0,0.0
8426cc7ffffffff,62.0,0.0,0.0
8426ccbffffffff,4.0,0.0,0.0
8426cd1ffffffff,21.0,0.0,0.0
8426cd3ffffffff,14.0,0.0,0.0
8426cd5ffffffff,26.0,0.0,0.0
8426cd9ffffffff,4.0,0.0,0.0
8426cdbffffffff,12.0,1.0,0.0
8426ce3ffffffff,4.0,0.0,0.0
8426cebffffffff,6.0,0.0,0.0
8426e15ffffffff,3.0,0.0,0.0
8426e17ffffffff,4.0,0.0,0.0
8426e51ffffffff,2.0,0.0,0.0
8426e53ffffffff,4.0,0.0,0.0
8426e57ffffffff,1.0,0.0,0.0
8426e5bffffffff,116.0,0.0,0.0
8426e81ffffffff,18.0,0.0,0.0
8426e83ffffffff,10.0,0.0,0.0
8426e85ffffffff,34.0,0.0,0.0
8426e89ffffffff,26.0,0.0,0.0
8426e8bffffffff,35.0,0.0,0.0
8426e8dffffffff,4.0,0.0,0.0
8426e91ffffffff,1.0,0.0,0.0
8426e93ffffffff,2.0,0.0,0.0
8426e95ffffffff,6.0,0.0,0.0
8426e97ffffffff,10.0,0.0,0.0
8426e99ffffffff,58.0,0.0,0.0
8426e9bffffffff,9.0,0.0,0.0
8426e9dffffffff,93.0,0.0,0.0
8426ea7ffffffff,1.0,0.0,0.0
8426ea9ffffffff,40.0,0.0,0.0
8426eabffffffff,5.0,0.0,0.0
8426eadffffffff,25.0,0.0,0.0
8426eb1ffffffff,5.0,0.0,0.0
8426eb3ffffffff,2.0,0.0,0.0
8426eb7ffffffff,2.0,0.0,0.0
8426eb9ffffffff,29.0,0.0,0.0
8426ebbffffffff,6.0,0.0,0.0
8426ebdffffffff,15.0,0.0,0.0
8426ec1ffffffff,59.0,0.0,0.0
8426ec3ffffffff,27.0,0.0,0.0
8426ec9ffffffff,6.0,0.0,0.0
8426ecbffffffff,224.0,0.0,0.0
8426ecdffffffff,4.0,0.0,0.0
8426ed1ffffffff,215.0,0.0,0.0
8426ed3ffffffff,28.0,0.0,0.0
8426ed5ffffffff,49.0,0.0,0.0
8426ed7ffffffff,431.0,0.0,0.0
8426ed9ffffffff,117.0,3.0,0.0
8426edbffffffff,11.0,0.0,0.0
8426eddffffffff,352.0,0.0,0.0
8426ee1ffffffff,22.0,0.0,0.0
8426ee3ffffffff,81.0,0.0,0.0
8426ee7ffffffff,9.0,0.0,0.0
8426eebffffffff,1.0,0.0,0.0
8426eedffffffff,21.0,0.0,0.0
8427493ffffffff,2.0,0.0,0.0
8427497ffffffff,20.0,0.0,0.0
84274b1ffffffff,205.0,0.0,0.0
84274b3ffffffff,56.0,0.0,0.0
84274b5ffffffff,298.0,0.0,0.0
84274b7ffffffff,31.0,0.0,0.0
84274bbffffffff,29.0,0.0,0.0
84274bdffffffff,2.0,0.0,0.0
8427591ffffffff,98.0,0.0,0.0
8427593ffffffff,324.0,4.0,0.0
8427595ffffffff,21.0,0.0,0.0
842759bffffffff,3.0,0.0,0.0
84275a1ffffffff,140.0,0.0,0.0
84275a3ffffffff,1.0,0.0,0.0
84275a5ffffffff,1.0,0.0,0.0
84275adffffffff,4.0,0.0,0.0
84275b1ffffffff,4.0,0.0,0.0
84275b3ffffffff,15.0,3.0,0.0
84275b5ffffffff,302.0,0.0,0.0
84275b7ffffffff,34.0,0.0,0.0
84275b9ffffffff,8.0,0.0,0.0
84275bbffffffff,36.0,8.0,0.0
84275bdffffffff,3.0,0.0,0.0
842a101ffffffff,17.0,0.0,0.0
842a107ffffffff,114.0,0.0,0.0
842a121ffffffff,10.0,0.0,0.0
842a123ffffffff,33.0,1.0,0.0
842a127ffffffff,2.0,0.0,0.0
842a12bffffffff,2.0,0.0,0.0
842a131ffffffff,23.0,0.0,0.0
842a133ffffffff,30.0,0.0,0.0
842a137ffffffff,16.0,0.0,0.0
842a139ffffffff,2.0,0.0,0.0
842a13bffffffff,13.0,0.0,0.0
842a1a5ffffffff,144.0,0.0,23.0
842a4c1ffffffff,213.0,0.0,0.0
842a4c9ffffffff,75.0,0.0,0.0
842a801ffffffff,213.0,9.0,0.0
842a803ffffffff,31.0,5.0,0.0
842a805ffffffff,5.0,0.0,0.0
842a807ffffffff,4.0,0.0,0.0
842a809ffffffff,35.0,0.0,0.0
842a80bffffffff,44.0,10.0,0.0
842a80dffffffff,79.0,0.0,0.0
842a811ffffffff,75.0,0.0,0.0
842a813ffffffff,2.0,0.0,0.0
842a815ffffffff,6.0,0.0,0.0
842a817ffffffff,11.0,0.0,0.0
842a819ffffffff,4.0,2.0,0.0
842a81bffffffff,2.0,0.0,0.0
842a81dffffffff,53.0,23.0,0.0
842a821ffffffff,180.0,0.0,0.0
842a823ffffffff,41.0,0.0,0.0
842a825ffffffff,199.0,0.0,0.0
842a827ffffffff,152.0,0.0,0.0
842a829ffffffff,58.0,0.0,0.0
842a82bffffffff,71.0,9.0,0.0
842a82dffffffff,46.0,0.0,0.0
842a831ffffffff,3.0,0.0,0.0
842a833ffffffff,37.0,0.0,0.0
842a835ffffffff,11.0,0.0,0.0
842a837ffffffff,17.0,7.0,0.0
842a839ffffffff,35.0,2.0,0.0
842a83bffffffff,2.0,0.0,0.0
842a841ffffffff,90.0,0.0,0.0
842a843ffffffff,35.0,0.0,0.0
842a845ffffffff,265.0,0.0,0.0
842a847ffffffff,467.0,7.0,0.0
842a849ffffffff,13.0,0.0,0.0
842a84bffffffff,146.0,0.0,0.0
842a84dffffffff,13.0,0.0,0.0
842a851ffffffff,43.0,15.0,0.0
842a853ffffffff,20.0,8.0,0.0
842a855ffffffff,161.0,16.0,0.0
842a857ffffffff,15.0,4.0,0.0
842a859ffffffff,4.0,0.0,0.0
842a85bffffffff,115.0,33.0,0.0
842a861ffffffff,56.0,0.0,0.0
842a863ffffffff,8.0,4.0,0.0
842a865ffffffff,65.0,0.0,0.0
842a867ffffffff,49.0,0.0,0.0
842a869ffffffff,18.0,0.0,0.0
842a86bffffffff,66.0,0.0,0.0
842a86dffffffff,20.0,0.0,0.0
842a881ffffffff,38.0,0.0,0.0
842a883ffffffff,66.0,0.0,0.0
842a885ffffffff,9.0,0.0,0.0
842a887ffffffff,3.0,0.0,0.0
842a889ffffffff,38.0,0.0,0.0
842a88bffffffff,62.0,0.0,0.0
842a88dffffffff,142.0,0.0,0.0
842a891ffffffff,30.0,0.0,0.0
842a893ffffffff,69.0,0.0,0.0
842a895ffffffff,110.0,0.0,0.0
842a897ffffffff,944.0,0.0,2.0
842a899ffffffff,73.0,0.0,0.0
842a89bffffffff,27.0,0.0,0.0
842a89dffffffff,352.0,0.0,0.0
842a8a1ffffffff,32.0,0.0,0.0
842a8a3ffffffff,17.0,0.0,0.0
842a8a5ffffffff,28.0,0.0,0.0
842a8a7ffffffff,30.0,0.0,0.0
842a8a9ffffffff,41.0,0.0,0.0
842a8abffffffff,5.0,0.0,0.0
842a8adffffffff,277.0,0.0,0.0
842a8b1ffffffff,101.0,0.0,0.0
842a8b3ffffffff,85.0,0.0,0.0
842a8b5ffffffff,88.0,0.0,2.0
842a8b7ffffffff,8.0,0.0,0.0
842a8b9ffffffff,30.0,0.0,0.0
842a8bbffffffff,1342.0,0.0,16.0
842a8bdffffffff,16.0,0.0,0.0
842a8c1ffffffff,327.0,0.0,0.0
842a8c3ffffffff,93.0,0.0,0.0
842a8c5ffffffff,11.0,0.0,0.0
842a8c7ffffffff,93.0,0.0,0.0
842a8c9ffffffff,10.0,0.0,0.0
842a8cbffffffff,70.0,0.0,0.0
842a8cdffffffff,2.0,0.0,0.0
842a8d1ffffffff,65.0,0.0,0.0
842a8d3ffffffff,65.0,0.0,0.0
842a8d5ffffffff,339.0,0.0,0.0
842a8d7ffffffff,76.0,0.0,0.0
842a8d9ffffffff,760.0,0.0,0.0
842a8dbffffffff,412.0,0.0,0.0
842a8ddffffffff,153.0,0.0,0.0
842a8e1ffffffff,12.0,0.0,0.0
842a8e3ffffffff,182.0,0.0,0.0
842a8e5ffffffff,19.0,1.0,0.0
842a8e7ffffffff,9.0,2.0,0.0
842a8e9ffffffff,10.0,0.0,0.0
842a8ebffffffff,34.0,0.0,0.0
842a8edffffffff,12.0,0.0,0.0
842a901ffffffff,48.0,0.0,0.0
842a903ffffffff,615.0,0.0,0.0
842a905ffffffff,19.0,0.0,0.0
842a907ffffffff,439.0,0.0,0.0
842a909ffffffff,6.0,0.0,0.0
842a90bffffffff,181.0,0.0,0.0
842a90dffffffff,9.0,0.0,0.0
842a911ffffffff,79.0,0.0,0.0
842a913ffffffff,28.0,0.0,0.0
842a915ffffffff,17.0,0.0,0.0
842a917ffffffff,105.0,0.0,0.0
842a919ffffffff,356.0,0.0,0.0
842a91bffffffff,478.0,0.0,0.0
842a91dffffffff,282.0,0.0,0.0
842a921ffffffff,2.0,0.0,0.0
842a923ffffffff,155.0,0.0,0.0
842a925ffffffff,458.0,0.0,0.0
842a927ffffffff,160.0,0.0,0.0
842a929ffffffff,5.0,0.0,0.0
842a92bffffffff,66.0,0.0,0.0
842a92dffffffff,15.0,0.0,0.0
842a931ffffffff,858.0,0.0,0.0
842a933ffffffff,34.0,0.0,0.0
842a935ffffffff,533.0,0.0,0.0
842a937ffffffff,168.0,0.0,0.0
842a939ffffffff,446.0,0.0,0.0
842a93bffffffff,229.0,0.0,0.0
842a93dffffffff,380.0,0.0,0.0
842a941ffffffff,18.0,0.0,0.0
842a943ffffffff,23.0,0.0,0.0
842a945ffffffff,5.0,0.0,0.0
842a947ffffffff,36.0,0.0,0.0
842a949ffffffff,7.0,0.0,0.0
842a94bffffffff,5.0,0.0,0.0
842a94dffffffff,178.0,0.0,0.0
842a951ffffffff,53.0,0.0,0.0
842a953ffffffff,366.0,0.0,0.0
842a955ffffffff,140.0,0.0,0.0
842a957ffffffff,1795.0,0.0,0.0
842a959ffffffff,203.0,0.0,0.0
842a95bffffffff,70.0,0.0,0.0
842a95dffffffff,164.0,0.0,0.0
842a963ffffffff,7.0,0.0,0.0
842a965ffffffff,35.0,0.0,0.0
842a969ffffffff,4.0,0.0,0.0
842a96bffffffff,8.0,0.0,0.0
842a96dffffffff,24.0,0.0,0.0
842a981ffffffff,13.0,0.0,0.0
842a983ffffffff,97.0,0.0,0.0
842a985ffffffff,5.0,0.0,0.0
842a987ffffffff,18.0,0.0,0.0
842a989ffffffff,4.0,0.0,0.0
842a98bffffffff,3.0,0.0,0.0
842a98dffffffff,2.0,0.0,0.0
842a991ffffffff,33.0,0.0,0.0
842a993ffffffff,12.0,0.0,0.0
842a995ffffffff,21.0,0.0,0.0
842a997ffffffff,408.0,0.0,0.0
842a999ffffffff,36.0,0.0,0.0
842a99bffffffff,20.0,0.0,0.0
842a99dffffffff,52.0,0.0,0.0
842a9a1ffffffff,107.0,0.0,0.0
842a9a3ffffffff,16.0,0.0,0.0
842a9a5ffffffff,235.0,0.0,0.0
842a9a7ffffffff,34.0,0.0,0.0
842a9a9ffffffff,338.0,0.0,0.0
842a9abffffffff,21.0,0.0,0.0
842a9adffffffff,85.0,0.0,0.0
842a9b1ffffffff,53.0,0.0,0.0
842a9b3ffffffff,20.0,0.0,0.0
842a9b5ffffffff,51.0,0.0,0.0
842a9b7ffffffff,49.0,0.0,0.0
842a9b9ffffffff,59.0,0.0,0.0
842a9bbffffffff,477.0,0.0,0.0
842a9bdffffffff,5.0,0.0,0.0
842a9c1ffffffff,71.0,1.0,0.0
842a9c3ffffffff,11.0,0.0,0.0
842a9c5ffffffff,29.0,0.0,0.0
842a9c7ffffffff,51.0,2.0,0.0
842a9c9ffffffff,4.0,0.0,0.0
842a9cbffffffff,86.0,0.0,0.0
842a9cdffffffff,30.0,0.0,0.0
842a9d1ffffffff,27.0,0.0,0.0
842a9d3ffffffff,37.0,1.0,0.0
842a9d5ffffffff,2.0,0.0,0.0
842a9d7ffffffff,4.0,0.0,0.0
842a9d9ffffffff,421.0,47.0,0.0
842a9dbffffffff,36.0,1.0,0.0
842a9ddffffffff,67.0,0.0,0.0
842a9e1ffffffff,6.0,0.0,0.0
842a9e3ffffffff,147.0,0.0,0.0
842a9e5ffffffff,17.0,0.0,0.0
842a9e7ffffffff,1.0,0.0,0.0
842a9e9ffffffff,756.0,0.0,0.0
842a9ebffffffff,44.0,0.0,0.0
842a9edffffffff,121.0,0.0,0.0
842aa01ffffffff,7.0,0.0,0.0
842aa03ffffffff,5.0,0.0,0.0
842aa09ffffffff,7.0,0.0,0.0
842aa0bffffffff,52.0,0.0,0.0
842aa13ffffffff,2.0,0.0,0.0
842aa15ffffffff,11.0,0.0,0.0
842aa17ffffffff,4.0,0.0,0.0
842aa25ffffffff,14.0,0.0,0.0
842aa27ffffffff,2.0,0.0,0.0
842aa2dffffffff,10.0,0.0,0.0
842aa31ffffffff,189.0,0.0,0.0
842aa33ffffffff,61.0,0.0,0.0
842aa39ffffffff,23.0,0.0,0.0
842aa3bffffffff,25.0,0.0,0.0
842aa81ffffffff,150.0,0.0,39.0
842aa83ffffffff,443.0,0.0,28.0
842aa85ffffffff,475.0,3.0,0.0
842aa87ffffffff,518.0,0.0,18.0
842aa89ffffffff,79.0,4.0,7.0
842aa8bffffffff,246.0,0.0,21.0
842aa8dffffffff,496.0,28.0,2.0
842aa91ffffffff,260.0,0.0,87.0
842aa93ffffffff,34.0,0.0,0.0
842aa95ffffffff,273.0,0.0,17.0
842aa97ffffffff,1.0,0.0,0.0
842aa99ffffffff,1455.0,0.0,203.0
842aa9bffffffff,1175.0,0.0,61.0
842aa9dffffffff,193.0,0.0,22.0
842aaa1ffffffff,17.0,0.0,0.0
842aaa3ffffffff,2.0,0.0,0.0
842aaa5ffffffff,13.0,0.0,0.0
842aaa7ffffffff,4.0,0.0,0.0
842aaa9ffffffff,353.0,25.0,0.0
842aaabffffffff,314.0,0.0,0.0
842aaadffffffff,16.0,0.0,0.0
842aab1ffffffff,91.0,0.0,0.0
842aab3ffffffff,93.0,0.0,0.0
842aab5ffffffff,15.0,0.0,0.0
842aab7ffffffff,44.0,0.0,0.0
842aab9ffffffff,105.0,0.0,13.0
842aabbffffffff,115.0,0.0,0.0
842aabdffffffff,841.0,0.0,3.0
842aac1ffffffff,85.0,3.0,0.0
842aac3ffffffff,38.0,0.0,0.0
842aac5ffffffff,161.0,0.0,0.0
842aac7ffffffff,429.0,84.0,0.0
842aacbffffffff,8.0,3.0,0.0
842aacdffffffff,11.0,0.0,0.0
842aad1ffffffff,760.0,13.0,25.0
842aad3ffffffff,26.0,0.0,0.0
842aad5ffffffff,73.0,0.0,0.0
842aad7ffffffff,623.0,0.0,9.0
842aad9ffffffff,3983.0,11.0,254.0
842aadbffffffff,9.0,0.0,0.0
