cell_id,Lanius cristatus,Lanius cristatus cristatus/confusus,Lanius cristatus superciliosus,Lanius cristatus lucionensis
82312ffffffffff,9.0,0.0,0.0,0.0
823137fffffffff,3.0,0.0,0.0,0.0
823147fffffffff,2.0,0.0,0.0,0.0
823157fffffffff,2.0,0.0,0.0,0.0
823167fffffffff,5.0,3.0,0.0,0.0
82316ffffffffff,88.0,23.0,0.0,0.0
823187fffffffff,177.0,8.0,0.0,1.0
82318ffffffffff,711.0,58.0,0.0,40.0
823197fffffffff,11.0,0.0,0.0,0.0
82319ffffffffff,3.0,0.0,0.0,0.0
8231affffffffff,252.0,14.0,0.0,5.0
8231b7fffffffff,2.0,0.0,0.0,0.0
823c07fffffffff,131.0,0.0,0.0,0.0
823c0ffffffffff,42.0,0.0,0.0,0.0
823c17fffffffff,34.0,0.0,0.0,0.0
823c1ffffffffff,1003.0,9.0,0.0,0.0
823c37fffffffff,21.0,0.0,0.0,0.0
823c57fffffffff,84.0,0.0,0.0,0.0
823c5ffffffffff,227.0,0.0,0.0,0.0
823c6ffffffffff,5.0,0.0,0.0,0.0
823c87fffffffff,208.0,0.0,0.0,0.0
823c8ffffffffff,728.0,7.0,0.0,0.0
823c97fffffffff,605.0,0.0,0.0,0.0
823c9ffffffffff,99.0,0.0,0.0,0.0
823ca7fffffffff,70.0,0.0,0.0,0.0
823caffffffffff,483.0,14.0,0.0,0.0
823cb7fffffffff,877.0,15.0,0.0,0.0
823cc7fffffffff,543.0,0.0,0.0,0.0
823ccffffffffff,36.0,2.0,0.0,0.0
823cd7fffffffff,24.0,0.0,0.0,0.0
823cdffffffffff,91.0,5.0,0.0,1.0
823ce7fffffffff,1770.0,6.0,0.0,0.0
823ceffffffffff,740.0,0.0,0.0,0.0
823cf7fffffffff,3306.0,101.0,0.0,0.0
823d17fffffffff,53.0,0.0,0.0,0.0
823d87fffffffff,2.0,0.0,0.0,0.0
823d8ffffffffff,99.0,0.0,0.0,0.0
823d97fffffffff,66.0,3.0,0.0,0.0
823d9ffffffffff,241.0,6.0,0.0,0.0
823daffffffffff,81.0,0.0,0.0,0.0
823db7fffffffff,14.0,0.0,0.0,0.0
82401ffffffffff,2.0,0.0,0.0,0.0
824027fffffffff,2.0,0.0,0.0,0.0
82402ffffffffff,60.0,0.0,0.0,0.0
824037fffffffff,6.0,0.0,0.0,0.0
824047fffffffff,17.0,0.0,0.0,0.0
82404ffffffffff,66.0,7.0,0.0,0.0
82405ffffffffff,1.0,0.0,0.0,0.0
824067fffffffff,26.0,1.0,0.0,0.0
82406ffffffffff,6.0,0.0,0.0,0.0
82408ffffffffff,18.0,0.0,0.0,0.0
824097fffffffff,6.0,0.0,0.0,0.0
8240a7fffffffff,14.0,2.0,0.0,1.0
8240affffffffff,4.0,0.0,0.0,0.0
8240b7fffffffff,15.0,1.0,0.0,2.0
8240c7fffffffff,15.0,7.0,0.0,0.0
8240d7fffffffff,3.0,0.0,0.0,0.0
8240e7fffffffff,20.0,3.0,0.0,1.0
8240effffffffff,6.0,2.0,0.0,0.0
8240f7fffffffff,2.0,0.0,0.0,0.0
824107fffffffff,37.0,0.0,0.0,0.0
82411ffffffffff,368.0,36.0,0.0,37.0
824137fffffffff,70.0,0.0,0.0,4.0
824147fffffffff,75.0,0.0,3.0,0.0
82414ffffffffff,127.0,11.0,0.0,0.0
824157fffffffff,16.0,0.0,0.0,0.0
82415ffffffffff,38.0,1.0,0.0,4.0
824167fffffffff,35.0,2.0,0.0,2.0
82416ffffffffff,187.0,6.0,0.0,1.0
824177fffffffff,68.0,4.0,0.0,1.0
824187fffffffff,19.0,0.0,0.0,0.0
82418ffffffffff,3.0,0.0,0.0,0.0
824197fffffffff,68.0,6.0,0.0,4.0
8241a7fffffffff,876.0,59.0,0.0,127.0
8241b7fffffffff,1608.0,8.0,0.0,82.0
8242dffffffffff,4.0,0.0,0.0,0.0
824a27fffffffff,6.0,0.0,0.0,0.0
824a97fffffffff,3.0,0.0,0.0,0.0
824b1ffffffffff,5.0,0.0,0.0,0.0
824b27fffffffff,1.0,0.0,0.0,0.0
824b37fffffffff,26.0,3.0,0.0,1.0
824b87fffffffff,4562.0,100.0,0.0,261.0
824b97fffffffff,73.0,2.0,0.0,4.0
824b9ffffffffff,759.0,7.0,0.0,24.0
824ba7fffffffff,23370.0,564.0,0.0,1352.0
824baffffffffff,40.0,0.0,0.0,1.0
824bb7fffffffff,14287.0,498.0,0.0,1092.0
826007fffffffff,3456.0,0.0,0.0,4.0
826017fffffffff,9436.0,100.0,0.0,2.0
82601ffffffffff,1098.0,0.0,0.0,0.0
826027fffffffff,1955.0,0.0,0.0,4.0
826037fffffffff,11326.0,20.0,0.0,56.0
826087fffffffff,72.0,0.0,0.0,0.0
82608ffffffffff,213.0,0.0,0.0,0.0
826097fffffffff,137.0,0.0,0.0,0.0
82609ffffffffff,50.0,0.0,0.0,0.0
8260a7fffffffff,349.0,0.0,0.0,0.0
8260affffffffff,1416.0,6.0,0.0,0.0
8260b7fffffffff,862.0,0.0,0.0,0.0
826107fffffffff,1742.0,120.0,0.0,0.0
826117fffffffff,170.0,20.0,0.0,0.0
82611ffffffffff,1031.0,23.0,0.0,0.0
82618ffffffffff,2990.0,23.0,0.0,0.0
82619ffffffffff,242.0,0.0,0.0,0.0
8261affffffffff,352.0,7.0,0.0,0.0
82640ffffffffff,3316.0,222.0,0.0,693.0
826417fffffffff,298.0,42.0,0.0,11.0
826427fffffffff,123.0,13.0,0.0,2.0
82642ffffffffff,178.0,22.0,0.0,22.0
826437fffffffff,481.0,72.0,0.0,43.0
826487fffffffff,1467.0,359.0,0.0,34.0
82648ffffffffff,172.0,6.0,0.0,0.0
826497fffffffff,996.0,170.0,0.0,25.0
82649ffffffffff,109.0,8.0,0.0,3.0
8264a7fffffffff,2474.0,502.0,0.0,99.0
8264affffffffff,14.0,2.0,0.0,0.0
8264b7fffffffff,934.0,81.0,0.0,48.0
8264e7fffffffff,1011.0,47.0,0.0,241.0
826507fffffffff,862.0,29.0,0.0,14.0
82650ffffffffff,31.0,0.0,0.0,0.0
826517fffffffff,2.0,0.0,0.0,0.0
82651ffffffffff,552.0,78.0,0.0,10.0
826527fffffffff,1118.0,9.0,0.0,5.0
82652ffffffffff,6.0,0.0,0.0,0.0
826537fffffffff,1.0,0.0,0.0,0.0
826557fffffffff,4.0,0.0,0.0,0.0
826587fffffffff,1472.0,181.0,0.0,7.0
82658ffffffffff,2793.0,594.0,0.0,38.0
826597fffffffff,326.0,38.0,0.0,5.0
82659ffffffffff,1189.0,145.0,0.0,57.0
8265a7fffffffff,8.0,0.0,0.0,0.0
8265b7fffffffff,452.0,26.0,4.0,12.0
826807fffffffff,56.0,0.0,0.0,4.0
826817fffffffff,37.0,0.0,0.0,0.0
82681ffffffffff,19.0,0.0,0.0,0.0
82682ffffffffff,206.0,0.0,0.0,57.0
826847fffffffff,418.0,0.0,0.0,95.0
82684ffffffffff,126.0,0.0,0.0,37.0
826857fffffffff,32.0,0.0,0.0,8.0
82685ffffffffff,569.0,0.0,0.0,43.0
826867fffffffff,56.0,0.0,0.0,15.0
82686ffffffffff,2.0,0.0,0.0,0.0
826877fffffffff,105.0,0.0,0.0,19.0
826917fffffffff,1.0,0.0,0.0,0.0
826937fffffffff,21.0,0.0,0.0,0.0
826947fffffffff,2380.0,0.0,0.0,140.0
82694ffffffffff,1922.0,0.0,0.0,159.0
82695ffffffffff,109.0,0.0,0.0,20.0
82696ffffffffff,293.0,0.0,0.0,37.0
828c17fffffffff,5.0,0.0,0.0,0.0
828c8ffffffffff,2.0,0.0,0.0,0.0
828caffffffffff,15.0,1.0,0.0,0.0
828cd7fffffffff,5.0,0.0,0.0,0.0
828db7fffffffff,4.0,0.0,0.0,0.0
8295a7fffffffff,1.0,0.0,0.0,0.0
