cell_id,Trogon collaris,Trogon collaris puella,Trogon collaris aurantiiventris/underwoodi,Trogon collaris [collaris Group]
838b62fffffffff,37.0,0.0,0.0,0.0
838b63fffffffff,315.0,0.0,0.0,0.0
838b68fffffffff,5.0,0.0,0.0,0.0
838b69fffffffff,20.0,0.0,0.0,0.0
838b6cfffffffff,7.0,0.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0,0.0
838b6efffffffff,170.0,0.0,0.0,0.0
838b71fffffffff,323.0,0.0,0.0,0.0
838b74fffffffff,102.0,0.0,0.0,0.0
838b75fffffffff,8.0,0.0,0.0,0.0
838b83fffffffff,3.0,0.0,0.0,0.0
838b84fffffffff,5.0,0.0,0.0,0.0
838b88fffffffff,1.0,0.0,0.0,0.0
838b96fffffffff,4.0,0.0,0.0,4.0
838b99fffffffff,54.0,0.0,0.0,0.0
838b9cfffffffff,1.0,0.0,0.0,0.0
838b9dfffffffff,263.0,0.0,0.0,8.0
838ba0fffffffff,3.0,0.0,0.0,0.0
838ba4fffffffff,1.0,0.0,0.0,1.0
838e64fffffffff,30.0,0.0,0.0,0.0
838e65fffffffff,6.0,0.0,0.0,0.0
838f0dfffffffff,234.0,0.0,0.0,35.0
838f29fffffffff,70.0,0.0,0.0,2.0
838f2afffffffff,19.0,0.0,0.0,1.0
838f2bfffffffff,24.0,0.0,0.0,0.0
838f2cfffffffff,88.0,0.0,0.0,1.0
838f2dfffffffff,1.0,0.0,0.0,0.0
838f2efffffffff,2.0,0.0,0.0,0.0
838f40fffffffff,67.0,0.0,0.0,0.0
838f42fffffffff,13.0,0.0,0.0,0.0
838f43fffffffff,82.0,0.0,0.0,3.0
838f46fffffffff,136.0,0.0,0.0,0.0
838f48fffffffff,8.0,0.0,0.0,0.0
838f4afffffffff,8.0,0.0,0.0,0.0
838f4bfffffffff,6.0,0.0,0.0,0.0
838f4cfffffffff,2.0,0.0,0.0,0.0
838f55fffffffff,2.0,0.0,0.0,0.0
838f5dfffffffff,3.0,0.0,0.0,0.0
838f61fffffffff,68.0,0.0,0.0,0.0
838f6bfffffffff,2.0,0.0,0.0,0.0
838f6efffffffff,9.0,0.0,0.0,0.0
838f70fffffffff,46.0,0.0,0.0,8.0
838f72fffffffff,167.0,0.0,0.0,18.0
838f73fffffffff,1.0,0.0,0.0,0.0
838f74fffffffff,36.0,0.0,0.0,0.0
838f76fffffffff,34.0,0.0,0.0,2.0
83a891fffffffff,99.0,0.0,0.0,15.0
83a8c9fffffffff,1.0,0.0,0.0,1.0
83b325fffffffff,3.0,0.0,0.0,0.0
