cell_id,Anthus cinnamomeus,Anthus cinnamomeus camaroonensis,Anthus cinnamomeus eximius,Anthus cinnamomeus [cinnamomeus Group],Anthus cinnamomeus latistriatus,Anthus cinnamomeus grotei
838304fffffffff,6.0,0.0,0.0,3.0,0.0,0.0
838310fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
83831efffffffff,1.0,0.0,0.0,1.0,0.0,0.0
838320fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
838323fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
838326fffffffff,10.0,0.0,0.0,3.0,0.0,0.0
838330fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
838332fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
838333fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
839600fffffffff,11.0,0.0,0.0,1.0,0.0,0.0
839601fffffffff,5.0,0.0,0.0,1.0,0.0,0.0
839602fffffffff,15.0,0.0,0.0,1.0,0.0,0.0
839604fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
839605fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839609fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83960bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83960efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83961cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839620fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
839621fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
839623fffffffff,29.0,0.0,0.0,1.0,0.0,0.0
839628fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
839629fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83962bfffffffff,18.0,0.0,0.0,2.0,0.0,0.0
83962cfffffffff,21.0,0.0,0.0,2.0,0.0,0.0
83962dfffffffff,20.0,0.0,0.0,2.0,0.0,0.0
83962efffffffff,17.0,0.0,0.0,3.0,0.0,0.0
839633fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
839636fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839662fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839675fffffffff,16.0,0.0,0.0,1.0,0.0,0.0
839686fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
839690fffffffff,7.0,0.0,0.0,1.0,0.0,0.0
839691fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839692fffffffff,278.0,0.0,0.0,35.0,0.0,0.0
839693fffffffff,412.0,0.0,0.0,64.0,0.0,0.0
839694fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83969afffffffff,17.0,0.0,0.0,1.0,0.0,0.0
8396a0fffffffff,11.0,0.0,0.0,6.0,0.0,0.0
8396a2fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
8396a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8396a5fffffffff,40.0,0.0,0.0,2.0,0.0,0.0
8396aafffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8396acfffffffff,2.0,0.0,0.0,2.0,0.0,0.0
8396aefffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8396b1fffffffff,22.0,0.0,0.0,2.0,0.0,0.0
8396b4fffffffff,3.0,0.0,0.0,1.0,0.0,0.0
8396b5fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
8396b6fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
839700fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839701fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839702fffffffff,29.0,0.0,0.0,2.0,0.0,0.0
839703fffffffff,16.0,0.0,0.0,2.0,0.0,0.0
839705fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839706fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83970afffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83970cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83970dfffffffff,6.0,0.0,0.0,0.0,0.0,0.0
839711fffffffff,118.0,0.0,0.0,0.0,0.0,0.0
839713fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
839715fffffffff,45.0,0.0,0.0,0.0,0.0,0.0
839719fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83971cfffffffff,25.0,0.0,0.0,2.0,0.0,0.0
839721fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839724fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839728fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839729fffffffff,11.0,0.0,0.0,2.0,0.0,0.0
83972cfffffffff,100.0,0.0,0.0,23.0,0.0,0.0
83972dfffffffff,36.0,0.0,0.0,2.0,0.0,0.0
83972efffffffff,52.0,0.0,0.0,8.0,0.0,0.0
839730fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839735fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
839740fffffffff,26.0,0.0,0.0,6.0,0.0,0.0
839741fffffffff,47.0,0.0,0.0,5.0,0.0,0.0
839743fffffffff,113.0,0.0,0.0,0.0,0.0,0.0
839745fffffffff,33.0,0.0,0.0,0.0,0.0,0.0
839746fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83974afffffffff,171.0,0.0,0.0,20.0,0.0,0.0
83974bfffffffff,14.0,0.0,0.0,6.0,0.0,0.0
83974efffffffff,79.0,0.0,0.0,31.0,0.0,0.0
839750fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
839751fffffffff,116.0,0.0,0.0,21.0,0.0,0.0
839753fffffffff,3.0,0.0,0.0,3.0,0.0,0.0
839754fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
839755fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
839758fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83975cfffffffff,67.0,0.0,0.0,2.0,0.0,0.0
83975dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83975efffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83976afffffffff,1.0,0.0,0.0,0.0,0.0,0.0
839772fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
839773fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
839775fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
839789fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83978bfffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83978dfffffffff,15.0,0.0,0.0,0.0,0.0,0.0
839799fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8397a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8397a8fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8397aafffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8397acfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83ac80fffffffff,281.0,0.0,0.0,0.0,0.0,0.0
83ac81fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
83ac82fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
83ac84fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83ac86fffffffff,197.0,0.0,0.0,0.0,0.0,0.0
83ac8efffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83ac96fffffffff,58.0,0.0,0.0,11.0,0.0,0.0
83ac9dfffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83aca2fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83aca4fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83aca6fffffffff,111.0,0.0,0.0,0.0,0.0,0.0
83acb1fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
83acb3fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83ad12fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
83ad32fffffffff,303.0,0.0,0.0,59.0,0.0,0.0
83ad36fffffffff,446.0,0.0,0.0,137.0,0.0,0.0
83ad86fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
83ad88fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83ad9bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83ad9dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83ada1fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
83ada2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83ada3fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
83ada4fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83adaafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83adaefffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83adb5fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83bc09fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
83bc19fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83bc1bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0
83bc40fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83bc41fffffffff,3.0,0.0,0.0,2.0,0.0,0.0
83bc42fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83bc43fffffffff,24.0,0.0,0.0,6.0,0.0,0.0
83bc44fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83bc45fffffffff,13.0,0.0,0.0,1.0,0.0,0.0
83bc46fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
83bc48fffffffff,17.0,0.0,0.0,8.0,0.0,0.0
83bc49fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83bc4bfffffffff,27.0,0.0,0.0,11.0,0.0,0.0
83bc4dfffffffff,74.0,0.0,0.0,23.0,0.0,0.0
83bc4efffffffff,6.0,0.0,0.0,6.0,0.0,0.0
83bc50fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83bc51fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
83bc52fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bc53fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
83bc54fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
83bc55fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
83bc56fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bc5efffffffff,20.0,0.0,0.0,0.0,0.0,0.0
83bc68fffffffff,198.0,0.0,0.0,66.0,0.0,0.0
83bc69fffffffff,35.0,0.0,0.0,2.0,0.0,0.0
83bc6afffffffff,131.0,0.0,0.0,38.0,0.0,0.0
83bc6bfffffffff,91.0,0.0,0.0,23.0,0.0,0.0
83bc71fffffffff,25.0,0.0,0.0,0.0,0.0,0.0
83bc72fffffffff,3.0,0.0,0.0,1.0,0.0,0.0
83bc73fffffffff,44.0,0.0,0.0,2.0,0.0,0.0
83bc89fffffffff,134.0,0.0,0.0,9.0,0.0,0.0
83bc8bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bc99fffffffff,16.0,0.0,0.0,0.0,0.0,0.0
83bcc0fffffffff,15.0,0.0,0.0,14.0,0.0,0.0
83bcc1fffffffff,14.0,0.0,0.0,10.0,0.0,0.0
83bcc2fffffffff,224.0,0.0,0.0,45.0,0.0,0.0
83bcc3fffffffff,134.0,0.0,0.0,24.0,0.0,0.0
83bcc4fffffffff,29.0,0.0,0.0,13.0,0.0,0.0
83bcc5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bcc6fffffffff,480.0,0.0,0.0,146.0,0.0,0.0
83bccafffffffff,22.0,0.0,0.0,2.0,0.0,0.0
83bcccfffffffff,10.0,0.0,0.0,2.0,0.0,0.0
83bccefffffffff,3.0,0.0,0.0,3.0,0.0,0.0
83bcd0fffffffff,59.0,0.0,0.0,18.0,0.0,0.0
83bcd1fffffffff,122.0,0.0,0.0,35.0,0.0,0.0
83bcd2fffffffff,349.0,0.0,0.0,86.0,0.0,0.0
83bcd3fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
83bcd4fffffffff,41.0,0.0,0.0,0.0,0.0,0.0
83bcd5fffffffff,24.0,0.0,0.0,8.0,0.0,0.0
83bcd6fffffffff,303.0,0.0,0.0,27.0,0.0,0.0
83bcd8fffffffff,13.0,0.0,0.0,4.0,0.0,0.0
83bcd9fffffffff,32.0,0.0,0.0,19.0,0.0,0.0
83bcdafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bcdcfffffffff,339.0,0.0,0.0,61.0,0.0,0.0
83bcddfffffffff,51.0,0.0,0.0,10.0,0.0,0.0
83bcdefffffffff,28.0,0.0,0.0,3.0,0.0,0.0
83bce0fffffffff,7.0,0.0,0.0,4.0,0.0,0.0
83bce2fffffffff,109.0,0.0,0.0,39.0,0.0,0.0
83bce3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bce5fffffffff,4.0,0.0,0.0,1.0,0.0,0.0
83bce6fffffffff,67.0,0.0,0.0,22.0,0.0,0.0
83bce8fffffffff,11.0,0.0,0.0,5.0,0.0,0.0
83bce9fffffffff,67.0,0.0,0.0,23.0,0.0,0.0
83bceafffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bcebfffffffff,2.0,0.0,0.0,0.0,0.0,0.0
83bcecfffffffff,3.0,0.0,0.0,1.0,0.0,0.0
83bcedfffffffff,3.0,0.0,0.0,0.0,0.0,0.0
83bcf0fffffffff,20.0,0.0,0.0,9.0,0.0,0.0
83bcf1fffffffff,35.0,0.0,0.0,14.0,0.0,0.0
83bcf2fffffffff,395.0,0.0,0.0,66.0,0.0,0.0
83bcf3fffffffff,384.0,0.0,0.0,142.0,0.0,0.0
83bcf4fffffffff,24.0,0.0,0.0,4.0,0.0,0.0
83bcf5fffffffff,296.0,0.0,0.0,129.0,0.0,0.0
83bcf6fffffffff,378.0,0.0,0.0,80.0,0.0,0.0
