cell_id,Coracias caudatus,Coracias caudatus lorti,Coracias caudatus caudatus
8397abfffffffff,1.0,0.0,0.0
8397acfffffffff,1.0,0.0,0.0
83ac12fffffffff,1.0,0.0,0.0
83ac80fffffffff,97.0,0.0,0.0
83ac81fffffffff,20.0,0.0,0.0
83ac82fffffffff,66.0,0.0,7.0
83ac84fffffffff,18.0,0.0,0.0
83ac85fffffffff,4.0,0.0,0.0
83ac86fffffffff,268.0,0.0,0.0
83ac8afffffffff,13.0,0.0,0.0
83ac8efffffffff,5.0,0.0,0.0
83ac90fffffffff,4.0,0.0,0.0
83ac94fffffffff,5.0,0.0,1.0
83ac95fffffffff,1.0,0.0,0.0
83ac96fffffffff,97.0,0.0,1.0
83ac99fffffffff,11.0,0.0,0.0
83ac9dfffffffff,6.0,0.0,0.0
83aca0fffffffff,3.0,0.0,0.0
83aca2fffffffff,33.0,0.0,0.0
83aca3fffffffff,10.0,0.0,0.0
83aca4fffffffff,17.0,0.0,0.0
83aca6fffffffff,133.0,0.0,12.0
83acaafffffffff,10.0,0.0,0.0
83acaefffffffff,4.0,0.0,0.0
83acb1fffffffff,22.0,0.0,0.0
83acb3fffffffff,20.0,0.0,1.0
83ad82fffffffff,29.0,0.0,1.0
83ad86fffffffff,25.0,0.0,4.0
83ad88fffffffff,1.0,0.0,0.0
83ad8bfffffffff,5.0,0.0,0.0
83ad90fffffffff,1.0,0.0,0.0
83ad92fffffffff,2.0,0.0,0.0
83ad94fffffffff,1.0,0.0,0.0
83ad95fffffffff,1.0,0.0,1.0
83ad99fffffffff,3.0,0.0,0.0
83ad9afffffffff,4.0,0.0,0.0
83ad9dfffffffff,7.0,0.0,0.0
83adb1fffffffff,3.0,0.0,0.0
83adb2fffffffff,8.0,0.0,0.0
83adb3fffffffff,4.0,0.0,1.0
83adb4fffffffff,2.0,0.0,0.0
83adb6fffffffff,5.0,0.0,0.0
83bc89fffffffff,95.0,0.0,36.0
83bc8bfffffffff,4.0,0.0,0.0
83bc99fffffffff,40.0,0.0,2.0
83bc9bfffffffff,8.0,0.0,0.0
83bcc0fffffffff,2.0,0.0,2.0
83bcc1fffffffff,2.0,0.0,0.0
83bcc3fffffffff,3.0,0.0,0.0
83bcc6fffffffff,2.0,0.0,0.0
83bcc8fffffffff,2.0,0.0,0.0
83bccafffffffff,29.0,0.0,8.0
83bccbfffffffff,2.0,0.0,0.0
83bcccfffffffff,2.0,0.0,0.0
83bccefffffffff,3.0,0.0,0.0
83bcd0fffffffff,421.0,0.0,72.0
83bcd1fffffffff,52.0,0.0,9.0
83bcd2fffffffff,2663.0,0.0,413.0
83bcd3fffffffff,77.0,0.0,16.0
83bcd4fffffffff,25.0,0.0,0.0
83bcd5fffffffff,1.0,0.0,0.0
83bcd6fffffffff,807.0,0.0,129.0
83bcd8fffffffff,65.0,0.0,18.0
83bcd9fffffffff,79.0,0.0,34.0
83bcdafffffffff,12.0,0.0,0.0
83bcdbfffffffff,2.0,0.0,0.0
83bcdcfffffffff,373.0,0.0,55.0
83bcddfffffffff,113.0,0.0,31.0
83bcdefffffffff,90.0,0.0,7.0
83bce9fffffffff,9.0,0.0,1.0
83bcf0fffffffff,18.0,0.0,0.0
83bcf2fffffffff,384.0,0.0,71.0
83bcf3fffffffff,6.0,0.0,0.0
83bcf5fffffffff,2.0,0.0,0.0
83bcf6fffffffff,45.0,0.0,5.0
