cell_id,Oenanthe picata,Oenanthe picata picata,Oenanthe picata capistrata,Oenanthe picata opistholeuca
8442581ffffffff,24.0,0.0,0.0,0.0
8442583ffffffff,16.0,0.0,0.0,0.0
8442585ffffffff,13.0,0.0,0.0,0.0
8442589ffffffff,1.0,0.0,0.0,0.0
844258bffffffff,52.0,0.0,0.0,0.0
8442591ffffffff,3.0,0.0,0.0,0.0
8442597ffffffff,2.0,0.0,0.0,0.0
8442599ffffffff,2.0,0.0,0.0,0.0
844259dffffffff,264.0,0.0,0.0,0.0
84425a3ffffffff,3.0,0.0,0.0,0.0
84425a5ffffffff,14.0,0.0,0.0,0.0
84425a7ffffffff,20.0,0.0,0.0,0.0
84425a9ffffffff,37.0,0.0,0.0,0.0
84425adffffffff,10.0,0.0,0.0,0.0
84425b1ffffffff,2.0,0.0,0.0,0.0
84425d7ffffffff,2.0,0.0,0.0,0.0
84425e1ffffffff,14.0,0.0,0.0,0.0
84425e5ffffffff,5.0,0.0,0.0,0.0
84425e7ffffffff,27.0,0.0,0.0,0.0
8442683ffffffff,2.0,0.0,0.0,0.0
8442689ffffffff,2.0,0.0,0.0,0.0
8442693ffffffff,2.0,0.0,0.0,0.0
8442695ffffffff,5.0,0.0,0.0,0.0
8442697ffffffff,16.0,0.0,0.0,0.0
8442699ffffffff,6.0,0.0,0.0,0.0
844269bffffffff,8.0,0.0,0.0,0.0
844269dffffffff,2.0,0.0,0.0,0.0
84426d1ffffffff,2.0,0.0,0.0,0.0
84426e7ffffffff,1.0,0.0,0.0,0.0
8442c01ffffffff,43.0,0.0,0.0,0.0
8442c05ffffffff,14.0,0.0,0.0,0.0
8442c07ffffffff,32.0,0.0,0.0,0.0
8442c09ffffffff,4.0,0.0,0.0,0.0
8442c0dffffffff,43.0,0.0,0.0,0.0
8442c13ffffffff,174.0,0.0,0.0,0.0
8442c15ffffffff,2.0,0.0,0.0,0.0
8442c19ffffffff,19.0,0.0,0.0,0.0
8442c1bffffffff,51.0,2.0,0.0,0.0
8442c1dffffffff,4.0,0.0,0.0,0.0
8442c23ffffffff,2.0,0.0,0.0,0.0
8442c2dffffffff,6.0,0.0,0.0,0.0
8442c33ffffffff,2.0,0.0,0.0,0.0
8442c39ffffffff,3.0,0.0,0.0,0.0
8442c3dffffffff,7.0,0.0,0.0,0.0
8442c41ffffffff,222.0,5.0,0.0,0.0
8442c43ffffffff,176.0,12.0,0.0,0.0
8442c45ffffffff,16.0,2.0,0.0,0.0
8442c47ffffffff,14.0,0.0,0.0,0.0
8442c49ffffffff,44.0,8.0,0.0,0.0
8442c4bffffffff,583.0,48.0,0.0,0.0
8442c4dffffffff,61.0,4.0,0.0,0.0
8442c51ffffffff,6.0,0.0,0.0,0.0
8442c53ffffffff,27.0,4.0,0.0,0.0
8442c55ffffffff,17.0,0.0,0.0,0.0
8442c57ffffffff,13.0,0.0,0.0,0.0
8442c59ffffffff,56.0,0.0,0.0,0.0
8442c5bffffffff,27.0,0.0,0.0,0.0
8442c5dffffffff,528.0,0.0,0.0,0.0
8442c61ffffffff,4.0,0.0,0.0,0.0
8442c63ffffffff,3.0,0.0,0.0,0.0
8442c69ffffffff,12.0,0.0,0.0,0.0
8442c91ffffffff,2.0,0.0,0.0,0.0
8442cc5ffffffff,3.0,0.0,0.0,0.0
8442ccbffffffff,3.0,0.0,0.0,0.0
8442ccdffffffff,1.0,0.0,0.0,0.0
8442cdbffffffff,19.0,0.0,0.0,0.0
8442cddffffffff,13.0,0.0,0.0,0.0
8442ce9ffffffff,141.0,0.0,0.0,0.0
8442cebffffffff,2.0,0.0,0.0,0.0
8442cedffffffff,2.0,0.0,0.0,0.0
8442dc1ffffffff,1.0,0.0,0.0,0.0
8442dc3ffffffff,4.0,0.0,0.0,0.0
8442dd1ffffffff,2.0,0.0,0.0,0.0
8442dd5ffffffff,2.0,0.0,0.0,0.0
8442dd9ffffffff,14.0,0.0,0.0,0.0
8442e09ffffffff,11.0,0.0,0.0,0.0
8442e23ffffffff,51.0,20.0,0.0,0.0
8442e27ffffffff,43.0,15.0,0.0,0.0
8442e31ffffffff,9.0,0.0,0.0,0.0
8442e33ffffffff,1.0,0.0,0.0,0.0
8442e35ffffffff,20.0,12.0,0.0,0.0
8442e37ffffffff,90.0,8.0,0.0,0.0
8442e39ffffffff,1.0,0.0,0.0,0.0
8442e41ffffffff,12.0,0.0,0.0,0.0
8442e45ffffffff,5.0,0.0,0.0,0.0
8442e47ffffffff,1.0,0.0,0.0,0.0
8442e87ffffffff,2.0,0.0,0.0,0.0
8442e89ffffffff,2.0,0.0,0.0,0.0
8442e97ffffffff,12.0,0.0,0.0,0.0
8442e99ffffffff,3.0,0.0,0.0,0.0
8442e9dffffffff,4.0,0.0,0.0,0.0
8442ea1ffffffff,7.0,0.0,0.0,0.0
8442ea5ffffffff,2.0,0.0,0.0,0.0
8442ea9ffffffff,22.0,0.0,0.0,0.0
8442eb1ffffffff,6.0,0.0,0.0,0.0
8442eb3ffffffff,3.0,0.0,0.0,0.0
8442eb5ffffffff,8.0,0.0,0.0,0.0
8442eb7ffffffff,4.0,0.0,0.0,0.0
8442ebbffffffff,9.0,0.0,0.0,0.0
8442ed5ffffffff,2.0,0.0,0.0,0.0
8442ed9ffffffff,4.0,0.0,0.0,0.0
8442ee3ffffffff,1.0,0.0,0.0,0.0
84430adffffffff,2.0,0.0,0.0,0.0
8443107ffffffff,19.0,0.0,0.0,0.0
8443131ffffffff,6.0,0.0,0.0,0.0
8443133ffffffff,5.0,0.0,0.0,0.0
8443139ffffffff,10.0,0.0,0.0,0.0
844313bffffffff,39.0,0.0,0.0,0.0
8443163ffffffff,4.0,0.0,0.0,0.0
84431a9ffffffff,3.0,0.0,0.0,0.0
84431adffffffff,20.0,0.0,0.0,0.0
84431c5ffffffff,1.0,0.0,0.0,0.0
84431e3ffffffff,45.0,0.0,0.0,0.0
84431e7ffffffff,6.0,0.0,0.0,0.0
84431e9ffffffff,68.0,0.0,0.0,0.0
84431ebffffffff,11.0,0.0,0.0,0.0
84431edffffffff,6.0,0.0,0.0,0.0
8443267ffffffff,7.0,0.0,0.0,0.0
8443297ffffffff,2.0,0.0,0.0,0.0
8443309ffffffff,2.0,0.0,0.0,0.0
8443319ffffffff,2.0,0.0,0.0,0.0
844331bffffffff,2.0,0.0,0.0,0.0
8443327ffffffff,2.0,0.0,0.0,0.0
8443351ffffffff,2.0,0.0,0.0,0.0
8443501ffffffff,2.0,0.0,0.0,0.0
8443603ffffffff,16.0,0.0,0.0,0.0
8443609ffffffff,2.0,0.0,0.0,0.0
844360bffffffff,2.0,0.0,0.0,0.0
844361dffffffff,5.0,0.0,0.0,0.0
8443643ffffffff,4.0,0.0,0.0,0.0
844365dffffffff,5.0,0.0,0.0,0.0
8443735ffffffff,3.0,0.0,0.0,0.0
844373bffffffff,6.0,0.0,0.0,0.0
8443813ffffffff,4.0,0.0,0.0,0.0
8443889ffffffff,1.0,0.0,0.0,0.0
8443a33ffffffff,1.0,0.0,0.0,0.0
8443a89ffffffff,2.0,0.0,0.0,0.0
8443a8dffffffff,27.0,0.0,0.0,0.0
8443a91ffffffff,3.0,0.0,0.0,0.0
8443a93ffffffff,8.0,0.0,0.0,0.0
8443a99ffffffff,1.0,0.0,0.0,0.0
8443a9bffffffff,2.0,0.0,0.0,0.0
8443ac1ffffffff,3.0,0.0,0.0,0.0
8443ac3ffffffff,129.0,0.0,0.0,0.0
8443ac5ffffffff,12.0,0.0,0.0,0.0
8443ac7ffffffff,22.0,0.0,0.0,0.0
8443acbffffffff,2.0,0.0,0.0,0.0
8443addffffffff,2.0,0.0,0.0,0.0
8443ae5ffffffff,47.0,0.0,0.0,0.0
8443aebffffffff,3.0,0.0,0.0,0.0
