cell_id,Polioptila plumbea,Polioptila plumbea plumbiceps/anteocularis,Polioptila plumbea innotata,Polioptila plumbea plumbea,Polioptila plumbea parvirostris,Polioptila plumbea atricapilla
848104bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481061ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481063ffffffff,51.0,0.0,0.0,0.0,0.0,8.0
8481065ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481069ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481099ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
84810a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84810e5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8481105ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481125ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
848112dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8481137ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8481143ffffffff,4.0,0.0,0.0,0.0,0.0,1.0
8481149ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848114bffffffff,4.0,0.0,0.0,0.0,0.0,1.0
8481153ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8481161ffffffff,23.0,0.0,0.0,0.0,0.0,2.0
8481163ffffffff,9.0,0.0,0.0,0.0,0.0,1.0
8481167ffffffff,11.0,0.0,0.0,0.0,0.0,1.0
848116bffffffff,2.0,0.0,0.0,0.0,0.0,1.0
8481185ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8481189ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8481193ffffffff,3.0,0.0,0.0,0.0,0.0,3.0
84811a1ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84811a3ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84811a5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84811a7ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84811abffffffff,26.0,0.0,0.0,0.0,0.0,0.0
84811c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84811e1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481211ffffffff,55.0,0.0,0.0,0.0,0.0,0.0
8481215ffffffff,35.0,0.0,0.0,0.0,0.0,0.0
8481219ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
848121dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8481225ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8481237ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
848123bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8481241ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481243ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481245ffffffff,28.0,0.0,0.0,0.0,0.0,0.0
848124bffffffff,91.0,0.0,0.0,0.0,0.0,0.0
848124dffffffff,154.0,0.0,0.0,0.0,0.0,0.0
848126bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84812c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84812cbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481303ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8481307ffffffff,5.0,0.0,0.0,0.0,0.0,2.0
8481311ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
848131dffffffff,5.0,0.0,0.0,0.0,0.0,2.0
8481327ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481331ffffffff,14.0,0.0,0.0,0.0,0.0,3.0
8481333ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481337ffffffff,2.0,0.0,0.0,0.0,0.0,1.0
8481339ffffffff,224.0,0.0,0.0,0.0,0.0,13.0
8481343ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848134dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481415ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84814adffffffff,25.0,0.0,0.0,0.0,0.0,0.0
84814d5ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84814d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84814e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481583ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84815dbffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8481801ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481803ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481809ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848180bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481811ffffffff,8.0,0.0,0.0,0.0,0.0,4.0
8481813ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
8481819ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848181dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8481831ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481833ffffffff,11.0,0.0,0.0,0.0,0.0,11.0
8481837ffffffff,19.0,0.0,0.0,0.0,0.0,8.0
8481839ffffffff,40.0,0.0,0.0,0.0,0.0,5.0
8481851ffffffff,25.0,0.0,0.0,0.0,0.0,5.0
8481853ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481855ffffffff,1.0,0.0,0.0,0.0,0.0,1.0
8481857ffffffff,29.0,0.0,0.0,0.0,0.0,3.0
8481859ffffffff,17.0,0.0,0.0,0.0,0.0,3.0
848185bffffffff,9.0,0.0,0.0,0.0,0.0,1.0
848185dffffffff,37.0,0.0,0.0,0.0,0.0,5.0
8481881ffffffff,10.0,0.0,0.0,0.0,0.0,2.0
8481883ffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8481885ffffffff,21.0,0.0,0.0,0.0,0.0,1.0
8481887ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481889ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848188dffffffff,42.0,0.0,0.0,0.0,0.0,0.0
84818a7ffffffff,12.0,0.0,0.0,0.0,0.0,2.0
84818abffffffff,9.0,0.0,0.0,0.0,0.0,2.0
84818b1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84818b3ffffffff,9.0,0.0,0.0,0.0,0.0,4.0
84818b5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84818bbffffffff,26.0,0.0,0.0,0.0,0.0,21.0
84818c1ffffffff,2.0,0.0,0.0,0.0,0.0,2.0
84818c3ffffffff,13.0,0.0,0.0,0.0,0.0,4.0
84818c7ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84818d9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84818dbffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84818e1ffffffff,61.0,0.0,0.0,0.0,0.0,28.0
84818e3ffffffff,5.0,0.0,0.0,0.0,0.0,2.0
84818e7ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84818edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481999ffffffff,4.0,0.0,0.0,0.0,0.0,2.0
848199bffffffff,4.0,0.0,0.0,0.0,0.0,2.0
84819d1ffffffff,12.0,0.0,0.0,0.0,0.0,8.0
84819d3ffffffff,23.0,0.0,0.0,0.0,0.0,2.0
84819d9ffffffff,31.0,0.0,0.0,0.0,0.0,14.0
84819dbffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8481a13ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481a17ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8481a33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8481a8bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481a8dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8481a93ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8481a99ffffffff,3.0,0.0,0.0,0.0,0.0,1.0
8481a9bffffffff,5.0,0.0,0.0,0.0,0.0,2.0
8481aa3ffffffff,14.0,0.0,0.0,0.0,0.0,4.0
8481aadffffffff,4.0,0.0,0.0,0.0,0.0,4.0
8481ac3ffffffff,23.0,0.0,0.0,0.0,0.0,1.0
8481ad1ffffffff,164.0,0.0,0.0,0.0,0.0,8.0
8481ad5ffffffff,26.0,0.0,0.0,0.0,0.0,6.0
8481ad9ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8481addffffffff,4.0,0.0,0.0,0.0,0.0,2.0
8481ae3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a459ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
848a45bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a45dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a68bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848a6d7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a6d9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848a6dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848a703ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848a70bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
848a809ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a8a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a8cbffffffff,12.0,0.0,0.0,0.0,0.0,0.0
848a8cdffffffff,13.0,0.0,0.0,0.0,0.0,0.0
848a9c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848a9d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a9d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848a9e1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848aab1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848aab5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
848ad13ffffffff,14.0,0.0,2.0,0.0,0.0,0.0
848ada3ffffffff,21.0,0.0,7.0,0.0,0.0,0.0
848ada9ffffffff,61.0,0.0,9.0,0.0,0.0,0.0
848adabffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848adb1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848adbbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848adbdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848adc5ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848ade3ffffffff,4.0,0.0,2.0,0.0,0.0,0.0
848ae5bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848af09ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
848af0bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
848af1dffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848af47ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848af69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848b4e5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848b5cdffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848b693ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e641ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848e651ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848e65bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f401ffffffff,62.0,0.0,0.0,0.0,22.0,0.0
848f407ffffffff,24.0,0.0,0.0,0.0,2.0,0.0
848f44bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
848f455ffffffff,5.0,0.0,0.0,0.0,2.0,0.0
848f461ffffffff,6.0,0.0,0.0,0.0,2.0,0.0
848f463ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
848f489ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
848f4c5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f4c7ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
848f547ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f613ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
848f615ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f619ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
848f61bffffffff,18.0,0.0,0.0,0.0,0.0,0.0
848f633ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f655ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
848f657ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
848f6e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
848f74bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a8591ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84a85b9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a88a3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84a88a9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
84a88b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a88bbffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84a88e3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84a8993ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a89b3ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
84a8d35ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a8d43ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a8f41ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84a8f57ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
