cell_id,Buteogallus anthracinus,Buteogallus anthracinus anthracinus,Buteogallus anthracinus [subtilis Group]
8348abfffffffff,4.0,0.0,0.0
8348b1fffffffff,5.0,3.0,0.0
8348b2fffffffff,125.0,4.0,0.0
8348b3fffffffff,1.0,0.0,0.0
8348c0fffffffff,79.0,1.0,0.0
8348c1fffffffff,60.0,2.0,0.0
8348c2fffffffff,5.0,0.0,0.0
8348c3fffffffff,9.0,0.0,0.0
8348c5fffffffff,36.0,2.0,0.0
8348c6fffffffff,18.0,2.0,0.0
8348ccfffffffff,2.0,0.0,0.0
8348cdfffffffff,11.0,5.0,0.0
8348d1fffffffff,4.0,2.0,0.0
8348d3fffffffff,1.0,0.0,0.0
8348d4fffffffff,15.0,0.0,0.0
8348d5fffffffff,3.0,1.0,0.0
8348d8fffffffff,59.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0
8348dbfffffffff,2.0,0.0,0.0
8348dcfffffffff,8.0,6.0,0.0
8348ddfffffffff,2.0,0.0,0.0
8348defffffffff,23.0,0.0,0.0
8348e3fffffffff,13.0,3.0,0.0
8348e8fffffffff,432.0,19.0,0.0
8348e9fffffffff,5.0,3.0,0.0
8348eafffffffff,26.0,7.0,0.0
8348ebfffffffff,30.0,9.0,0.0
8348ecfffffffff,487.0,87.0,0.0
8348eefffffffff,142.0,10.0,0.0
8348f2fffffffff,9.0,2.0,0.0
834982fffffffff,7.0,0.0,0.0
834983fffffffff,2.0,0.0,0.0
834986fffffffff,2.0,2.0,0.0
834988fffffffff,10.0,0.0,0.0
834992fffffffff,1.0,0.0,0.0
834995fffffffff,14.0,0.0,0.0
834996fffffffff,34.0,6.0,0.0
8349a9fffffffff,1.0,0.0,0.0
8349b3fffffffff,2.0,0.0,0.0
835f08fffffffff,3.0,0.0,0.0
835f50fffffffff,3.0,0.0,0.0
835f58fffffffff,27.0,2.0,0.0
835f71fffffffff,3.0,3.0,0.0
836611fffffffff,17.0,0.0,0.0
836613fffffffff,5.0,0.0,0.0
83661bfffffffff,2.0,0.0,0.0
83661cfffffffff,7.0,0.0,0.0
83661efffffffff,6.0,0.0,0.0
8366a0fffffffff,6.0,1.0,0.0
8366a5fffffffff,4.0,0.0,0.0
8366b0fffffffff,238.0,0.0,237.0
8366b1fffffffff,1.0,0.0,0.0
8366b4fffffffff,37.0,1.0,32.0
8366b5fffffffff,7.0,0.0,2.0
8366b6fffffffff,12.0,0.0,10.0
8366d0fffffffff,2.0,0.0,2.0
8366d2fffffffff,1.0,0.0,0.0
8366e5fffffffff,2.0,0.0,0.0
8366e6fffffffff,2.0,0.0,0.0
836741fffffffff,1.0,0.0,0.0
83674cfffffffff,1.0,0.0,0.0
836752fffffffff,1.0,1.0,0.0
83679afffffffff,34.0,29.0,0.0
83679bfffffffff,27.0,23.0,0.0
836d04fffffffff,2.0,0.0,0.0
836d05fffffffff,8.0,0.0,0.0
836d20fffffffff,4.0,2.0,0.0
836d23fffffffff,2.0,0.0,0.0
836d24fffffffff,6.0,0.0,0.0
836d25fffffffff,3.0,3.0,0.0
836d2afffffffff,21.0,0.0,4.0
836d2bfffffffff,10.0,0.0,0.0
836d2cfffffffff,1.0,0.0,0.0
836d32fffffffff,13.0,0.0,0.0
836d33fffffffff,5.0,0.0,0.0
836d34fffffffff,32.0,17.0,0.0
836d35fffffffff,10.0,0.0,0.0
836d60fffffffff,1.0,0.0,0.0
836d66fffffffff,6.0,0.0,0.0
836d68fffffffff,21.0,0.0,19.0
836d69fffffffff,282.0,0.0,265.0
836d6afffffffff,26.0,0.0,24.0
836d6bfffffffff,5.0,0.0,5.0
836d6dfffffffff,11.0,0.0,0.0
836d74fffffffff,2.0,0.0,0.0
836d75fffffffff,1.0,0.0,1.0
838f0dfffffffff,1.0,0.0,1.0
