cell_id,Geospizopsis unicolor,Geospizopsis unicolor nivaria/geospizopsis,Geospizopsis unicolor inca,Geospizopsis unicolor [unicolor Group]
848e605ffffffff,5.0,0.0,0.0,0.0
848e607ffffffff,3.0,0.0,0.0,0.0
848e609ffffffff,1.0,0.0,0.0,0.0
848e60bffffffff,7.0,0.0,0.0,0.0
848e60dffffffff,30.0,0.0,0.0,0.0
848e617ffffffff,7.0,0.0,0.0,0.0
848e619ffffffff,2.0,0.0,0.0,0.0
848e61dffffffff,12.0,0.0,0.0,0.0
848e629ffffffff,9.0,0.0,0.0,0.0
848e631ffffffff,2.0,0.0,0.0,0.0
848e63dffffffff,1.0,0.0,0.0,0.0
848e645ffffffff,23.0,0.0,0.0,0.0
848e647ffffffff,12.0,0.0,0.0,0.0
848e649ffffffff,8.0,0.0,0.0,0.0
848e651ffffffff,9.0,0.0,0.0,0.0
848e655ffffffff,28.0,0.0,0.0,0.0
848e657ffffffff,45.0,0.0,0.0,0.0
848e661ffffffff,2.0,0.0,0.0,0.0
848e663ffffffff,356.0,0.0,0.0,0.0
848e669ffffffff,6.0,0.0,0.0,0.0
848e66bffffffff,43.0,0.0,0.0,0.0
848e685ffffffff,1.0,0.0,0.0,0.0
848e687ffffffff,4.0,0.0,0.0,0.0
848e68bffffffff,2.0,0.0,0.0,0.0
848e693ffffffff,2.0,0.0,0.0,0.0
848e699ffffffff,6.0,0.0,0.0,0.0
848e6abffffffff,4.0,0.0,0.0,0.0
848e6c1ffffffff,16.0,0.0,0.0,0.0
848e6c3ffffffff,3.0,0.0,0.0,0.0
848e6c5ffffffff,2.0,0.0,0.0,0.0
848e6cdffffffff,4.0,0.0,0.0,0.0
848e6d1ffffffff,15.0,0.0,0.0,0.0
848e6d7ffffffff,5.0,0.0,0.0,0.0
848e6d9ffffffff,103.0,0.0,0.0,0.0
848e6ddffffffff,20.0,0.0,0.0,0.0
848e6e5ffffffff,10.0,0.0,0.0,0.0
848e6e9ffffffff,11.0,0.0,0.0,0.0
848e6edffffffff,2.0,0.0,0.0,0.0
848f095ffffffff,1.0,0.0,0.0,0.0
848f0d3ffffffff,2.0,0.0,0.0,0.0
848f291ffffffff,16.0,0.0,0.0,0.0
848f297ffffffff,27.0,0.0,0.0,0.0
848f299ffffffff,3.0,0.0,0.0,0.0
848f29bffffffff,6.0,0.0,0.0,0.0
848f2d1ffffffff,15.0,0.0,0.0,0.0
848f2d7ffffffff,53.0,0.0,0.0,0.0
848f2d9ffffffff,155.0,0.0,0.0,0.0
848f2dbffffffff,12.0,0.0,0.0,0.0
848f2ddffffffff,16.0,0.0,0.0,0.0
848f425ffffffff,15.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0
848f42dffffffff,4.0,0.0,0.0,0.0
848f4a5ffffffff,47.0,0.0,0.0,0.0
848f4a7ffffffff,6.0,0.0,0.0,0.0
848f513ffffffff,1.0,0.0,0.0,0.0
848f517ffffffff,2.0,0.0,0.0,0.0
848f519ffffffff,73.0,0.0,0.0,0.0
848f51dffffffff,28.0,0.0,0.0,0.0
848f547ffffffff,1.0,0.0,0.0,0.0
848f54dffffffff,10.0,0.0,0.0,0.0
848f553ffffffff,54.0,0.0,0.0,0.0
848f557ffffffff,4.0,0.0,0.0,0.0
848f55bffffffff,2.0,0.0,0.0,0.0
848f581ffffffff,26.0,0.0,0.0,0.0
848f583ffffffff,25.0,0.0,0.0,0.0
848f589ffffffff,33.0,0.0,0.0,0.0
848f58bffffffff,1.0,0.0,0.0,0.0
848f58dffffffff,79.0,0.0,0.0,0.0
848f595ffffffff,3.0,0.0,0.0,0.0
848f597ffffffff,70.0,0.0,0.0,0.0
848f599ffffffff,3.0,0.0,0.0,0.0
848f59dffffffff,3.0,0.0,0.0,0.0
848f5b9ffffffff,10.0,0.0,0.0,0.0
848f5bbffffffff,2.0,0.0,0.0,0.0
848f5c1ffffffff,9.0,0.0,0.0,0.0
848f5c3ffffffff,8.0,0.0,0.0,0.0
848f5c9ffffffff,2.0,0.0,0.0,0.0
848f5cdffffffff,8.0,0.0,0.0,0.0
848f5d5ffffffff,3.0,0.0,0.0,0.0
848f5d7ffffffff,3.0,0.0,0.0,0.0
848f5ddffffffff,7.0,0.0,0.0,0.0
848f5e1ffffffff,2.0,0.0,0.0,0.0
848f5e9ffffffff,16.0,0.0,0.0,0.0
848f5ebffffffff,4.0,0.0,0.0,0.0
848f721ffffffff,1.0,0.0,0.0,0.0
848f725ffffffff,2.0,0.0,0.0,0.0
848f727ffffffff,11.0,0.0,0.0,0.0
848f761ffffffff,1.0,0.0,0.0,0.0
848f765ffffffff,197.0,0.0,0.0,0.0
848f767ffffffff,3.0,0.0,0.0,0.0
848f769ffffffff,7.0,0.0,0.0,0.0
848f76dffffffff,514.0,0.0,0.0,0.0
84b2013ffffffff,4.0,0.0,0.0,0.0
84b201bffffffff,2.0,0.0,0.0,0.0
84b205bffffffff,4.0,0.0,0.0,0.0
84b2089ffffffff,4.0,0.0,0.0,0.0
84b2099ffffffff,10.0,0.0,0.0,0.0
84b20a3ffffffff,5.0,0.0,0.0,0.0
84b20a5ffffffff,17.0,0.0,0.0,0.0
84b20a7ffffffff,9.0,0.0,0.0,0.0
84b20abffffffff,3.0,0.0,0.0,0.0
84b20c5ffffffff,1.0,0.0,0.0,0.0
84b20c7ffffffff,2.0,0.0,0.0,0.0
84b2199ffffffff,8.0,0.0,0.0,0.0
84b21d9ffffffff,3.0,0.0,0.0,0.0
84b2213ffffffff,5.0,0.0,0.0,0.0
84b221bffffffff,8.0,0.0,0.0,0.0
84b225bffffffff,2.0,0.0,0.0,0.0
84b2289ffffffff,1.0,0.0,0.0,0.0
84b228bffffffff,9.0,0.0,0.0,0.0
84b2297ffffffff,2.0,0.0,0.0,0.0
84b22a5ffffffff,10.0,0.0,0.0,0.0
84b22a7ffffffff,1.0,0.0,0.0,0.0
84b22bdffffffff,2.0,0.0,0.0,0.0
84b22cbffffffff,3.0,0.0,0.0,0.0
84b22d5ffffffff,1.0,0.0,0.0,0.0
84b22d7ffffffff,1.0,0.0,0.0,0.0
84b22e7ffffffff,1.0,0.0,0.0,0.0
84b242bffffffff,2.0,0.0,0.0,0.0
84b2435ffffffff,2.0,0.0,0.0,0.0
84b2589ffffffff,72.0,0.0,0.0,0.0
84b258bffffffff,2.0,0.0,0.0,0.0
84b25c1ffffffff,14.0,0.0,0.0,0.0
84b25c3ffffffff,17.0,0.0,0.0,0.0
84b25c9ffffffff,71.0,0.0,0.0,0.0
84b25cbffffffff,224.0,0.0,0.0,0.0
84b270dffffffff,4.0,0.0,0.0,0.0
84b2725ffffffff,5.0,0.0,0.0,0.0
84b2749ffffffff,28.0,0.0,0.0,0.0
84b2c0bffffffff,2.0,0.0,0.0,0.0
84b2c11ffffffff,9.0,0.0,0.0,0.0
84b2c19ffffffff,8.0,0.0,0.0,0.0
84b2c43ffffffff,6.0,0.0,0.0,0.0
84b2c4bffffffff,2.0,0.0,0.0,0.0
84b2c51ffffffff,296.0,0.0,0.0,0.0
84b2c53ffffffff,803.0,0.0,0.0,0.0
84b2c59ffffffff,101.0,0.0,0.0,0.0
84b2c5bffffffff,2.0,0.0,0.0,0.0
84b2c81ffffffff,1.0,0.0,0.0,0.0
84b2ca3ffffffff,5.0,0.0,0.0,0.0
84b2ca7ffffffff,9.0,0.0,0.0,0.0
84b2ca9ffffffff,55.0,0.0,0.0,0.0
84b2cadffffffff,2.0,0.0,0.0,0.0
84b2cb7ffffffff,2.0,0.0,0.0,0.0
84b2ce1ffffffff,2.0,0.0,0.0,0.0
84b2ce3ffffffff,5.0,0.0,0.0,0.0
84b2ce5ffffffff,13.0,0.0,0.0,0.0
84b2ce9ffffffff,11.0,0.0,0.0,0.0
84b2d93ffffffff,22.0,0.0,0.0,0.0
84b2e05ffffffff,5.0,0.0,0.0,0.0
84b2e11ffffffff,2.0,0.0,0.0,0.0
84b2e2bffffffff,1.0,0.0,0.0,0.0
84b2e33ffffffff,68.0,0.0,0.0,0.0
84b2e35ffffffff,13.0,0.0,0.0,0.0
84b2e3dffffffff,1.0,0.0,0.0,0.0
84b2e41ffffffff,28.0,0.0,0.0,0.0
84b2e45ffffffff,20.0,0.0,0.0,0.0
84b2e47ffffffff,10.0,0.0,0.0,0.0
84b2e49ffffffff,62.0,0.0,0.0,0.0
84b2e4dffffffff,5.0,0.0,0.0,0.0
84b2e6bffffffff,2.0,0.0,0.0,0.0
84b2ea5ffffffff,19.0,0.0,0.0,0.0
84b2ea7ffffffff,11.0,0.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0,0.0
84b2eadffffffff,17.0,0.0,0.0,0.0
84b2ee1ffffffff,73.0,0.0,0.0,0.0
84b2ee3ffffffff,5.0,0.0,0.0,0.0
84b2ee9ffffffff,28.0,0.0,0.0,0.0
84b2eebffffffff,7.0,0.0,0.0,0.0
84b2eedffffffff,4.0,0.0,0.0,0.0
84b300bffffffff,2.0,0.0,0.0,0.0
84b3011ffffffff,2.0,0.0,0.0,0.0
84b3013ffffffff,2.0,0.0,0.0,0.0
84b3019ffffffff,4.0,0.0,0.0,0.0
84b301bffffffff,2.0,0.0,0.0,0.0
84b3049ffffffff,2.0,0.0,0.0,0.0
84b304bffffffff,5.0,0.0,0.0,0.0
84b3051ffffffff,43.0,0.0,0.0,0.0
84b3053ffffffff,11.0,0.0,0.0,0.0
84b3055ffffffff,7.0,0.0,0.0,0.0
84b3059ffffffff,257.0,0.0,0.0,0.0
84b305dffffffff,629.0,0.0,0.0,0.0
84b3083ffffffff,5.0,0.0,0.0,0.0
84b3089ffffffff,1.0,0.0,0.0,0.0
84b308dffffffff,14.0,0.0,0.0,0.0
84b3091ffffffff,4.0,0.0,0.0,0.0
84b3093ffffffff,2.0,0.0,0.0,0.0
84b3095ffffffff,1.0,0.0,0.0,0.0
84b30abffffffff,2.0,0.0,0.0,0.0
84b30b1ffffffff,2.0,0.0,0.0,0.0
84b30b3ffffffff,10.0,0.0,0.0,0.0
84b30b9ffffffff,2.0,0.0,0.0,0.0
84b30bbffffffff,104.0,0.0,0.0,0.0
84b30c5ffffffff,13.0,0.0,0.0,0.0
84b30cbffffffff,1.0,0.0,0.0,0.0
84b30e9ffffffff,1.0,0.0,0.0,0.0
84b30ebffffffff,8.0,0.0,0.0,0.0
84b3203ffffffff,2.0,0.0,0.0,0.0
84b3205ffffffff,2.0,0.0,0.0,0.0
84b320bffffffff,6.0,0.0,0.0,0.0
84b3217ffffffff,2.0,0.0,0.0,0.0
84b3219ffffffff,20.0,0.0,0.0,0.0
84b321dffffffff,1.0,0.0,0.0,0.0
84b3221ffffffff,6.0,0.0,0.0,0.0
84b3225ffffffff,5.0,0.0,0.0,0.0
84b3227ffffffff,5.0,0.0,0.0,0.0
84b322dffffffff,6.0,0.0,0.0,0.0
84b3233ffffffff,2.0,0.0,0.0,0.0
84b3235ffffffff,20.0,0.0,0.0,0.0
84b3237ffffffff,24.0,0.0,0.0,0.0
84b3239ffffffff,2.0,0.0,0.0,0.0
84b3243ffffffff,3.0,0.0,0.0,0.0
84b3247ffffffff,4.0,0.0,0.0,0.0
84b3253ffffffff,6.0,0.0,0.0,0.0
84b3257ffffffff,72.0,0.0,0.0,0.0
84b3261ffffffff,4.0,0.0,0.0,0.0
84b326dffffffff,4.0,0.0,0.0,0.0
84b3289ffffffff,2.0,0.0,0.0,0.0
84b32a5ffffffff,12.0,0.0,0.0,0.0
84b32c1ffffffff,1.0,0.0,0.0,0.0
84b32c5ffffffff,2.0,0.0,0.0,0.0
84b32c7ffffffff,2.0,0.0,0.0,0.0
84b32cdffffffff,1.0,0.0,0.0,0.0
84b32dbffffffff,2.0,0.0,0.0,0.0
84b32ddffffffff,8.0,0.0,0.0,0.0
84b32edffffffff,2.0,0.0,0.0,0.0
84b3319ffffffff,2.0,0.0,0.0,0.0
84b3341ffffffff,5.0,0.0,0.0,0.0
84b334bffffffff,24.0,0.0,0.0,0.0
84b3351ffffffff,9.0,0.0,0.0,0.0
84b3355ffffffff,41.0,0.0,0.0,0.0
84b335dffffffff,12.0,0.0,0.0,0.0
84b3425ffffffff,3.0,0.0,0.0,0.0
84b342dffffffff,66.0,0.0,0.0,0.0
84b346dffffffff,20.0,0.0,0.0,0.0
84b3511ffffffff,3.0,0.0,0.0,0.0
84b3513ffffffff,1.0,0.0,0.0,0.0
84b3515ffffffff,17.0,0.0,0.0,0.0
84b3517ffffffff,11.0,0.0,0.0,0.0
84b3519ffffffff,7.0,0.0,0.0,0.0
84b351dffffffff,1.0,0.0,0.0,0.0
84b3521ffffffff,2.0,0.0,0.0,0.0
84b3523ffffffff,2.0,0.0,0.0,0.0
84b352bffffffff,2.0,0.0,0.0,0.0
84b352dffffffff,26.0,0.0,0.0,0.0
84b3537ffffffff,3.0,0.0,0.0,0.0
84b3539ffffffff,27.0,0.0,0.0,0.0
84b353bffffffff,21.0,0.0,0.0,0.0
84b353dffffffff,1.0,0.0,0.0,0.0
84b3541ffffffff,9.0,0.0,0.0,0.0
84b3545ffffffff,63.0,0.0,0.0,0.0
84b354bffffffff,17.0,0.0,0.0,0.0
84b3551ffffffff,20.0,0.0,0.0,0.0
84b3553ffffffff,24.0,0.0,0.0,0.0
84b355bffffffff,15.0,0.0,0.0,0.0
84b355dffffffff,33.0,0.0,0.0,0.0
84b3561ffffffff,25.0,0.0,0.0,0.0
84b3563ffffffff,2.0,0.0,0.0,0.0
84b3565ffffffff,2.0,0.0,0.0,0.0
84b3567ffffffff,2.0,0.0,0.0,0.0
84b356bffffffff,3.0,0.0,0.0,0.0
84b356dffffffff,2.0,0.0,0.0,0.0
84b35a1ffffffff,63.0,0.0,0.0,0.0
84b35a7ffffffff,141.0,0.0,0.0,0.0
84b35e1ffffffff,178.0,0.0,0.0,0.0
84b35e5ffffffff,21.0,0.0,0.0,0.0
84b35edffffffff,2.0,0.0,0.0,0.0
84b3715ffffffff,4.0,0.0,0.0,0.0
84b3723ffffffff,7.0,0.0,0.0,0.0
84b3731ffffffff,16.0,0.0,0.0,0.0
84b3733ffffffff,175.0,0.0,0.0,0.0
84b3737ffffffff,2.0,0.0,0.0,0.0
84b3769ffffffff,2.0,0.0,0.0,0.0
84ce801ffffffff,6.0,0.0,0.0,0.0
84ce803ffffffff,8.0,0.0,0.0,0.0
84ce807ffffffff,2.0,0.0,0.0,0.0
84ce809ffffffff,22.0,0.0,0.0,0.0
84ce80bffffffff,7.0,0.0,0.0,0.0
84ce80dffffffff,6.0,0.0,0.0,0.0
84ce817ffffffff,9.0,0.0,0.0,0.0
84ce819ffffffff,2.0,0.0,0.0,0.0
84ce831ffffffff,2.0,0.0,0.0,0.0
84ce833ffffffff,3.0,0.0,0.0,0.0
84ce837ffffffff,3.0,0.0,0.0,0.0
84ce839ffffffff,20.0,0.0,0.0,0.0
84ce83bffffffff,2.0,0.0,0.0,0.0
84ce855ffffffff,61.0,0.0,0.0,0.0
84ce857ffffffff,6.0,0.0,0.0,0.0
84ce8e5ffffffff,4.0,0.0,0.0,0.0
84ce8edffffffff,1.0,0.0,0.0,0.0
84ce989ffffffff,3.0,0.0,0.0,0.0
84ce995ffffffff,9.0,0.0,0.0,0.0
84ce997ffffffff,34.0,0.0,0.0,0.0
84ce9b3ffffffff,2.0,0.0,0.0,0.0
84ce9b7ffffffff,6.0,0.0,0.0,0.0
84ce9bbffffffff,2.0,0.0,0.0,0.0
84ce9c3ffffffff,23.0,0.0,0.0,0.0
84ce9d1ffffffff,9.0,0.0,0.0,0.0
84ce9d3ffffffff,1.0,0.0,0.0,0.0
84ce9d5ffffffff,6.0,0.0,0.0,0.0
84ce9ddffffffff,6.0,0.0,0.0,0.0
84cea03ffffffff,2.0,0.0,0.0,0.0
84cea07ffffffff,3.0,0.0,0.0,0.0
84cea15ffffffff,2.0,0.0,0.0,0.0
84cea37ffffffff,6.0,0.0,0.0,0.0
84cea3dffffffff,7.0,0.0,0.0,0.0
84cf121ffffffff,2.0,0.0,0.0,0.0
84cf123ffffffff,10.0,0.0,0.0,0.0
84cf127ffffffff,65.0,0.0,0.0,0.0
84cf129ffffffff,10.0,0.0,0.0,0.0
84cf12bffffffff,7.0,0.0,0.0,0.0
84cf135ffffffff,2.0,0.0,0.0,0.0
84cf13dffffffff,2.0,0.0,0.0,0.0
84cf163ffffffff,2.0,0.0,0.0,0.0
84cf88dffffffff,8.0,0.0,0.0,0.0
84cf8c1ffffffff,5.0,0.0,0.0,0.0
84cf8c3ffffffff,1.0,0.0,0.0,0.0
84cf8c5ffffffff,8.0,0.0,0.0,0.0
84cf8c7ffffffff,1.0,0.0,0.0,0.0
84cf8e9ffffffff,49.0,0.0,0.0,0.0
84cf8ebffffffff,111.0,0.0,0.0,0.0
84cf8edffffffff,14.0,0.0,0.0,0.0
84cfa27ffffffff,2.0,0.0,0.0,0.0
84cfa85ffffffff,7.0,0.0,0.0,0.0
84cfa87ffffffff,2.0,0.0,0.0,0.0
84cfa89ffffffff,15.0,0.0,0.0,0.0
84cfaa1ffffffff,8.0,0.0,0.0,0.0
84cfaa7ffffffff,2.0,0.0,0.0,0.0
84cfaadffffffff,2.0,0.0,0.0,0.0
84cfac9ffffffff,1.0,0.0,0.0,0.0
84cfacdffffffff,26.0,0.0,0.0,0.0
84df689ffffffff,2.0,0.0,0.0,0.0
84df68bffffffff,35.0,0.0,0.0,0.0
84df699ffffffff,14.0,0.0,0.0,0.0
84df6d7ffffffff,2.0,0.0,0.0,0.0
