cell_id,Corvus macrorhynchos,Corvus macrorhynchos [macrorhynchos Group],Corvus macrorhynchos culminatus,Corvus macrorhynchos levaillantii
8240effffffffff,362.0,262.0,0.0,0.0
8240f7fffffffff,10.0,10.0,0.0,0.0
824107fffffffff,304.0,42.0,0.0,0.0
82410ffffffffff,4.0,0.0,0.0,0.0
82411ffffffffff,2608.0,527.0,0.0,0.0
824147fffffffff,71.0,0.0,0.0,0.0
82414ffffffffff,72.0,0.0,0.0,0.0
824157fffffffff,5.0,3.0,0.0,0.0
82415ffffffffff,54.0,24.0,0.0,0.0
824167fffffffff,55.0,0.0,0.0,0.0
82416ffffffffff,178.0,0.0,0.0,6.0
824177fffffffff,2.0,0.0,0.0,0.0
824187fffffffff,2.0,0.0,0.0,0.0
824197fffffffff,54.0,48.0,0.0,0.0
82419ffffffffff,16.0,8.0,0.0,0.0
8241a7fffffffff,156.0,41.0,0.0,0.0
8241affffffffff,8.0,0.0,0.0,0.0
8241b7fffffffff,3.0,3.0,0.0,0.0
82424ffffffffff,22.0,0.0,3.0,0.0
82426ffffffffff,221.0,0.0,0.0,0.0
8242c7fffffffff,440.0,0.0,149.0,0.0
8242cffffffffff,2593.0,0.0,670.0,0.0
8242d7fffffffff,46.0,0.0,15.0,0.0
8242dffffffffff,2158.0,0.0,527.0,0.0
8242effffffffff,243.0,0.0,24.0,0.0
824a27fffffffff,578.0,111.0,0.0,0.0
824b0ffffffffff,29.0,14.0,0.0,0.0
824b1ffffffffff,7.0,7.0,0.0,0.0
824b27fffffffff,1.0,1.0,0.0,0.0
824b37fffffffff,1.0,1.0,0.0,0.0
824b57fffffffff,141.0,54.0,0.0,0.0
824b67fffffffff,362.0,91.0,0.0,0.0
824b6ffffffffff,30.0,2.0,0.0,0.0
824b77fffffffff,505.0,209.0,0.0,0.0
824b87fffffffff,72.0,2.0,0.0,0.0
824ba7fffffffff,15474.0,1141.0,0.0,0.0
824baffffffffff,206.0,15.0,0.0,0.0
824bb7fffffffff,325.0,7.0,0.0,0.0
826007fffffffff,19844.0,0.0,4894.0,0.0
826017fffffffff,52225.0,0.0,3226.0,0.0
82601ffffffffff,4160.0,0.0,175.0,0.0
826027fffffffff,14803.0,0.0,2554.0,0.0
826037fffffffff,61389.0,0.0,9372.0,0.0
826087fffffffff,333.0,0.0,0.0,0.0
82608ffffffffff,18272.0,0.0,3019.0,0.0
826097fffffffff,1216.0,0.0,73.0,0.0
82609ffffffffff,1022.0,0.0,415.0,0.0
8260a7fffffffff,1281.0,0.0,0.0,0.0
8260affffffffff,4501.0,0.0,1348.0,0.0
8260b7fffffffff,1103.0,0.0,0.0,0.0
8260f7fffffffff,18.0,0.0,0.0,0.0
826107fffffffff,2725.0,0.0,694.0,0.0
826117fffffffff,439.0,0.0,117.0,0.0
82611ffffffffff,2694.0,0.0,384.0,0.0
82618ffffffffff,12050.0,0.0,1561.0,0.0
826197fffffffff,2.0,0.0,0.0,0.0
82619ffffffffff,383.0,0.0,0.0,0.0
8261affffffffff,2204.0,0.0,449.0,0.0
82640ffffffffff,1770.0,0.0,0.0,164.0
826417fffffffff,65.0,0.0,0.0,25.0
826427fffffffff,323.0,122.0,0.0,0.0
82642ffffffffff,13.0,0.0,0.0,0.0
826437fffffffff,1073.0,451.0,0.0,0.0
826487fffffffff,1758.0,0.0,0.0,904.0
82648ffffffffff,73.0,0.0,0.0,18.0
826497fffffffff,249.0,0.0,0.0,84.0
82649ffffffffff,96.0,0.0,0.0,38.0
8264a7fffffffff,4137.0,0.0,0.0,2435.0
8264affffffffff,19.0,0.0,0.0,0.0
8264b7fffffffff,848.0,0.0,0.0,414.0
8264e7fffffffff,743.0,0.0,0.0,88.0
826507fffffffff,961.0,93.0,0.0,0.0
82650ffffffffff,9.0,1.0,0.0,0.0
82651ffffffffff,554.0,244.0,0.0,0.0
826527fffffffff,1191.0,55.0,0.0,0.0
82652ffffffffff,3.0,0.0,0.0,0.0
826537fffffffff,6.0,0.0,0.0,0.0
826557fffffffff,1.0,0.0,0.0,0.0
826587fffffffff,1344.0,157.0,0.0,0.0
82658ffffffffff,3012.0,0.0,0.0,1475.0
826597fffffffff,836.0,174.0,0.0,9.0
82659ffffffffff,2137.0,39.0,0.0,873.0
8265a7fffffffff,6.0,0.0,0.0,0.0
8265b7fffffffff,308.0,6.0,0.0,1.0
826937fffffffff,117.0,0.0,0.0,2.0
828c17fffffffff,9.0,0.0,0.0,0.0
828c8ffffffffff,3.0,0.0,0.0,0.0
828caffffffffff,6.0,2.0,0.0,0.0
828d87fffffffff,3.0,0.0,0.0,0.0
828da7fffffffff,16.0,0.0,0.0,0.0
828db7fffffffff,19.0,4.0,0.0,0.0
829407fffffffff,6.0,0.0,0.0,0.0
829427fffffffff,76.0,22.0,0.0,0.0
82942ffffffffff,154.0,47.0,0.0,0.0
82951ffffffffff,143.0,22.0,0.0,0.0
829557fffffffff,4.0,0.0,0.0,0.0
82955ffffffffff,3.0,0.0,0.0,0.0
8295a7fffffffff,129.0,0.0,0.0,0.0
8295affffffffff,132.0,50.0,0.0,0.0
