cell_id,Chloris sinica,Chloris sinica [sinica Group],Chloris sinica kittlitzi
832e2dfffffffff,11.0,0.0,0.0
832e44fffffffff,38.0,0.0,0.0
832e46fffffffff,8.0,0.0,0.0
832e49fffffffff,2.0,0.0,0.0
832e60fffffffff,92.0,0.0,0.0
832e61fffffffff,343.0,0.0,0.0
832e62fffffffff,21.0,0.0,0.0
832e63fffffffff,36.0,0.0,0.0
832e64fffffffff,2.0,0.0,0.0
832e66fffffffff,16.0,0.0,0.0
832e68fffffffff,488.0,0.0,0.0
832e69fffffffff,7.0,0.0,0.0
832e6afffffffff,2.0,0.0,0.0
832e6bfffffffff,55.0,0.0,0.0
832e6cfffffffff,35.0,0.0,0.0
832e6dfffffffff,91.0,0.0,0.0
832e6efffffffff,7.0,0.0,0.0
832e70fffffffff,4.0,0.0,0.0
832e71fffffffff,4.0,0.0,0.0
832e72fffffffff,7.0,0.0,0.0
832e74fffffffff,80.0,0.0,0.0
832e75fffffffff,378.0,0.0,0.0
832e76fffffffff,14.0,0.0,0.0
832e88fffffffff,59.0,0.0,0.0
832e89fffffffff,5.0,0.0,0.0
832e8afffffffff,17.0,0.0,0.0
832e8cfffffffff,7.0,0.0,0.0
832e99fffffffff,10.0,0.0,0.0
832ea1fffffffff,3.0,0.0,0.0
832ea3fffffffff,4.0,0.0,0.0
832ea9fffffffff,6.0,0.0,0.0
832eacfffffffff,123.0,6.0,0.0
832eadfffffffff,48.0,1.0,0.0
832ec1fffffffff,4.0,0.0,0.0
832ec2fffffffff,6.0,0.0,0.0
832ec3fffffffff,2.0,0.0,0.0
832ec9fffffffff,4.0,0.0,0.0
832ecbfffffffff,3.0,0.0,0.0
832edafffffffff,2.0,0.0,0.0
832ee6fffffffff,1.0,0.0,0.0
832eebfffffffff,2.0,0.0,0.0
832ef2fffffffff,3.0,0.0,0.0
832ef4fffffffff,11.0,0.0,0.0
832ef5fffffffff,8.0,0.0,0.0
832ef6fffffffff,23.0,0.0,0.0
832f43fffffffff,9.0,0.0,0.0
832f58fffffffff,10.0,0.0,0.0
832f59fffffffff,6.0,0.0,0.0
832f5afffffffff,665.0,0.0,0.0
832f5bfffffffff,334.0,0.0,0.0
832f5dfffffffff,65.0,0.0,0.0
833000fffffffff,10.0,0.0,0.0
833005fffffffff,3.0,0.0,0.0
833006fffffffff,21.0,0.0,0.0
833010fffffffff,4.0,0.0,0.0
833011fffffffff,19.0,0.0,0.0
833012fffffffff,2.0,0.0,0.0
833015fffffffff,3.0,0.0,0.0
833019fffffffff,70.0,0.0,0.0
83301efffffffff,2.0,0.0,0.0
833025fffffffff,58.0,0.0,0.0
83302bfffffffff,17.0,0.0,0.0
833030fffffffff,59.0,0.0,0.0
833032fffffffff,4.0,0.0,0.0
833034fffffffff,4.0,0.0,0.0
833035fffffffff,1.0,0.0,0.0
833036fffffffff,1.0,0.0,0.0
833081fffffffff,5.0,0.0,0.0
833082fffffffff,2.0,0.0,0.0
833083fffffffff,12.0,0.0,0.0
833084fffffffff,2.0,0.0,0.0
83308efffffffff,7.0,0.0,0.0
833091fffffffff,31.0,0.0,0.0
833092fffffffff,2.0,0.0,0.0
833096fffffffff,3.0,0.0,0.0
833098fffffffff,66.0,0.0,0.0
833099fffffffff,72.0,0.0,0.0
83309afffffffff,215.0,1.0,0.0
83309bfffffffff,174.0,4.0,0.0
83309dfffffffff,7.0,0.0,0.0
83309efffffffff,26.0,2.0,0.0
8330a1fffffffff,2.0,0.0,0.0
8330a2fffffffff,6.0,0.0,0.0
8330a3fffffffff,8.0,0.0,0.0
8330acfffffffff,10.0,0.0,0.0
8330b0fffffffff,2.0,0.0,0.0
8330b5fffffffff,3.0,0.0,0.0
8330c0fffffffff,28.0,0.0,0.0
8330c1fffffffff,30.0,0.0,0.0
8330c2fffffffff,15.0,0.0,0.0
8330c3fffffffff,7.0,0.0,0.0
8330c4fffffffff,41.0,0.0,0.0
8330c5fffffffff,6.0,0.0,0.0
8330c6fffffffff,46.0,0.0,0.0
8330cbfffffffff,1.0,0.0,0.0
8330ccfffffffff,2.0,0.0,0.0
8330cefffffffff,10.0,0.0,0.0
8330d0fffffffff,20.0,0.0,0.0
8330d1fffffffff,94.0,0.0,0.0
8330d5fffffffff,12.0,0.0,0.0
8330d8fffffffff,10.0,0.0,0.0
8330d9fffffffff,47.0,0.0,0.0
8330dafffffffff,8.0,0.0,0.0
8330e0fffffffff,226.0,0.0,0.0
8330e1fffffffff,68.0,0.0,0.0
8330e2fffffffff,130.0,0.0,0.0
8330e3fffffffff,53.0,0.0,0.0
8330e4fffffffff,8.0,0.0,0.0
8330e5fffffffff,105.0,0.0,0.0
8330e8fffffffff,21.0,0.0,0.0
8330eafffffffff,23.0,0.0,0.0
8330ecfffffffff,43.0,0.0,0.0
8330eefffffffff,17.0,0.0,0.0
8330f3fffffffff,4.0,0.0,0.0
833113fffffffff,2.0,0.0,0.0
833118fffffffff,4.0,0.0,0.0
833126fffffffff,1.0,0.0,0.0
83312efffffffff,2.0,0.0,0.0
833134fffffffff,6.0,0.0,0.0
833145fffffffff,1.0,0.0,0.0
833146fffffffff,2.0,0.0,0.0
833150fffffffff,1.0,0.0,0.0
833155fffffffff,2.0,0.0,0.0
833159fffffffff,7.0,0.0,0.0
83315bfffffffff,56.0,0.0,0.0
833161fffffffff,3.0,0.0,0.0
833163fffffffff,3.0,0.0,0.0
83316cfffffffff,64.0,0.0,0.0
83316efffffffff,39.0,0.0,0.0
833181fffffffff,112.0,0.0,0.0
833182fffffffff,2.0,0.0,0.0
833183fffffffff,2.0,0.0,0.0
833185fffffffff,508.0,2.0,0.0
83318cfffffffff,23.0,0.0,0.0
83318dfffffffff,14.0,0.0,0.0
833190fffffffff,14.0,0.0,0.0
833191fffffffff,2.0,0.0,0.0
833192fffffffff,11.0,0.0,0.0
833199fffffffff,4.0,0.0,0.0
83319bfffffffff,1.0,0.0,0.0
83319cfffffffff,1.0,0.0,0.0
83319dfffffffff,3.0,0.0,0.0
8331a3fffffffff,5.0,0.0,0.0
8331a8fffffffff,134.0,0.0,0.0
8331aafffffffff,1616.0,3.0,0.0
8331abfffffffff,8.0,0.0,0.0
8331aefffffffff,36.0,0.0,0.0
8331b4fffffffff,6.0,0.0,0.0
834003fffffffff,6.0,0.0,0.0
834004fffffffff,3.0,0.0,0.0
834008fffffffff,1.0,0.0,0.0
834009fffffffff,2.0,0.0,0.0
83400afffffffff,4.0,0.0,0.0
83400cfffffffff,13.0,0.0,0.0
834012fffffffff,7.0,0.0,0.0
834013fffffffff,5.0,0.0,0.0
834019fffffffff,5.0,0.0,0.0
83401dfffffffff,10.0,0.0,0.0
834021fffffffff,1.0,0.0,0.0
834022fffffffff,4.0,0.0,0.0
834024fffffffff,1.0,0.0,0.0
83402afffffffff,2.0,0.0,0.0
83402dfffffffff,2.0,0.0,0.0
834030fffffffff,10.0,0.0,0.0
834034fffffffff,9.0,0.0,0.0
834043fffffffff,1.0,0.0,0.0
834052fffffffff,10.0,0.0,0.0
83405cfffffffff,3.0,0.0,0.0
834071fffffffff,5.0,0.0,0.0
834076fffffffff,1.0,0.0,0.0
834088fffffffff,4.0,0.0,0.0
834089fffffffff,19.0,0.0,0.0
83408afffffffff,4.0,0.0,0.0
83408bfffffffff,1.0,0.0,0.0
83408dfffffffff,12.0,0.0,0.0
83408efffffffff,8.0,0.0,0.0
834090fffffffff,9.0,0.0,0.0
834095fffffffff,4.0,0.0,0.0
834096fffffffff,2.0,0.0,0.0
8340a0fffffffff,10.0,0.0,0.0
8340a1fffffffff,1.0,0.0,0.0
8340a6fffffffff,10.0,0.0,0.0
8340a8fffffffff,4.0,0.0,0.0
8340aefffffffff,5.0,0.0,0.0
8340b5fffffffff,47.0,0.0,0.0
8340c0fffffffff,6.0,0.0,0.0
8340c2fffffffff,13.0,1.0,0.0
8340c4fffffffff,10.0,0.0,0.0
8340c5fffffffff,8.0,0.0,0.0
8340c6fffffffff,30.0,1.0,0.0
8340cefffffffff,2.0,0.0,0.0
8340d0fffffffff,4.0,0.0,0.0
8340dafffffffff,2.0,0.0,0.0
8340dbfffffffff,2.0,0.0,0.0
8340defffffffff,5.0,0.0,0.0
8340e1fffffffff,83.0,4.0,0.0
8340e2fffffffff,4.0,0.0,0.0
8340e3fffffffff,150.0,1.0,0.0
8340e5fffffffff,12.0,0.0,0.0
8340e6fffffffff,2.0,0.0,0.0
8340eafffffffff,2.0,0.0,0.0
8340ecfffffffff,6.0,0.0,0.0
8340eefffffffff,12.0,0.0,0.0
8340f1fffffffff,8.0,0.0,0.0
8340f3fffffffff,1.0,0.0,0.0
8340f6fffffffff,1.0,0.0,0.0
834103fffffffff,1.0,0.0,0.0
834111fffffffff,3.0,0.0,0.0
834112fffffffff,1.0,0.0,0.0
834118fffffffff,11.0,0.0,0.0
834119fffffffff,2.0,0.0,0.0
83411afffffffff,6.0,1.0,0.0
83411bfffffffff,2.0,0.0,0.0
83411cfffffffff,97.0,0.0,0.0
83411dfffffffff,29.0,0.0,0.0
834143fffffffff,5.0,0.0,0.0
834152fffffffff,2.0,0.0,0.0
834153fffffffff,8.0,0.0,0.0
834154fffffffff,1.0,0.0,0.0
83415afffffffff,2.0,0.0,0.0
83415cfffffffff,4.0,0.0,0.0
834160fffffffff,9.0,0.0,0.0
834163fffffffff,1.0,0.0,0.0
834164fffffffff,4.0,0.0,0.0
834171fffffffff,6.0,0.0,0.0
834183fffffffff,9.0,0.0,0.0
834185fffffffff,4.0,0.0,0.0
834189fffffffff,11.0,0.0,0.0
83418afffffffff,2.0,0.0,0.0
83418bfffffffff,3.0,0.0,0.0
83418cfffffffff,2.0,0.0,0.0
834190fffffffff,12.0,0.0,0.0
834191fffffffff,10.0,0.0,0.0
834192fffffffff,42.0,1.0,0.0
834193fffffffff,1.0,0.0,0.0
834194fffffffff,4.0,0.0,0.0
834196fffffffff,3.0,0.0,0.0
834198fffffffff,4.0,0.0,0.0
834199fffffffff,3.0,0.0,0.0
83419dfffffffff,45.0,1.0,0.0
8341a0fffffffff,67.0,0.0,0.0
8341a4fffffffff,666.0,0.0,0.0
8341a5fffffffff,647.0,0.0,0.0
8341a6fffffffff,2.0,0.0,0.0
8341b0fffffffff,3.0,0.0,0.0
8341b2fffffffff,19.0,0.0,0.0
8341b4fffffffff,158.0,0.0,0.0
8341b5fffffffff,840.0,2.0,0.0
8341b6fffffffff,23.0,1.0,0.0
834b30fffffffff,16.0,0.0,0.0
834b32fffffffff,7.0,1.0,0.0
834b34fffffffff,5.0,0.0,0.0
834b35fffffffff,18.0,0.0,0.0
834b36fffffffff,2.0,0.0,0.0
834b60fffffffff,9.0,0.0,0.0
834b61fffffffff,2.0,0.0,0.0
834b62fffffffff,49.0,0.0,0.0
834b64fffffffff,32.0,0.0,0.0
834b65fffffffff,51.0,0.0,0.0
834b66fffffffff,76.0,0.0,0.0
834b6dfffffffff,8.0,0.0,0.0
834b71fffffffff,6.0,0.0,0.0
834b73fffffffff,2.0,0.0,0.0
834b75fffffffff,321.0,0.0,0.0
834b84fffffffff,6.0,0.0,0.0
834b86fffffffff,2.0,0.0,0.0
834ba0fffffffff,16.0,0.0,0.0
834ba1fffffffff,80.0,0.0,0.0
834ba2fffffffff,21.0,0.0,0.0
834ba5fffffffff,31.0,0.0,0.0
834ba6fffffffff,2.0,0.0,0.0
834bb5fffffffff,54.0,0.0,0.0
8365b6fffffffff,3.0,0.0,0.0
