cell_id,Buteo buteo,Buteo buteo buteo,Buteo buteo arrigonii,Buteo buteo rothschildi,Buteo buteo insularum,Buteo buteo bannermani,Buteo buteo vulpinus/menetriesi
821f5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821f67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,6.0,3.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,7.0,6.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,99.0,99.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82202ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82204ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,4.0
82205ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
822087fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82209ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8220e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822517fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,15.0
8225b7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
822c07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
822c0ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
822c1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c27fffffffff,6.0,4.0,0.0,0.0,0.0,0.0,2.0
822c4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c57fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822c97fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
822cc7fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
822ccffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822ce7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
822cf7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822d0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
822db7fffffffff,55.0,2.0,0.0,0.0,0.0,0.0,30.0
82344ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,159.0,58.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,20.0,18.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,65.0,17.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,56.0,11.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,98.0,13.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,45.0,24.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,77.0,56.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,12.0,8.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,361.0,156.0,0.0,0.0,0.0,0.0,0.0
823c0ffffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
823c17fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
823c97fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823caffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823cc7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
823ceffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
823d07fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,1.0
823d27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,5.0
823d87fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,2.0
823d8ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823d97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,3.0
823daffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823db7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823e47fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,17.0
823e67fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
823e6ffffffffff,63.0,0.0,0.0,0.0,0.0,0.0,44.0
823f37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
823f67fffffffff,12.0,4.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,4.0,4.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82404ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,8.0
824257fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
82425ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,9.0
8242cffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,5.0
8242dffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,5.0
8242effffffffff,12.0,0.0,0.0,0.0,0.0,0.0,4.0
824367fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
824377fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824387fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,8.0
8243a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,8.0,0.0,0.0,0.0,0.0,0.0,4.0
825217fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
82521ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82528ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
825297fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,3.0
82529ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8252d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
825337fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82534ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8253affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8253b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826007fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,1.0
826017fffffffff,61.0,0.0,0.0,0.0,0.0,0.0,17.0
82601ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
826027fffffffff,14.0,1.0,0.0,0.0,0.0,0.0,1.0
826037fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,7.0
82608ffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,16.0
826097fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,32.0,0.0,0.0,0.0,0.0,0.0,1.0
8260b7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,1.0
826107fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,3.0
82611ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
82619ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826337fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
826437fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,27.0
8264a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
826507fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,4.0
826527fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,11.0
82659ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,4.0
826a5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,2.0
826adffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826aeffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
827a47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827a4ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,11.0
827a67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827a6ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,3.0
827acffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
827b4ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,1.0
827b5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8282d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
829697fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
82972ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
82975ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82ad37fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc6ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
82bcd7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
82bce7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
82bceffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
