cell_id,Myiarchus tyrannulus,Myiarchus tyrannulus magister,Myiarchus tyrannulus [cooperi Group],Myiarchus tyrannulus brachyurus,Myiarchus tyrannulus tyrannulus/bahiae
8366e8fffffffff,1.0,0.0,0.0,0.0,0.0
8366eefffffffff,30.0,0.0,0.0,0.0,0.0
836744fffffffff,18.0,0.0,0.0,0.0,0.0
836746fffffffff,12.0,0.0,0.0,0.0,0.0
836773fffffffff,7.0,0.0,0.0,0.0,0.0
836d04fffffffff,4.0,0.0,4.0,0.0,0.0
836d05fffffffff,2.0,0.0,1.0,0.0,0.0
836d06fffffffff,4.0,4.0,0.0,0.0,0.0
836d15fffffffff,21.0,19.0,0.0,0.0,0.0
836d23fffffffff,17.0,0.0,11.0,0.0,0.0
836d28fffffffff,9.0,0.0,0.0,0.0,0.0
836d29fffffffff,6.0,0.0,0.0,0.0,0.0
836d2afffffffff,2.0,0.0,0.0,0.0,0.0
836d2bfffffffff,23.0,0.0,0.0,0.0,0.0
836d2cfffffffff,10.0,0.0,0.0,0.0,0.0
836d2dfffffffff,13.0,0.0,0.0,0.0,0.0
836d31fffffffff,46.0,0.0,38.0,0.0,0.0
836d32fffffffff,3.0,1.0,0.0,0.0,0.0
836d33fffffffff,6.0,6.0,0.0,0.0,0.0
836d34fffffffff,1.0,0.0,0.0,0.0,0.0
836d36fffffffff,6.0,0.0,0.0,0.0,0.0
836d68fffffffff,14.0,0.0,0.0,11.0,0.0
836d69fffffffff,25.0,0.0,0.0,25.0,0.0
836d6afffffffff,6.0,0.0,0.0,6.0,0.0
836d6cfffffffff,3.0,0.0,0.0,0.0,0.0
836d6dfffffffff,20.0,0.0,0.0,0.0,0.0
838121fffffffff,3.0,0.0,0.0,0.0,3.0
838b20fffffffff,2.0,0.0,0.0,0.0,2.0
838b22fffffffff,4.0,0.0,0.0,0.0,4.0
838b61fffffffff,4.0,0.0,0.0,0.0,0.0
838b69fffffffff,5.0,0.0,0.0,0.0,0.0
838b71fffffffff,5.0,0.0,0.0,0.0,0.0
838f54fffffffff,1.0,0.0,0.0,0.0,1.0
83a92dfffffffff,3.0,0.0,0.0,0.0,0.0
83a946fffffffff,6.0,0.0,0.0,0.0,0.0
83a953fffffffff,10.0,0.0,0.0,0.0,0.0
83a955fffffffff,8.0,0.0,0.0,0.0,0.0
83a95efffffffff,2.0,0.0,0.0,0.0,0.0
83a961fffffffff,59.0,0.0,0.0,0.0,0.0
83a964fffffffff,48.0,0.0,0.0,0.0,0.0
83a965fffffffff,8.0,0.0,0.0,0.0,0.0
83a96cfffffffff,29.0,0.0,0.0,0.0,0.0
83a96efffffffff,1.0,0.0,0.0,0.0,0.0
83b209fffffffff,1.0,0.0,0.0,0.0,0.0
83b242fffffffff,1.0,0.0,0.0,0.0,0.0
83b246fffffffff,2.0,0.0,0.0,0.0,0.0
83b251fffffffff,5.0,0.0,0.0,0.0,0.0
83b25dfffffffff,3.0,0.0,0.0,0.0,0.0
83b26dfffffffff,14.0,0.0,0.0,0.0,0.0
83b270fffffffff,10.0,0.0,0.0,0.0,0.0
83b271fffffffff,2.0,0.0,0.0,0.0,0.0
83b272fffffffff,2.0,0.0,0.0,0.0,0.0
83b2ebfffffffff,2.0,0.0,0.0,0.0,0.0
83b35afffffffff,1.0,0.0,0.0,0.0,0.0
83c2c5fffffffff,4.0,0.0,0.0,0.0,0.0
83c2d9fffffffff,35.0,0.0,0.0,0.0,0.0
83c2ddfffffffff,1.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,32.0,0.0,0.0,0.0,0.0
83c2eafffffffff,2.0,0.0,0.0,0.0,0.0
