cell_id,Ardea herodias,Ardea herodias [herodias Group],Ardea herodias occidentalis,Ardea herodias wardi x occidentalis
8413861ffffffff,5.0,0.0,0.0,0.0
8413867ffffffff,4.0,0.0,0.0,0.0
84139e1ffffffff,2.0,2.0,0.0,0.0
8413b57ffffffff,2.0,0.0,0.0,0.0
8418729ffffffff,12.0,0.0,0.0,0.0
841aa07ffffffff,2.0,0.0,0.0,0.0
841aa23ffffffff,9.0,0.0,0.0,0.0
841aa27ffffffff,1.0,0.0,0.0,0.0
841aa35ffffffff,2.0,0.0,0.0,0.0
841aa3dffffffff,11.0,0.0,0.0,0.0
841ab0bffffffff,1.0,0.0,0.0,0.0
841ab4dffffffff,2.0,0.0,0.0,0.0
841b839ffffffff,1.0,0.0,0.0,0.0
841b985ffffffff,2.0,0.0,0.0,0.0
841b98dffffffff,4.0,0.0,0.0,0.0
841b995ffffffff,2.0,0.0,0.0,0.0
841b99bffffffff,2.0,0.0,0.0,0.0
841b9a5ffffffff,15.0,0.0,0.0,0.0
841b9a9ffffffff,10.0,2.0,0.0,0.0
841b9adffffffff,8.0,0.0,0.0,0.0
841b9e1ffffffff,1.0,0.0,0.0,0.0
841b9ebffffffff,2.0,0.0,0.0,0.0
841bb07ffffffff,2.0,0.0,0.0,0.0
8426047ffffffff,2.0,0.0,0.0,0.0
8426067ffffffff,1.0,0.0,0.0,0.0
8426085ffffffff,9.0,6.0,0.0,0.0
842608dffffffff,2.0,2.0,0.0,0.0
8426099ffffffff,1.0,0.0,0.0,0.0
84260a1ffffffff,6.0,4.0,0.0,0.0
84260a7ffffffff,1.0,1.0,0.0,0.0
84260a9ffffffff,5.0,3.0,0.0,0.0
84260adffffffff,4.0,4.0,0.0,0.0
84260b3ffffffff,1.0,1.0,0.0,0.0
84260b9ffffffff,3.0,0.0,0.0,0.0
84260d9ffffffff,2.0,0.0,0.0,0.0
84260e3ffffffff,9.0,5.0,0.0,0.0
84260e7ffffffff,4.0,4.0,0.0,0.0
8426117ffffffff,1.0,0.0,0.0,0.0
8426137ffffffff,2.0,0.0,0.0,0.0
8426139ffffffff,1.0,0.0,0.0,0.0
8426165ffffffff,2.0,0.0,0.0,0.0
84261b3ffffffff,2.0,0.0,0.0,0.0
8426229ffffffff,2.0,0.0,0.0,0.0
8426245ffffffff,2.0,0.0,0.0,0.0
8426249ffffffff,2.0,0.0,0.0,0.0
8426269ffffffff,2.0,0.0,0.0,0.0
842626bffffffff,1.0,1.0,0.0,0.0
842626dffffffff,2.0,0.0,0.0,0.0
8426345ffffffff,2.0,0.0,0.0,0.0
842634dffffffff,2.0,2.0,0.0,0.0
8426405ffffffff,3.0,0.0,0.0,0.0
8426407ffffffff,1.0,0.0,0.0,0.0
8426409ffffffff,1.0,1.0,0.0,0.0
842640dffffffff,5.0,0.0,0.0,0.0
8426417ffffffff,2.0,0.0,0.0,0.0
842642bffffffff,1.0,0.0,0.0,0.0
8426437ffffffff,1.0,0.0,0.0,0.0
8426443ffffffff,4.0,0.0,0.0,0.0
8426459ffffffff,1.0,0.0,0.0,0.0
8426461ffffffff,12.0,0.0,0.0,0.0
8426463ffffffff,11.0,0.0,0.0,0.0
8426467ffffffff,1.0,0.0,0.0,0.0
842646bffffffff,27.0,0.0,0.0,0.0
8426481ffffffff,5.0,3.0,0.0,0.0
8426483ffffffff,5.0,5.0,0.0,0.0
8426487ffffffff,2.0,2.0,0.0,0.0
8426489ffffffff,45.0,29.0,0.0,0.0
842648bffffffff,3.0,3.0,0.0,0.0
842648dffffffff,8.0,8.0,0.0,0.0
8426493ffffffff,1.0,0.0,0.0,0.0
842649bffffffff,2.0,0.0,0.0,0.0
842649dffffffff,5.0,3.0,0.0,0.0
84264a1ffffffff,8.0,6.0,0.0,0.0
84264a5ffffffff,2.0,2.0,0.0,0.0
84264a7ffffffff,13.0,7.0,0.0,0.0
84264abffffffff,3.0,3.0,0.0,0.0
84264adffffffff,7.0,1.0,0.0,0.0
84264b9ffffffff,25.0,19.0,0.0,0.0
84264c3ffffffff,31.0,29.0,0.0,0.0
84264c5ffffffff,2.0,2.0,0.0,0.0
84264c7ffffffff,132.0,127.0,0.0,0.0
84264cbffffffff,1.0,1.0,0.0,0.0
84264d1ffffffff,22.0,10.0,0.0,0.0
84264d7ffffffff,2.0,0.0,0.0,0.0
84264d9ffffffff,25.0,16.0,0.0,0.0
84264dbffffffff,6.0,6.0,0.0,0.0
84264ddffffffff,2.0,0.0,0.0,0.0
84264e1ffffffff,8.0,0.0,0.0,0.0
84264e5ffffffff,36.0,35.0,0.0,0.0
84264e7ffffffff,1.0,1.0,0.0,0.0
8426515ffffffff,2.0,0.0,0.0,0.0
8426521ffffffff,17.0,3.0,0.0,0.0
8426529ffffffff,2.0,2.0,0.0,0.0
842652bffffffff,2.0,0.0,0.0,0.0
8426531ffffffff,3.0,0.0,0.0,0.0
8426533ffffffff,1.0,0.0,0.0,0.0
842653bffffffff,2.0,0.0,0.0,0.0
842653dffffffff,1.0,0.0,0.0,0.0
8426541ffffffff,1.0,0.0,0.0,0.0
8426551ffffffff,1.0,0.0,0.0,0.0
8426555ffffffff,23.0,0.0,0.0,0.0
8426557ffffffff,2.0,0.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0,0.0
8426565ffffffff,4.0,2.0,0.0,0.0
8426567ffffffff,29.0,1.0,0.0,0.0
8426589ffffffff,2.0,0.0,0.0,0.0
8426599ffffffff,2.0,2.0,0.0,0.0
842659bffffffff,44.0,37.0,0.0,0.0
84265a3ffffffff,9.0,5.0,0.0,0.0
84265a9ffffffff,1.0,0.0,0.0,0.0
84265b5ffffffff,7.0,2.0,0.0,0.0
84265b9ffffffff,2.0,2.0,0.0,0.0
84265d9ffffffff,2.0,0.0,0.0,0.0
84265dbffffffff,11.0,11.0,0.0,0.0
84265e7ffffffff,9.0,0.0,0.0,0.0
8426603ffffffff,2.0,0.0,0.0,0.0
8426631ffffffff,2.0,0.0,0.0,0.0
8426641ffffffff,6.0,4.0,0.0,0.0
8426645ffffffff,10.0,2.0,0.0,0.0
8426649ffffffff,4.0,2.0,0.0,0.0
8426661ffffffff,1.0,1.0,0.0,0.0
8426669ffffffff,2.0,2.0,0.0,0.0
8426689ffffffff,21.0,0.0,7.0,0.0
842669bffffffff,7.0,0.0,0.0,0.0
84266a9ffffffff,1.0,0.0,0.0,0.0
84266bbffffffff,1.0,0.0,0.0,0.0
84266e1ffffffff,23.0,0.0,0.0,0.0
84266e3ffffffff,2.0,2.0,0.0,0.0
84266e7ffffffff,2.0,0.0,0.0,0.0
8426719ffffffff,4.0,0.0,0.0,0.0
842675dffffffff,2.0,0.0,0.0,0.0
8426801ffffffff,14.0,2.0,0.0,0.0
8426805ffffffff,5.0,0.0,0.0,0.0
8426809ffffffff,3.0,0.0,0.0,0.0
842680bffffffff,12.0,0.0,0.0,0.0
842680dffffffff,2.0,0.0,0.0,0.0
8426811ffffffff,8.0,0.0,0.0,0.0
8426813ffffffff,4.0,2.0,0.0,0.0
8426819ffffffff,9.0,0.0,0.0,0.0
842681bffffffff,74.0,0.0,0.0,0.0
842681dffffffff,2.0,0.0,0.0,0.0
8426831ffffffff,3.0,0.0,0.0,0.0
8426833ffffffff,3.0,0.0,0.0,0.0
8426835ffffffff,4.0,0.0,0.0,0.0
842683dffffffff,1.0,0.0,0.0,0.0
8426853ffffffff,5.0,2.0,0.0,0.0
8426859ffffffff,4.0,2.0,0.0,0.0
8426881ffffffff,60.0,0.0,0.0,0.0
8426885ffffffff,5.0,0.0,0.0,0.0
8426887ffffffff,16.0,3.0,0.0,0.0
8426889ffffffff,12.0,4.0,0.0,0.0
842688dffffffff,3.0,0.0,0.0,0.0
8426891ffffffff,4.0,4.0,0.0,0.0
8426899ffffffff,12.0,8.0,0.0,0.0
842689dffffffff,1.0,0.0,0.0,0.0
84268a1ffffffff,2.0,0.0,0.0,0.0
84268a3ffffffff,8.0,2.0,0.0,0.0
84268adffffffff,3.0,0.0,0.0,0.0
84268b1ffffffff,2.0,0.0,0.0,0.0
84268b9ffffffff,9.0,8.0,0.0,0.0
84268bdffffffff,2.0,2.0,0.0,0.0
84268c1ffffffff,1.0,0.0,0.0,0.0
84268c5ffffffff,59.0,0.0,0.0,0.0
84268c7ffffffff,4.0,2.0,0.0,0.0
84268cdffffffff,93.0,16.0,0.0,0.0
84268d1ffffffff,3.0,0.0,0.0,0.0
84268d3ffffffff,34.0,8.0,0.0,0.0
84268d7ffffffff,69.0,35.0,0.0,0.0
84268d9ffffffff,14.0,0.0,0.0,0.0
84268ddffffffff,9.0,0.0,0.0,0.0
84268e1ffffffff,10.0,0.0,0.0,0.0
84268e9ffffffff,10.0,0.0,0.0,0.0
84268ebffffffff,28.0,0.0,0.0,0.0
84268edffffffff,5.0,0.0,0.0,0.0
8426905ffffffff,7.0,4.0,0.0,0.0
842690dffffffff,4.0,2.0,0.0,0.0
8426929ffffffff,6.0,3.0,0.0,0.0
842694dffffffff,2.0,2.0,0.0,0.0
8426957ffffffff,1.0,0.0,0.0,0.0
842695bffffffff,2.0,0.0,0.0,0.0
8426961ffffffff,127.0,100.0,0.0,0.0
8426963ffffffff,38.0,9.0,0.0,0.0
8426969ffffffff,83.0,19.0,0.0,0.0
842696bffffffff,4.0,4.0,0.0,0.0
8426987ffffffff,16.0,2.0,0.0,0.0
842698dffffffff,2.0,0.0,0.0,0.0
8426991ffffffff,15.0,0.0,0.0,0.0
8426995ffffffff,8.0,0.0,0.0,0.0
8426997ffffffff,2.0,0.0,0.0,0.0
8426999ffffffff,8.0,0.0,0.0,0.0
842699bffffffff,3.0,0.0,0.0,0.0
84269a1ffffffff,1.0,0.0,0.0,0.0
84269b9ffffffff,3.0,2.0,0.0,0.0
84269c1ffffffff,15.0,0.0,0.0,0.0
84269c3ffffffff,7.0,5.0,0.0,0.0
84269cbffffffff,14.0,0.0,0.0,0.0
84269cdffffffff,6.0,3.0,0.0,0.0
84269d1ffffffff,15.0,0.0,0.0,0.0
84269d5ffffffff,13.0,0.0,0.0,0.0
84269d7ffffffff,2.0,0.0,0.0,0.0
84269d9ffffffff,1.0,0.0,0.0,0.0
84269dbffffffff,1.0,0.0,0.0,0.0
84269e9ffffffff,2.0,0.0,0.0,0.0
8426a81ffffffff,4.0,0.0,0.0,0.0
8426a83ffffffff,3.0,0.0,0.0,0.0
8426a87ffffffff,46.0,0.0,0.0,0.0
8426a8bffffffff,15.0,2.0,0.0,0.0
8426a97ffffffff,4.0,0.0,0.0,0.0
8426aa1ffffffff,21.0,0.0,0.0,0.0
8426aa5ffffffff,42.0,3.0,0.0,0.0
8426aa7ffffffff,28.0,0.0,0.0,0.0
8426aa9ffffffff,2.0,0.0,0.0,0.0
8426aabffffffff,25.0,0.0,0.0,0.0
8426aadffffffff,6.0,2.0,0.0,0.0
8426ab3ffffffff,4.0,0.0,0.0,0.0
8426ab7ffffffff,2.0,0.0,0.0,0.0
8426ab9ffffffff,2.0,2.0,0.0,0.0
8426abbffffffff,2.0,0.0,0.0,0.0
8426acbffffffff,2.0,0.0,0.0,0.0
8426ad1ffffffff,6.0,2.0,0.0,0.0
8426ad7ffffffff,1.0,0.0,0.0,0.0
8426b0bffffffff,6.0,0.0,0.0,0.0
8426b65ffffffff,1.0,1.0,0.0,0.0
8426c49ffffffff,4.0,2.0,0.0,0.0
8426c5bffffffff,2.0,2.0,0.0,0.0
8426c83ffffffff,2.0,0.0,0.0,0.0
8426c87ffffffff,3.0,1.0,0.0,0.0
8426c91ffffffff,3.0,0.0,0.0,0.0
8426c99ffffffff,7.0,0.0,0.0,0.0
8426c9dffffffff,123.0,0.0,0.0,0.0
8426cb7ffffffff,2.0,0.0,0.0,0.0
8426cbdffffffff,1.0,1.0,0.0,0.0
8426d11ffffffff,1.0,0.0,0.0,0.0
8426d17ffffffff,1.0,0.0,0.0,0.0
8426d1bffffffff,2.0,0.0,0.0,0.0
8426d1dffffffff,2.0,0.0,0.0,0.0
8426d39ffffffff,1.0,0.0,0.0,0.0
8426d45ffffffff,13.0,0.0,0.0,0.0
8426d49ffffffff,2.0,2.0,0.0,0.0
8426d57ffffffff,2.0,0.0,0.0,0.0
8426dc1ffffffff,2.0,0.0,0.0,0.0
8426dcbffffffff,1.0,0.0,0.0,0.0
8426e03ffffffff,2.0,2.0,0.0,0.0
8426e19ffffffff,15.0,13.0,0.0,0.0
8426e21ffffffff,15.0,1.0,0.0,0.0
8426e23ffffffff,1.0,0.0,0.0,0.0
8426e2dffffffff,23.0,2.0,0.0,0.0
8426e31ffffffff,2.0,0.0,0.0,0.0
8426e33ffffffff,1.0,0.0,0.0,0.0
8426e39ffffffff,6.0,6.0,0.0,0.0
8426e41ffffffff,5.0,0.0,0.0,0.0
8426e51ffffffff,1.0,1.0,0.0,0.0
8426e53ffffffff,5.0,5.0,0.0,0.0
8426e57ffffffff,7.0,6.0,0.0,0.0
8426e59ffffffff,8.0,8.0,0.0,0.0
8426e5bffffffff,12.0,4.0,0.0,0.0
8426e9dffffffff,3.0,0.0,0.0,0.0
8426ecdffffffff,3.0,0.0,0.0,0.0
8426ed5ffffffff,2.0,2.0,0.0,0.0
8426edbffffffff,2.0,2.0,0.0,0.0
8426ee5ffffffff,2.0,2.0,0.0,0.0
8426ee7ffffffff,3.0,3.0,0.0,0.0
8426f21ffffffff,2.0,2.0,0.0,0.0
8426f25ffffffff,23.0,9.0,0.0,0.0
8426f27ffffffff,22.0,5.0,0.0,0.0
8426f2bffffffff,3.0,0.0,0.0,0.0
8426f2dffffffff,44.0,8.0,0.0,0.0
8426f35ffffffff,5.0,5.0,0.0,0.0
8426f3bffffffff,2.0,0.0,0.0,0.0
84270e3ffffffff,2.0,0.0,0.0,0.0
842711bffffffff,2.0,0.0,0.0,0.0
8427147ffffffff,2.0,2.0,0.0,0.0
84271b7ffffffff,2.0,0.0,0.0,0.0
84271c9ffffffff,2.0,2.0,0.0,0.0
84271ebffffffff,2.0,0.0,0.0,0.0
8427401ffffffff,3.0,0.0,0.0,0.0
8427407ffffffff,2.0,0.0,0.0,0.0
8427409ffffffff,2.0,0.0,0.0,0.0
842740dffffffff,3.0,3.0,0.0,0.0
8427411ffffffff,25.0,10.0,0.0,0.0
8427419ffffffff,5.0,0.0,0.0,0.0
842741bffffffff,1.0,0.0,0.0,0.0
8427435ffffffff,2.0,0.0,0.0,0.0
8427439ffffffff,2.0,0.0,0.0,0.0
842743dffffffff,1.0,0.0,0.0,0.0
8427441ffffffff,2.0,0.0,0.0,0.0
8427445ffffffff,9.0,4.0,0.0,0.0
842744bffffffff,4.0,0.0,0.0,0.0
8427453ffffffff,2.0,0.0,0.0,0.0
8427459ffffffff,2.0,2.0,0.0,0.0
842745bffffffff,8.0,6.0,0.0,0.0
8427469ffffffff,3.0,3.0,0.0,0.0
8427481ffffffff,66.0,4.0,0.0,0.0
8427483ffffffff,1.0,0.0,0.0,0.0
8427485ffffffff,15.0,0.0,0.0,0.0
8427487ffffffff,5.0,0.0,0.0,0.0
8427489ffffffff,2.0,0.0,0.0,0.0
842748bffffffff,8.0,0.0,0.0,0.0
842748dffffffff,219.0,0.0,0.0,0.0
8427491ffffffff,12.0,0.0,0.0,0.0
8427493ffffffff,3.0,0.0,0.0,0.0
8427495ffffffff,11.0,10.0,0.0,0.0
8427497ffffffff,2.0,0.0,0.0,0.0
8427499ffffffff,104.0,10.0,0.0,0.0
842749bffffffff,14.0,9.0,0.0,0.0
842749dffffffff,9.0,3.0,0.0,0.0
84274a3ffffffff,2.0,0.0,0.0,0.0
84274abffffffff,14.0,0.0,0.0,0.0
84274b1ffffffff,12.0,7.0,0.0,0.0
84274b5ffffffff,16.0,0.0,0.0,0.0
84274b9ffffffff,26.0,19.0,0.0,0.0
84274bbffffffff,18.0,0.0,18.0,0.0
84274bdffffffff,5.0,5.0,0.0,0.0
84274c1ffffffff,14.0,0.0,0.0,0.0
84274c3ffffffff,2.0,0.0,0.0,0.0
84274c5ffffffff,2.0,0.0,0.0,0.0
84274c9ffffffff,3.0,0.0,0.0,0.0
84274cbffffffff,22.0,1.0,0.0,0.0
84274cdffffffff,2.0,0.0,0.0,0.0
84274d1ffffffff,5.0,0.0,0.0,0.0
84274d3ffffffff,76.0,17.0,0.0,0.0
84274d5ffffffff,23.0,3.0,0.0,0.0
84274d7ffffffff,26.0,0.0,0.0,0.0
84274d9ffffffff,16.0,4.0,0.0,0.0
84274dbffffffff,29.0,0.0,0.0,0.0
84274ddffffffff,47.0,4.0,0.0,0.0
84274e1ffffffff,1.0,0.0,0.0,0.0
84274e3ffffffff,58.0,6.0,0.0,0.0
8427505ffffffff,2.0,0.0,0.0,0.0
8427507ffffffff,4.0,0.0,0.0,0.0
8427523ffffffff,5.0,0.0,0.0,0.0
8427527ffffffff,2.0,0.0,0.0,0.0
8427529ffffffff,5.0,0.0,0.0,0.0
8427541ffffffff,2.0,0.0,0.0,0.0
8427551ffffffff,3.0,3.0,0.0,0.0
8427553ffffffff,5.0,3.0,0.0,0.0
842755bffffffff,3.0,3.0,0.0,0.0
842755dffffffff,1.0,1.0,0.0,0.0
8427565ffffffff,2.0,0.0,0.0,0.0
8427569ffffffff,3.0,3.0,0.0,0.0
8427581ffffffff,4.0,0.0,0.0,0.0
8427583ffffffff,7.0,0.0,0.0,0.0
8427587ffffffff,3.0,1.0,0.0,0.0
842758bffffffff,10.0,0.0,0.0,0.0
842758dffffffff,2.0,0.0,0.0,0.0
8427593ffffffff,4.0,0.0,0.0,0.0
8427599ffffffff,14.0,0.0,0.0,0.0
842759dffffffff,11.0,6.0,0.0,0.0
84275a1ffffffff,1.0,0.0,0.0,0.0
84275c3ffffffff,8.0,0.0,0.0,0.0
84275c5ffffffff,1.0,0.0,0.0,0.0
84275d3ffffffff,3.0,3.0,0.0,0.0
84275d5ffffffff,4.0,0.0,0.0,0.0
84275d7ffffffff,4.0,0.0,0.0,0.0
84275d9ffffffff,1.0,1.0,0.0,0.0
84275e9ffffffff,4.0,0.0,0.0,0.0
8427631ffffffff,11.0,2.0,0.0,0.0
842763bffffffff,4.0,0.0,0.0,0.0
8427685ffffffff,2.0,0.0,0.0,0.0
8427693ffffffff,2.0,0.0,0.0,0.0
842769bffffffff,1.0,1.0,0.0,0.0
84276a1ffffffff,5.0,0.0,0.0,0.0
84276a5ffffffff,3.0,0.0,0.0,0.0
84276a7ffffffff,15.0,0.0,0.0,0.0
84276adffffffff,3.0,0.0,0.0,0.0
84276b1ffffffff,6.0,2.0,0.0,0.0
84276b5ffffffff,6.0,2.0,0.0,0.0
84276b7ffffffff,57.0,14.0,0.0,0.0
84276bdffffffff,16.0,8.0,0.0,0.0
84276d3ffffffff,20.0,0.0,0.0,0.0
84276e5ffffffff,5.0,2.0,0.0,0.0
84276e7ffffffff,2.0,2.0,0.0,0.0
84276edffffffff,4.0,0.0,0.0,0.0
8427711ffffffff,1.0,0.0,0.0,0.0
8427713ffffffff,2.0,2.0,0.0,0.0
8427737ffffffff,3.0,3.0,0.0,0.0
842773bffffffff,5.0,0.0,0.0,0.0
8427801ffffffff,1.0,0.0,0.0,0.0
8427805ffffffff,2.0,2.0,0.0,0.0
842781bffffffff,2.0,2.0,0.0,0.0
8427861ffffffff,2.0,0.0,0.0,0.0
8427937ffffffff,6.0,0.0,0.0,0.0
8427987ffffffff,3.0,0.0,0.0,0.0
842798dffffffff,5.0,5.0,0.0,0.0
8427995ffffffff,2.0,0.0,0.0,0.0
84279abffffffff,2.0,0.0,0.0,0.0
84279e3ffffffff,4.0,4.0,0.0,0.0
84279e5ffffffff,3.0,0.0,0.0,0.0
84279ebffffffff,1.0,1.0,0.0,0.0
8427a01ffffffff,2.0,2.0,0.0,0.0
8427a05ffffffff,2.0,0.0,0.0,0.0
8427a09ffffffff,6.0,0.0,0.0,0.0
8427a0dffffffff,2.0,0.0,0.0,0.0
8427a11ffffffff,2.0,0.0,0.0,0.0
8427a53ffffffff,1.0,0.0,0.0,0.0
8427a57ffffffff,5.0,0.0,0.0,0.0
8427a6dffffffff,2.0,0.0,0.0,0.0
8427a87ffffffff,2.0,0.0,0.0,0.0
8427a95ffffffff,2.0,0.0,0.0,0.0
8427aa9ffffffff,2.0,0.0,0.0,0.0
8427ae3ffffffff,1.0,0.0,0.0,0.0
842802bffffffff,1.0,0.0,0.0,0.0
842810bffffffff,4.0,2.0,0.0,0.0
8428133ffffffff,29.0,29.0,0.0,0.0
842813bffffffff,20.0,10.0,0.0,0.0
8428187ffffffff,2.0,0.0,0.0,0.0
84281a5ffffffff,4.0,4.0,0.0,0.0
84281c3ffffffff,1.0,1.0,0.0,0.0
84281cbffffffff,4.0,0.0,0.0,0.0
84281e5ffffffff,25.0,25.0,0.0,0.0
84281ebffffffff,9.0,0.0,0.0,0.0
84281edffffffff,14.0,14.0,0.0,0.0
8428301ffffffff,1.0,0.0,0.0,0.0
8428305ffffffff,522.0,2.0,0.0,0.0
8428309ffffffff,4.0,0.0,0.0,0.0
842830bffffffff,8.0,0.0,0.0,0.0
842830dffffffff,3.0,0.0,0.0,0.0
8428323ffffffff,1.0,0.0,0.0,0.0
8428327ffffffff,4.0,4.0,0.0,0.0
8428329ffffffff,24.0,0.0,0.0,0.0
8428331ffffffff,2.0,0.0,0.0,0.0
842833bffffffff,1.0,0.0,0.0,0.0
842833dffffffff,1.0,0.0,0.0,0.0
8428341ffffffff,2.0,0.0,0.0,0.0
8428343ffffffff,2.0,2.0,0.0,0.0
8428347ffffffff,5.0,0.0,0.0,0.0
842834dffffffff,27.0,0.0,0.0,0.0
8428355ffffffff,10.0,6.0,0.0,0.0
8428357ffffffff,2.0,0.0,0.0,0.0
8428361ffffffff,91.0,0.0,0.0,0.0
8428363ffffffff,1804.0,0.0,0.0,0.0
8428367ffffffff,734.0,0.0,0.0,0.0
842836bffffffff,223.0,0.0,0.0,0.0
8428803ffffffff,2.0,0.0,0.0,0.0
8428841ffffffff,2.0,2.0,0.0,0.0
8428843ffffffff,37.0,6.0,0.0,0.0
8428847ffffffff,3.0,0.0,0.0,0.0
8428849ffffffff,16.0,8.0,0.0,0.0
842884dffffffff,26.0,11.0,0.0,0.0
8428855ffffffff,7.0,2.0,0.0,0.0
8428889ffffffff,2.0,0.0,0.0,0.0
84288c7ffffffff,2.0,2.0,0.0,0.0
84288dbffffffff,3.0,0.0,0.0,0.0
842890dffffffff,3.0,2.0,0.0,0.0
8428921ffffffff,6.0,2.0,0.0,0.0
8428923ffffffff,3.0,0.0,0.0,0.0
842893dffffffff,2.0,2.0,0.0,0.0
8428941ffffffff,2.0,0.0,0.0,0.0
8428967ffffffff,1.0,1.0,0.0,0.0
8428985ffffffff,13.0,3.0,0.0,0.0
8428987ffffffff,4.0,4.0,0.0,0.0
842898dffffffff,1.0,0.0,0.0,0.0
84289abffffffff,15.0,13.0,0.0,0.0
84289b1ffffffff,2.0,2.0,0.0,0.0
84289bdffffffff,2.0,2.0,0.0,0.0
84289dbffffffff,2.0,0.0,0.0,0.0
84289e3ffffffff,1.0,0.0,0.0,0.0
84289e5ffffffff,2.0,2.0,0.0,0.0
84289ebffffffff,21.0,0.0,0.0,0.0
8428a27ffffffff,2.0,0.0,0.0,0.0
8428ae1ffffffff,5.0,1.0,0.0,0.0
8428ae9ffffffff,5.0,0.0,0.0,0.0
8428aebffffffff,2.0,0.0,0.0,0.0
8428b07ffffffff,2.0,1.0,0.0,0.0
8428b11ffffffff,14.0,0.0,0.0,0.0
8428b19ffffffff,2.0,0.0,0.0,0.0
8428b2bffffffff,1.0,0.0,0.0,0.0
8428b3bffffffff,17.0,2.0,0.0,0.0
8428b61ffffffff,4.0,2.0,0.0,0.0
8428b67ffffffff,1.0,1.0,0.0,0.0
8428b69ffffffff,2.0,0.0,0.0,0.0
8428c61ffffffff,4.0,3.0,0.0,0.0
8428c6bffffffff,11.0,0.0,0.0,0.0
8428c6dffffffff,1.0,1.0,0.0,0.0
8428d09ffffffff,2.0,2.0,0.0,0.0
8428d11ffffffff,5.0,5.0,0.0,0.0
8428d19ffffffff,6.0,0.0,0.0,0.0
8428d1bffffffff,3.0,3.0,0.0,0.0
8428d1dffffffff,1.0,1.0,0.0,0.0
8428d31ffffffff,1.0,1.0,0.0,0.0
8428d43ffffffff,1.0,1.0,0.0,0.0
8428d51ffffffff,1.0,1.0,0.0,0.0
8428d55ffffffff,10.0,10.0,0.0,0.0
8428d57ffffffff,1.0,0.0,0.0,0.0
8428d5dffffffff,2.0,2.0,0.0,0.0
8428d67ffffffff,3.0,0.0,0.0,0.0
8428dc9ffffffff,1.0,1.0,0.0,0.0
8428de9ffffffff,28.0,11.0,0.0,0.0
8428f01ffffffff,19.0,4.0,0.0,0.0
8428f07ffffffff,1.0,1.0,0.0,0.0
8428f0bffffffff,20.0,20.0,0.0,0.0
8428f17ffffffff,1.0,0.0,0.0,0.0
8428f19ffffffff,2.0,0.0,0.0,0.0
8428f29ffffffff,2.0,0.0,0.0,0.0
8428f4bffffffff,7.0,5.0,0.0,0.0
8428f57ffffffff,2.0,0.0,0.0,0.0
8428f59ffffffff,8.0,0.0,0.0,0.0
8429125ffffffff,4.0,0.0,0.0,0.0
842912dffffffff,9.0,5.0,0.0,0.0
84291a7ffffffff,4.0,1.0,0.0,0.0
8429849ffffffff,9.0,0.0,0.0,0.0
8429891ffffffff,4.0,0.0,0.0,0.0
8429899ffffffff,5.0,0.0,0.0,0.0
842989bffffffff,3.0,3.0,0.0,0.0
84298c9ffffffff,5.0,0.0,0.0,0.0
84298cdffffffff,2.0,0.0,0.0,0.0
