cell_id,Picus viridis,Picus viridis viridis/karelini,Picus viridis innominatus
831871fffffffff,12.0,0.0,0.0
831874fffffffff,18.0,2.0,0.0
831875fffffffff,8.0,0.0,0.0
831876fffffffff,18.0,0.0,0.0
831909fffffffff,4.0,0.0,0.0
83190dfffffffff,8.0,0.0,0.0
831940fffffffff,70.0,2.0,0.0
831941fffffffff,983.0,291.0,0.0
831942fffffffff,458.0,103.0,0.0
831943fffffffff,1076.0,99.0,0.0
831946fffffffff,33.0,11.0,0.0
831948fffffffff,1052.0,312.0,0.0
831949fffffffff,32.0,6.0,0.0
83194afffffffff,1599.0,100.0,0.0
83194bfffffffff,54.0,10.0,0.0
83194cfffffffff,683.0,242.0,0.0
83194dfffffffff,584.0,144.0,0.0
83194efffffffff,1837.0,218.0,0.0
831951fffffffff,30.0,4.0,0.0
831953fffffffff,7.0,0.0,0.0
831954fffffffff,2.0,2.0,0.0
831955fffffffff,70.0,13.0,0.0
831956fffffffff,1.0,0.0,0.0
831958fffffffff,340.0,13.0,0.0
831959fffffffff,1038.0,81.0,0.0
83195afffffffff,44.0,2.0,0.0
83195bfffffffff,127.0,14.0,0.0
83195cfffffffff,830.0,64.0,0.0
83195dfffffffff,1897.0,318.0,0.0
83195efffffffff,19.0,0.0,0.0
831968fffffffff,40.0,2.0,0.0
831969fffffffff,470.0,6.0,0.0
83196bfffffffff,103.0,3.0,0.0
83196cfffffffff,1.0,0.0,0.0
83196dfffffffff,54.0,0.0,0.0
831972fffffffff,39.0,0.0,0.0
831973fffffffff,11.0,0.0,0.0
831976fffffffff,4.0,0.0,0.0
831e00fffffffff,46.0,0.0,0.0
831e01fffffffff,27.0,0.0,0.0
831e02fffffffff,369.0,33.0,0.0
831e03fffffffff,465.0,49.0,0.0
831e04fffffffff,689.0,48.0,0.0
831e05fffffffff,159.0,2.0,0.0
831e06fffffffff,1724.0,38.0,0.0
831e08fffffffff,206.0,4.0,0.0
831e09fffffffff,1.0,0.0,0.0
831e0afffffffff,526.0,8.0,0.0
831e0bfffffffff,10.0,0.0,0.0
831e0cfffffffff,100.0,0.0,0.0
831e0dfffffffff,2.0,0.0,0.0
831e0efffffffff,218.0,7.0,0.0
831e10fffffffff,62.0,0.0,0.0
831e11fffffffff,47.0,4.0,0.0
831e12fffffffff,159.0,0.0,0.0
831e13fffffffff,145.0,0.0,0.0
831e14fffffffff,29.0,0.0,0.0
831e15fffffffff,132.0,21.0,0.0
831e16fffffffff,33.0,2.0,0.0
831e18fffffffff,13.0,0.0,0.0
831e19fffffffff,39.0,3.0,0.0
831e1afffffffff,7.0,0.0,0.0
831e1bfffffffff,146.0,9.0,0.0
831e1cfffffffff,121.0,10.0,0.0
831e1dfffffffff,139.0,7.0,0.0
831e1efffffffff,7.0,2.0,0.0
831e20fffffffff,50.0,0.0,0.0
831e21fffffffff,29.0,9.0,0.0
831e22fffffffff,300.0,3.0,0.0
831e23fffffffff,57.0,0.0,0.0
831e24fffffffff,79.0,0.0,0.0
831e25fffffffff,16.0,0.0,0.0
831e26fffffffff,61.0,0.0,0.0
831e28fffffffff,33.0,3.0,0.0
831e29fffffffff,2.0,0.0,0.0
831e2afffffffff,90.0,0.0,0.0
831e2bfffffffff,21.0,0.0,0.0
831e2cfffffffff,4.0,0.0,0.0
831e2dfffffffff,8.0,0.0,0.0
831e2efffffffff,134.0,1.0,0.0
831e30fffffffff,761.0,4.0,0.0
831e31fffffffff,165.0,2.0,0.0
831e32fffffffff,118.0,6.0,0.0
831e33fffffffff,474.0,2.0,0.0
831e34fffffffff,713.0,5.0,0.0
831e35fffffffff,2308.0,10.0,0.0
831e36fffffffff,340.0,18.0,0.0
831e42fffffffff,4.0,0.0,0.0
831e46fffffffff,2.0,0.0,0.0
831e51fffffffff,4.0,0.0,0.0
831e52fffffffff,10.0,0.0,0.0
831e55fffffffff,6.0,0.0,0.0
831e5afffffffff,12.0,0.0,0.0
831e5efffffffff,24.0,0.0,0.0
831e72fffffffff,4.0,0.0,0.0
831e76fffffffff,4.0,0.0,0.0
831e80fffffffff,62.0,6.0,0.0
831e81fffffffff,9.0,3.0,0.0
831e82fffffffff,30.0,3.0,0.0
831e83fffffffff,23.0,2.0,0.0
831e84fffffffff,80.0,5.0,0.0
831e85fffffffff,10.0,2.0,0.0
831e86fffffffff,35.0,0.0,0.0
831e8afffffffff,6.0,0.0,0.0
831e8efffffffff,7.0,0.0,0.0
831e9dfffffffff,4.0,0.0,0.0
831ea0fffffffff,35.0,4.0,0.0
831ea1fffffffff,98.0,0.0,0.0
831ea2fffffffff,46.0,5.0,0.0
831ea3fffffffff,4.0,0.0,0.0
831ea4fffffffff,21.0,6.0,0.0
831ea5fffffffff,73.0,0.0,0.0
831ea6fffffffff,6.0,0.0,0.0
831ea8fffffffff,10.0,1.0,0.0
831ea9fffffffff,4.0,2.0,0.0
831eabfffffffff,7.0,0.0,0.0
831eacfffffffff,7.0,1.0,0.0
831eadfffffffff,6.0,0.0,0.0
831eb1fffffffff,24.0,2.0,0.0
831eb4fffffffff,16.0,0.0,0.0
831eb5fffffffff,25.0,4.0,0.0
831ec0fffffffff,504.0,17.0,0.0
831ec1fffffffff,292.0,20.0,0.0
831ec2fffffffff,352.0,22.0,0.0
831ec3fffffffff,95.0,8.0,0.0
831ec4fffffffff,433.0,19.0,0.0
831ec5fffffffff,27.0,0.0,0.0
831ec6fffffffff,65.0,4.0,0.0
831ec8fffffffff,16.0,0.0,0.0
831ec9fffffffff,283.0,2.0,0.0
831ecafffffffff,106.0,0.0,0.0
831ecbfffffffff,71.0,0.0,0.0
831eccfffffffff,40.0,4.0,0.0
831ecdfffffffff,130.0,4.0,0.0
831ecefffffffff,200.0,46.0,0.0
831ed0fffffffff,39.0,0.0,0.0
831ed1fffffffff,83.0,5.0,0.0
831ed2fffffffff,2.0,0.0,0.0
831ed3fffffffff,38.0,8.0,0.0
831ed4fffffffff,8.0,0.0,0.0
831ed5fffffffff,54.0,0.0,0.0
831edcfffffffff,8.0,0.0,0.0
831edefffffffff,22.0,2.0,0.0
831ee1fffffffff,2.0,0.0,0.0
831ee2fffffffff,19.0,0.0,0.0
831ee3fffffffff,23.0,0.0,0.0
831ee5fffffffff,3.0,0.0,0.0
831ee6fffffffff,20.0,0.0,0.0
831ee8fffffffff,44.0,11.0,0.0
831ee9fffffffff,17.0,1.0,0.0
831eeafffffffff,28.0,0.0,0.0
831eebfffffffff,161.0,21.0,0.0
831eecfffffffff,7.0,0.0,0.0
831eedfffffffff,5.0,0.0,0.0
831eeefffffffff,53.0,2.0,0.0
831ef0fffffffff,25.0,0.0,0.0
831ef1fffffffff,63.0,0.0,0.0
831ef2fffffffff,38.0,15.0,0.0
831ef3fffffffff,4.0,0.0,0.0
831ef4fffffffff,20.0,3.0,0.0
831ef5fffffffff,72.0,0.0,0.0
831ef6fffffffff,17.0,0.0,0.0
831f02fffffffff,177.0,2.0,0.0
831f03fffffffff,28.0,4.0,0.0
831f04fffffffff,3.0,0.0,0.0
831f05fffffffff,131.0,8.0,0.0
831f06fffffffff,16.0,0.0,0.0
831f08fffffffff,4.0,0.0,0.0
831f09fffffffff,3.0,0.0,0.0
831f0afffffffff,4.0,0.0,0.0
831f0bfffffffff,8.0,0.0,0.0
831f0dfffffffff,3.0,0.0,0.0
831f0efffffffff,4.0,0.0,0.0
831f10fffffffff,124.0,1.0,0.0
831f11fffffffff,35.0,0.0,0.0
831f12fffffffff,340.0,13.0,0.0
831f13fffffffff,340.0,5.0,0.0
831f14fffffffff,45.0,2.0,0.0
831f15fffffffff,29.0,2.0,0.0
831f16fffffffff,45.0,0.0,0.0
831f18fffffffff,118.0,8.0,0.0
831f19fffffffff,160.0,4.0,0.0
831f1afffffffff,782.0,100.0,0.0
831f1bfffffffff,163.0,17.0,0.0
831f1cfffffffff,32.0,0.0,0.0
831f1dfffffffff,175.0,4.0,0.0
831f1efffffffff,17.0,8.0,0.0
831f21fffffffff,3.0,1.0,0.0
831f22fffffffff,19.0,0.0,0.0
831f23fffffffff,3.0,1.0,0.0
831f24fffffffff,4.0,1.0,0.0
831f25fffffffff,27.0,2.0,0.0
831f28fffffffff,6.0,0.0,0.0
831f29fffffffff,36.0,2.0,0.0
831f2afffffffff,93.0,22.0,0.0
831f2cfffffffff,4.0,0.0,0.0
831f2dfffffffff,23.0,1.0,0.0
831f2efffffffff,38.0,6.0,0.0
831f31fffffffff,22.0,7.0,0.0
831f33fffffffff,8.0,0.0,0.0
831f35fffffffff,2.0,0.0,0.0
831f40fffffffff,3.0,0.0,0.0
831f42fffffffff,8.0,0.0,0.0
831f45fffffffff,2.0,0.0,0.0
831f50fffffffff,8.0,0.0,0.0
831f51fffffffff,22.0,0.0,0.0
831f52fffffffff,34.0,3.0,0.0
831f53fffffffff,180.0,6.0,0.0
831f54fffffffff,6.0,0.0,0.0
831f56fffffffff,13.0,1.0,0.0
831f58fffffffff,2.0,0.0,0.0
831f5afffffffff,7.0,2.0,0.0
831f5cfffffffff,13.0,6.0,0.0
831f5efffffffff,44.0,6.0,0.0
831f68fffffffff,2.0,0.0,0.0
831f71fffffffff,3.0,0.0,0.0
831f72fffffffff,63.0,0.0,0.0
831f80fffffffff,188.0,8.0,0.0
831f81fffffffff,192.0,19.0,0.0
831f82fffffffff,192.0,14.0,0.0
831f83fffffffff,822.0,159.0,0.0
831f84fffffffff,25.0,12.0,0.0
831f85fffffffff,74.0,2.0,0.0
831f86fffffffff,4.0,0.0,0.0
831f88fffffffff,168.0,51.0,0.0
831f89fffffffff,85.0,22.0,0.0
831f8afffffffff,43.0,7.0,0.0
831f8bfffffffff,27.0,10.0,0.0
831f8cfffffffff,134.0,0.0,0.0
831f8dfffffffff,762.0,383.0,0.0
831f8efffffffff,301.0,35.0,0.0
831f90fffffffff,27.0,2.0,0.0
831f91fffffffff,367.0,237.0,0.0
831f92fffffffff,29.0,0.0,0.0
831f93fffffffff,130.0,23.0,0.0
831f94fffffffff,10.0,0.0,0.0
831f95fffffffff,7.0,3.0,0.0
831f96fffffffff,19.0,0.0,0.0
831f98fffffffff,172.0,8.0,0.0
831f99fffffffff,85.0,1.0,0.0
831f9afffffffff,110.0,1.0,0.0
831f9bfffffffff,34.0,0.0,0.0
831f9cfffffffff,177.0,40.0,0.0
831f9dfffffffff,147.0,11.0,0.0
831f9efffffffff,72.0,10.0,0.0
831fa0fffffffff,104.0,7.0,0.0
831fa1fffffffff,220.0,0.0,0.0
831fa2fffffffff,22.0,2.0,0.0
831fa3fffffffff,100.0,0.0,0.0
831fa4fffffffff,262.0,28.0,0.0
831fa5fffffffff,238.0,7.0,0.0
831fa6fffffffff,32.0,5.0,0.0
831fa8fffffffff,561.0,8.0,0.0
831fa9fffffffff,367.0,11.0,0.0
831faafffffffff,532.0,14.0,0.0
831fabfffffffff,149.0,1.0,0.0
831facfffffffff,290.0,2.0,0.0
831fadfffffffff,162.0,3.0,0.0
831faefffffffff,1026.0,8.0,0.0
831fb0fffffffff,102.0,11.0,0.0
831fb1fffffffff,79.0,5.0,0.0
831fb2fffffffff,51.0,0.0,0.0
831fb3fffffffff,3.0,2.0,0.0
831fb4fffffffff,441.0,37.0,0.0
831fb5fffffffff,44.0,2.0,0.0
831fb6fffffffff,79.0,0.0,0.0
832c01fffffffff,18.0,0.0,0.0
832c03fffffffff,4.0,0.0,0.0
832c04fffffffff,2.0,1.0,0.0
832c05fffffffff,1.0,0.0,0.0
832c09fffffffff,9.0,0.0,0.0
832c0bfffffffff,2.0,0.0,0.0
832c0cfffffffff,18.0,0.0,0.0
832c10fffffffff,6.0,0.0,0.0
832c11fffffffff,4.0,0.0,0.0
832c14fffffffff,2.0,0.0,0.0
832c15fffffffff,2.0,0.0,0.0
832c18fffffffff,2.0,0.0,0.0
832c19fffffffff,60.0,0.0,0.0
832c1bfffffffff,7.0,2.0,0.0
832c1dfffffffff,10.0,0.0,0.0
832c21fffffffff,11.0,0.0,0.0
832c22fffffffff,20.0,5.0,0.0
832c23fffffffff,13.0,0.0,0.0
832c26fffffffff,3.0,0.0,0.0
832c28fffffffff,18.0,0.0,0.0
832c2afffffffff,183.0,0.0,0.0
832c2bfffffffff,18.0,0.0,0.0
832c2cfffffffff,5.0,0.0,0.0
832c2dfffffffff,1.0,0.0,0.0
832c2efffffffff,66.0,0.0,0.0
832c33fffffffff,5.0,0.0,0.0
832c35fffffffff,1.0,0.0,0.0
832c76fffffffff,34.0,0.0,0.0
832c8efffffffff,1.0,1.0,0.0
832cacfffffffff,37.0,4.0,0.0
832cc0fffffffff,104.0,0.0,0.0
832cc2fffffffff,14.0,0.0,0.0
832cc3fffffffff,17.0,2.0,0.0
832cc6fffffffff,24.0,0.0,0.0
832ccefffffffff,33.0,0.0,0.0
832ce4fffffffff,11.0,0.0,0.0
832ce6fffffffff,4.0,0.0,0.0
832cf0fffffffff,8.0,8.0,0.0
832cf1fffffffff,2.0,0.0,0.0
832d00fffffffff,11.0,0.0,0.0
832d01fffffffff,5.0,0.0,0.0
832d02fffffffff,19.0,0.0,0.0
832d03fffffffff,28.0,0.0,0.0
832d04fffffffff,22.0,0.0,0.0
832d06fffffffff,11.0,0.0,0.0
832d11fffffffff,3.0,0.0,0.0
832d12fffffffff,19.0,0.0,0.0
832d13fffffffff,6.0,0.0,0.0
832d18fffffffff,7.0,0.0,0.0
832d19fffffffff,6.0,0.0,0.0
832d1bfffffffff,4.0,0.0,0.0
832d1cfffffffff,9.0,0.0,0.0
832d1dfffffffff,2.0,0.0,0.0
832d30fffffffff,5.0,0.0,0.0
832d31fffffffff,77.0,2.0,0.0
832d33fffffffff,44.0,4.0,0.0
832d34fffffffff,24.0,0.0,0.0
832d35fffffffff,49.0,0.0,0.0
832d36fffffffff,17.0,0.0,0.0
832d51fffffffff,3.0,0.0,0.0
832d53fffffffff,4.0,0.0,0.0
832d54fffffffff,6.0,0.0,0.0
832d56fffffffff,7.0,0.0,0.0
832d5cfffffffff,2.0,0.0,0.0
832d72fffffffff,10.0,0.0,0.0
832d73fffffffff,2.0,0.0,0.0
832dacfffffffff,11.0,0.0,0.0
833960fffffffff,104.0,5.0,0.0
833961fffffffff,23.0,0.0,0.0
833962fffffffff,17.0,0.0,0.0
833963fffffffff,10.0,0.0,0.0
833964fffffffff,37.0,1.0,0.0
833965fffffffff,10.0,4.0,0.0
833966fffffffff,68.0,11.0,0.0
833968fffffffff,139.0,14.0,0.0
833969fffffffff,52.0,12.0,0.0
83396cfffffffff,250.0,7.0,0.0
83396dfffffffff,151.0,9.0,0.0
83396efffffffff,18.0,0.0,0.0
833975fffffffff,50.0,2.0,0.0
833f24fffffffff,2.0,0.0,0.0
833f26fffffffff,2.0,0.0,0.0
833f29fffffffff,3.0,0.0,0.0
833f2dfffffffff,32.0,2.0,0.0
833f60fffffffff,6.0,0.0,0.0
833f61fffffffff,8.0,0.0,0.0
833f63fffffffff,52.0,1.0,0.0
833f64fffffffff,18.0,0.0,0.0
833f65fffffffff,7.0,0.0,0.0
833f68fffffffff,26.0,2.0,0.0
833f69fffffffff,2.0,0.0,0.0
833f6cfffffffff,3.0,0.0,0.0
833f6dfffffffff,2.0,0.0,0.0
833f6efffffffff,23.0,0.0,0.0
