cell_id,Piranga flava,Piranga flava [hepatica Group],Piranga flava [lutea Group],Piranga flava [flava Group]
8348eafffffffff,7.0,0.0,0.0,0.0
8348ebfffffffff,40.0,7.0,0.0,0.0
8348ecfffffffff,55.0,6.0,0.0,0.0
8348eefffffffff,212.0,14.0,0.0,0.0
8348f2fffffffff,39.0,0.0,0.0,0.0
8348f3fffffffff,4.0,0.0,0.0,0.0
8348f5fffffffff,2.0,0.0,0.0,0.0
8348f6fffffffff,4.0,0.0,0.0,0.0
834980fffffffff,5.0,0.0,0.0,0.0
834982fffffffff,12.0,0.0,0.0,0.0
834986fffffffff,4.0,4.0,0.0,0.0
834988fffffffff,2.0,0.0,0.0,0.0
834990fffffffff,1.0,0.0,0.0,0.0
834994fffffffff,16.0,0.0,0.0,0.0
834995fffffffff,1.0,1.0,0.0,0.0
834998fffffffff,2.0,2.0,0.0,0.0
8349a2fffffffff,8.0,4.0,0.0,0.0
8349a8fffffffff,2.0,2.0,0.0,0.0
8349aafffffffff,2.0,0.0,0.0,0.0
8349b3fffffffff,12.0,4.0,0.0,0.0
8349b5fffffffff,2.0,0.0,0.0,0.0
835f03fffffffff,2.0,0.0,2.0,0.0
835f48fffffffff,1.0,0.0,1.0,0.0
835f49fffffffff,3.0,0.0,0.0,0.0
836611fffffffff,2.0,0.0,0.0,0.0
836612fffffffff,11.0,0.0,2.0,0.0
836613fffffffff,6.0,0.0,0.0,0.0
836616fffffffff,42.0,0.0,6.0,0.0
836618fffffffff,4.0,0.0,2.0,0.0
836619fffffffff,2.0,0.0,0.0,0.0
83661bfffffffff,22.0,0.0,4.0,0.0
8366a0fffffffff,18.0,0.0,0.0,0.0
8366a3fffffffff,3.0,0.0,0.0,0.0
8366a5fffffffff,83.0,0.0,0.0,0.0
8366aefffffffff,1.0,0.0,0.0,0.0
8366b4fffffffff,2.0,0.0,2.0,0.0
8366b5fffffffff,6.0,0.0,0.0,0.0
8366c2fffffffff,5.0,0.0,0.0,0.0
8366d2fffffffff,2.0,0.0,0.0,0.0
8366d5fffffffff,16.0,0.0,0.0,0.0
8366e0fffffffff,2.0,0.0,0.0,0.0
8366e5fffffffff,2.0,0.0,0.0,0.0
8366e6fffffffff,7.0,0.0,0.0,0.0
8366f0fffffffff,1.0,0.0,0.0,0.0
8366f1fffffffff,5.0,0.0,4.0,0.0
836741fffffffff,19.0,0.0,4.0,0.0
836743fffffffff,2.0,0.0,2.0,0.0
83674cfffffffff,3.0,0.0,0.0,0.0
836758fffffffff,6.0,0.0,2.0,0.0
83675afffffffff,9.0,0.0,9.0,0.0
83675efffffffff,2.0,0.0,0.0,0.0
836790fffffffff,37.0,0.0,0.0,0.0
836792fffffffff,3.0,0.0,0.0,0.0
836794fffffffff,22.0,0.0,0.0,0.0
836795fffffffff,2.0,0.0,0.0,0.0
8367b2fffffffff,19.0,0.0,0.0,0.0
836d23fffffffff,2.0,2.0,0.0,0.0
836d28fffffffff,4.0,4.0,0.0,0.0
836d2bfffffffff,2.0,0.0,0.0,0.0
836d2dfffffffff,38.0,0.0,0.0,0.0
836d2efffffffff,1.0,0.0,0.0,0.0
836d31fffffffff,4.0,0.0,0.0,0.0
836d32fffffffff,5.0,5.0,0.0,0.0
836d33fffffffff,1.0,0.0,0.0,0.0
836d60fffffffff,7.0,0.0,0.0,0.0
836d66fffffffff,3.0,0.0,0.0,0.0
836d68fffffffff,1.0,0.0,1.0,0.0
836d69fffffffff,27.0,0.0,25.0,0.0
838151fffffffff,3.0,0.0,0.0,3.0
838b20fffffffff,4.0,0.0,0.0,4.0
838b21fffffffff,1.0,0.0,1.0,0.0
838b25fffffffff,4.0,0.0,0.0,4.0
838b29fffffffff,1.0,0.0,0.0,0.0
838b6efffffffff,2.0,0.0,0.0,0.0
838e62fffffffff,7.0,0.0,0.0,0.0
838e66fffffffff,5.0,0.0,0.0,0.0
838e75fffffffff,3.0,0.0,0.0,0.0
838f4bfffffffff,5.0,0.0,0.0,0.0
838f5bfffffffff,24.0,0.0,0.0,0.0
838f5cfffffffff,2.0,0.0,2.0,0.0
838f72fffffffff,5.0,0.0,2.0,0.0
838f74fffffffff,3.0,0.0,0.0,0.0
838f76fffffffff,2.0,0.0,0.0,0.0
83a951fffffffff,9.0,0.0,0.0,0.0
83a953fffffffff,4.0,0.0,0.0,0.0
83a961fffffffff,20.0,0.0,0.0,0.0
83a96cfffffffff,12.0,0.0,0.0,0.0
83b249fffffffff,6.0,0.0,0.0,0.0
83b24dfffffffff,52.0,0.0,0.0,0.0
83b251fffffffff,1.0,0.0,0.0,1.0
83b261fffffffff,5.0,0.0,0.0,0.0
83b268fffffffff,2.0,0.0,0.0,0.0
83b269fffffffff,7.0,0.0,0.0,0.0
83b26bfffffffff,3.0,0.0,0.0,0.0
83b26dfffffffff,41.0,0.0,0.0,0.0
83b2e9fffffffff,3.0,0.0,0.0,0.0
83b35cfffffffff,1.0,0.0,0.0,1.0
83b35efffffffff,3.0,0.0,0.0,3.0
83b362fffffffff,5.0,0.0,0.0,5.0
83c2c1fffffffff,1.0,0.0,0.0,1.0
83c2c9fffffffff,2.0,0.0,0.0,0.0
83c2cdfffffffff,4.0,0.0,0.0,0.0
83c2cefffffffff,1.0,0.0,0.0,1.0
83c2d6fffffffff,2.0,0.0,0.0,2.0
83c2e9fffffffff,3.0,0.0,0.0,0.0
83c2f1fffffffff,4.0,0.0,0.0,4.0
83c2f3fffffffff,2.0,0.0,0.0,0.0
