cell_id,Emberizoides herbicola,Emberizoides herbicola [sphenurus Group],Emberizoides herbicola herbicola
8366e5fffffffff,77.0,0.0,0.0
8366e6fffffffff,263.0,0.0,0.0
8366e9fffffffff,2.0,0.0,0.0
8366ecfffffffff,174.0,0.0,0.0
8366eefffffffff,67.0,0.0,0.0
8366f1fffffffff,106.0,0.0,0.0
8366f5fffffffff,209.0,0.0,0.0
836741fffffffff,22.0,0.0,0.0
836743fffffffff,2.0,0.0,0.0
83674afffffffff,2.0,0.0,0.0
83674cfffffffff,73.0,0.0,0.0
83674efffffffff,37.0,0.0,0.0
83675afffffffff,3.0,0.0,0.0
83675bfffffffff,2.0,0.0,0.0
83675cfffffffff,10.0,0.0,0.0
83675dfffffffff,2.0,0.0,0.0
838040fffffffff,3.0,0.0,0.0
83804cfffffffff,12.0,0.0,0.0
838054fffffffff,6.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0
838065fffffffff,4.0,0.0,0.0
83806afffffffff,2.0,0.0,0.0
838073fffffffff,3.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0
838100fffffffff,18.0,0.0,0.0
838102fffffffff,49.0,0.0,0.0
838106fffffffff,59.0,0.0,0.0
838109fffffffff,2.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0
838116fffffffff,2.0,0.0,0.0
838124fffffffff,45.0,0.0,0.0
83812dfffffffff,3.0,0.0,0.0
838130fffffffff,2.0,0.0,0.0
838132fffffffff,18.0,0.0,0.0
838133fffffffff,40.0,0.0,0.0
838134fffffffff,8.0,0.0,0.0
838136fffffffff,12.0,0.0,0.0
838140fffffffff,12.0,0.0,0.0
838141fffffffff,4.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0
838143fffffffff,14.0,0.0,0.0
838145fffffffff,2.0,0.0,0.0
838146fffffffff,2.0,0.0,0.0
83814dfffffffff,4.0,0.0,0.0
83814efffffffff,15.0,0.0,0.0
838151fffffffff,1.0,0.0,0.0
83815dfffffffff,21.0,0.0,0.0
838162fffffffff,4.0,0.0,0.0
838163fffffffff,5.0,0.0,0.0
838166fffffffff,1.0,0.0,0.0
838171fffffffff,76.0,0.0,0.0
838180fffffffff,14.0,0.0,0.0
838181fffffffff,41.0,0.0,0.0
838183fffffffff,4.0,0.0,0.0
838185fffffffff,35.0,0.0,0.0
83818efffffffff,2.0,0.0,0.0
838199fffffffff,6.0,0.0,0.0
83819dfffffffff,6.0,0.0,0.0
8381a1fffffffff,2.0,0.0,0.0
8381a3fffffffff,2.0,0.0,0.0
8381aafffffffff,1.0,0.0,0.0
838a05fffffffff,1.0,0.0,0.0
838ad1fffffffff,9.0,0.0,0.0
838adafffffffff,5.0,0.0,0.0
838adcfffffffff,10.0,0.0,0.0
838b08fffffffff,11.0,0.0,0.0
838b0afffffffff,1.0,0.0,0.0
838b0cfffffffff,21.0,0.0,0.0
838b0dfffffffff,163.0,0.0,0.0
838b10fffffffff,5.0,0.0,0.0
838b1efffffffff,1.0,0.0,0.0
838b20fffffffff,3.0,0.0,0.0
838b22fffffffff,143.0,0.0,0.0
838b23fffffffff,11.0,0.0,0.0
838b25fffffffff,2.0,0.0,0.0
838b2afffffffff,2.0,0.0,0.0
838b2bfffffffff,7.0,0.0,0.0
838b31fffffffff,2.0,0.0,0.0
838b36fffffffff,1.0,0.0,0.0
838b56fffffffff,32.0,0.0,0.0
838b71fffffffff,3.0,0.0,0.0
838b72fffffffff,7.0,0.0,0.0
838b74fffffffff,42.0,0.0,0.0
838b76fffffffff,7.0,0.0,0.0
838b84fffffffff,9.0,0.0,0.0
838ba6fffffffff,11.0,0.0,0.0
838bacfffffffff,1.0,0.0,0.0
838bb5fffffffff,157.0,0.0,0.0
838f46fffffffff,64.0,0.0,0.0
83a596fffffffff,2.0,0.0,0.0
83a800fffffffff,3.0,0.0,0.0
83a801fffffffff,6.0,0.0,0.0
83a803fffffffff,8.0,0.0,0.0
83a804fffffffff,33.0,0.0,0.0
83a805fffffffff,3.0,0.0,0.0
83a806fffffffff,5.0,0.0,0.0
83a80bfffffffff,3.0,0.0,0.0
83a80cfffffffff,3.0,0.0,0.0
83a80dfffffffff,2.0,0.0,0.0
83a80efffffffff,4.0,0.0,0.0
83a810fffffffff,269.0,0.0,0.0
83a811fffffffff,97.0,0.0,0.0
83a812fffffffff,125.0,0.0,0.0
83a813fffffffff,86.0,0.0,0.0
83a815fffffffff,8.0,0.0,0.0
83a818fffffffff,9.0,0.0,0.0
83a819fffffffff,4.0,0.0,0.0
83a81afffffffff,2.0,0.0,0.0
83a81bfffffffff,4.0,0.0,0.0
83a81cfffffffff,233.0,0.0,0.0
83a81dfffffffff,12.0,0.0,0.0
83a81efffffffff,415.0,0.0,0.0
83a823fffffffff,2.0,0.0,0.0
83a828fffffffff,1.0,0.0,0.0
83a82afffffffff,1.0,0.0,0.0
83a82cfffffffff,4.0,0.0,0.0
83a831fffffffff,18.0,0.0,0.0
83a833fffffffff,4.0,0.0,0.0
83a840fffffffff,28.0,0.0,0.0
83a842fffffffff,3.0,0.0,0.0
83a843fffffffff,1.0,0.0,0.0
83a844fffffffff,21.0,0.0,0.0
83a846fffffffff,47.0,0.0,0.0
83a848fffffffff,1.0,0.0,0.0
83a852fffffffff,4.0,0.0,0.0
83a853fffffffff,1.0,0.0,0.0
83a855fffffffff,9.0,0.0,0.0
83a859fffffffff,32.0,0.0,0.0
83a85bfffffffff,36.0,0.0,0.0
83a85dfffffffff,4.0,0.0,0.0
83a860fffffffff,22.0,0.0,0.0
83a862fffffffff,14.0,0.0,0.0
83a864fffffffff,4.0,0.0,0.0
83a866fffffffff,10.0,0.0,0.0
83a870fffffffff,4.0,0.0,0.0
83a871fffffffff,2.0,0.0,0.0
83a873fffffffff,20.0,0.0,0.0
83a875fffffffff,3.0,0.0,0.0
83a876fffffffff,31.0,0.0,0.0
83a880fffffffff,21.0,0.0,0.0
83a881fffffffff,67.0,0.0,0.0
83a882fffffffff,7.0,0.0,0.0
83a883fffffffff,6.0,0.0,0.0
83a884fffffffff,33.0,0.0,0.0
83a885fffffffff,5.0,0.0,0.0
83a886fffffffff,30.0,0.0,0.0
83a88afffffffff,2.0,0.0,0.0
83a88bfffffffff,5.0,0.0,0.0
83a88cfffffffff,14.0,0.0,0.0
83a88dfffffffff,95.0,0.0,0.0
83a88efffffffff,127.0,0.0,0.0
83a891fffffffff,29.0,0.0,0.0
83a893fffffffff,4.0,0.0,0.0
83a895fffffffff,13.0,0.0,0.0
83a89dfffffffff,2.0,0.0,0.0
83a8a0fffffffff,20.0,0.0,0.0
83a8a1fffffffff,113.0,0.0,0.0
83a8a2fffffffff,200.0,0.0,0.0
83a8a3fffffffff,22.0,0.0,0.0
83a8a5fffffffff,5.0,0.0,0.0
83a8a8fffffffff,6.0,0.0,0.0
83a8a9fffffffff,301.0,0.0,0.0
83a8aafffffffff,25.0,0.0,0.0
83a8abfffffffff,5.0,0.0,0.0
83a8acfffffffff,58.0,0.0,0.0
83a8adfffffffff,3.0,0.0,0.0
83a8aefffffffff,66.0,0.0,0.0
83a8b1fffffffff,24.0,0.0,0.0
83a8c0fffffffff,2.0,0.0,0.0
83a8c1fffffffff,2.0,0.0,0.0
83a8c2fffffffff,109.0,0.0,0.0
83a8c6fffffffff,2.0,0.0,0.0
83a8d1fffffffff,130.0,0.0,0.0
83a8d3fffffffff,36.0,0.0,0.0
83a8d5fffffffff,3.0,0.0,0.0
83a8ddfffffffff,1.0,0.0,0.0
83a8defffffffff,158.0,0.0,0.0
83a8e1fffffffff,1.0,0.0,0.0
83a8e6fffffffff,2.0,0.0,0.0
83a8eafffffffff,1.0,0.0,0.0
83a8ecfffffffff,121.0,0.0,0.0
83a8f0fffffffff,1.0,0.0,0.0
83a8f4fffffffff,20.0,0.0,0.0
83a8f5fffffffff,11.0,0.0,0.0
83a8f6fffffffff,3.0,0.0,0.0
83a901fffffffff,24.0,0.0,0.0
83a903fffffffff,6.0,0.0,0.0
83a905fffffffff,9.0,0.0,0.0
83a90afffffffff,2.0,0.0,0.0
83a90cfffffffff,20.0,0.0,0.0
83a90efffffffff,2.0,0.0,0.0
83a91dfffffffff,10.0,0.0,0.0
83a929fffffffff,38.0,0.0,0.0
83a92bfffffffff,3.0,0.0,0.0
83a92cfffffffff,2.0,0.0,0.0
83a92efffffffff,2.0,0.0,0.0
83a940fffffffff,49.0,0.0,0.0
83a941fffffffff,60.0,0.0,0.0
83a942fffffffff,137.0,0.0,0.0
83a943fffffffff,24.0,0.0,0.0
83a944fffffffff,144.0,0.0,0.0
83a945fffffffff,28.0,0.0,0.0
83a946fffffffff,612.0,0.0,0.0
83a94afffffffff,10.0,0.0,0.0
83a94cfffffffff,2.0,0.0,0.0
83a94efffffffff,115.0,0.0,0.0
83a953fffffffff,1.0,0.0,0.0
83a955fffffffff,12.0,0.0,0.0
83a959fffffffff,4.0,0.0,0.0
83a95afffffffff,37.0,0.0,0.0
83a95bfffffffff,35.0,0.0,0.0
83a95cfffffffff,4.0,0.0,0.0
83a95dfffffffff,149.0,0.0,0.0
83a95efffffffff,2.0,0.0,0.0
83a960fffffffff,5.0,0.0,0.0
83a962fffffffff,159.0,0.0,0.0
83a963fffffffff,49.0,0.0,0.0
83a966fffffffff,8.0,0.0,0.0
83a968fffffffff,3.0,0.0,0.0
83a96afffffffff,215.0,0.0,0.0
83a96cfffffffff,6.0,0.0,0.0
83a96efffffffff,19.0,0.0,0.0
83a971fffffffff,118.0,0.0,0.0
83a972fffffffff,1.0,0.0,0.0
83a973fffffffff,5.0,0.0,0.0
83a974fffffffff,28.0,0.0,0.0
83a975fffffffff,18.0,0.0,0.0
83a976fffffffff,11.0,0.0,0.0
83b324fffffffff,3.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0
83b363fffffffff,3.0,0.0,0.0
83b368fffffffff,2.0,0.0,0.0
83b36efffffffff,1.0,0.0,0.0
83c2d8fffffffff,2.0,0.0,0.0
83c2d9fffffffff,2.0,0.0,0.0
83c2dbfffffffff,3.0,0.0,0.0
