cell_id,Melanerpes formicivorus,Melanerpes formicivorus [formicivorus Group],Melanerpes formicivorus angustifrons
842986bffffffff,26.0,0.0,0.0
8429891ffffffff,21.0,0.0,0.0
84298d7ffffffff,6.0,0.0,0.0
84298ddffffffff,4.0,0.0,0.0
8429901ffffffff,2.0,0.0,0.0
842990bffffffff,3.0,0.0,0.0
842992bffffffff,4.0,0.0,0.0
8429a03ffffffff,18.0,0.0,0.0
8429a05ffffffff,40.0,0.0,0.0
8429a07ffffffff,1.0,0.0,0.0
8429a09ffffffff,5.0,0.0,0.0
8429a0bffffffff,20.0,0.0,0.0
8429a11ffffffff,3.0,0.0,0.0
8429a17ffffffff,23.0,0.0,0.0
8429a19ffffffff,9.0,0.0,0.0
8429a1bffffffff,7.0,7.0,0.0
8429a1dffffffff,7.0,5.0,0.0
8429a29ffffffff,22.0,0.0,0.0
8429a35ffffffff,2.0,0.0,0.0
8429a3bffffffff,2.0,0.0,0.0
8429a41ffffffff,106.0,0.0,0.0
8429a45ffffffff,7.0,4.0,0.0
8429a47ffffffff,28.0,0.0,0.0
8429a4dffffffff,4.0,0.0,0.0
8429a51ffffffff,17.0,0.0,0.0
8429a59ffffffff,23.0,0.0,0.0
8429a63ffffffff,2.0,0.0,0.0
8429a67ffffffff,2.0,0.0,0.0
8429a6bffffffff,1.0,0.0,0.0
8429a6dffffffff,2.0,0.0,0.0
8429a85ffffffff,1.0,0.0,0.0
8429a87ffffffff,2.0,2.0,0.0
8429a91ffffffff,2.0,0.0,0.0
8429a93ffffffff,6.0,0.0,0.0
8429a9bffffffff,44.0,0.0,0.0
8429a9dffffffff,3.0,0.0,0.0
8429aabffffffff,3.0,3.0,0.0
8429ab3ffffffff,2.0,2.0,0.0
8429ab7ffffffff,1.0,1.0,0.0
8429ac1ffffffff,1.0,1.0,0.0
8429ac9ffffffff,158.0,7.0,0.0
8429acbffffffff,1.0,1.0,0.0
8429ad5ffffffff,2.0,0.0,0.0
8429addffffffff,9.0,0.0,0.0
8429ae3ffffffff,2.0,0.0,0.0
8429b03ffffffff,5.0,2.0,0.0
8429b13ffffffff,9.0,0.0,0.0
8429b29ffffffff,2.0,0.0,0.0
8429b67ffffffff,27.0,25.0,0.0
84446ddffffffff,1.0,0.0,0.0
8445201ffffffff,4.0,0.0,0.0
8445209ffffffff,1.0,0.0,0.0
8445213ffffffff,12.0,0.0,0.0
8445217ffffffff,4.0,0.0,0.0
844522dffffffff,1.0,0.0,0.0
844523bffffffff,29.0,2.0,0.0
844525bffffffff,5.0,5.0,0.0
844525dffffffff,1.0,0.0,0.0
844526bffffffff,3.0,0.0,0.0
84452c7ffffffff,37.0,0.0,0.0
84452e1ffffffff,23.0,0.0,0.0
84452e5ffffffff,12.0,0.0,0.0
84452e7ffffffff,1.0,0.0,0.0
84452e9ffffffff,12.0,0.0,0.0
84452edffffffff,13.0,0.0,0.0
84480adffffffff,4.0,4.0,0.0
8448155ffffffff,1.0,1.0,0.0
84482e5ffffffff,21.0,0.0,14.0
8448337ffffffff,1.0,0.0,0.0
84484a5ffffffff,2.0,0.0,0.0
8448593ffffffff,2.0,0.0,0.0
8448599ffffffff,1.0,0.0,0.0
844859dffffffff,2.0,0.0,0.0
84485b5ffffffff,1.0,0.0,0.0
84485bbffffffff,9.0,0.0,0.0
844880dffffffff,1.0,0.0,0.0
844889dffffffff,4.0,0.0,0.0
844898dffffffff,8.0,0.0,0.0
84489c3ffffffff,6.0,0.0,0.0
84489c5ffffffff,28.0,0.0,0.0
84489c7ffffffff,3.0,0.0,0.0
84489d3ffffffff,2.0,0.0,0.0
84489d9ffffffff,10.0,0.0,0.0
8448a21ffffffff,13.0,12.0,0.0
8448a2dffffffff,2.0,2.0,0.0
8448ab7ffffffff,13.0,11.0,0.0
8448c09ffffffff,2.0,0.0,0.0
8448c13ffffffff,2.0,0.0,0.0
8448c19ffffffff,5.0,0.0,0.0
8448c1bffffffff,2.0,2.0,0.0
8448c31ffffffff,3.0,0.0,0.0
8448c47ffffffff,2.0,0.0,0.0
8448c59ffffffff,91.0,30.0,0.0
8448c5bffffffff,5.0,0.0,0.0
8448c61ffffffff,14.0,3.0,0.0
8448ca3ffffffff,2.0,0.0,0.0
8448ccbffffffff,3.0,0.0,0.0
8448cd1ffffffff,2.0,0.0,0.0
8448cd3ffffffff,7.0,2.0,0.0
8448cd9ffffffff,195.0,42.0,0.0
8448cdbffffffff,5.0,4.0,0.0
8448cddffffffff,4.0,0.0,0.0
8448d37ffffffff,1.0,0.0,0.0
8448d4bffffffff,6.0,6.0,0.0
8448d83ffffffff,2.0,0.0,0.0
8448d85ffffffff,12.0,0.0,0.0
8448d87ffffffff,44.0,0.0,0.0
8448d89ffffffff,50.0,0.0,0.0
8448da5ffffffff,2.0,0.0,0.0
8448da9ffffffff,1.0,0.0,0.0
8448dabffffffff,4.0,0.0,0.0
8448db9ffffffff,2.0,0.0,0.0
8448dc3ffffffff,19.0,0.0,0.0
8448dc7ffffffff,6.0,0.0,0.0
8448e37ffffffff,3.0,2.0,0.0
8448e3dffffffff,2.0,2.0,0.0
8448e81ffffffff,3.0,0.0,0.0
8448e83ffffffff,4.0,0.0,0.0
8448e85ffffffff,207.0,86.0,0.0
8448e87ffffffff,1.0,0.0,0.0
8448e8dffffffff,186.0,144.0,0.0
8448e95ffffffff,2.0,0.0,0.0
8448ea9ffffffff,3.0,1.0,0.0
8448eabffffffff,7.0,4.0,0.0
8448eadffffffff,30.0,13.0,0.0
8448eb1ffffffff,32.0,9.0,0.0
8448eb3ffffffff,50.0,7.0,0.0
8448eb5ffffffff,7.0,0.0,0.0
8448eb7ffffffff,6.0,0.0,0.0
8448ebbffffffff,11.0,0.0,0.0
8448ec5ffffffff,7.0,3.0,0.0
8448ec7ffffffff,19.0,5.0,0.0
8448ee1ffffffff,4.0,0.0,0.0
8448ee3ffffffff,10.0,8.0,0.0
8448ee5ffffffff,2.0,0.0,0.0
8448ee9ffffffff,38.0,7.0,0.0
8448eebffffffff,51.0,17.0,0.0
8448f21ffffffff,8.0,8.0,0.0
8448f25ffffffff,4.0,2.0,0.0
8449821ffffffff,4.0,0.0,0.0
8449829ffffffff,39.0,0.0,0.0
844982bffffffff,48.0,0.0,0.0
84498cbffffffff,1.0,0.0,0.0
8449941ffffffff,2.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0
8449959ffffffff,2.0,2.0,0.0
8449961ffffffff,5.0,0.0,0.0
8449963ffffffff,10.0,2.0,0.0
844996bffffffff,2.0,0.0,0.0
84499c9ffffffff,2.0,0.0,0.0
8449a23ffffffff,4.0,0.0,0.0
8449ab5ffffffff,2.0,0.0,0.0
8449b07ffffffff,1.0,0.0,0.0
8449b37ffffffff,2.0,2.0,0.0
8449b3bffffffff,3.0,0.0,0.0
8449b57ffffffff,3.0,0.0,0.0
84660b9ffffffff,3.0,0.0,0.0
8466183ffffffff,2.0,0.0,0.0
846618bffffffff,2.0,0.0,0.0
846619dffffffff,12.0,0.0,0.0
8466b41ffffffff,7.0,7.0,0.0
8466b4dffffffff,13.0,5.0,0.0
8466c2dffffffff,5.0,5.0,0.0
8466c4bffffffff,2.0,0.0,0.0
8466e47ffffffff,7.0,3.0,0.0
8466e67ffffffff,1.0,0.0,0.0
8466e6dffffffff,7.0,0.0,0.0
8466f1dffffffff,2.0,0.0,0.0
846d23bffffffff,2.0,0.0,0.0
846d23dffffffff,1.0,0.0,0.0
846d253ffffffff,14.0,11.0,0.0
846d25bffffffff,5.0,0.0,0.0
846d283ffffffff,4.0,0.0,0.0
846d291ffffffff,3.0,0.0,0.0
846d295ffffffff,6.0,0.0,0.0
846d299ffffffff,5.0,5.0,0.0
846d2b9ffffffff,4.0,0.0,0.0
846d36dffffffff,1.0,0.0,0.0
846d645ffffffff,2.0,0.0,0.0
846d691ffffffff,11.0,0.0,0.0
846d69bffffffff,17.0,0.0,0.0
