cell_id,Larus dominicanus,Larus dominicanus dominicanus,Larus dominicanus austrinus,Larus dominicanus judithae,Larus dominicanus vetula,Larus dominicanus melisandae
82c367fffffffff,78.0,0.0,0.0,0.0,0.0,0.0
82ca87fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82ce17fffffffff,186.0,2.0,0.0,0.0,0.0,0.0
82ce37fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82ce87fffffffff,1505.0,0.0,0.0,0.0,0.0,0.0
82ce8ffffffffff,3259.0,12.0,0.0,0.0,0.0,0.0
82ce97fffffffff,84.0,0.0,0.0,0.0,0.0,0.0
82ce9ffffffffff,563.0,0.0,0.0,0.0,0.0,0.0
82cea7fffffffff,1197.0,8.0,0.0,0.0,0.0,0.0
82ceaffffffffff,10104.0,499.0,0.0,0.0,0.0,0.0
82ceb7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82ced7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82cf17fffffffff,618.0,57.0,0.0,0.0,0.0,0.0
82cf1ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82cf37fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
82cf87fffffffff,58.0,5.0,0.0,0.0,0.0,0.0
82cf8ffffffffff,525.0,2.0,0.0,0.0,0.0,0.0
82cf97fffffffff,553.0,0.0,0.0,0.0,0.0,0.0
82cf9ffffffffff,416.0,0.0,0.0,0.0,0.0,0.0
82cfa7fffffffff,7504.0,122.0,0.0,0.0,0.0,0.0
82cfaffffffffff,903.0,25.0,0.0,0.0,0.0,0.0
82cfb7fffffffff,214.0,2.0,0.0,0.0,0.0,0.0
82d44ffffffffff,136.0,0.0,0.0,0.0,0.0,0.0
82d46ffffffffff,116.0,0.0,0.0,0.0,0.0,0.0
82d8b7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
82da07fffffffff,72.0,0.0,0.0,0.0,0.0,0.0
82da1ffffffffff,145.0,0.0,0.0,0.0,0.0,0.0
82da77fffffffff,79.0,0.0,0.0,0.0,0.0,0.0
82da87fffffffff,7061.0,8.0,0.0,0.0,0.0,0.0
82da8ffffffffff,1016.0,3.0,0.0,0.0,0.0,0.0
82da97fffffffff,4779.0,0.0,0.0,0.0,0.0,0.0
82daaffffffffff,2706.0,159.0,0.0,0.0,0.0,0.0
82dab7fffffffff,807.0,0.0,0.0,0.0,0.0,0.0
82db87fffffffff,75.0,0.0,0.0,0.0,0.0,0.0
82de0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82de1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82de67fffffffff,321.0,56.0,0.0,0.0,0.0,0.0
82de77fffffffff,854.0,37.0,0.0,0.0,0.0,0.0
82de87fffffffff,289.0,5.0,0.0,0.0,0.0,0.0
82de97fffffffff,778.0,24.0,0.0,0.0,0.0,0.0
82dea7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82deaffffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82deb7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0
82df07fffffffff,507.0,0.0,96.0,0.0,0.0,0.0
82df17fffffffff,296.0,0.0,63.0,0.0,0.0,0.0
82df1ffffffffff,49.0,0.0,17.0,0.0,0.0,0.0
82df2ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
82df37fffffffff,1152.0,0.0,317.0,0.0,0.0,0.0
82df47fffffffff,3892.0,336.0,0.0,0.0,0.0,0.0
82df4ffffffffff,134.0,9.0,0.0,0.0,0.0,0.0
82df5ffffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82df67fffffffff,10.0,1.0,0.0,0.0,0.0,0.0
82df6ffffffffff,7128.0,1089.0,0.0,0.0,0.0,0.0
82df77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82df87fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
82e097fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
82e897fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82e89ffffffffff,160.0,0.0,12.0,0.0,0.0,0.0
